source_id,source_class,age,source_measure,survival_probability,source_unit,transformation,included_weight,weight_year,nrcan_ceud_class
eia_nems_hd_truck_scrappage,Cls 7-8,20,annual_scrappage_rate,0.5871905401068037,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,21,annual_scrappage_rate,0.5641913892291993,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,22,annual_scrappage_rate,0.5420929749459166,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,23,annual_scrappage_rate,0.5208600762787805,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,24,annual_scrappage_rate,0.5004588178341126,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,25,annual_scrappage_rate,0.4808566365002618,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,26,annual_scrappage_rate,0.4620222383668312,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,27,annual_scrappage_rate,0.44392555257920074,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,28,annual_scrappage_rate,0.4265376849628728,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,29,annual_scrappage_rate,0.40983087259058604,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,30,annual_scrappage_rate,0.39377843975434057,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,31,annual_scrappage_rate,0.37835475550129954,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,32,annual_scrappage_rate,0.3635351927640673,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,33,annual_scrappage_rate,0.34929608906223836,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
eia_nems_hd_truck_scrappage,Cls 7-8,34,annual_scrappage_rate,0.3356147087305419,dimensionless,cumulative_product_of_one_minus_annual_scrappage_rate,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,0,survival_probability,1.0,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,1,survival_probability,0.992933663,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,2,survival_probability,0.986632767,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,3,survival_probability,0.980631007,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,4,survival_probability,0.973514523,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,5,survival_probability,0.965333294,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,6,survival_probability,0.953145802,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,7,survival_probability,0.938476818,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,8,survival_probability,0.917968036,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,9,survival_probability,0.893661691,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,10,survival_probability,0.859918934,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,11,survival_probability,0.825199748,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,12,survival_probability,0.785191272,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,13,survival_probability,0.742210777,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,14,survival_probability,0.694945584,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,15,survival_probability,0.658681192,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,16,survival_probability,0.606091059,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,17,survival_probability,0.552285652,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,18,survival_probability,0.494962916,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,19,survival_probability,0.442117238,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,20,survival_probability,0.394716566,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,21,survival_probability,0.346365934,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,22,survival_probability,0.302950731,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,23,survival_probability,0.264859431,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,24,survival_probability,0.231752514,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,25,survival_probability,0.201172614,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,26,survival_probability,0.174134416,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,27,survival_probability,0.152922345,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,28,survival_probability,0.1351206,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,29,survival_probability,0.119513433,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,30,survival_probability,0.105697656,dimensionless,source_survival_probability,,,
