source_id,region,table_id,table_label,short_name,applies_to,parameter_modules,raw_series,series_group,series_name,year,value,unit,cached_file
nrcan_ceud_transport_provincial,ON,20,Cars,car_activity,cars,stocks_and_demands,Cars|Energy Intensity (MJ/Pkm),Cars,Energy Intensity (MJ/Pkm),2020,1.608504,MJ/Pkm,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_20.xls
nrcan_ceud_transport_provincial,ON,20,Cars,car_activity,cars,stocks_and_demands,Car Energy Use (PJ),Car Energy Use (PJ),Car Energy Use (PJ),2021,143.287462,PJ,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_20.xls
nrcan_ceud_transport_provincial,ON,20,Cars,car_activity,cars,stocks_and_demands,Cars|Energy Use by Energy Source (PJ)|Natural Gas,Cars,Energy Use by Energy Source (PJ)|Natural Gas,2021,0.011521,PJ,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_20.xls
nrcan_ceud_transport_provincial,ON,20,Cars,car_activity,cars,stocks_and_demands,Cars|Energy Use by Energy Source (PJ)|Motor Gasoline,Cars,Energy Use by Energy Source (PJ)|Motor Gasoline,2021,138.817067,PJ,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_20.xls
nrcan_ceud_transport_provincial,ON,20,Cars,car_activity,cars,stocks_and_demands,Cars|Energy Use by Energy Source (PJ)|Diesel Fuel Oil,Cars,Energy Use by Energy Source (PJ)|Diesel Fuel Oil,2021,1.784423,PJ,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_20.xls
nrcan_ceud_transport_provincial,ON,20,Cars,car_activity,cars,stocks_and_demands,Cars|Energy Use by Energy Source (PJ)|Propane,Cars,Energy Use by Energy Source (PJ)|Propane,2021,2.674451,PJ,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_20.xls
nrcan_ceud_transport_provincial,ON,20,Cars,car_activity,cars,stocks_and_demands,Cars|Activity|Passenger-kilometres (millions),Cars,Activity|Passenger-kilometres (millions),2021,89413.447362,millions,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_20.xls
nrcan_ceud_transport_provincial,ON,20,Cars,car_activity,cars,stocks_and_demands,Cars|Energy Intensity (MJ/Pkm),Cars,Energy Intensity (MJ/Pkm),2021,1.602527,MJ/Pkm,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_20.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2000,363.081,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2000,4069.056,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2000,20445.412,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2000,8.838833,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2000,6.440784,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2001,354.273,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2001,4206.276,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2001,19627.018,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2001,8.781358,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2001,6.385188,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2002,368.369,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2002,4163.059,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2002,20588.03,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2002,8.70469,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2002,6.341163,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2003,332.265,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2003,4169.907,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2003,20560.324,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2003,8.60494,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2003,6.28068,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2004,302.415,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2004,4218.554,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2004,20624.614,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2004,8.587756,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2004,6.314524,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2005,315.208,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2005,4212.415,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2005,20904.582,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2005,8.5583,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2005,6.317366,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2006,320.175,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2006,4199.036,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2006,20391.594,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2006,8.504666,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2006,6.327542,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2007,320.139,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2007,4235.823,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2007,20424.178,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2007,8.144521,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2007,6.364561,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2008,326.355,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2008,4273.029,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2008,20005.374,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2008,7.987661,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2008,6.384151,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2009,271.523,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2009,4275.096,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2009,20540.746,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2009,7.947256,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2009,6.4332,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2010,256.755,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2010,4238.967,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2010,20735.206,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2010,7.875101,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2010,6.594387,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2011,261.232,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2011,4197.528,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2011,20338.906,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2011,7.783365,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2011,6.621116,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2012,278.479,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2012,4190.892,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2012,19050.102,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2012,7.658324,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2012,6.663869,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2013,283.546,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2013,4269.352,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2013,19632.706,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2013,7.613019,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2013,6.78016,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2014,290.693,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2014,4352.974,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Average Distance Travelled per Year (km)|Cars,Average Distance Travelled per Year (km),Cars,2014,18434.186,km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Motor Gasoline,Cars On-Road Average Fuel Consumption (L/100 km),Motor Gasoline,2014,7.543509,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Cars On-Road Average Fuel Consumption (L/100 km)|Diesel Fuel Oil,Cars On-Road Average Fuel Consumption (L/100 km),Diesel Fuel Oil,2014,6.802496,L/100 km,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Sales (thousands)|Cars,Sales (thousands),Cars,2015,281.874,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
nrcan_ceud_transport_provincial,ON,21,Car Explanatory,car_fleet,cars,stocks_and_demands,Stock (thousands)|Cars,Stock (thousands),Cars,2015,4454.462,thousands,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\nrcan_ceud_transport\2021_tran_on_e_21.xls
