region,period,tech,vintage,fraction,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
AB,2025,T_HDV_T_BEV_N,2025,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_BEV_N,2025,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_BEV_N,2025,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_BEV_N,2025,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_BEV_N,2025,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_BEV_N,2030,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_BEV_N,2030,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_BEV_N,2030,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_BEV_N,2030,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_BEV_N,2035,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_BEV_N,2035,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_BEV_N,2035,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_BEV_N,2040,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_BEV_N,2040,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_BEV_N,2045,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_DSL_EX,2005,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_DSL_EX,2010,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_EX,2010,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_DSL_EX,2015,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_EX,2015,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_EX,2015,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_DSL_EX,2020,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_EX,2020,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_EX,2020,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_EX,2020,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_DSL_EX,2023,0.9974722304853246,Accepted Cls 7-8 cumulative survival averaged over ages 2-6.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_EX,2023,0.90614399939759,Accepted Cls 7-8 cumulative survival averaged over ages 7-11.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_EX,2023,0.7473582167728406,Accepted Cls 7-8 cumulative survival averaged over ages 12-16.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_EX,2023,0.612102404937099,Accepted Cls 7-8 cumulative survival averaged over ages 17-21.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_DSL_HEV_N,2025,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_HEV_N,2025,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_HEV_N,2025,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_HEV_N,2025,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_HEV_N,2025,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_HEV_N,2030,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_HEV_N,2030,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_HEV_N,2030,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_HEV_N,2030,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_HEV_N,2035,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_HEV_N,2035,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_HEV_N,2035,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_HEV_N,2040,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_HEV_N,2040,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_HEV_N,2045,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_DSL_N,2025,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_N,2025,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_N,2025,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_N,2025,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_N,2025,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_N,2030,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_N,2030,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_N,2030,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_N,2030,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_N,2035,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_N,2035,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_N,2035,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_N,2040,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_N,2040,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_N,2045,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_DSL_PHEV_N,2025,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_PHEV_N,2025,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_PHEV_N,2025,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_PHEV_N,2025,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_PHEV_N,2025,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_DSL_PHEV_N,2030,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_PHEV_N,2030,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_PHEV_N,2030,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_PHEV_N,2030,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_DSL_PHEV_N,2035,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_PHEV_N,2035,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_PHEV_N,2035,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_DSL_PHEV_N,2040,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_PHEV_N,2040,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_DSL_PHEV_N,2045,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_FCEV_N,2025,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_FCEV_N,2025,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_FCEV_N,2025,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_FCEV_N,2025,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCEV_N,2025,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_FCEV_N,2030,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_FCEV_N,2030,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_FCEV_N,2030,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCEV_N,2030,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_FCEV_N,2035,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_FCEV_N,2035,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCEV_N,2035,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_FCEV_N,2040,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCEV_N,2040,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCEV_N,2045,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_HDV_T_FCHEV_N,2025,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_FCHEV_N,2025,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_FCHEV_N,2025,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_FCHEV_N,2025,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCHEV_N,2025,0.5429587596789626,Accepted Cls 7-8 cumulative survival averaged over ages 20-24.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2030,T_HDV_T_FCHEV_N,2030,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_FCHEV_N,2030,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_FCHEV_N,2030,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCHEV_N,2030,0.663017944564982,Accepted Cls 7-8 cumulative survival averaged over ages 15-19.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2035,T_HDV_T_FCHEV_N,2035,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_FCHEV_N,2035,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCHEV_N,2035,0.8090857616516105,Accepted Cls 7-8 cumulative survival averaged over ages 10-14.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2040,T_HDV_T_FCHEV_N,2040,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCHEV_N,2040,0.9607027457533668,Accepted Cls 7-8 cumulative survival averaged over ages 5-9.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2045,T_HDV_T_FCHEV_N,2045,0.9999940137556944,Accepted Cls 7-8 cumulative survival averaged over ages 0-4.,T10,5,5,5,5,5,lifetime-survival-curve-road-heavy-trucks:composite:1:2d4de13a9ca220c6
AB,2025,T_LDV_C_BEV150_EX,2005,0.1426895861987092,Accepted Car cumulative survival averaged over ages 20-24.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2025,T_LDV_C_BEV150_EX,2010,0.3111342468344523,Accepted Car cumulative survival averaged over ages 15-19.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2030,T_LDV_C_BEV150_EX,2010,0.1426895861987092,Accepted Car cumulative survival averaged over ages 20-24.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2025,T_LDV_C_BEV150_EX,2015,0.6260976051996672,Accepted Car cumulative survival averaged over ages 10-14.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2030,T_LDV_C_BEV150_EX,2015,0.3111342468344523,Accepted Car cumulative survival averaged over ages 15-19.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2035,T_LDV_C_BEV150_EX,2015,0.1426895861987092,Accepted Car cumulative survival averaged over ages 20-24.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2025,T_LDV_C_BEV150_EX,2020,0.8803674889919858,Accepted Car cumulative survival averaged over ages 5-9.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2030,T_LDV_C_BEV150_EX,2020,0.6260976051996672,Accepted Car cumulative survival averaged over ages 10-14.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2035,T_LDV_C_BEV150_EX,2020,0.3111342468344523,Accepted Car cumulative survival averaged over ages 15-19.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2040,T_LDV_C_BEV150_EX,2020,0.1426895861987092,Accepted Car cumulative survival averaged over ages 20-24.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2025,T_LDV_C_BEV150_EX,2023,0.9551488013301361,Accepted Car cumulative survival averaged over ages 2-6.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2030,T_LDV_C_BEV150_EX,2023,0.7990480831277952,Accepted Car cumulative survival averaged over ages 7-11.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2035,T_LDV_C_BEV150_EX,2023,0.49176878217857156,Accepted Car cumulative survival averaged over ages 12-16.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2040,T_LDV_C_BEV150_EX,2023,0.22411484323416686,Accepted Car cumulative survival averaged over ages 17-21.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2025,T_LDV_C_BEV150_N,2025,0.9823159305334912,Accepted Car cumulative survival averaged over ages 0-4.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2030,T_LDV_C_BEV150_N,2025,0.8803674889919858,Accepted Car cumulative survival averaged over ages 5-9.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2035,T_LDV_C_BEV150_N,2025,0.6260976051996672,Accepted Car cumulative survival averaged over ages 10-14.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
AB,2040,T_LDV_C_BEV150_N,2025,0.3111342468344523,Accepted Car cumulative survival averaged over ages 15-19.,T09,5,5,5,5,5,lifetime-survival-curve-road-cars:composite:1:95cb8681ee47beb0
