source_id,year,report,raw_file,cached_zip,VEHICLE_CLASS,AGE,VALUE,NATIVE_COUNT,AGE_DIST
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,13,2009,11956,0.05759263184261739
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,14,2008,12267,0.05909073392550916
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,15,2007,11928,0.05745775448467215
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,16,2006,11003,0.053001984623981195
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,17,2005,9242,0.04451916221892522
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,18,2004,8129,0.03915778724060194
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,19,2003,9265,0.04462995433438024
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,20,2002,6747,0.03250062621630474
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,21,2001,6094,0.029355093547081833
ontario_ministry_transport_vehicle_population,2022,Report 5,2022/2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,MOTORCYCLE,22,2000,5455,0.026276999556831538
