source_id,year,package_id,resource_id,resource_name,url,cached_zip,cache_status,report4_member,report5_member,outputs
ontario_ministry_transport_vehicle_population,2022,vehicle-population-data,7ff95539-e7b2-45c7-b2bb-89070ca739cf,Vehicle population data - 2022,https://data.ontario.ca/dataset/1c949987-310c-4bd8-adaa-a9268332e4c0/resource/7ff95539-e7b2-45c7-b2bb-89070ca739cf/download/2022.zip,C:\Users\rashi\ESM_databases\canoe-transportation\inputs\cache\ontario_vehicle_population\2022_vehicle_population_data.zip,cached,2022_Reg_Veh_Report4_Weight_Class&Status.TXT,2022_Reg_Veh_Report5_Class&Status&Descriptors.TXT,ontario_vehicle_population_report4_cleaned_2022.csv|ontario_vehicle_population_report4_epa_gvwr_distribution_2022.csv|ontario_vehicle_population_report5_cleaned_2022.csv|ontario_vehicle_population_report5_age_distribution_2022.csv
