region,period,input_comm,tech,operator,proportion,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
NLLAB,2025,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2025,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2025,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2025,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2030,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2030,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2030,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2030,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2030,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2030,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2030,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2030,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2035,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2035,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2035,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2035,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2035,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2035,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2035,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2035,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2040,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2040,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2040,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2040,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2040,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2040,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2040,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2040,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2045,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2045,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2045,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2045,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2045,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2045,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2045,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NLLAB,2045,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2025,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2025,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2025,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2025,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2025,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2025,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2025,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2025,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2030,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2030,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2030,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2030,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2030,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2030,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2030,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2030,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2035,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2035,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2035,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2035,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2035,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2035,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2035,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2035,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2040,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2040,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2040,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2040,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2040,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2040,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2040,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2040,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2045,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2045,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2045,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2045,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2045,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2045,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2045,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
NS,2045,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2025,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2025,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2025,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2025,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2025,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2025,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2025,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2025,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2030,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2030,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2030,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2030,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2030,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2030,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2030,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2030,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2035,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2035,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2035,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2035,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2035,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2035,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2035,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2035,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2040,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2040,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2040,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2040,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2040,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2040,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2040,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2040,T_gsl,T_BLND_GSL_ELC_PHEV50,e,0.5367240302503112,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2045,T_dsl,T_BLND_DSL_ELC_HDV,e,0.38836725560923635,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2045,T_elc_mhdv_chrg,T_BLND_DSL_ELC_HDV,e,0.6116327443907636,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2045,T_dsl,T_BLND_DSL_ELC_MDV,e,0.5725483374790176,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2045,T_elc_mhdv_chrg,T_BLND_DSL_ELC_MDV,e,0.42745166252098243,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2045,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,e,0.34167406449917015,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2045,T_gsl,T_BLND_GSL_ELC_PHEV35,e,0.6583259355008299,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
ON,2045,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,e,0.46327596974968877,"Mid; broad class/endpoint mean energy share, not distance UF; fixed horizon",T06,5,5,5,5,5,efficiency-phev-splits:composite:1:aeaf8beef718e8ac
