source_id,report_year,VEHICLE_CLASS,MAKE,MODEL,MODEL_YEAR,FIT_ACTIVE,FIT_INACTIVE,UNFIT,WRECKED,OUT_OF_PROV,SOLD,SUSPENDED,TEMPORARY,TOTAL,entry_type,mto_make_code,mto_model_code,model_year_from,model_year_to,canonical_make,canonical_model,vehicle_scope,nrcan_vehicle_class,nlr_atb_class,nrcan_ceud_class,match_method,mapping_status,evidence_source,supporting_rating_rows,review_notes,mapping_outcome,mapping_accepted
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2001,216,845,163,378,120,59,0,44,1825,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2002,92,339,60,89,65,9,1,16,671,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2002,399,997,200,366,245,39,1,73,2320,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2003,118,387,69,94,60,11,0,16,755,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2003,472,742,150,171,185,31,0,56,1807,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2004,162,553,155,154,66,35,0,30,1155,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2004,286,458,82,192,77,22,0,18,1135,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2005,227,519,126,134,78,20,0,25,1129,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2005,614,1227,240,363,278,41,4,65,2832,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2006,152,354,92,52,44,13,0,16,723,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2006,226,230,33,11,45,21,1,23,590,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2007,223,445,97,78,51,32,2,15,943,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2007,267,265,39,6,43,24,4,11,659,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2008,219,371,126,41,64,20,0,19,860,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2008,301,288,44,25,73,18,0,12,761,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2009,229,345,44,36,46,12,0,13,725,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2009,248,255,63,48,64,18,1,9,706,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2010,178,390,63,15,43,9,0,13,711,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2010,144,136,18,3,19,7,0,4,331,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2011,148,282,25,3,25,2,0,4,489,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2011,169,131,34,4,20,14,1,7,380,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2012,168,302,75,10,42,9,0,17,623,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2012,158,130,26,4,39,11,0,3,371,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2013,160,147,60,4,38,3,0,2,414,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2013,128,153,14,2,45,8,1,4,355,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2014,204,169,30,1,26,0,0,7,437,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2014,269,227,20,4,65,12,1,0,598,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2015,134,84,28,2,26,2,1,3,280,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2015,122,71,19,0,17,9,0,6,244,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,COMMERCIAL,****,***,2016,133,87,14,1,23,2,1,2,263,,,,,,,,,,,,,unmatched,,,,unmapped,False
ontario_ministry_transport_vehicle_population,2025,PASSENGER,****,***,2016,112,64,11,0,11,3,0,0,201,,,,,,,,,,,,,unmatched,,,,unmapped,False
