report_year,weight_basis,model_year,vintage,nrcan_ceud_class,nrcan_vehicle_class,fit_active_stock,aggregation_weight
2025,model_year,2023,,Light Truck,Van: Cargo,1,3.9190174239514665e-06
2025,model_year,2023,,Light Truck,Van: Passenger,8241,0.03229662259078404
2025,model_year,2024,,Car,Compact,26732,0.3868764201050697
2025,model_year,2024,,Car,Full-size,2759,0.03992937464723505
2025,model_year,2024,,Car,Mid-size,17807,0.25771017555031334
2025,model_year,2024,,Car,Minicompact,387,0.005600822032794477
2025,model_year,2024,,Car,Station wagon: Mid-size,1623,0.023488718757688466
2025,model_year,2024,,Car,Station wagon: Small,6870,0.09942544538836708
2025,model_year,2024,,Car,Subcompact,11211,0.16225017005079814
2025,model_year,2024,,Car,Two-seater,1708,0.024718873467733767
2025,model_year,2024,,Light Truck,Minivan,34012,0.09720185990151782
2025,model_year,2024,,Light Truck,Pickup truck: Small,4240,0.01211736698760542
2025,model_year,2024,,Light Truck,Pickup truck: Standard,63331,0.18099173789906575
2025,model_year,2024,,Light Truck,Sport utility vehicle: Small,206151,0.5891526702504352
2025,model_year,2024,,Light Truck,Sport utility vehicle: Standard,34109,0.09747907325005502
2025,model_year,2024,,Light Truck,Van: Cargo,3,8.573608717645345e-06
2025,model_year,2024,,Light Truck,Van: Passenger,8065,0.023048718102603234
2025,model_year,2025,,Car,Compact,25913,0.33855942722011
2025,model_year,2025,,Car,Full-size,1259,0.01644913050862959
2025,model_year,2025,,Car,Mid-size,12216,0.15960490730215968
2025,model_year,2025,,Car,Minicompact,302,0.003945700884516391
2025,model_year,2025,,Car,Station wagon: Mid-size,55,0.0007185879094317929
2025,model_year,2025,,Car,Station wagon: Small,17954,0.2345732241079711
2025,model_year,2025,,Car,Subcompact,17456,0.22806673721893414
2025,model_year,2025,,Car,Two-seater,1384,0.0180822848482473
2025,model_year,2025,,Light Truck,Minivan,40953,0.1208641374120147
2025,model_year,2025,,Light Truck,Pickup truck: Small,4228,0.012478049788245016
2025,model_year,2025,,Light Truck,Pickup truck: Standard,61930,0.1827733262502398
2025,model_year,2025,,Light Truck,Sport utility vehicle: Small,183348,0.541112931072646
2025,model_year,2025,,Light Truck,Sport utility vehicle: Standard,41184,0.12154588516534597
2025,model_year,2025,,Light Truck,Van: Cargo,3,8.853866926380097e-06
2025,model_year,2025,,Light Truck,Van: Passenger,7189,0.021216816444582173
2025,model_year,2026,,Car,Compact,3143,0.1907275926937314
2025,model_year,2026,,Car,Full-size,646,0.03920140785241823
2025,model_year,2026,,Car,Mid-size,3171,0.1924267249226288
2025,model_year,2026,,Car,Minicompact,742,0.04502700406578069
2025,model_year,2026,,Car,Station wagon: Mid-size,368,0.02233145215122277
2025,model_year,2026,,Car,Station wagon: Small,5386,0.3268402208871898
2025,model_year,2026,,Car,Subcompact,1989,0.1206990715456035
2025,model_year,2026,,Car,Two-seater,1034,0.06274652588142485
2025,model_year,2026,,Light Truck,Minivan,13433,0.21593338584449195
2025,model_year,2026,,Light Truck,Pickup truck: Small,24,0.0003857962674211127
2025,model_year,2026,,Light Truck,Pickup truck: Standard,11056,0.1777234805253259
2025,model_year,2026,,Light Truck,Sport utility vehicle: Small,31688,0.5093796717516758
2025,model_year,2026,,Light Truck,Sport utility vehicle: Standard,5572,0.08956903341960167
2025,model_year,2026,,Light Truck,Van: Passenger,436,0.007008632191483548
