report_year,weight_basis,model_year,vintage,nrcan_ceud_class,nrcan_vehicle_class,fit_active_stock,aggregation_weight
2025,model_year,1996,,Light Truck,Sport utility vehicle: Standard,233,0.10060449050086356
2025,model_year,1996,,Light Truck,Van: Cargo,102,0.04404145077720207
2025,model_year,1996,,Light Truck,Van: Passenger,4,0.0017271157167530224
2025,model_year,1997,,Car,Compact,591,0.2427104722792608
2025,model_year,1997,,Car,Full-size,172,0.07063655030800821
2025,model_year,1997,,Car,Mid-size,253,0.10390143737166324
2025,model_year,1997,,Car,Minicompact,29,0.01190965092402464
2025,model_year,1997,,Car,Subcompact,1155,0.47433264887063653
2025,model_year,1997,,Car,Two-seater,235,0.09650924024640657
2025,model_year,1997,,Light Truck,Minivan,117,0.030421216848673948
2025,model_year,1997,,Light Truck,Pickup truck: Small,77,0.02002080083203328
2025,model_year,1997,,Light Truck,Pickup truck: Standard,2327,0.6050442017680707
2025,model_year,1997,,Light Truck,Sport utility vehicle: Small,357,0.09282371294851795
2025,model_year,1997,,Light Truck,Sport utility vehicle: Standard,705,0.18330733229329174
2025,model_year,1997,,Light Truck,Van: Cargo,245,0.06370254810192408
2025,model_year,1997,,Light Truck,Van: Passenger,18,0.0046801872074883
2025,model_year,1998,,Car,Compact,370,0.10626076967260195
2025,model_year,1998,,Car,Full-size,164,0.04709936817920735
2025,model_year,1998,,Car,Mid-size,605,0.17375071797817346
2025,model_year,1998,,Car,Minicompact,7,0.002010338885697875
2025,model_year,1998,,Car,Station wagon: Mid-size,69,0.019816197587593336
2025,model_year,1998,,Car,Subcompact,1681,0.48276852383687535
2025,model_year,1998,,Car,Two-seater,586,0.16829408385985067
2025,model_year,1998,,Light Truck,Minivan,275,0.05335661622041133
2025,model_year,1998,,Light Truck,Pickup truck: Small,117,0.02270081490104773
2025,model_year,1998,,Light Truck,Pickup truck: Standard,3418,0.663174233604967
2025,model_year,1998,,Light Truck,Sport utility vehicle: Small,470,0.09119130772215754
2025,model_year,1998,,Light Truck,Sport utility vehicle: Standard,577,0.11195188203337214
2025,model_year,1998,,Light Truck,Van: Cargo,281,0.05452076057431121
2025,model_year,1998,,Light Truck,Van: Passenger,16,0.0031043849437330227
2025,model_year,1999,,Car,Compact,476,0.09418282548476455
2025,model_year,1999,,Car,Full-size,172,0.03403244954491492
2025,model_year,1999,,Car,Mid-size,694,0.1373169766521567
2025,model_year,1999,,Car,Minicompact,328,0.06489908982983775
2025,model_year,1999,,Car,Station wagon: Mid-size,146,0.02888800949742778
2025,model_year,1999,,Car,Station wagon: Small,0,0.0
2025,model_year,1999,,Car,Subcompact,2391,0.4730906212900673
2025,model_year,1999,,Car,Two-seater,847,0.16759002770083103
2025,model_year,1999,,Light Truck,Minivan,451,0.07236842105263158
2025,model_year,1999,,Light Truck,Pickup truck: Small,82,0.013157894736842105
2025,model_year,1999,,Light Truck,Pickup truck: Standard,4233,0.6792362002567394
2025,model_year,1999,,Light Truck,Sport utility vehicle: Small,609,0.0977214377406932
2025,model_year,1999,,Light Truck,Sport utility vehicle: Standard,586,0.09403080872913992
2025,model_year,1999,,Light Truck,Van: Cargo,243,0.038992297817715016
2025,model_year,1999,,Light Truck,Van: Passenger,28,0.004492939666238768
2025,model_year,2000,,Car,Compact,862,0.11639211450175534
2025,model_year,2000,,Car,Full-size,482,0.0650823656494734
2025,model_year,2000,,Car,Mid-size,1171,0.158115041857953
2025,model_year,2000,,Car,Minicompact,0,0.0
2025,model_year,2000,,Car,Station wagon: Mid-size,192,0.02592492573588982
2025,model_year,2000,,Car,Station wagon: Small,43,0.005806103159600324
2025,model_year,2000,,Car,Subcompact,4236,0.5719686740480692
2025,model_year,2000,,Car,Two-seater,420,0.05671077504725898
2025,model_year,2000,,Light Truck,Minivan,1022,0.12016460905349795
2025,model_year,2000,,Light Truck,Pickup truck: Small,139,0.016343327454438564
2025,model_year,2000,,Light Truck,Pickup truck: Standard,5147,0.6051734273956496
2025,model_year,2000,,Light Truck,Sport utility vehicle: Small,864,0.10158730158730159
2025,model_year,2000,,Light Truck,Sport utility vehicle: Standard,815,0.09582598471487361
2025,model_year,2000,,Light Truck,Van: Cargo,443,0.052087007642563195
2025,model_year,2000,,Light Truck,Van: Passenger,75,0.008818342151675485
2025,model_year,2001,,Car,Compact,3020,0.35067347886669764
2025,model_year,2001,,Car,Full-size,757,0.08790060380863911
2025,model_year,2001,,Car,Mid-size,955,0.11089177891314445
2025,model_year,2001,,Car,Minicompact,79,0.009173246632605667
2025,model_year,2001,,Car,Station wagon: Mid-size,320,0.03715745471435207
2025,model_year,2001,,Car,Station wagon: Small,62,0.007199256850905713
2025,model_year,2001,,Car,Subcompact,2547,0.295750116117046
2025,model_year,2001,,Car,Two-seater,872,0.10125406409660938
2025,model_year,2001,,Light Truck,Minivan,793,0.07764613727602075
2025,model_year,2001,,Light Truck,Pickup truck: Small,95,0.009301870165475375
2025,model_year,2001,,Light Truck,Pickup truck: Standard,6946,0.6801135807304416
2025,model_year,2001,,Light Truck,Sport utility vehicle: Small,1231,0.12053265446000196
2025,model_year,2001,,Light Truck,Sport utility vehicle: Standard,671,0.06570057769509449
2025,model_year,2001,,Light Truck,Van: Cargo,335,0.032801331636150004
2025,model_year,2001,,Light Truck,Van: Passenger,142,0.013903848036815823
2025,model_year,2002,,Car,Compact,1924,0.17713128337322775
2025,model_year,2002,,Car,Full-size,1015,0.0934450377462714
2025,model_year,2002,,Car,Mid-size,1862,0.17142331062419444
2025,model_year,2002,,Car,Station wagon: Mid-size,360,0.03314306757503222
2025,model_year,2002,,Car,Station wagon: Small,88,0.008101638740563431
2025,model_year,2002,,Car,Subcompact,3604,0.33179893205671146
2025,model_year,2002,,Car,Two-seater,2009,0.18495672988399928
2025,model_year,2002,,Light Truck,Minivan,1233,0.08841878809609179
2025,model_year,2002,,Light Truck,Pickup truck: Small,197,0.014126927214055217
2025,model_year,2002,,Light Truck,Pickup truck: Standard,8646,0.6200071710290427
2025,model_year,2002,,Light Truck,Sport utility vehicle: Small,2416,0.17325206167084978
2025,model_year,2002,,Light Truck,Sport utility vehicle: Standard,810,0.058085335245607744
2025,model_year,2002,,Light Truck,Van: Cargo,466,0.03341699533883112
2025,model_year,2002,,Light Truck,Van: Passenger,177,0.012692721405521693
2025,model_year,2003,,Car,Compact,4997,0.3091437762929968
2025,model_year,2003,,Car,Full-size,1385,0.08568423657510517
2025,model_year,2003,,Car,Mid-size,3129,0.19357832219747587
2025,model_year,2003,,Car,Minicompact,0,0.0
2025,model_year,2003,,Car,Station wagon: Mid-size,429,0.02654046028210839
2025,model_year,2003,,Car,Station wagon: Small,648,0.0400890868596882
2025,model_year,2003,,Car,Subcompact,4112,0.2543924771096263
2025,model_year,2003,,Car,Two-seater,1464,0.09057164068299926
2025,model_year,2003,,Light Truck,Minivan,1734,0.08348579682233992
2025,model_year,2003,,Light Truck,Pickup truck: Small,227,0.010929224843524314
2025,model_year,2003,,Light Truck,Pickup truck: Standard,12621,0.607655272026962
2025,model_year,2003,,Light Truck,Sport utility vehicle: Small,3740,0.18006740491092924
2025,model_year,2003,,Light Truck,Sport utility vehicle: Standard,1494,0.07193066923447279
2025,model_year,2003,,Light Truck,Van: Cargo,683,0.03288396726047183
2025,model_year,2003,,Light Truck,Van: Passenger,271,0.013047664901299952
2025,model_year,2004,,Car,Compact,6113,0.3734270006108735
2025,model_year,2004,,Car,Full-size,807,0.049297495418448384
2025,model_year,2004,,Car,Mid-size,2630,0.16065974343310935
2025,model_year,2004,,Car,Minicompact,181,0.011056811240073305
2025,model_year,2004,,Car,Station wagon: Mid-size,593,0.036224801466096516
2025,model_year,2004,,Car,Station wagon: Small,829,0.05064141722663409
2025,model_year,2004,,Car,Subcompact,3701,0.2260843005497862
2025,model_year,2004,,Car,Two-seater,1516,0.09260843005497862
2025,model_year,2004,,Light Truck,Minivan,3491,0.1391612851789843
2025,model_year,2004,,Light Truck,Pickup truck: Small,176,0.007015865422945069
2025,model_year,2004,,Light Truck,Pickup truck: Standard,13503,0.5382683568524277
2025,model_year,2004,,Light Truck,Sport utility vehicle: Small,4368,0.1741210236785458
2025,model_year,2004,,Light Truck,Sport utility vehicle: Standard,2182,0.08698078609583035
2025,model_year,2004,,Light Truck,Van: Cargo,911,0.03631507613808499
2025,model_year,2004,,Light Truck,Van: Passenger,455,0.018137606633181855
2025,model_year,2005,,Car,Compact,10029,0.4267659574468085
2025,model_year,2005,,Car,Full-size,1149,0.0488936170212766
2025,model_year,2005,,Car,Mid-size,4264,0.1814468085106383
2025,model_year,2005,,Car,Minicompact,361,0.015361702127659575
2025,model_year,2005,,Car,Station wagon: Mid-size,539,0.022936170212765956
2025,model_year,2005,,Car,Station wagon: Small,2842,0.12093617021276595
2025,model_year,2005,,Car,Subcompact,3060,0.1302127659574468
2025,model_year,2005,,Car,Two-seater,1256,0.0534468085106383
2025,model_year,2005,,Light Truck,Minivan,6127,0.17979341510652033
2025,model_year,2005,,Light Truck,Pickup truck: Standard,15645,0.45909384353541877
2025,model_year,2005,,Light Truck,Sport utility vehicle: Small,7817,0.22938552731967837
2025,model_year,2005,,Light Truck,Sport utility vehicle: Standard,2567,0.07532719056282645
2025,model_year,2005,,Light Truck,Van: Cargo,1439,0.0422266564939257
2025,model_year,2005,,Light Truck,Van: Passenger,483,0.014173366981630377
2025,model_year,2006,,Car,Compact,16815,0.5194143267537763
2025,model_year,2006,,Car,Full-size,2278,0.07036728137645569
2025,model_year,2006,,Car,Mid-size,3832,0.11837024681061378
2025,model_year,2006,,Car,Minicompact,467,0.014425601581564884
2025,model_year,2006,,Car,Station wagon: Mid-size,112,0.0034596731844438264
2025,model_year,2006,,Car,Station wagon: Small,3542,0.10941216445803602
2025,model_year,2006,,Car,Subcompact,3723,0.11500324344361042
2025,model_year,2006,,Car,Two-seater,1604,0.04954746239149909
2025,model_year,2006,,Light Truck,Minivan,7881,0.18513037350246653
2025,model_year,2006,,Light Truck,Pickup truck: Standard,17863,0.4196147521728917
2025,model_year,2006,,Light Truck,Sport utility vehicle: Small,12567,0.2952078928823115
2025,model_year,2006,,Light Truck,Sport utility vehicle: Standard,2797,0.06570354709889593
2025,model_year,2006,,Light Truck,Van: Cargo,633,0.014869626497533475
2025,model_year,2006,,Light Truck,Van: Passenger,829,0.01947380784590087
2025,model_year,2007,,Car,Compact,8696,0.23766056299535393
2025,model_year,2007,,Car,Full-size,943,0.025772068871276307
2025,model_year,2007,,Car,Mid-size,7853,0.214621481279038
2025,model_year,2007,,Car,Minicompact,454,0.012407761683520088
2025,model_year,2007,,Car,Station wagon: Mid-size,201,0.0054933041814703475
2025,model_year,2007,,Car,Station wagon: Small,5284,0.14441104126810603
2025,model_year,2007,,Car,Subcompact,11287,0.30847226018037716
2025,model_year,2007,,Car,Two-seater,1872,0.05116151954085816
2025,model_year,2007,,Light Truck,Minivan,8122,0.13025001202751896
2025,model_year,2007,,Light Truck,Pickup truck: Standard,24114,0.3867087897108584
2025,model_year,2007,,Light Truck,Sport utility vehicle: Small,23374,0.37484163766698203
2025,model_year,2007,,Light Truck,Sport utility vehicle: Standard,4551,0.07298298506983979
2025,model_year,2007,,Light Truck,Van: Cargo,890,0.014272655836554035
2025,model_year,2007,,Light Truck,Van: Passenger,1306,0.020943919688246708
2025,model_year,2008,,Car,Compact,14716,0.3361198666118496
2025,model_year,2008,,Car,Full-size,1236,0.028230779772509252
2025,model_year,2008,,Car,Mid-size,7722,0.17637385226805535
2025,model_year,2008,,Car,Minicompact,520,0.011877027088757937
2025,model_year,2008,,Car,Station wagon: Mid-size,275,0.0062811200950162165
2025,model_year,2008,,Car,Station wagon: Small,5185,0.11842766433694213
2025,model_year,2008,,Car,Subcompact,11496,0.26257366040838703
2025,model_year,2008,,Car,Two-seater,2632,0.06011602941848248
2025,model_year,2008,,Light Truck,Minivan,9301,0.11592631369029814
2025,model_year,2008,,Light Truck,Pickup truck: Small,6306,0.0785970685013461
2025,model_year,2008,,Light Truck,Pickup truck: Standard,22232,0.2770964203808954
2025,model_year,2008,,Light Truck,Sport utility vehicle: Small,34960,0.4357363645428258
2025,model_year,2008,,Light Truck,Sport utility vehicle: Standard,5308,0.06615814138996909
2025,model_year,2008,,Light Truck,Van: Cargo,766,0.009547312792900588
2025,model_year,2008,,Light Truck,Van: Passenger,1359,0.016938378701764883
2025,model_year,2009,,Car,Compact,13937,0.3266535414615853
2025,model_year,2009,,Car,Full-size,2167,0.05078985609150143
2025,model_year,2009,,Car,Mid-size,4987,0.1168846388224816
2025,model_year,2009,,Car,Minicompact,831,0.019476866826044156
2025,model_year,2009,,Car,Station wagon: Mid-size,260,0.006093845216331505
2025,model_year,2009,,Car,Station wagon: Small,7714,0.18079969999531242
2025,model_year,2009,,Car,Subcompact,11945,0.27996531195799934
2025,model_year,2009,,Car,Two-seater,825,0.0193362396287442
2025,model_year,2009,,Light Truck,Minivan,8916,0.10959645003872015
2025,model_year,2009,,Light Truck,Pickup truck: Small,5159,0.0634149939154057
2025,model_year,2009,,Light Truck,Pickup truck: Standard,19199,0.235996214030214
2025,model_year,2009,,Light Truck,Sport utility vehicle: Small,42041,0.5167725836785367
2025,model_year,2009,,Light Truck,Sport utility vehicle: Standard,4136,0.05084016569763868
2025,model_year,2009,,Light Truck,Van: Cargo,624,0.007670276449547036
2025,model_year,2009,,Light Truck,Van: Passenger,1278,0.015709316189937678
2025,model_year,2010,,Car,Compact,23141,0.4781395925451465
2025,model_year,2010,,Car,Full-size,3194,0.0659944625810984
2025,model_year,2010,,Car,Mid-size,6654,0.1374850200421505
2025,model_year,2010,,Car,Minicompact,1016,0.020992603000123972
2025,model_year,2010,,Car,Station wagon: Mid-size,918,0.01896772593908839
2025,model_year,2010,,Car,Station wagon: Small,8746,0.18070994669201207
2025,model_year,2010,,Car,Subcompact,4132,0.08537542873672466
2025,model_year,2010,,Car,Two-seater,597,0.012335220463655523
2025,model_year,2010,,Light Truck,Minivan,19633,0.1457308066299983
2025,model_year,2010,,Light Truck,Pickup truck: Small,7032,0.052196762197430246
2025,model_year,2010,,Light Truck,Pickup truck: Standard,27027,0.2006146035139288
2025,model_year,2010,,Light Truck,Sport utility vehicle: Small,71879,0.5335396857208602
2025,model_year,2010,,Light Truck,Sport utility vehicle: Standard,7161,0.05315429665753669
2025,model_year,2010,,Light Truck,Van: Cargo,1989,0.014763845280245842
2025,model_year,2011,,Car,Compact,19668,0.5086639424817669
2025,model_year,2011,,Car,Full-size,3199,0.08273418507215642
2025,model_year,2011,,Car,Mid-size,4480,0.1158640666218383
2025,model_year,2011,,Car,Minicompact,623,0.01611234676459939
2025,model_year,2011,,Car,Station wagon: Mid-size,213,0.005508715667511509
2025,model_year,2011,,Car,Station wagon: Small,5098,0.13184710081208298
2025,model_year,2011,,Car,Subcompact,4811,0.12442455904412145
2025,model_year,2011,,Car,Two-seater,574,0.014845083535923034
2025,model_year,2011,,Light Truck,Minivan,20553,0.13134250146979884
2025,model_year,2011,,Light Truck,Pickup truck: Small,6683,0.042707241634927534
2025,model_year,2011,,Light Truck,Pickup truck: Standard,33906,0.21667390915365148
2025,model_year,2011,,Light Truck,Sport utility vehicle: Small,80788,0.5162700339970859
2025,model_year,2011,,Light Truck,Sport utility vehicle: Standard,11838,0.07564990669972649
2025,model_year,2011,,Light Truck,Van: Cargo,2716,0.01735640704480969
2025,model_year,2012,,Car,Compact,56355,0.6847592315824007
2025,model_year,2012,,Car,Full-size,1763,0.02142188847981142
2025,model_year,2012,,Car,Mid-size,10751,0.1306334220342896
2025,model_year,2012,,Car,Minicompact,1055,0.012819110803290441
2025,model_year,2012,,Car,Station wagon: Mid-size,1360,0.016525109661113743
2025,model_year,2012,,Car,Station wagon: Small,3351,0.040717384172347174
2025,model_year,2012,,Car,Subcompact,3752,0.04558986135919027
2025,model_year,2012,,Car,Two-seater,3912,0.04753399190755659
2025,model_year,2012,,Light Truck,Minivan,21741,0.15271953301161148
2025,model_year,2012,,Light Truck,Pickup truck: Small,2437,0.017118692882079813
2025,model_year,2012,,Light Truck,Pickup truck: Standard,28904,0.20303598648487275
2025,model_year,2012,,Light Truck,Sport utility vehicle: Small,76627,0.53826593330945
2025,model_year,2012,,Light Truck,Sport utility vehicle: Standard,10674,0.07497945335384486
2025,model_year,2012,,Light Truck,Van: Cargo,1976,0.013880400958141038
2025,model_year,2013,,Car,Compact,31049,0.5177249383045421
2025,model_year,2013,,Car,Full-size,4688,0.07816981257920363
2025,model_year,2013,,Car,Mid-size,10843,0.18080104048555992
2025,model_year,2013,,Car,Minicompact,2255,0.0376008804108584
2025,model_year,2013,,Car,Station wagon: Mid-size,565,0.009421063162809312
2025,model_year,2013,,Car,Station wagon: Small,4998,0.08333889148269193
2025,model_year,2013,,Car,Subcompact,3067,0.05114053224838258
2025,model_year,2013,,Car,Two-seater,2507,0.04180284132595211
2025,model_year,2013,,Light Truck,Minivan,22263,0.12635217198833132
2025,model_year,2013,,Light Truck,Pickup truck: Small,2158,0.012247585103122623
2025,model_year,2013,,Light Truck,Pickup truck: Standard,28010,0.15896888727454342
2025,model_year,2013,,Light Truck,Sport utility vehicle: Small,110655,0.6280150739508962
2025,model_year,2013,,Light Truck,Sport utility vehicle: Standard,10950,0.06214599484670655
2025,model_year,2013,,Light Truck,Van: Cargo,307,0.0017423580290355169
2025,model_year,2013,,Light Truck,Van: Passenger,1855,0.010527928807364442
2025,model_year,2014,,Car,Compact,41088,0.4582850004461497
2025,model_year,2014,,Car,Full-size,3520,0.039261176050682606
2025,model_year,2014,,Car,Mid-size,32505,0.3625524225930222
2025,model_year,2014,,Car,Minicompact,446,0.004974569465512626
2025,model_year,2014,,Car,Station wagon: Mid-size,525,0.005855715178013742
2025,model_year,2014,,Car,Station wagon: Small,5771,0.06436825198536629
2025,model_year,2014,,Car,Subcompact,4003,0.04464843401445525
2025,model_year,2014,,Car,Two-seater,1798,0.020054430266797537
2025,model_year,2014,,Light Truck,Minivan,27714,0.13243431804497624
2025,model_year,2014,,Light Truck,Pickup truck: Small,2829,0.013518679575277397
2025,model_year,2014,,Light Truck,Pickup truck: Standard,36155,0.17277054084275514
2025,model_year,2014,,Light Truck,Sport utility vehicle: Small,125586,0.6001261552282741
2025,model_year,2014,,Light Truck,Sport utility vehicle: Standard,14385,0.06874026358796938
2025,model_year,2014,,Light Truck,Van: Cargo,249,0.0011898731757667275
2025,model_year,2014,,Light Truck,Van: Passenger,2348,0.01122016954498103
2025,model_year,2015,,Car,Compact,58077,0.5247099851830436
2025,model_year,2015,,Car,Full-size,2012,0.018177875754399914
2025,model_year,2015,,Car,Mid-size,30410,0.27474612410104443
2025,model_year,2015,,Car,Minicompact,207,0.0018701890065411441
2025,model_year,2015,,Car,Station wagon: Mid-size,3742,0.03380795778974378
2025,model_year,2015,,Car,Station wagon: Small,6129,0.05537385710671822
2025,model_year,2015,,Car,Subcompact,6161,0.05566296845072458
2025,model_year,2015,,Car,Two-seater,3946,0.035651042607784324
2025,model_year,2015,,Light Truck,Minivan,27196,0.10911220952625497
2025,model_year,2015,,Light Truck,Pickup truck: Small,4604,0.018471562459879316
2025,model_year,2015,,Light Truck,Pickup truck: Standard,39424,0.15817178071639493
2025,model_year,2015,,Light Truck,Sport utility vehicle: Small,154729,0.6207833162151752
2025,model_year,2015,,Light Truck,Sport utility vehicle: Standard,17032,0.06833354731030941
2025,model_year,2015,,Light Truck,Van: Cargo,743,0.0029809667479779177
2025,model_year,2015,,Light Truck,Van: Passenger,5520,0.022146617024008216
2025,model_year,2016,,Car,Compact,27948,0.32629329970929216
2025,model_year,2016,,Car,Full-size,3238,0.03780369630952798
2025,model_year,2016,,Car,Mid-size,38250,0.4465692970473889
2025,model_year,2016,,Car,Minicompact,121,0.0014126767305289948
2025,model_year,2016,,Car,Station wagon: Mid-size,4077,0.047599033308815805
2025,model_year,2016,,Car,Station wagon: Small,5572,0.06505317969014512
2025,model_year,2016,,Car,Subcompact,5589,0.0652516549332773
2025,model_year,2016,,Car,Two-seater,858,0.010017162271023783
2025,model_year,2016,,Light Truck,Minivan,33601,0.12016364657204061
2025,model_year,2016,,Light Truck,Pickup truck: Small,4735,0.016933271822821117
2025,model_year,2016,,Light Truck,Pickup truck: Standard,44074,0.15761711136621284
2025,model_year,2016,,Light Truck,Sport utility vehicle: Small,172262,0.6160420846341734
2025,model_year,2016,,Light Truck,Sport utility vehicle: Standard,18566,0.0663955912697987
2025,model_year,2016,,Light Truck,Van: Cargo,230,0.0008225242912880372
2025,model_year,2016,,Light Truck,Van: Passenger,6159,0.02202577004366531
2025,model_year,2017,,Car,Compact,17539,0.17890184318165592
2025,model_year,2017,,Car,Full-size,3039,0.030998500566112794
2025,model_year,2017,,Car,Mid-size,57891,0.5905015453349246
2025,model_year,2017,,Car,Minicompact,500,0.005100115262604935
2025,model_year,2017,,Car,Station wagon: Mid-size,5573,0.0568458847169946
2025,model_year,2017,,Car,Station wagon: Small,6320,0.06446545691932638
2025,model_year,2017,,Car,Subcompact,6440,0.06568948458235156
2025,model_year,2017,,Car,Two-seater,735,0.007497169436029254
2025,model_year,2017,,Light Truck,Minivan,49396,0.14826687797908486
2025,model_year,2017,,Light Truck,Pickup truck: Small,5579,0.0167459088234941
2025,model_year,2017,,Light Truck,Pickup truck: Standard,64370,0.19321278920385646
2025,model_year,2017,,Light Truck,Sport utility vehicle: Small,181395,0.5444746605193963
2025,model_year,2017,,Light Truck,Sport utility vehicle: Standard,23443,0.07036643494338989
2025,model_year,2017,,Light Truck,Van: Cargo,415,0.001245662692552438
2025,model_year,2017,,Light Truck,Van: Passenger,8558,0.025687665838225935
2025,model_year,2018,,Car,Compact,36647,0.3090826283873253
2025,model_year,2018,,Car,Full-size,3329,0.028076952271711354
2025,model_year,2018,,Car,Mid-size,55686,0.4696585053176685
2025,model_year,2018,,Car,Minicompact,42,0.0003542300977506389
2025,model_year,2018,,Car,Station wagon: Mid-size,5198,0.04384019162161478
2025,model_year,2018,,Car,Station wagon: Small,8909,0.07513895097286766
2025,model_year,2018,,Car,Subcompact,7512,0.0633565831976857
2025,model_year,2018,,Car,Two-seater,1244,0.010491958133376066
2025,model_year,2018,,Light Truck,Minivan,40608,0.12566106048181214
2025,model_year,2018,,Light Truck,Pickup truck: Small,5446,0.01685259395646052
2025,model_year,2018,,Light Truck,Pickup truck: Standard,55872,0.172895359811855
2025,model_year,2018,,Light Truck,Sport utility vehicle: Small,188779,0.5841747768098899
2025,model_year,2018,,Light Truck,Sport utility vehicle: Standard,23405,0.07242654453745107
2025,model_year,2018,,Light Truck,Van: Cargo,399,0.0012347016137766707
2025,model_year,2018,,Light Truck,Van: Passenger,8646,0.02675496278875462
2025,model_year,2019,,Car,Compact,15905,0.16297609410703856
2025,model_year,2019,,Car,Full-size,2741,0.028086606346896744
2025,model_year,2019,,Car,Mid-size,50643,0.5189310489696796
2025,model_year,2019,,Car,Minicompact,185,0.001895666608601203
2025,model_year,2019,,Car,Station wagon: Mid-size,3235,0.0331485485341886
2025,model_year,2019,,Car,Station wagon: Small,16801,0.17215726860058816
2025,model_year,2019,,Car,Subcompact,6982,0.0715434824932627
2025,model_year,2019,,Car,Two-seater,1099,0.011261284339744444
2025,model_year,2019,,Light Truck,Minivan,53093,0.1629654412464356
2025,model_year,2019,,Light Truck,Pickup truck: Small,5131,0.015749264103280303
2025,model_year,2019,,Light Truck,Pickup truck: Standard,46919,0.1440147578370315
2025,model_year,2019,,Light Truck,Sport utility vehicle: Small,188114,0.5774034432906784
2025,model_year,2019,,Light Truck,Sport utility vehicle: Standard,22235,0.06824885740332051
2025,model_year,2019,,Light Truck,Van: Cargo,491,0.0015070919264686474
2025,model_year,2019,,Light Truck,Van: Passenger,9810,0.03011114419278499
2025,model_year,2020,,Car,Compact,14015,0.17386180374643345
2025,model_year,2020,,Car,Full-size,2126,0.026373899019972707
2025,model_year,2020,,Car,Mid-size,42706,0.5297853864284828
2025,model_year,2020,,Car,Minicompact,1573,0.01951370797667783
2025,model_year,2020,,Car,Station wagon: Mid-size,2809,0.034846793201836
2025,model_year,2020,,Car,Station wagon: Small,12191,0.15123433817144274
2025,model_year,2020,,Car,Subcompact,3901,0.048393499565810696
2025,model_year,2020,,Car,Two-seater,1289,0.015990571889343753
2025,model_year,2020,,Light Truck,Minivan,37491,0.14849096958174904
2025,model_year,2020,,Light Truck,Pickup truck: Small,3798,0.015042775665399239
2025,model_year,2020,,Light Truck,Pickup truck: Standard,34061,0.1349057351077313
2025,model_year,2020,,Light Truck,Sport utility vehicle: Small,148374,0.587666349809886
2025,model_year,2020,,Light Truck,Sport utility vehicle: Standard,21992,0.08710392902408111
2025,model_year,2020,,Light Truck,Van: Cargo,699,0.002768536121673004
2025,model_year,2020,,Light Truck,Van: Passenger,6065,0.024021704689480356
2025,model_year,2021,,Car,Compact,12633,0.20175354541970103
2025,model_year,2021,,Car,Full-size,8182,0.13066947744985308
2025,model_year,2021,,Car,Mid-size,13950,0.22278650824070526
2025,model_year,2021,,Car,Minicompact,1159,0.018509646096844256
2025,model_year,2021,,Car,Station wagon: Mid-size,2026,0.03235594736169669
2025,model_year,2021,,Car,Station wagon: Small,11422,0.18241344065414591
2025,model_year,2021,,Car,Subcompact,10678,0.17053149354797495
2025,model_year,2021,,Car,Two-seater,2566,0.04097994122907883
2025,model_year,2021,,Light Truck,Minivan,17376,0.07075581182276842
2025,model_year,2021,,Light Truck,Pickup truck: Small,4703,0.019150816240934614
2025,model_year,2021,,Light Truck,Pickup truck: Standard,44994,0.1832174837220098
2025,model_year,2021,,Light Truck,Sport utility vehicle: Small,147862,0.6021003595613595
2025,model_year,2021,,Light Truck,Sport utility vehicle: Standard,26064,0.10613371773415263
2025,model_year,2021,,Light Truck,Van: Cargo,694,0.0028259975486303684
2025,model_year,2021,,Light Truck,Van: Passenger,3884,0.015815813370144597
2025,model_year,2022,,Car,Compact,25444,0.37373129066846844
2025,model_year,2022,,Car,Full-size,2131,0.03130095033856729
2025,model_year,2022,,Car,Mid-size,18487,0.2715441900089599
2025,model_year,2022,,Car,Minicompact,342,0.0050234279754997726
2025,model_year,2022,,Car,Station wagon: Mid-size,776,0.01139818745318077
2025,model_year,2022,,Car,Station wagon: Small,6922,0.10167300715324393
2025,model_year,2022,,Car,Subcompact,13126,0.192799753235117
2025,model_year,2022,,Car,Two-seater,853,0.012529193166962882
2025,model_year,2022,,Light Truck,Minivan,17510,0.07373811388769572
2025,model_year,2022,,Light Truck,Pickup truck: Small,4857,0.02045379892361725
2025,model_year,2022,,Light Truck,Pickup truck: Standard,48143,0.20273980679013906
2025,model_year,2022,,Light Truck,Sport utility vehicle: Small,140510,0.5917157271479226
2025,model_year,2022,,Light Truck,Sport utility vehicle: Standard,21394,0.09009441510641703
2025,model_year,2022,,Light Truck,Van: Passenger,5048,0.021258138144208336
2025,model_year,2023,,Car,Compact,20729,0.2771330784245568
2025,model_year,2023,,Car,Full-size,4587,0.061325169122169045
2025,model_year,2023,,Car,Mid-size,18328,0.24503328966015134
2025,model_year,2023,,Car,Minicompact,426,0.005695339447578812
2025,model_year,2023,,Car,Station wagon: Mid-size,1707,0.022821465814593975
2025,model_year,2023,,Car,Station wagon: Small,12393,0.16568624829540896
2025,model_year,2023,,Car,Subcompact,15301,0.2045642931629188
2025,model_year,2023,,Car,Two-seater,1327,0.017741116072622264
2025,model_year,2023,,Light Truck,Minivan,21173,0.08297735591732441
2025,model_year,2023,,Light Truck,Pickup truck: Small,5827,0.0228361145293652
2025,model_year,2023,,Light Truck,Pickup truck: Standard,42228,0.16549226777862255
2025,model_year,2023,,Light Truck,Sport utility vehicle: Small,145593,0.5705815038053659
2025,model_year,2023,,Light Truck,Sport utility vehicle: Standard,32103,0.12581221636111395
