report_year,vehicle_class,model_year,age,nrcan_vehicle_class,nlr_atb_class,nrcan_ceud_class,fit_active_stock,share_of_mapped_fleet,share_within_vehicle_class_age,age_share_within_nrcan_class,age_share_within_nlr_class,age_share_within_ceud_class
2025,COMMERCIAL,2022,3,Station wagon: Small,Midsize,Car,75,1.256950096064506e-05,0.0013024225058609013,0.2533783783783784,0.03723932472691162,0.01930005146680391
2025,COMMERCIAL,2022,3,Subcompact,Compact,Car,45,7.541700576387036e-06,0.0007814535035165407,0.05056179775280899,0.02403846153846154,0.011580030880082347
2025,COMMERCIAL,2022,3,Van: Passenger,Pickup,Light Truck,2687,0.00045032332108337704,0.04666145697664322,0.03764939959926579,0.0027298005427091364,0.002684929919032426
2025,COMMERCIAL,2021,4,Compact,Compact,Car,299,5.011041049643831e-05,0.005455706596113493,0.3863049095607235,0.1597222222222222,0.07694287184765826
2025,COMMERCIAL,2021,4,Minivan,Midsize SUV,Light Truck,255,4.27363032661932e-05,0.00465286014049813,0.1101511879049676,0.02204928664072633,0.00025480354646567496
2025,COMMERCIAL,2021,4,Pickup truck: Small,Pickup,Light Truck,4703,0.0007881915069055162,0.08581333819906943,0.054894133576114106,0.004777912896301105,0.004699376780502233
2025,COMMERCIAL,2021,4,Pickup truck: Standard,Pickup,Light Truck,44807,0.007509355060581643,0.8175713894717636,0.05507096038337166,0.04552071935882705,0.04477248041759803
2025,COMMERCIAL,2021,4,Sport utility vehicle: Small,Small SUV,Light Truck,413,6.92160519566188e-05,0.0075358087765714805,0.08454452405322416,0.08454452405322416,0.00041268182231499515
2025,COMMERCIAL,2021,4,Sport utility vehicle: Standard,Midsize SUV,Light Truck,593,9.938285426216694e-05,0.010820180640452513,0.0641081081081081,0.05127539991353221,0.0005925431492319422
2025,COMMERCIAL,2021,4,Station wagon: Small,Midsize,Car,221,3.7038129497367446e-05,0.004032478788431712,0.7466216216216216,0.10973187686196624,0.056870818322182194
2025,COMMERCIAL,2021,4,Van: Cargo,Pickup,Light Truck,694,0.0001163097822225023,0.012663078186296872,0.050823874038813624,0.0007050545502940605,0.0006934653382242291
2025,COMMERCIAL,2021,4,Van: Passenger,Pickup,Light Truck,2820,0.00047261323612025425,0.05145515920080285,0.0395129538034721,0.0028649190660363843,0.00281782745503217
2025,COMMERCIAL,2020,5,Compact,Compact,Car,145,2.430103519058045e-05,0.003237618898763006,0.18733850129198967,0.07745726495726496,0.03731343283582089
2025,COMMERCIAL,2020,5,Minivan,Midsize SUV,Light Truck,86,1.4413027768206336e-05,0.0019202429330594383,0.037149028077753776,0.007436230004323389,8.593374508254137e-05
2025,COMMERCIAL,2020,5,Pickup truck: Small,Pickup,Light Truck,3798,0.0006365195286470659,0.0848032867413924,0.04433083549268156,0.0038584973804277264,0.0037950739979475826
2025,COMMERCIAL,2020,5,Pickup truck: Standard,Pickup,Light Truck,33142,0.005554378677835981,0.7400080382262314,0.04073385339401664,0.03366991052715527,0.03311646720378588
2025,COMMERCIAL,2020,5,Sport utility vehicle: Small,Small SUV,Light Truck,396,6.636696507220591e-05,0.008842048854552762,0.08106448311156601,0.08106448311156601,0.0003956949192172835
2025,COMMERCIAL,2020,5,Sport utility vehicle: Standard,Midsize SUV,Light Truck,691,0.00011580700218407648,0.015428928683070602,0.0747027027027027,0.05974924340683096,0.00069046764944228
2025,COMMERCIAL,2020,5,Van: Cargo,Pickup,Light Truck,699,0.00011714774895321196,0.015607555932657526,0.051190040278286345,0.0007101341940281676,0.0006984614861941443
2025,COMMERCIAL,2020,5,Van: Passenger,Pickup,Light Truck,5829,0.000976901614661334,0.13015227973027285,0.08167411621292157,0.005921848665222016,0.0058245093033271345
2025,COMMERCIAL,2019,6,Compact,Compact,Car,163,2.7317715421135263e-05,0.0025919094262816435,0.21059431524547803,0.08707264957264957,0.041945445187853835
2025,COMMERCIAL,2019,6,Minivan,Midsize SUV,Light Truck,174,2.916124222869654e-05,0.002766823559343595,0.07516198704103672,0.015045395590142672,0.0001738659493530488
2025,COMMERCIAL,2019,6,Pickup truck: Small,Pickup,Light Truck,5131,0.000859921459054264,0.08158949243098843,0.05988981487966011,0.00521273039994067,0.005127047046726974
2025,COMMERCIAL,2019,6,Pickup truck: Standard,Pickup,Light Truck,45760,0.007669071519454906,0.7276427935377179,0.056242264537752745,0.04648889945454786,0.045724746220663866
2025,COMMERCIAL,2019,6,Sport utility vehicle: Small,Small SUV,Light Truck,814,0.0001364209837595344,0.012943645846584403,0.16663254861821905,0.16663254861821905,0.0008133728895021938
2025,COMMERCIAL,2019,6,Sport utility vehicle: Standard,Midsize SUV,Light Truck,553,9.267912041648958e-05,0.008793410507569011,0.05978378378378378,0.04781668828361435,0.0005525739654726206
2025,COMMERCIAL,2019,6,Subcompact,Compact,Car,366,6.13391646879479e-05,0.005819870245515837,0.41123595505617977,0.1955128205128205,0.0941842511580031
2025,COMMERCIAL,2019,6,Van: Cargo,Pickup,Light Truck,491,8.228833295568967e-05,0.007807530848492558,0.03595752471622116,0.0004988210146893138,0.0004906217306456722
2025,COMMERCIAL,2019,6,Van: Passenger,Pickup,Light Truck,9436,0.0015814108141952905,0.15004452359750667,0.13221426669842648,0.009586303655006852,0.009428730448823957
2025,COMMERCIAL,2018,7,Minivan,Midsize SUV,Light Truck,92,1.541858784505794e-05,0.0013251710478934101,0.03974082073434125,0.007955036748811067,9.19291226464396e-05
2025,COMMERCIAL,2018,7,Pickup truck: Small,Pickup,Light Truck,5446,0.0009127133630889733,0.07844436442203817,0.06356654294184934,0.005532747955189415,0.005441804368831631
2025,COMMERCIAL,2018,7,Pickup truck: Standard,Pickup,Light Truck,54799,0.009183947775231849,0.7893266114512063,0.06735183248261173,0.05567187939706661,0.05475678252067656
2025,COMMERCIAL,2018,7,Sport utility vehicle: Small,Small SUV,Light Truck,164,2.7485308767277197e-05,0.0023622614332012965,0.03357215967246673,0.03357215967246673,0.0001638736534132184
2025,COMMERCIAL,2018,7,Sport utility vehicle: Standard,Midsize SUV,Light Truck,280,4.692613691974156e-05,0.004033129276197335,0.03027027027027027,0.02421098140942499,0.00027978428631525096
2025,COMMERCIAL,2018,7,Van: Cargo,Pickup,Light Truck,385,6.452343826464465e-05,0.005545552754771336,0.028194800439399488,0.00039113256752624397,0.00038470339368347007
2025,COMMERCIAL,2018,7,Van: Passenger,Pickup,Light Truck,8259,0.001384153445786234,0.11896290961469211,0.11572251257548796,0.008390555519998049,0.008252637216705919
2025,COMMERCIAL,2017,8,Mid-size,Midsize,Car,186,3.117236238239975e-05,0.0024274695587486786,0.13135593220338984,0.09235352532274081,0.0478641276376737
2025,COMMERCIAL,2017,8,Minivan,Midsize SUV,Light Truck,147,2.463622188286432e-05,0.0019184840061078267,0.06349892008639309,0.01271076523994812,0.00014688675031550674
2025,COMMERCIAL,2017,8,Pickup truck: Small,Pickup,Light Truck,5579,0.0009350032781258506,0.07281103585085419,0.06511893923477367,0.005667866478516663,0.005574701904831375
2025,COMMERCIAL,2017,8,Pickup truck: Standard,Pickup,Light Truck,61841,0.010364140118763349,0.807081424637511,0.07600694670627552,0.062826049632183,0.06179335732150512
2025,COMMERCIAL,2017,8,Sport utility vehicle: Small,Small SUV,Light Truck,183,3.066958234397395e-05,0.0023883168239301517,0.03746161719549642,0.03746161719549642,0.00018285901569889615
2025,COMMERCIAL,2017,8,Sport utility vehicle: Standard,Midsize SUV,Light Truck,278,4.659095022745769e-05,0.003628153426516842,0.030054054054054053,0.024038045827929098,0.00027778582712728486
2025,COMMERCIAL,2017,8,Van: Cargo,Pickup,Light Truck,331,5.5473397572980196e-05,0.004319851741644154,0.024240205053094106,0.00033627241519788766,0.00033074499560838594
2025,COMMERCIAL,2017,8,Van: Passenger,Pickup,Light Truck,8078,0.001353819050134544,0.10542526395468724,0.11318639745547787,0.008206672416823374,0.00807177666019499
2025,COMMERCIAL,2016,9,Mid-size,Midsize,Car,252,4.22335232277674e-05,0.004806408544726302,0.17796610169491525,0.12512413108242304,0.06484817292846114
2025,COMMERCIAL,2016,9,Minivan,Midsize SUV,Light Truck,189,3.167514242082555e-05,0.003604806408544726,0.0816414686825054,0.01634241245136187,0.0001888543932627944
2025,COMMERCIAL,2016,9,Pickup truck: Small,Pickup,Light Truck,4735,0.0007935544939820581,0.09031089071142476,0.05526764245862222,0.00481042261619939,0.00473135212750969
2025,COMMERCIAL,2016,9,Pickup truck: Standard,Pickup,Light Truck,41111,0.006889930053241055,0.7841121495327102,0.050528315939937785,0.04176584671057511,0.04107932783823672
2025,COMMERCIAL,2016,9,Sport utility vehicle: Small,Small SUV,Light Truck,140,2.346306845987078e-05,0.0026702269692923898,0.028659160696008188,0.028659160696008188,0.00013989214315762548
2025,COMMERCIAL,2016,9,Sport utility vehicle: Standard,Midsize SUV,Light Truck,89,1.4915807806632138e-05,0.0016975014304787335,0.00962162162162162,0.007695633376567229,8.893143386449048e-05
2025,COMMERCIAL,2016,9,Van: Cargo,Pickup,Light Truck,168,2.8155682151844933e-05,0.0032042723631508676,0.012303185646283413,0.00017067602946599738,0.00016787057178915056
2025,COMMERCIAL,2016,9,Van: Passenger,Pickup,Light Truck,5746,0.0009629913669315536,0.10959374403967194,0.08051114629601087,0.005837526579235839,0.005741573247026542
2025,COMMERCIAL,2015,10,Minivan,Midsize SUV,Light Truck,107,1.793248803718695e-05,0.0022629697777213796,0.04622030237580994,0.009252053610030264,0.00010691756655618518
2025,COMMERCIAL,2015,10,Pickup truck: Small,Pickup,Light Truck,4200,0.0007038920537961234,0.08882685108812892,0.04902304082918972,0.004266900736649934,0.004196764294728764
2025,COMMERCIAL,2015,10,Pickup truck: Standard,Pickup,Light Truck,37037,0.006207154761058814,0.7833047818454836,0.045521082860243624,0.03762695299602467,0.037008466472349816
2025,COMMERCIAL,2015,10,Sport utility vehicle: Small,Small SUV,Light Truck,120,2.0111201537032096e-05,0.002537910031089398,0.02456499488229273,0.02456499488229273,0.00011990755127796469
2025,COMMERCIAL,2015,10,Sport utility vehicle: Standard,Midsize SUV,Light Truck,83,1.3910247729780532e-05,0.0017553877715035002,0.008972972972972972,0.00717682663207955,8.293605630059225e-05
2025,COMMERCIAL,2015,10,Van: Cargo,Pickup,Light Truck,644,0.00010793011491540558,0.013620117166846435,0.04716221164408642,0.00065425811295299,0.0006435038585250771
2025,COMMERCIAL,2015,10,Van: Passenger,Pickup,Light Truck,5092,0.0008533853185547286,0.10769198231922679,0.07134750381818436,0.0051731091788146345,0.005088077092561635
2025,COMMERCIAL,2014,11,Mid-size,Midsize,Car,50,8.379667307096706e-06,0.001309723386420788,0.03531073446327684,0.024826216484607744,0.012866700977869275
2025,COMMERCIAL,2014,11,Minivan,Midsize SUV,Light Truck,113,1.8938048114038558e-05,0.0029599748533109807,0.04881209503239741,0.009770860354517942,0.00011291294412008342
2025,COMMERCIAL,2014,11,Pickup truck: Small,Pickup,Light Truck,2321,0.00038898415639542915,0.06079735959765298,0.02709106613441651,0.0023579706213724995,0.0023192118876346336
2025,COMMERCIAL,2014,11,Pickup truck: Standard,Pickup,Light Truck,33110,0.005549015690759439,0.8672988264878457,0.040694523139095135,0.03363740080725698,0.03308449185677843
2025,COMMERCIAL,2014,11,Sport utility vehicle: Small,Small SUV,Light Truck,131,2.195472834459337e-05,0.003431475272422464,0.026816786079836234,0.026816786079836234,0.00013089907681177812
2025,COMMERCIAL,2014,11,Sport utility vehicle: Standard,Midsize SUV,Light Truck,46,7.70929392252897e-06,0.0012049455155071249,0.004972972972972973,0.003977518374405534,4.59645613232198e-05
2025,COMMERCIAL,2014,11,Van: Cargo,Pickup,Light Truck,249,4.17307431893416e-05,0.006522422464375524,0.018235078725741486,0.00025296625795853184,0.00024880816890177673
2025,COMMERCIAL,2014,11,Van: Passenger,Pickup,Light Truck,2156,0.00036133125428201,0.056475272422464376,0.030209194468186467,0.0021903423781469665,0.0021543390046274325
2025,COMMERCIAL,2013,12,Minivan,Midsize SUV,Light Truck,76,1.2737094306786994e-05,0.0026846585891412626,0.03282937365010799,0.006571552096843926,7.594144914271098e-05
2025,COMMERCIAL,2013,12,Pickup truck: Small,Pickup,Light Truck,2158,0.0003616664409742939,0.07623017414956375,0.025188505264140813,0.002192374235640609,0.0021563374638153983
2025,COMMERCIAL,2013,12,Pickup truck: Standard,Pickup,Light Truck,23923,0.00400933561975349,0.845066939842453,0.02940305276522419,0.024304063410208663,0.023904569576856244
2025,COMMERCIAL,2013,12,Sport utility vehicle: Small,Small SUV,Light Truck,171,2.865846219027074e-05,0.006040481825567841,0.03500511770726714,0.03500511770726714,0.00017086826057109968
2025,COMMERCIAL,2013,12,Sport utility vehicle: Standard,Midsize SUV,Light Truck,90,1.5083401152774072e-05,0.0031792009608251795,0.00972972972972973,0.007782101167315175,8.993066345847352e-05
2025,COMMERCIAL,2013,12,Van: Cargo,Pickup,Light Truck,197,3.301588918996102e-05,0.006958917658695114,0.014426949835225193,0.00020013796312381835,0.0001968482300146587
2025,COMMERCIAL,2013,12,Van: Passenger,Pickup,Light Truck,1694,0.00028390312836443644,0.05983962697375393,0.02373579565357508,0.0017209832971154734,0.0016926949322072682
2025,COMMERCIAL,2012,13,Minivan,Midsize SUV,Light Truck,64,1.0725974153083784e-05,0.0022051476415256865,0.027645788336933045,0.005533938607868569,6.39506940149145e-05
2025,COMMERCIAL,2012,13,Pickup truck: Small,Pickup,Light Truck,2437,0.00040842498454789347,0.08396788753747028,0.028445035833508416,0.002475818356003783,0.0024351225205366664
2025,COMMERCIAL,2012,13,Pickup truck: Standard,Pickup,Light Truck,24655,0.004132013949129386,0.8494986734658719,0.030302732346553625,0.025047723252881935,0.024636005639651827
2025,COMMERCIAL,2012,13,Sport utility vehicle: Small,Small SUV,Light Truck,136,2.279269507530304e-05,0.0046859387382420835,0.027840327533265097,0.027840327533265097,0.0001358952247816933
2025,COMMERCIAL,2012,13,Sport utility vehicle: Standard,Midsize SUV,Light Truck,51,8.54726065323864e-06,0.0017572270268407814,0.005513513513513513,0.004409857328145266,5.0960709293134995e-05
2025,COMMERCIAL,2012,13,Van: Cargo,Pickup,Light Truck,1680,0.0002815568215184493,0.05788512559004927,0.12303185646283413,0.0017067602946599738,0.0016787057178915057
2025,COMMERCIAL,2011,14,Minivan,Midsize SUV,Light Truck,171,2.865846219027074e-05,0.004353914704010185,0.07386609071274298,0.014785992217898832,0.00017086826057109968
2025,COMMERCIAL,2011,14,Pickup truck: Small,Pickup,Light Truck,6674,0.0011185179921512683,0.16992998090388287,0.07789994630809814,0.00678030845628611,0.0066688583102428025
2025,COMMERCIAL,2011,14,Pickup truck: Standard,Pickup,Light Truck,30238,0.005067687600639804,0.7699045194143858,0.03716463275989002,0.030719653446385883,0.030214704462859135
2025,COMMERCIAL,2011,14,Sport utility vehicle: Small,Small SUV,Light Truck,160,2.681493538270946e-05,0.004073838319541693,0.032753326509723645,0.032753326509723645,0.00015987673503728626
2025,COMMERCIAL,2011,14,Sport utility vehicle: Standard,Midsize SUV,Light Truck,71,1.1899127576077324e-05,0.0018077657542966263,0.007675675675675676,0.0061392131431041936,7.094530117279577e-05
2025,COMMERCIAL,2011,14,Van: Cargo,Pickup,Light Truck,1961,0.00032865055178433284,0.04992998090388288,0.14361039912120102,0.001992236272516791,0.0019594892338007396
2025,COMMERCIAL,2010,15,Minivan,Midsize SUV,Light Truck,542,9.08355936089283e-05,0.01686791983069837,0.23412526997840172,0.04686554258538694,0.0005415824399388072
2025,COMMERCIAL,2010,15,Pickup truck: Small,Pickup,Light Truck,7026,0.0011775108499932293,0.21866052533300137,0.08200854401568737,0.007137915375167247,0.007020587127324833
2025,COMMERCIAL,2010,15,Pickup truck: Standard,Pickup,Light Truck,22511,0.0037726938150010794,0.700578862193452,0.02766760526681276,0.022869572019696825,0.022493657390152192
2025,COMMERCIAL,2010,15,Sport utility vehicle: Small,Small SUV,Light Truck,195,3.2680702497677155e-05,0.0060687165442549484,0.03991811668372569,0.03991811668372569,0.00019484977082669263
2025,COMMERCIAL,2010,15,Sport utility vehicle: Standard,Midsize SUV,Light Truck,41,6.871327191819299e-06,0.0012759865554587328,0.004432432432432433,0.003545179420665802,4.09684133533046e-05
2025,COMMERCIAL,2010,15,Van: Cargo,Pickup,Light Truck,1817,0.00030451710993989434,0.05654798954313457,0.13306481142438667,0.0018459425329745073,0.001815600172267182
2025,COMMERCIAL,2009,16,Mid-size,Midsize,Car,168,2.8155682151844933e-05,0.006809614527177658,0.11864406779661017,0.08341608738828203,0.04323211528564076
2025,COMMERCIAL,2009,16,Minivan,Midsize SUV,Light Truck,177,2.9664022267122343e-05,0.007174415305419318,0.07645788336933046,0.01530479896238651,0.00017686363813499792
2025,COMMERCIAL,2009,16,Pickup truck: Small,Pickup,Light Truck,5157,0.0008642788860539543,0.20903084593247132,0.06019329084669795,0.005239144547358026,0.005153027016170533
2025,COMMERCIAL,2009,16,Pickup truck: Standard,Pickup,Light Truck,17342,0.0029064038087934217,0.7029305662518747,0.02131454002652334,0.017618236327376944,0.017328639618853864
2025,COMMERCIAL,2009,16,Sport utility vehicle: Small,Small SUV,Light Truck,94,1.575377453734181e-05,0.003810141461635118,0.01924257932446264,0.01924257932446264,9.392758183440567e-05
2025,COMMERCIAL,2009,16,Sport utility vehicle: Standard,Midsize SUV,Light Truck,87,1.458062111434827e-05,0.003526407523002716,0.009405405405405406,0.007522697795071336,8.69329746765244e-05
2025,COMMERCIAL,2009,16,Van: Cargo,Pickup,Light Truck,571,9.569580064704439e-05,0.02314458270844311,0.04181618454778469,0.0005800953144350268,0.0005705600981643153
2025,COMMERCIAL,2009,16,Van: Passenger,Pickup,Light Truck,1075,0.0001801628471025792,0.04357342628997608,0.015062562176855497,0.0010921234028330189,0.001074171813531767
2025,COMMERCIAL,2008,17,Mid-size,Midsize,Car,319,5.346227741927699e-05,0.011001138048763666,0.2252824858757062,0.15839126117179742,0.08208955223880597
2025,COMMERCIAL,2008,17,Minivan,Midsize SUV,Light Truck,61,1.0223194114657982e-05,0.0021036658964720487,0.026349892008639308,0.00527453523562473,6.0953005232965385e-05
2025,COMMERCIAL,2008,17,Pickup truck: Small,Pickup,Light Truck,6299,0.001055670487348043,0.21722936855536779,0.0735228890912062,0.00639933517622808,0.006294147212499163
2025,COMMERCIAL,2008,17,Pickup truck: Standard,Pickup,Light Truck,20203,0.0033858883721054954,0.6967272476463082,0.024830910630599185,0.020524808472033005,0.02018743548723934
2025,COMMERCIAL,2008,17,Sport utility vehicle: Small,Small SUV,Light Truck,97,1.625655457576761e-05,0.003345173638652274,0.01985670419651996,0.01985670419651996,9.692527061635479e-05
2025,COMMERCIAL,2008,17,Sport utility vehicle: Standard,Midsize SUV,Light Truck,186,3.117236238239975e-05,0.006414456667931165,0.02010810810810811,0.016083009079118027,0.00018585670448084527
2025,COMMERCIAL,2008,17,Van: Cargo,Pickup,Light Truck,689,0.00011547181549179262,0.02376107873228265,0.0504577077993409,0.0006999749065599535,0.000688469190254314
2025,COMMERCIAL,2008,17,Van: Passenger,Pickup,Light Truck,1143,0.00019155919464023072,0.03941787081422216,0.01601535680757752,0.001161206557616875,0.0011421194259226136
2025,COMMERCIAL,2007,18,Mid-size,Midsize,Car,212,3.552978938209003e-05,0.008940620782726045,0.1497175141242938,0.10526315789473684,0.054554812146165726
2025,COMMERCIAL,2007,18,Minivan,Midsize SUV,Light Truck,16,2.681493538270946e-06,0.0006747638326585695,0.006911447084233261,0.0013834846519671423,1.5987673503728626e-05
2025,COMMERCIAL,2007,18,Pickup truck: Standard,Pickup,Light Truck,21427,0.0035910226277832227,0.903635290148448,0.026335292881346766,0.021768305258142415,0.02141049251027458
2025,COMMERCIAL,2007,18,Sport utility vehicle: Small,Small SUV,Light Truck,74,1.2401907614503126e-05,0.003120782726045884,0.015148413510747185,0.015148413510747185,7.394298995474489e-05
2025,COMMERCIAL,2007,18,Sport utility vehicle: Standard,Midsize SUV,Light Truck,299,5.011041049643831e-05,0.012609649122807017,0.032324324324324326,0.02585386943363597,0.00029876964860092866
2025,COMMERCIAL,2007,18,Van: Cargo,Pickup,Light Truck,640,0.00010725974153083784,0.02699055330634278,0.046869278652508235,0.0006501943979657043,0.000639506940149145
2025,COMMERCIAL,2007,18,Van: Passenger,Pickup,Light Truck,1044,0.00017496745337217923,0.04402834008097166,0.014628199918732222,0.001060629611681555,0.0010431956961182928
2025,COMMERCIAL,2006,19,Mid-size,Midsize,Car,229,3.837887626650292e-05,0.012787580969399151,0.1617231638418079,0.11370407149950347,0.058929490478641273
2025,COMMERCIAL,2006,19,Minivan,Midsize SUV,Light Truck,18,3.0166802305548145e-06,0.0010051373687737324,0.007775377969762419,0.0015564202334630351,1.7986132691694702e-05
2025,COMMERCIAL,2006,19,Pickup truck: Standard,Pickup,Light Truck,16132,0.0027036158599616817,0.9008264462809917,0.019827364762303918,0.016388962543723032,0.016119571810134386
2025,COMMERCIAL,2006,19,Sport utility vehicle: Small,Small SUV,Light Truck,146,2.4468628536722384e-05,0.008152780880053606,0.029887410440122823,0.029887410440122823,0.00014588752072152372
2025,COMMERCIAL,2006,19,Sport utility vehicle: Standard,Midsize SUV,Light Truck,182,3.0501988997832013e-05,0.010163055617601072,0.019675675675675675,0.015737137916126243,0.0001818597861049131
