report_year,vehicle_class,model_year,age,nrcan_vehicle_class,nlr_atb_class,nrcan_ceud_class,fit_active_stock,share_of_mapped_fleet,share_within_vehicle_class_age,age_share_within_nrcan_class,age_share_within_nlr_class,age_share_within_ceud_class
2025,COMMERCIAL,2006,19,Van: Cargo,Pickup,Light Truck,559,9.368468049334118e-05,0.03121509939691758,0.04093738557305016,0.0005679041694731698,0.0005585693430365189
2025,COMMERCIAL,2006,19,Van: Passenger,Pickup,Light Truck,642,0.00010759492822312171,0.035849899486263125,0.008995502248875561,0.0006522262554593471,0.0006415053993371111
2025,COMMERCIAL,2005,20,Compact,Compact,Car,57,9.552820730090246e-06,0.0035485276722903567,0.07364341085271318,0.030448717948717948,0.014668039114770973
2025,COMMERCIAL,2005,20,Minivan,Midsize SUV,Light Truck,8,1.340746769135473e-06,0.0004980389715495238,0.0034557235421166306,0.0006917423259835712,7.993836751864313e-06
2025,COMMERCIAL,2005,20,Pickup truck: Standard,Pickup,Light Truck,14631,0.0024520582474026383,0.9108510240926353,0.017982529992392055,0.014864053494744093,0.014619728189565844
2025,COMMERCIAL,2005,20,Sport utility vehicle: Small,Small SUV,Light Truck,40,6.703733845677365e-06,0.002490194857747619,0.008188331627430911,0.008188331627430911,3.9969183759321564e-05
2025,COMMERCIAL,2005,20,Sport utility vehicle: Standard,Midsize SUV,Light Truck,178,2.9831615613264277e-05,0.011081367116976904,0.01924324324324324,0.015391266753134458,0.00017786286772898097
2025,COMMERCIAL,2005,20,Van: Cargo,Pickup,Light Truck,797,0.0001335718968751215,0.049617132540621306,0.05836689857195167,0.0008096952112166662,0.0007963859864044821
2025,COMMERCIAL,2005,20,Van: Passenger,Pickup,Light Truck,352,5.899285784196082e-05,0.021913714748179044,0.004932113382561056,0.00035760691888113736,0.00035172881708202974
2025,COMMERCIAL,2004,21,Minivan,Midsize SUV,Light Truck,3,5.027800384258024e-07,0.00021554821094984912,0.0012958963282937365,0.00025940337224383917,2.9976887819491173e-06
2025,COMMERCIAL,2004,21,Pickup truck: Small,Pickup,Light Truck,176,2.949642892098041e-05,0.012645495042391148,0.002054298853794617,0.00017880345944056868,0.00017586440854101487
2025,COMMERCIAL,2004,21,Pickup truck: Standard,Pickup,Light Truck,12889,0.002160110638423389,0.9260669636442017,0.0158414892401026,0.013094305617781191,0.01287907023684739
2025,COMMERCIAL,2004,21,Sport utility vehicle: Small,Small SUV,Light Truck,36,6.033360461109629e-06,0.0025865785313981893,0.00736949846468782,0.00736949846468782,3.5972265383389405e-05
2025,COMMERCIAL,2004,21,Sport utility vehicle: Standard,Midsize SUV,Light Truck,120,2.0111201537032096e-05,0.008621928437993965,0.012972972972972972,0.010376134889753566,0.00011990755127796469
2025,COMMERCIAL,2004,21,Van: Cargo,Pickup,Light Truck,413,6.92160519566188e-05,0.02967380370742923,0.030245331380446723,0.00041957857243724354,0.00041268182231499515
2025,COMMERCIAL,2004,21,Van: Passenger,Pickup,Light Truck,281,4.7093730265883495e-05,0.020189682425635867,0.003937283694601297,0.00028547597785681704,0.000280783515909234
2025,COMMERCIAL,2003,22,Minivan,Midsize SUV,Light Truck,1,1.6759334614193413e-07,7.807010695604653e-05,0.00043196544276457883,8.64677907479464e-05,9.992295939830391e-07
2025,COMMERCIAL,2003,22,Pickup truck: Small,Pickup,Light Truck,227,3.804368957421905e-05,0.017721914279022564,0.0026495786352919207,0.00023061582552846074,0.00022682511783414988
2025,COMMERCIAL,2003,22,Pickup truck: Standard,Pickup,Light Truck,12014,0.0020134664605491966,0.937934264969943,0.014766052582092688,0.012205367964312454,0.012004744342112232
2025,COMMERCIAL,2003,22,Sport utility vehicle: Small,Small SUV,Light Truck,28,4.692613691974156e-06,0.002185962994769303,0.005731832139201637,0.005731832139201637,2.7978428631525095e-05
2025,COMMERCIAL,2003,22,Sport utility vehicle: Standard,Midsize SUV,Light Truck,102,1.709452130647728e-05,0.007963150909516745,0.011027027027027026,0.008819714656290532,0.00010192141858626999
2025,COMMERCIAL,2003,22,Van: Cargo,Pickup,Light Truck,258,4.3239083304619005e-05,0.020142087594660005,0.018894177956792383,0.0002621096166799245,0.0002578012352476241
2025,COMMERCIAL,2003,22,Van: Passenger,Pickup,Light Truck,179,2.999920895940621e-05,0.013974549145132329,0.0025080917485182644,0.0001818512456810329,0.000178862097322964
2025,COMMERCIAL,2002,23,Minivan,Midsize SUV,Light Truck,1,1.6759334614193413e-07,0.00011547344110854503,0.00043196544276457883,8.64677907479464e-05,9.992295939830391e-07
2025,COMMERCIAL,2002,23,Pickup truck: Small,Pickup,Light Truck,197,3.301588918996102e-05,0.02274826789838337,0.0022994140579405656,0.00020013796312381835,0.0001968482300146587
2025,COMMERCIAL,2002,23,Pickup truck: Standard,Pickup,Light Truck,8151,0.001366053364402905,0.9412240184757505,0.010018153370787207,0.008280835215341337,0.008144720420555751
2025,COMMERCIAL,2002,23,Sport utility vehicle: Small,Small SUV,Light Truck,17,2.84908688441288e-06,0.0019630484988452657,0.003480040941658137,0.003480040941658137,1.6986903097711664e-05
2025,COMMERCIAL,2002,23,Sport utility vehicle: Standard,Midsize SUV,Light Truck,28,4.692613691974156e-06,0.003233256351039261,0.003027027027027027,0.002421098140942499,2.7978428631525095e-05
2025,COMMERCIAL,2002,23,Van: Cargo,Pickup,Light Truck,158,2.6479748690425593e-05,0.018244803695150115,0.01157085316733797,0.00016051674199778324,0.00015787827584932016
2025,COMMERCIAL,2002,23,Van: Passenger,Pickup,Light Truck,108,1.8100081383328888e-05,0.012471131639722863,0.0015132620605585057,0.00010972030465671259,0.00010791679615016821
2025,COMMERCIAL,2001,24,Minivan,Midsize SUV,Light Truck,1,1.6759334614193413e-07,0.00013904338153503893,0.00043196544276457883,8.64677907479464e-05,9.992295939830391e-07
2025,COMMERCIAL,2001,24,Pickup truck: Small,Pickup,Light Truck,95,1.5921367883483742e-05,0.013209121245828698,0.001108854494945958,9.651323094803423e-05,9.49268114283887e-05
2025,COMMERCIAL,2001,24,Pickup truck: Standard,Pickup,Light Truck,6822,0.0011433218073802747,0.9485539488320356,0.008384718721078436,0.006930665910815679,0.006816744290152292
2025,COMMERCIAL,2001,24,Sport utility vehicle: Small,Small SUV,Light Truck,18,3.0166802305548145e-06,0.002502780867630701,0.00368474923234391,0.00368474923234391,1.7986132691694702e-05
2025,COMMERCIAL,2001,24,Sport utility vehicle: Standard,Midsize SUV,Light Truck,24,4.022240307406419e-06,0.0033370411568409346,0.0025945945945945945,0.0020752269779507134,2.398151025559294e-05
2025,COMMERCIAL,2001,24,Van: Cargo,Pickup,Light Truck,128,2.145194830616757e-05,0.017797552836484983,0.009373855730501647,0.00013003887959314085,0.000127901388029829
2025,COMMERCIAL,2001,24,Van: Passenger,Pickup,Light Truck,104,1.742970799876115e-05,0.014460511679644048,0.0014572153175748575,0.00010565658966942694,0.00010391987777423606
2025,COMMERCIAL,2000,25,Minivan,Midsize SUV,Light Truck,1,1.6759334614193413e-07,0.00018456995201181247,0.00043196544276457883,8.64677907479464e-05,9.992295939830391e-07
2025,COMMERCIAL,2000,25,Pickup truck: Small,Pickup,Light Truck,139,2.3295475113728846e-05,0.025655223329641933,0.0016224292083946122,0.0001412140958081764,0.00013889291356364243
2025,COMMERCIAL,2000,25,Pickup truck: Standard,Pickup,Light Truck,5070,0.000849698264939606,0.9357696566998892,0.006231387264126014,0.005150758746384564,0.005066094041494008
2025,COMMERCIAL,2000,25,Sport utility vehicle: Small,Small SUV,Light Truck,12,2.0111201537032096e-06,0.0022148394241417496,0.0024564994882292734,0.0024564994882292734,1.199075512779647e-05
2025,COMMERCIAL,2000,25,Sport utility vehicle: Standard,Midsize SUV,Light Truck,20,3.3518669228386826e-06,0.0036913990402362494,0.002162162162162162,0.0017293558149589277,1.9984591879660782e-05
2025,COMMERCIAL,2000,25,Van: Cargo,Pickup,Light Truck,119,1.9943608190890162e-05,0.021963824289405683,0.00871475649945075,0.00012089552087174815,0.00011890832168398165
2025,COMMERCIAL,2000,25,Van: Passenger,Pickup,Light Truck,57,9.552820730090246e-06,0.010520487264673311,0.0007986660875169892,5.7907938568820536e-05,5.6956086857033225e-05
2025,PASSENGER,2026,-1,Compact,Compact,Car,3143,0.000526745886924099,0.04690694724274308,0.0058598593111728855,0.004274102853164236,0.002078453519483766
2025,PASSENGER,2026,-1,Full-size,Midsize,Car,646,0.00010826530160768945,0.009641071561823745,0.009995048892189627,0.000831592267479207,0.00042719725535682876
2025,PASSENGER,2026,-1,Mid-size,Midsize,Car,3171,0.0005314385006160732,0.04732482650548467,0.006867099641161018,0.004082010960025643,0.0020969698091896347
2025,PASSENGER,2026,-1,Minicompact,Compact,Car,742,0.00012435426283731514,0.011073800462652042,0.05275131522820987,0.0010090309631078155,0.0004906816772055216
2025,PASSENGER,2026,-1,Minivan,Midsize SUV,Light Truck,13433,0.0022512814187246014,0.2004775763002761,0.024690699952761783,0.014888516235720246,0.003893640117275872
2025,PASSENGER,2026,-1,Pickup truck: Standard,Pickup,Light Truck,396,6.636696507220591e-05,0.005910006715916722,0.009274656299037403,0.0061004729407052516,0.00011478310775264241
2025,PASSENGER,2026,-1,Sport utility vehicle: Small,Small SUV,Light Truck,31665,0.005306843305584345,0.4725766733825834,0.01275357625744462,0.01275357625744462,0.009178300775220761
2025,PASSENGER,2026,-1,Sport utility vehicle: Standard,Midsize SUV,Light Truck,5032,0.0008433297177862126,0.07509887321841653,0.014048488503244106,0.005577236186864013,0.0014585570661901429
2025,PASSENGER,2026,-1,Station wagon: Mid-size,Midsize,Car,368,6.167435138023176e-05,0.005492127453175137,0.009671230716669733,0.00047372438766617365,0.00024335695041998912
2025,PASSENGER,2026,-1,Station wagon: Small,Midsize,Car,5386,0.0009026577623204573,0.08038206104022087,0.03153875882745617,0.006933368347744596,0.0035617405841360367
2025,PASSENGER,2026,-1,Subcompact,Compact,Car,1989,0.00033334316547630697,0.029684351914036265,0.010755304652520926,0.002704801328330788,0.0013153178651776043
2025,PASSENGER,2026,-1,Two-seater,Midsize,Car,1034,0.0001732915199107599,0.015431684202671443,0.024856366739585085,0.0013310625457794117,0.0006837801269952955
2025,PASSENGER,2025,0,Compact,Compact,Car,25913,0.004342846378575939,0.07535258367501235,0.04831261035011867,0.0352385705485348,0.017136164826720594
2025,PASSENGER,2025,0,Full-size,Midsize,Car,1259,0.00021100002279269506,0.0036610544069324495,0.019479514791434584,0.0016207038154122625,0.0008325717407031693
2025,PASSENGER,2025,0,Mid-size,Midsize,Car,12216,0.0020473203164698673,0.035522987001657506,0.026454900415144433,0.01572558999926624,0.008078392680246162
2025,PASSENGER,2025,0,Minicompact,Compact,Car,302,5.061319053486411e-05,0.0008781877926081014,0.021470211858381914,0.000410683761264906,0.00019971141039901283
2025,PASSENGER,2025,0,Minivan,Midsize SUV,Light Truck,40953,0.006863450304550629,0.11908749890953503,0.07527419304440208,0.04539041207484935,0.011870486393419102
2025,PASSENGER,2025,0,Pickup truck: Standard,Pickup,Light Truck,23,3.854646961264485e-06,6.688185175492164e-05,0.0005386795325198492,0.0003543203980712646,6.666695652299938e-06
2025,PASSENGER,2025,0,Sport utility vehicle: Small,Small SUV,Light Truck,183231,0.030708296406932734,0.5328186338654802,0.07379916410004217,0.07379916410004217,0.053110665698546514
2025,PASSENGER,2025,0,Sport utility vehicle: Standard,Midsize SUV,Light Truck,39931,0.006692169904793572,0.11611561836633807,0.11148056327961853,0.044257674518614246,0.011574253221390818
2025,PASSENGER,2025,0,Station wagon: Mid-size,Midsize,Car,55,9.217634037806378e-06,0.0001599348628922039,0.0014454285038500959,7.080119924358573e-05,3.637128335081359e-05
2025,PASSENGER,2025,0,Station wagon: Small,Midsize,Car,17954,0.0030089709366322853,0.052208555061211435,0.10513309988639957,0.023112086022169787,0.011872909477827404
2025,PASSENGER,2025,0,Subcompact,Compact,Car,17243,0.00288981206752537,0.050141033470004946,0.09323967728678649,0.023448410912221107,0.011402727978510524
2025,PASSENGER,2025,0,Two-seater,Midsize,Car,1082,0.00018133600052557274,0.003146354939079357,0.026010240630784394,0.0013928526833010867,0.0007155223379196419
2025,PASSENGER,2025,0,Van: Passenger,Pickup,Light Truck,3728,0.0006247879944171305,0.010840675797493385,0.22150920974450386,0.057430714956942366,0.0010805844083380072
2025,PASSENGER,2024,1,Compact,Compact,Car,26732,0.004480105329066183,0.07754834442465348,0.04983956700804123,0.03635231227196512,0.017677766300617254
2025,PASSENGER,2024,1,Full-size,Midsize,Car,2759,0.0004623900420055963,0.0080037364307803,0.04268783265255601,0.0035516456129646005,0.0018245158320889946
2025,PASSENGER,2024,1,Mid-size,Midsize,Car,17807,0.002984334714749421,0.05165731591986401,0.03856273835072666,0.02292285372600966,0.011775698956871593
2025,PASSENGER,2024,1,Minicompact,Compact,Car,387,6.485862495692851e-05,0.001122669807434569,0.027513152282098677,0.0005262735616209226,0.0002559215755775429
2025,PASSENGER,2024,1,Minivan,Midsize SUV,Light Truck,34012,0.0057001848889794635,0.09866730100895235,0.06251619792997348,0.0376973285349004,0.009858593588088065
2025,PASSENGER,2024,1,Pickup truck: Standard,Pickup,Light Truck,34,5.69817376882576e-06,9.863248954205515e-05,0.000796308874159777,0.0005237779797575217,9.85511531209556e-06
2025,PASSENGER,2024,1,Sport utility vehicle: Small,Small SUV,Light Truck,205829,0.03449557084304816,0.5971007849985785,0.08290086365051536,0.08290086365051536,0.059660839105097556
2025,PASSENGER,2024,1,Sport utility vehicle: Standard,Midsize SUV,Light Truck,32737,0.005486503372648497,0.09496858265112527,0.0913961383407596,0.036284177474039586,0.009489026763884481
2025,PASSENGER,2024,1,Station wagon: Mid-size,Midsize,Car,1623,0.0002720040007883591,0.004708250897845751,0.04265328112270374,0.00208927902495163,0.0010732835068794628
2025,PASSENGER,2024,1,Station wagon: Small,Midsize,Car,6870,0.0011513662879950874,0.019929564798644675,0.04022860622811435,0.008843713432789708,0.00454310393854708
2025,PASSENGER,2024,1,Subcompact,Compact,Car,11021,0.001847046267830256,0.0319714313894997,0.059594878117362055,0.014987237526160692,0.00728814388744212
2025,PASSENGER,2024,1,Two-seater,Midsize,Car,1708,0.0002862494352104235,0.004954832121700888,0.041058679295175364,0.0021986990601462622,0.001129493672057993
2025,PASSENGER,2024,1,Van: Passenger,Pickup,Light Truck,3195,0.0005354607409234796,0.009268553061378419,0.18983957219251338,0.04921972486250828,0.000926090983004274
2025,PASSENGER,2023,2,Compact,Compact,Car,20729,0.003474042472176153,0.07541767325435865,0.0386474780977737,0.028188952606821974,0.013708006046891182
2025,PASSENGER,2023,2,Full-size,Midsize,Car,4587,0.0007687506787530518,0.016688738830514888,0.07097103601930932,0.00590482001691505,0.003033365031457854
2025,PASSENGER,2023,2,Mid-size,Midsize,Car,18328,0.0030716508480893687,0.06668218994673575,0.0396910130000628,0.02359353417702617,0.012120234204612937
2025,PASSENGER,2023,2,Minicompact,Compact,Car,426,7.139476545646393e-05,0.0015499024943970662,0.030285795535333428,0.0005793088817842713,0.0002817121219535744
2025,PASSENGER,2023,2,Minivan,Midsize SUV,Light Truck,21173,0.0035484539178631713,0.07703306458654714,0.03891730738478562,0.023467174440475306,0.006137128132441156
2025,PASSENGER,2023,2,Pickup truck: Standard,Pickup,Light Truck,47,7.876887268670904e-06,0.0001709986320109439,0.0011007799142796917,0.0007240460308412798,1.3623247637308568e-05
2025,PASSENGER,2023,2,Sport utility vehicle: Small,Small SUV,Light Truck,145270,0.024346285394038773,0.5285313036644643,0.05850977492243739,0.05850977492243739,0.04210742945259182
2025,PASSENGER,2023,2,Sport utility vehicle: Standard,Midsize SUV,Light Truck,31223,0.005232767046589609,0.11359766568675961,0.087169307737836,0.03460612986137819,0.00905018427616352
2025,PASSENGER,2023,2,Station wagon: Mid-size,Midsize,Car,1707,0.00028608184186428156,0.006210524783886835,0.044860844655856616,0.0021974117656145607,0.0011288323759970692
2025,PASSENGER,2023,2,Station wagon: Small,Midsize,Car,12393,0.00207698433873699,0.04508906481939634,0.0725695949032054,0.015953441131377418,0.008195442083029688
2025,PASSENGER,2023,2,Subcompact,Compact,Car,15225,0.002551608695010947,0.055392641965247257,0.08232755823762247,0.020704173063768854,0.010068232527566126
2025,PASSENGER,2023,2,Two-seater,Midsize,Car,1327,0.0002223963703303466,0.0048279826527345224,0.03189980528378086,0.0017082398435679686,0.0008775398728459934
2025,PASSENGER,2023,2,Van: Passenger,Pickup,Light Truck,2421,0.0004057434910096225,0.008808248682946707,0.14385026737967915,0.03729607320567529,0.0007017421814877456
2025,PASSENGER,2022,3,Compact,Compact,Car,25334,0.00424580983115976,0.10217052887989095,0.04723311351869357,0.0344512000261097,0.016753274407445666
2025,PASSENGER,2022,3,Full-size,Midsize,Car,2131,0.00035714142062846164,0.008594197404399132,0.03297128357469984,0.002743224647056022,0.0014092219058287957
2025,PASSENGER,2022,3,Mid-size,Midsize,Car,18487,0.0030982981901259365,0.07455698142427347,0.040035342499572295,0.023798214007566716,0.012225380278299834
2025,PASSENGER,2022,3,Minicompact,Compact,Car,134,2.2457508383019173e-05,0.0005404141023883077,0.009526517844447604,0.00018222392056124967,8.86136721638004e-05
2025,PASSENGER,2022,3,Minivan,Midsize SUV,Light Truck,17498,0.0029325483707915634,0.07056840271336275,0.032162425949037864,0.01939397432387649,0.005071906109736709
2025,PASSENGER,2022,3,Pickup truck: Standard,Pickup,Light Truck,180,3.0166802305548145e-05,0.000725929391267876,0.004215752863198819,0.0027729422457751143,5.2174139887564726e-05
2025,PASSENGER,2022,3,Sport utility vehicle: Small,Small SUV,Light Truck,139995,0.023462230493140068,0.5645915840585906,0.056385185793808926,0.056385185793808926,0.04057843729755347
2025,PASSENGER,2022,3,Sport utility vehicle: Standard,Midsize SUV,Light Truck,20281,0.003398960653104566,0.08179207769057663,0.05662110400125074,0.02247852287475935,0.005878576283665001
2025,PASSENGER,2022,3,Station wagon: Mid-size,Midsize,Car,776,0.00013005243660614088,0.0031295622645770653,0.020393682163412263,0.0009989405566004097,0.0005131657432769336
2025,PASSENGER,2022,3,Station wagon: Small,Midsize,Car,6847,0.001147511641033823,0.027613547455617483,0.04009392530478879,0.008814105658560573,0.0045278941291458305
2025,PASSENGER,2022,3,Subcompact,Compact,Car,13081,0.0021922885608826404,0.05275490203986159,0.07073410767200917,0.01778859033478886,0.00865041377294532
2025,PASSENGER,2022,3,Two-seater,Midsize,Car,853,0.0001429571242590698,0.0034400987263972123,0.020505300608187695,0.0010980622355414296,0.0005640855399680726
2025,PASSENGER,2022,3,Van: Passenger,Pickup,Light Truck,2361,0.0003956878902411065,0.009521773848796974,0.14028520499108735,0.03637175912375025,0.000684350801525224
2025,PASSENGER,2021,4,Compact,Compact,Car,12334,0.0020670963313146155,0.048676338263848325,0.022995706250081568,0.0167727599716601,0.008156425615435179
2025,PASSENGER,2021,4,Full-size,Midsize,Car,8182,0.001371248758133305,0.032290400492525295,0.12659363782646368,0.010532643858382155,0.005410724370479215
2025,PASSENGER,2021,4,Mid-size,Midsize,Car,13950,0.002337927178679981,0.055053909419546306,0.03021004099470079,0.017957758717236746,0.009225080049888175
2025,PASSENGER,2021,4,Minicompact,Compact,Car,1159,0.00019424068817850166,0.004574012976147252,0.08239727001279681,0.0015761009248543908,0.000766442134610781
2025,PASSENGER,2021,4,Minivan,Midsize SUV,Light Truck,17121,0.0028693656792960543,0.06756831420588189,0.031469476207193814,0.01897612495137098,0.004962630272305531
2025,PASSENGER,2021,4,Pickup truck: Standard,Pickup,Light Truck,187,3.133995572854168e-05,0.0007379986423982194,0.004379698807878774,0.002880778888666369,5.420313421652558e-05
2025,PASSENGER,2021,4,Sport utility vehicle: Small,Small SUV,Light Truck,147449,0.024711471295282048,0.5819099562725938,0.05938740140798837,0.05938740140798837,0.042739026401564066
2025,PASSENGER,2021,4,Sport utility vehicle: Standard,Midsize SUV,Light Truck,25471,0.004268770119581204,0.1005217295215243,0.07111070164271277,0.02823087895779278,0.0073829306504231175
2025,PASSENGER,2021,4,Station wagon: Mid-size,Midsize,Car,2026,0.00033954411928355856,0.007995643045448088,0.05324432997818717,0.002608058721227358,0.001339785819431788
2025,PASSENGER,2021,4,Station wagon: Small,Midsize,Car,11201,0.0018772130701358043,0.04420493472461206,0.06558960965955005,0.014418986049589159,0.007407177178408419
2025,PASSENGER,2021,4,Subcompact,Compact,Car,10678,0.0017895617501035726,0.042140906435979605,0.05774014232258343,0.01452079868472406,0.007061319338545228
2025,PASSENGER,2021,4,Two-seater,Midsize,Car,2566,0.00043004452620020296,0.010126762119753106,0.06168417510036299,0.0033031977683462,0.0016968856923306852
2025,PASSENGER,2021,4,Van: Passenger,Pickup,Light Truck,1064,0.0001783193202950179,0.00419909387974174,0.06322043969102793,0.016391169719470675,0.00030840713800204926
2025,PASSENGER,2020,5,Compact,Compact,Car,13870,0.0023245197109886266,0.04810894056273933,0.02585944913966526,0.01886153565809353,0.009172176365014264
2025,PASSENGER,2020,5,Full-size,Midsize,Car,2126,0.000356303453897752,0.007374160608246851,0.032893922515162766,0.0027367881743975138,0.0014059154255241764
2025,PASSENGER,2020,5,Mid-size,Midsize,Car,42706,0.007157241440337439,0.14812836450413452,0.09248387173617864,0.05497520027084677,0.028241309577815368
2025,PASSENGER,2020,5,Minicompact,Compact,Car,1573,0.0002636243334812624,0.005456046395471446,0.11182994454713494,0.002139091246588401,0.0010402187038332687
2025,PASSENGER,2020,5,Minivan,Midsize SUV,Light Truck,37405,0.006268829112439046,0.12974152283700538,0.06875274560656998,0.04145797288745,0.01084207612496866
2025,PASSENGER,2020,5,Pickup truck: Standard,Pickup,Light Truck,919,0.00015401828510443747,0.0031876075253898664,0.021523760451553974,0.014157410688151835,0.0002663779697592888
2025,PASSENGER,2020,5,Sport utility vehicle: Small,Small SUV,Light Truck,147978,0.02480012817539113,0.5132707142460736,0.05960046446941861,0.05960046446941861,0.042892360401566965
2025,PASSENGER,2020,5,Sport utility vehicle: Standard,Midsize SUV,Light Truck,21301,0.003569905866169339,0.07388381708196903,0.059468770589746166,0.023609043723448,0.006174229743027868
2025,PASSENGER,2020,5,Station wagon: Mid-size,Midsize,Car,2809,0.000470769709312693,0.00974318774626783,0.07382197576936217,0.0036160103395496785,0.0018575806351351888
2025,PASSENGER,2020,5,Station wagon: Small,Midsize,Car,12191,0.0020431304828163192,0.04228522670514457,0.07138674505486783,0.015693407635973704,0.008061860278723064
2025,PASSENGER,2020,5,Subcompact,Compact,Car,3901,0.0006537816432996851,0.01353085631833065,0.02109424004498951,0.005304891896339067,0.0025797159336640695
2025,PASSENGER,2020,5,Two-seater,Midsize,Car,1289,0.0002160278231769531,0.004470975081858039,0.03098632178658141,0.0016593226513633092,0.0008524106225308858
2025,PASSENGER,2020,5,Van: Passenger,Pickup,Light Truck,236,3.955202968949646e-05,0.0008185803873688884,0.014022578728461082,0.00363563538890515,6.840609451925154e-05
2025,PASSENGER,2019,6,Compact,Compact,Car,15742,0.0026382544549663272,0.04366761351027473,0.02934963578634539,0.02140723102593427,0.010410122591063773
2025,PASSENGER,2019,6,Full-size,Midsize,Car,2741,0.00045937336177504146,0.00760341307531845,0.042409332838222555,0.0035284743113939724,0.0018126125029923647
2025,PASSENGER,2019,6,Mid-size,Midsize,Car,50643,0.00848742982866597,0.14048144778305446,0.10967219398527829,0.06519245696896205,0.03349001641336823
2025,PASSENGER,2019,6,Minicompact,Compact,Car,185,3.1004769036257815e-05,0.0005131818383560428,0.013152282098677663,0.0002515778007748596,0.00012233977127091845
2025,PASSENGER,2019,6,Minivan,Midsize SUV,Light Truck,52919,0.008868872284485012,0.14679497137277528,0.09726845461179191,0.05865297332524974,0.015338907270611322
2025,PASSENGER,2019,6,Pickup truck: Standard,Pickup,Light Truck,1159,0.00019424068817850166,0.003215014868403533,0.0271447642691524,0.017854667015851988,0.00033594348960937513
2025,PASSENGER,2019,6,Sport utility vehicle: Small,Small SUV,Light Truck,187300,0.03139023373238426,0.5195619368869557,0.07543801778049511,0.07543801778049511,0.05429009111633819
2025,PASSENGER,2019,6,Sport utility vehicle: Standard,Midsize SUV,Light Truck,21682,0.003633758931049416,0.060144911455328215,0.06053245781544887,0.02403132651104641,0.00628466500578988
2025,PASSENGER,2019,6,Station wagon: Mid-size,Midsize,Car,3235,0.000542164474769157,0.008973747281523234,0.08501747654463745,0.004164397810054543,0.0021392927570887633
2025,PASSENGER,2019,6,Station wagon: Small,Midsize,Car,16801,0.0028157358085306354,0.046605232790377704,0.09838148664316582,0.021627835427117888,0.011110435119582167
2025,PASSENGER,2019,6,Subcompact,Compact,Car,6616,0.0011087975780750363,0.018352492121965294,0.03577531200657539,0.008996966107710655,0.004375134739072414
2025,PASSENGER,2019,6,Two-seater,Midsize,Car,1099,0.00018418508740998562,0.003048577515423195,0.026418904300584148,0.001414736690340013,0.000726764370955348
2025,PASSENGER,2019,6,Van: Passenger,Pickup,Light Truck,374,6.267991145708337e-05,0.0010374595002441082,0.022222222222222223,0.005761557777332738,0.00010840626843305116
2025,PASSENGER,2018,7,Compact,Compact,Car,36647,0.00614179335606346,0.0984348517447092,0.06832525109021723,0.04983552251349341,0.02423451674467756
2025,PASSENGER,2018,7,Full-size,Midsize,Car,3329,0.0005579182493064988,0.008941785724837965,0.05150699343978215,0.004285403496034489,0.002201454586815608
2025,PASSENGER,2018,7,Mid-size,Midsize,Car,55686,0.009332603073259744,0.14957413033142894,0.12059328622443787,0.071684283292333,0.03682493244860738
2025,PASSENGER,2018,7,Minicompact,Compact,Car,42,7.038920537961233e-06,0.00011281315723736694,0.0029859235034835774,5.7114960175914074e-05,2.7774434558803108e-05
2025,PASSENGER,2018,7,Minivan,Midsize SUV,Light Truck,40516,0.0067902120122866035,0.10882709234831331,0.07447095952401521,0.04490606147595039,0.011743819176025403
2025,PASSENGER,2018,7,Pickup truck: Standard,Pickup,Light Truck,1073,0.00017982766041029532,0.0028821075646593983,0.025130571234512962,0.01652981683175943,0.00031101584499642753
2025,PASSENGER,2018,7,Sport utility vehicle: Small,Small SUV,Light Truck,188615,0.03161061898256091,0.5066250869601421,0.07596765469123376,0.07596765469123376,0.05467125219385012
2025,PASSENGER,2018,7,Sport utility vehicle: Standard,Midsize SUV,Light Truck,23125,0.0038755961295322268,0.062114387169383584,0.06456106848917328,0.025630681005808884,0.006702927693888524
2025,PASSENGER,2018,7,Station wagon: Mid-size,Midsize,Car,5198,0.0008711502132457736,0.013961971221900795,0.13660613387295997,0.006691356975784703,0.0034374169246823463
2025,PASSENGER,2018,7,Station wagon: Small,Midsize,Car,8909,0.0014930891207784911,0.023929819472088144,0.05216836286554159,0.011468506982929188,0.005891486606770878
2025,PASSENGER,2018,7,Subcompact,Compact,Car,7512,0.0012589612162182092,0.02017743898016906,0.040620336123548116,0.01021541859146349,0.004967656009660213
2025,PASSENGER,2018,7,Two-seater,Midsize,Car,1244,0.00020848612260056606,0.003341418276268678,0.029904565013582057,0.001601394397436739,0.0008226522997893111
2025,PASSENGER,2018,7,Van: Cargo,Pickup,Light Truck,14,2.346306845987078e-06,3.760438574578898e-05,0.003146067415730337,0.0002156732857825089,4.057988657921701e-06
2025,PASSENGER,2018,7,Van: Passenger,Pickup,Light Truck,387,6.485862495692851e-05,0.0010394926631157383,0.022994652406417113,0.005961825828416496,0.00011217440075826417
2025,PASSENGER,2017,8,Compact,Compact,Car,17539,0.002939419697983383,0.04946554982090984,0.03269999123724506,0.023850935393460882,0.011598471612543992
2025,PASSENGER,2017,8,Full-size,Midsize,Car,3039,0.0005093161789253379,0.008570945088416956,0.047020051986632005,0.003912088081841037,0.002009678729147682
2025,PASSENGER,2017,8,Mid-size,Midsize,Car,57705,0.00967097403912031,0.16274642524748287,0.12496562118990746,0.07428333095183845,0.0381600891956127
