19-Sep-24 01:33:12 | main | INFO | *** STARTING TEMOA ***
19-Sep-24 03:27:37 | morris_evaluate | INFO | Finished MM evaluation # 45 with OBJ value: 1797204.84 
19-Sep-24 03:27:37 | morris_evaluate | INFO | Finished MM evaluation # 45 with OBJ value: 1797204.84 
19-Sep-24 03:28:53 | morris_evaluate | INFO | Starting MM evaluation # 51
19-Sep-24 03:28:53 | morris_evaluate | INFO | Starting MM evaluation # 51
19-Sep-24 03:29:22 | morris_evaluate | INFO | Finished MM evaluation # 46 with OBJ value: 1797765.45 
19-Sep-24 03:29:22 | morris_evaluate | INFO | Finished MM evaluation # 46 with OBJ value: 1797765.45 
19-Sep-24 03:30:28 | morris_evaluate | INFO | Starting MM evaluation # 52
19-Sep-24 03:30:28 | morris_evaluate | INFO | Starting MM evaluation # 52
19-Sep-24 03:33:33 | morris_evaluate | INFO | Finished MM evaluation # 47 with OBJ value: 1798022.60 
19-Sep-24 03:33:33 | morris_evaluate | INFO | Finished MM evaluation # 47 with OBJ value: 1798022.60 
19-Sep-24 03:34:14 | morris_evaluate | INFO | Starting MM evaluation # 53
19-Sep-24 03:34:14 | morris_evaluate | INFO | Starting MM evaluation # 53
19-Sep-24 03:37:36 | morris_evaluate | INFO | Finished MM evaluation # 48 with OBJ value: 1799563.22 
19-Sep-24 03:37:36 | morris_evaluate | INFO | Finished MM evaluation # 48 with OBJ value: 1799563.22 
19-Sep-24 03:37:47 | morris_evaluate | INFO | Finished MM evaluation # 50 with OBJ value: 1798608.10 
19-Sep-24 03:37:47 | morris_evaluate | INFO | Finished MM evaluation # 50 with OBJ value: 1798608.10 
19-Sep-24 03:37:48 | morris_evaluate | INFO | Finished MM evaluation # 49 with OBJ value: 1810119.64 
19-Sep-24 03:37:48 | morris_evaluate | INFO | Finished MM evaluation # 49 with OBJ value: 1810119.64 
19-Sep-24 03:42:18 | morris_evaluate | INFO | Starting MM evaluation # 54
19-Sep-24 03:42:18 | morris_evaluate | INFO | Starting MM evaluation # 54
19-Sep-24 03:42:26 | morris_evaluate | INFO | Starting MM evaluation # 55
19-Sep-24 03:42:26 | morris_evaluate | INFO | Starting MM evaluation # 55
19-Sep-24 03:42:26 | morris_evaluate | INFO | Starting MM evaluation # 56
19-Sep-24 03:42:26 | morris_evaluate | INFO | Starting MM evaluation # 56
19-Sep-24 03:42:30 | morris_evaluate | INFO | Finished MM evaluation # 51 with OBJ value: 1799402.35 
19-Sep-24 03:42:30 | morris_evaluate | INFO | Finished MM evaluation # 51 with OBJ value: 1799402.35 
19-Sep-24 03:43:37 | morris_evaluate | INFO | Finished MM evaluation # 52 with OBJ value: 1799148.75 
19-Sep-24 03:43:37 | morris_evaluate | INFO | Finished MM evaluation # 52 with OBJ value: 1799148.75 
19-Sep-24 03:43:39 | morris_evaluate | INFO | Starting MM evaluation # 57
19-Sep-24 03:43:39 | morris_evaluate | INFO | Starting MM evaluation # 57
19-Sep-24 03:44:36 | morris_evaluate | INFO | Finished MM evaluation # 53 with OBJ value: 1808692.22 
19-Sep-24 03:44:36 | morris_evaluate | INFO | Finished MM evaluation # 53 with OBJ value: 1808692.22 
19-Sep-24 03:45:19 | morris_evaluate | INFO | Starting MM evaluation # 58
19-Sep-24 03:45:19 | morris_evaluate | INFO | Starting MM evaluation # 58
19-Sep-24 03:45:34 | morris_evaluate | INFO | Starting MM evaluation # 59
19-Sep-24 03:45:34 | morris_evaluate | INFO | Starting MM evaluation # 59
19-Sep-24 03:54:24 | morris_evaluate | INFO | Finished MM evaluation # 54 with OBJ value: 1810108.73 
19-Sep-24 03:54:24 | morris_evaluate | INFO | Finished MM evaluation # 54 with OBJ value: 1810108.73 
19-Sep-24 03:55:03 | morris_evaluate | INFO | Finished MM evaluation # 55 with OBJ value: 1812713.76 
19-Sep-24 03:55:03 | morris_evaluate | INFO | Finished MM evaluation # 55 with OBJ value: 1812713.76 
19-Sep-24 03:55:09 | morris_evaluate | INFO | Finished MM evaluation # 56 with OBJ value: 1825576.76 
19-Sep-24 03:55:09 | morris_evaluate | INFO | Finished MM evaluation # 56 with OBJ value: 1825576.76 
19-Sep-24 03:56:05 | morris_evaluate | INFO | Finished MM evaluation # 57 with OBJ value: 1822264.52 
19-Sep-24 03:56:05 | morris_evaluate | INFO | Finished MM evaluation # 57 with OBJ value: 1822264.52 
19-Sep-24 03:57:55 | morris_evaluate | INFO | Starting MM evaluation # 60
19-Sep-24 03:57:55 | morris_evaluate | INFO | Starting MM evaluation # 60
19-Sep-24 03:59:08 | morris_evaluate | INFO | Finished MM evaluation # 58 with OBJ value: 1822437.13 
19-Sep-24 03:59:08 | morris_evaluate | INFO | Finished MM evaluation # 58 with OBJ value: 1822437.13 
19-Sep-24 03:59:30 | morris_evaluate | INFO | Starting MM evaluation # 61
19-Sep-24 03:59:30 | morris_evaluate | INFO | Starting MM evaluation # 61
19-Sep-24 03:59:32 | morris_evaluate | INFO | Starting MM evaluation # 62
19-Sep-24 03:59:32 | morris_evaluate | INFO | Starting MM evaluation # 62
19-Sep-24 03:59:32 | morris_evaluate | INFO | Starting MM evaluation # 63
19-Sep-24 03:59:32 | morris_evaluate | INFO | Starting MM evaluation # 63
19-Sep-24 03:59:53 | morris_evaluate | INFO | Finished MM evaluation # 59 with OBJ value: 1806218.30 
19-Sep-24 03:59:53 | morris_evaluate | INFO | Finished MM evaluation # 59 with OBJ value: 1806218.30 
19-Sep-24 03:59:57 | morris_evaluate | INFO | Starting MM evaluation # 64
19-Sep-24 03:59:57 | morris_evaluate | INFO | Starting MM evaluation # 64
19-Sep-24 04:00:24 | morris_evaluate | INFO | Starting MM evaluation # 65
19-Sep-24 04:00:24 | morris_evaluate | INFO | Starting MM evaluation # 65
19-Sep-24 04:07:14 | morris_evaluate | INFO | Finished MM evaluation # 60 with OBJ value: 1805079.81 
19-Sep-24 04:07:14 | morris_evaluate | INFO | Finished MM evaluation # 60 with OBJ value: 1805079.81 
19-Sep-24 04:08:02 | morris_evaluate | INFO | Starting MM evaluation # 66
19-Sep-24 04:08:02 | morris_evaluate | INFO | Starting MM evaluation # 66
19-Sep-24 04:12:32 | morris_evaluate | INFO | Finished MM evaluation # 61 with OBJ value: 1806742.69 
19-Sep-24 04:12:32 | morris_evaluate | INFO | Finished MM evaluation # 61 with OBJ value: 1806742.69 
19-Sep-24 04:13:02 | morris_evaluate | INFO | Finished MM evaluation # 63 with OBJ value: 1819808.82 
19-Sep-24 04:13:02 | morris_evaluate | INFO | Finished MM evaluation # 63 with OBJ value: 1819808.82 
19-Sep-24 04:13:28 | morris_evaluate | INFO | Finished MM evaluation # 62 with OBJ value: 1799809.72 
19-Sep-24 04:13:28 | morris_evaluate | INFO | Finished MM evaluation # 62 with OBJ value: 1799809.72 
19-Sep-24 04:13:39 | morris_evaluate | INFO | Finished MM evaluation # 65 with OBJ value: 1809632.16 
19-Sep-24 04:13:39 | morris_evaluate | INFO | Finished MM evaluation # 65 with OBJ value: 1809632.16 
19-Sep-24 04:13:41 | morris_evaluate | INFO | Starting MM evaluation # 67
19-Sep-24 04:13:41 | morris_evaluate | INFO | Starting MM evaluation # 67
19-Sep-24 04:14:30 | morris_evaluate | INFO | Finished MM evaluation # 64 with OBJ value: 1812779.03 
19-Sep-24 04:14:30 | morris_evaluate | INFO | Finished MM evaluation # 64 with OBJ value: 1812779.03 
19-Sep-24 04:15:23 | morris_evaluate | INFO | Starting MM evaluation # 68
19-Sep-24 04:15:23 | morris_evaluate | INFO | Starting MM evaluation # 68
19-Sep-24 04:16:41 | morris_evaluate | INFO | Starting MM evaluation # 69
19-Sep-24 04:16:41 | morris_evaluate | INFO | Starting MM evaluation # 69
19-Sep-24 04:16:42 | morris_evaluate | INFO | Starting MM evaluation # 70
19-Sep-24 04:16:42 | morris_evaluate | INFO | Starting MM evaluation # 70
19-Sep-24 04:17:20 | morris_evaluate | INFO | Starting MM evaluation # 71
19-Sep-24 04:17:20 | morris_evaluate | INFO | Starting MM evaluation # 71
19-Sep-24 04:19:07 | morris_evaluate | INFO | Finished MM evaluation # 66 with OBJ value: 1806023.98 
19-Sep-24 04:19:07 | morris_evaluate | INFO | Finished MM evaluation # 66 with OBJ value: 1806023.98 
19-Sep-24 04:20:13 | morris_evaluate | INFO | Starting MM evaluation # 72
19-Sep-24 04:20:13 | morris_evaluate | INFO | Starting MM evaluation # 72
19-Sep-24 04:25:04 | morris_evaluate | INFO | Finished MM evaluation # 67 with OBJ value: 1805999.57 
19-Sep-24 04:25:04 | morris_evaluate | INFO | Finished MM evaluation # 67 with OBJ value: 1805999.57 
19-Sep-24 04:25:54 | morris_evaluate | INFO | Starting MM evaluation # 73
19-Sep-24 04:25:54 | morris_evaluate | INFO | Starting MM evaluation # 73
19-Sep-24 04:26:27 | morris_evaluate | INFO | Finished MM evaluation # 68 with OBJ value: 1806207.84 
19-Sep-24 04:26:27 | morris_evaluate | INFO | Finished MM evaluation # 68 with OBJ value: 1806207.84 
19-Sep-24 04:29:21 | morris_evaluate | INFO | Starting MM evaluation # 74
19-Sep-24 04:29:21 | morris_evaluate | INFO | Starting MM evaluation # 74
19-Sep-24 04:29:27 | morris_evaluate | INFO | Finished MM evaluation # 70 with OBJ value: 1792522.13 
19-Sep-24 04:29:27 | morris_evaluate | INFO | Finished MM evaluation # 70 with OBJ value: 1792522.13 
19-Sep-24 04:30:05 | morris_evaluate | INFO | Finished MM evaluation # 71 with OBJ value: 1834163.07 
19-Sep-24 04:30:05 | morris_evaluate | INFO | Finished MM evaluation # 71 with OBJ value: 1834163.07 
19-Sep-24 04:30:05 | morris_evaluate | INFO | Finished MM evaluation # 69 with OBJ value: 1803513.50 
19-Sep-24 04:30:05 | morris_evaluate | INFO | Finished MM evaluation # 69 with OBJ value: 1803513.50 
19-Sep-24 04:31:44 | morris_evaluate | INFO | Starting MM evaluation # 75
19-Sep-24 04:31:44 | morris_evaluate | INFO | Starting MM evaluation # 75
19-Sep-24 04:32:25 | morris_evaluate | INFO | Finished MM evaluation # 72 with OBJ value: 1804530.25 
19-Sep-24 04:32:25 | morris_evaluate | INFO | Finished MM evaluation # 72 with OBJ value: 1804530.25 
19-Sep-24 04:32:31 | morris_evaluate | INFO | Starting MM evaluation # 76
19-Sep-24 04:32:31 | morris_evaluate | INFO | Starting MM evaluation # 76
19-Sep-24 04:32:45 | morris_evaluate | INFO | Starting MM evaluation # 77
19-Sep-24 04:32:45 | morris_evaluate | INFO | Starting MM evaluation # 77
19-Sep-24 04:32:57 | morris_evaluate | INFO | Starting MM evaluation # 78
19-Sep-24 04:32:57 | morris_evaluate | INFO | Starting MM evaluation # 78
19-Sep-24 04:35:41 | morris_evaluate | INFO | Finished MM evaluation # 73 with OBJ value: 1803985.22 
19-Sep-24 04:35:41 | morris_evaluate | INFO | Finished MM evaluation # 73 with OBJ value: 1803985.22 
19-Sep-24 04:36:56 | morris_evaluate | INFO | Starting MM evaluation # 79
19-Sep-24 04:36:56 | morris_evaluate | INFO | Starting MM evaluation # 79
19-Sep-24 04:39:56 | morris_evaluate | INFO | Finished MM evaluation # 74 with OBJ value: 1804192.22 
19-Sep-24 04:39:56 | morris_evaluate | INFO | Finished MM evaluation # 74 with OBJ value: 1804192.22 
19-Sep-24 04:41:22 | morris_evaluate | INFO | Starting MM evaluation # 80
19-Sep-24 04:41:22 | morris_evaluate | INFO | Starting MM evaluation # 80
19-Sep-24 04:43:08 | morris_evaluate | INFO | Finished MM evaluation # 75 with OBJ value: 1804190.21 
19-Sep-24 04:43:08 | morris_evaluate | INFO | Finished MM evaluation # 75 with OBJ value: 1804190.21 
19-Sep-24 04:44:07 | morris_evaluate | INFO | Finished MM evaluation # 76 with OBJ value: 1795654.71 
19-Sep-24 04:44:07 | morris_evaluate | INFO | Finished MM evaluation # 76 with OBJ value: 1795654.71 
19-Sep-24 04:44:59 | morris_evaluate | INFO | Finished MM evaluation # 77 with OBJ value: 1788989.71 
19-Sep-24 04:44:59 | morris_evaluate | INFO | Finished MM evaluation # 77 with OBJ value: 1788989.71 
19-Sep-24 04:45:00 | morris_evaluate | INFO | Starting MM evaluation # 81
19-Sep-24 04:45:00 | morris_evaluate | INFO | Starting MM evaluation # 81
19-Sep-24 04:45:21 | morris_evaluate | INFO | Starting MM evaluation # 82
19-Sep-24 04:45:21 | morris_evaluate | INFO | Starting MM evaluation # 82
19-Sep-24 04:45:36 | morris_evaluate | INFO | Starting MM evaluation # 83
19-Sep-24 04:45:36 | morris_evaluate | INFO | Starting MM evaluation # 83
19-Sep-24 04:45:39 | morris_evaluate | INFO | Finished MM evaluation # 78 with OBJ value: 1799540.87 
19-Sep-24 04:45:39 | morris_evaluate | INFO | Finished MM evaluation # 78 with OBJ value: 1799540.87 
19-Sep-24 04:46:07 | morris_evaluate | INFO | Starting MM evaluation # 84
19-Sep-24 04:46:07 | morris_evaluate | INFO | Starting MM evaluation # 84
19-Sep-24 04:48:34 | morris_evaluate | INFO | Finished MM evaluation # 79 with OBJ value: 1800769.10 
19-Sep-24 04:48:34 | morris_evaluate | INFO | Finished MM evaluation # 79 with OBJ value: 1800769.10 
19-Sep-24 04:51:33 | morris_evaluate | INFO | Finished MM evaluation # 80 with OBJ value: 1797946.37 
19-Sep-24 04:51:33 | morris_evaluate | INFO | Finished MM evaluation # 80 with OBJ value: 1797946.37 
19-Sep-24 04:55:17 | morris_evaluate | INFO | Finished MM evaluation # 81 with OBJ value: 1798144.42 
19-Sep-24 04:55:17 | morris_evaluate | INFO | Finished MM evaluation # 81 with OBJ value: 1798144.42 
19-Sep-24 04:55:59 | morris_evaluate | INFO | Finished MM evaluation # 82 with OBJ value: 1799069.33 
19-Sep-24 04:55:59 | morris_evaluate | INFO | Finished MM evaluation # 82 with OBJ value: 1799069.33 
19-Sep-24 04:56:12 | morris_evaluate | INFO | Finished MM evaluation # 83 with OBJ value: 1801158.29 
19-Sep-24 04:56:12 | morris_evaluate | INFO | Finished MM evaluation # 83 with OBJ value: 1801158.29 
19-Sep-24 04:56:25 | morris_evaluate | INFO | Finished MM evaluation # 84 with OBJ value: 1802284.25 
19-Sep-24 04:56:25 | morris_evaluate | INFO | Finished MM evaluation # 84 with OBJ value: 1802284.25 
