19-Sep-24 01:33:12 | main | INFO | *** STARTING TEMOA ***
19-Sep-24 03:10:23 | morris_evaluate | INFO | Starting MM evaluation # 43
19-Sep-24 03:10:23 | morris_evaluate | INFO | Starting MM evaluation # 43
19-Sep-24 03:12:32 | morris_evaluate | INFO | Finished MM evaluation # 38 with OBJ value: 1816466.90 
19-Sep-24 03:12:32 | morris_evaluate | INFO | Finished MM evaluation # 38 with OBJ value: 1816466.90 
19-Sep-24 03:14:08 | morris_evaluate | INFO | Starting MM evaluation # 44
19-Sep-24 03:14:08 | morris_evaluate | INFO | Starting MM evaluation # 44
19-Sep-24 03:15:25 | morris_evaluate | INFO | Finished MM evaluation # 39 with OBJ value: 1810807.91 
19-Sep-24 03:15:25 | morris_evaluate | INFO | Finished MM evaluation # 39 with OBJ value: 1810807.91 
19-Sep-24 03:16:50 | morris_evaluate | INFO | Starting MM evaluation # 45
19-Sep-24 03:16:50 | morris_evaluate | INFO | Starting MM evaluation # 45
19-Sep-24 03:17:05 | morris_evaluate | INFO | Finished MM evaluation # 40 with OBJ value: 1825659.18 
19-Sep-24 03:17:05 | morris_evaluate | INFO | Finished MM evaluation # 40 with OBJ value: 1825659.18 
19-Sep-24 03:17:52 | morris_evaluate | INFO | Starting MM evaluation # 46
19-Sep-24 03:17:52 | morris_evaluate | INFO | Starting MM evaluation # 46
19-Sep-24 03:21:34 | morris_evaluate | INFO | Finished MM evaluation # 41 with OBJ value: 1823452.60 
19-Sep-24 03:21:34 | morris_evaluate | INFO | Finished MM evaluation # 41 with OBJ value: 1823452.60 
19-Sep-24 03:22:23 | morris_evaluate | INFO | Finished MM evaluation # 42 with OBJ value: 1824998.75 
19-Sep-24 03:22:23 | morris_evaluate | INFO | Finished MM evaluation # 42 with OBJ value: 1824998.75 
19-Sep-24 03:22:53 | morris_evaluate | INFO | Finished MM evaluation # 43 with OBJ value: 1828690.06 
19-Sep-24 03:22:53 | morris_evaluate | INFO | Finished MM evaluation # 43 with OBJ value: 1828690.06 
19-Sep-24 03:23:07 | morris_evaluate | INFO | Starting MM evaluation # 47
19-Sep-24 03:23:07 | morris_evaluate | INFO | Starting MM evaluation # 47
19-Sep-24 03:24:34 | morris_evaluate | INFO | Starting MM evaluation # 48
19-Sep-24 03:24:34 | morris_evaluate | INFO | Starting MM evaluation # 48
19-Sep-24 03:24:41 | morris_evaluate | INFO | Starting MM evaluation # 49
19-Sep-24 03:24:41 | morris_evaluate | INFO | Starting MM evaluation # 49
19-Sep-24 03:24:59 | morris_evaluate | INFO | Finished MM evaluation # 44 with OBJ value: 1809922.95 
19-Sep-24 03:24:59 | morris_evaluate | INFO | Finished MM evaluation # 44 with OBJ value: 1809922.95 
19-Sep-24 03:25:29 | morris_evaluate | INFO | Starting MM evaluation # 50
19-Sep-24 03:25:29 | morris_evaluate | INFO | Starting MM evaluation # 50
