id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,technology
23463,on,2050,legislated,low,high,high,ref,no,high,0.001349237,other
23512,on,2050,legislated,high,high,high,ref,no,high,0.001360965,other
23561,on,2050,legislated,ref,high,ref,ref,yes,high,0.00135368,other
23610,on,2050,legislated,low,high,ref,ref,yes,high,0.00134909,other
23659,on,2050,legislated,high,high,ref,ref,yes,high,0.001361016,other
23708,on,2050,legislated,ref,high,low,ref,yes,high,0.001354394,other
23757,on,2050,legislated,low,high,low,ref,yes,high,0.001349486,other
23806,on,2050,legislated,high,ref,low,ref,no,high,0.001361364,other
23855,on,2050,legislated,high,high,low,ref,yes,high,0.001361276,other
23904,on,2050,legislated,ref,high,high,ref,yes,high,0.001353647,other
23953,on,2050,legislated,low,high,high,ref,yes,high,0.001349237,other
24002,on,2050,legislated,high,high,high,ref,yes,high,0.001360965,other
24051,on,2050,legislated,ref,ref,ref,low,no,high,0.00135637,other
24100,on,2050,legislated,low,ref,ref,low,no,high,0.001352125,other
24149,on,2050,legislated,high,ref,ref,low,no,high,0.001362229,other
24198,on,2050,legislated,ref,ref,low,low,no,high,0.001356556,other
24247,on,2050,legislated,low,ref,low,low,no,high,0.001352338,other
24296,on,2050,legislated,high,ref,low,low,no,high,0.0013625,other
24345,on,2050,legislated,ref,ref,high,ref,no,high,0.001353955,other
24394,on,2050,legislated,ref,ref,high,low,no,high,0.001356332,other
24443,on,2050,legislated,low,ref,high,low,no,high,0.001352063,other
24492,on,2050,legislated,high,ref,high,low,no,high,0.001362208,other
24541,on,2050,legislated,ref,ref,ref,low,yes,high,0.00135637,other
24590,on,2050,legislated,low,ref,ref,low,yes,high,0.001352125,other
24639,on,2050,legislated,high,ref,ref,low,yes,high,0.001362229,other
24688,on,2050,legislated,ref,ref,low,low,yes,high,0.001356556,other
24737,on,2050,legislated,low,ref,low,low,yes,high,0.001352338,other
24786,on,2050,legislated,high,ref,low,low,yes,high,0.0013625,other
24835,on,2050,legislated,ref,ref,high,low,yes,high,0.001356332,other
24884,on,2050,legislated,low,ref,high,ref,no,high,0.001349283,other
24933,on,2050,legislated,low,ref,high,low,yes,high,0.001352063,other
24982,on,2050,legislated,high,ref,high,low,yes,high,0.001362208,other
25031,on,2050,legislated,ref,low,ref,low,no,high,0.001356571,other
25080,on,2050,legislated,low,low,ref,low,no,high,0.001352077,other
25129,on,2050,legislated,high,low,ref,low,no,high,0.001361923,other
25178,on,2050,legislated,ref,low,low,low,no,high,0.001356702,other
25227,on,2050,legislated,low,low,low,low,no,high,0.001352251,other
25276,on,2050,legislated,high,low,low,low,no,high,0.00136179,other
25325,on,2050,legislated,ref,low,high,low,no,high,0.001356206,other
25374,on,2050,legislated,low,low,high,low,no,high,0.001352022,other
25423,on,2050,legislated,high,ref,high,ref,no,high,0.001361139,other
25472,on,2050,legislated,high,low,high,low,no,high,0.001362029,other
25521,on,2050,legislated,ref,low,ref,low,yes,high,0.001356571,other
25570,on,2050,legislated,low,low,ref,low,yes,high,0.001352077,other
25619,on,2050,legislated,high,low,ref,low,yes,high,0.001361923,other
25668,on,2050,legislated,ref,low,low,low,yes,high,0.001356702,other
25717,on,2050,legislated,low,low,low,low,yes,high,0.001352251,other
25766,on,2050,legislated,high,low,low,low,yes,high,0.00136179,other
25815,on,2050,legislated,ref,low,high,low,yes,high,0.001356206,other
25864,on,2050,legislated,low,low,high,low,yes,high,0.001352022,other
25913,on,2050,legislated,high,low,high,low,yes,high,0.001362029,other
25962,on,2050,legislated,ref,ref,ref,ref,yes,high,0.001353815,other
26011,on,2050,legislated,ref,high,ref,low,no,high,0.001356344,other
26060,on,2050,legislated,low,high,ref,low,no,high,0.001352084,other
26109,on,2050,legislated,high,high,ref,low,no,high,0.001362219,other
26158,on,2050,legislated,ref,high,low,low,no,high,0.001356526,other
26207,on,2050,legislated,low,high,low,low,no,high,0.001352294,other
26256,on,2050,legislated,high,high,low,low,no,high,0.001362494,other
26305,on,2050,legislated,ref,high,high,low,no,high,0.001356309,other
26354,on,2050,legislated,low,high,high,low,no,high,0.00135199,other
26403,on,2050,legislated,high,high,high,low,no,high,0.001362186,other
26452,on,2050,legislated,ref,high,ref,low,yes,high,0.001356344,other
63545,on,2050,netzero,ref,ref,ref,ref,no,high,0.0,other
63594,on,2050,netzero,low,ref,ref,ref,no,high,0.0,other
63643,on,2050,netzero,low,ref,ref,ref,yes,high,0.001394816,other
63692,on,2050,netzero,low,high,ref,low,yes,high,0.001403682,other
63741,on,2050,netzero,high,high,ref,low,yes,high,0.001424513,other
63790,on,2050,netzero,ref,high,low,low,yes,high,0.001415481,other
63839,on,2050,netzero,low,high,low,low,yes,high,0.001404375,other
63888,on,2050,netzero,high,high,low,low,yes,high,0.001425157,other
63937,on,2050,netzero,ref,high,high,low,yes,high,0.001414505,other
63986,on,2050,netzero,low,high,high,low,yes,high,0.001403521,other
64035,on,2050,netzero,high,high,high,low,yes,high,0.00142437,other
64084,on,2050,netzero,high,ref,ref,ref,yes,high,0.00141894,other
64133,on,2050,netzero,ref,ref,low,ref,yes,high,0.001407819,other
64182,on,2050,netzero,low,ref,low,ref,yes,high,0.001395405,other
64231,on,2050,netzero,high,ref,low,ref,yes,high,0.00141896,other
64280,on,2050,netzero,ref,ref,high,ref,yes,high,0.001406496,other
64329,on,2050,netzero,low,ref,high,ref,yes,high,0.001394826,other
64378,on,2050,netzero,high,ref,high,ref,yes,high,0.00141943,other
64427,on,2050,netzero,ref,low,ref,ref,no,high,0.0,other
64476,on,2050,netzero,low,low,ref,ref,no,high,0.0,other
64525,on,2050,netzero,high,ref,ref,ref,no,high,0.0,other
64574,on,2050,netzero,high,low,ref,ref,no,high,0.0,other
64623,on,2050,netzero,ref,low,low,ref,no,high,0.0,other
64672,on,2050,netzero,low,low,low,ref,no,high,0.0,other
64721,on,2050,netzero,high,low,low,ref,no,high,0.0,other
64770,on,2050,netzero,ref,low,high,ref,no,high,0.0,other
64819,on,2050,netzero,low,low,high,ref,no,high,0.0,other
64868,on,2050,netzero,high,low,high,ref,no,high,0.0,other
64917,on,2050,netzero,ref,low,ref,ref,yes,high,0.001408065,other
64966,on,2050,netzero,low,low,ref,ref,yes,high,0.001395047,other
65015,on,2050,netzero,high,low,ref,ref,yes,high,0.001420547,other
65064,on,2050,netzero,ref,ref,low,ref,no,high,0.0,other
65113,on,2050,netzero,ref,low,low,ref,yes,high,0.001408562,other
65162,on,2050,netzero,low,low,low,ref,yes,high,0.001395745,other
65211,on,2050,netzero,high,low,low,ref,yes,high,0.001420641,other
65260,on,2050,netzero,ref,low,high,ref,yes,high,0.001407629,other
65309,on,2050,netzero,low,low,high,ref,yes,high,0.001394734,other
65358,on,2050,netzero,high,low,high,ref,yes,high,0.00142075,other
65407,on,2050,netzero,ref,high,ref,ref,no,high,0.0,other
65456,on,2050,netzero,low,high,ref,ref,no,high,0.0,other
65505,on,2050,netzero,high,high,ref,ref,no,high,0.0,other
65554,on,2050,netzero,ref,high,low,ref,no,high,0.0,other
65603,on,2050,netzero,low,ref,low,ref,no,high,0.0,other
65652,on,2050,netzero,low,high,low,ref,no,high,0.0,other
65701,on,2050,netzero,high,high,low,ref,no,high,0.0,other
65750,on,2050,netzero,ref,high,high,ref,no,high,0.0,other
65799,on,2050,netzero,low,high,high,ref,no,high,0.0,other
65848,on,2050,netzero,high,high,high,ref,no,high,0.0,other
65897,on,2050,netzero,ref,high,ref,ref,yes,high,0.00140667,other
65946,on,2050,netzero,low,high,ref,ref,yes,high,0.001394744,other
65995,on,2050,netzero,high,high,ref,ref,yes,high,0.001419443,other
66044,on,2050,netzero,ref,high,low,ref,yes,high,0.001407752,other
66093,on,2050,netzero,low,high,low,ref,yes,high,0.001395312,other
66142,on,2050,netzero,high,ref,low,ref,no,high,0.0,other
66191,on,2050,netzero,high,high,low,ref,yes,high,0.001419534,other
66240,on,2050,netzero,ref,high,high,ref,yes,high,0.001406352,other
66289,on,2050,netzero,low,high,high,ref,yes,high,0.001394679,other
66338,on,2050,netzero,high,high,high,ref,yes,high,0.001419328,other
66387,on,2050,netzero,ref,ref,ref,low,no,high,0.0,other
66436,on,2050,netzero,low,ref,ref,low,no,high,0.0,other
66485,on,2050,netzero,high,ref,ref,low,no,high,0.0,other
66534,on,2050,netzero,ref,ref,low,low,no,high,0.0,other
66583,on,2050,netzero,low,ref,low,low,no,high,0.0,other
66632,on,2050,netzero,high,ref,low,low,no,high,0.0,other
66681,on,2050,netzero,ref,ref,high,ref,no,high,0.0,other
66730,on,2050,netzero,ref,ref,high,low,no,high,0.0,other
66779,on,2050,netzero,low,ref,high,low,no,high,0.0,other
66828,on,2050,netzero,high,ref,high,low,no,high,0.0,other
66877,on,2050,netzero,ref,ref,ref,low,yes,high,0.001414485,other
66926,on,2050,netzero,low,ref,ref,low,yes,high,0.001403395,other
66975,on,2050,netzero,high,ref,ref,low,yes,high,0.001424433,other
67024,on,2050,netzero,ref,ref,low,low,yes,high,0.001415065,other
67073,on,2050,netzero,low,ref,low,low,yes,high,0.001404166,other
67122,on,2050,netzero,high,ref,low,low,yes,high,0.001425076,other
67171,on,2050,netzero,ref,ref,high,low,yes,high,0.001414343,other
67220,on,2050,netzero,low,ref,high,ref,no,high,0.0,other
67269,on,2050,netzero,low,ref,high,low,yes,high,0.001403238,other
67318,on,2050,netzero,high,ref,high,low,yes,high,0.001424363,other
67367,on,2050,netzero,ref,low,ref,low,no,high,0.0,other
67416,on,2050,netzero,low,low,ref,low,no,high,0.0,other
67465,on,2050,netzero,high,low,ref,low,no,high,0.0,other
67514,on,2050,netzero,ref,low,low,low,no,high,0.0,other
67563,on,2050,netzero,low,low,low,low,no,high,0.0,other
67612,on,2050,netzero,high,low,low,low,no,high,0.0,other
67661,on,2050,netzero,ref,low,high,low,no,high,0.0,other
67710,on,2050,netzero,low,low,high,low,no,high,0.0,other
67759,on,2050,netzero,high,ref,high,ref,no,high,0.0,other
67808,on,2050,netzero,high,low,high,low,no,high,0.0,other
67857,on,2050,netzero,ref,low,ref,low,yes,high,0.00141437,other
67906,on,2050,netzero,low,low,ref,low,yes,high,0.001402808,other
67955,on,2050,netzero,high,low,ref,low,yes,high,0.001424975,other
68004,on,2050,netzero,ref,low,low,low,yes,high,0.001414301,other
68053,on,2050,netzero,low,low,low,low,yes,high,0.001403761,other
68102,on,2050,netzero,high,low,low,low,yes,high,0.001425549,other
68151,on,2050,netzero,ref,low,high,low,yes,high,0.001414278,other
68200,on,2050,netzero,low,low,high,low,yes,high,0.001402613,other
68249,on,2050,netzero,high,low,high,low,yes,high,0.00142486,other
68298,on,2050,netzero,ref,ref,ref,ref,yes,high,0.001406835,other
68347,on,2050,netzero,ref,high,ref,low,no,high,0.0,other
68396,on,2050,netzero,low,high,ref,low,no,high,0.0,other
68445,on,2050,netzero,high,high,ref,low,no,high,0.0,other
68494,on,2050,netzero,ref,high,low,low,no,high,0.0,other
68543,on,2050,netzero,low,high,low,low,no,high,0.0,other
68592,on,2050,netzero,high,high,low,low,no,high,0.0,other
68641,on,2050,netzero,ref,high,high,low,no,high,0.0,other
68690,on,2050,netzero,low,high,high,low,no,high,0.0,other
68739,on,2050,netzero,high,high,high,low,no,high,0.0,other
68788,on,2050,netzero,ref,high,ref,low,yes,high,0.001414565,other
105881,on,2050,netzero,ref,ref,ref,ref,no,low,0.0,other
105930,on,2050,netzero,low,ref,ref,ref,no,low,0.0,other
105979,on,2050,netzero,low,ref,ref,ref,yes,low,0.00139742,other
106028,on,2050,netzero,low,high,ref,low,yes,low,0.001406769,other
106077,on,2050,netzero,high,high,ref,low,yes,low,0.001427207,other
106126,on,2050,netzero,ref,high,low,low,yes,low,0.001418003,other
106175,on,2050,netzero,low,high,low,low,yes,low,0.001407555,other
106224,on,2050,netzero,high,high,low,low,yes,low,0.001427888,other
106273,on,2050,netzero,ref,high,high,low,yes,low,0.001417073,other
106322,on,2050,netzero,low,high,high,low,yes,low,0.001406637,other
106371,on,2050,netzero,high,high,high,low,yes,low,0.001427073,other
106420,on,2050,netzero,high,ref,ref,ref,yes,low,0.001421882,other
106469,on,2050,netzero,ref,ref,low,ref,yes,low,0.001410012,other
106518,on,2050,netzero,low,ref,low,ref,yes,low,0.001398074,other
106567,on,2050,netzero,high,ref,low,ref,yes,low,0.001421889,other
106616,on,2050,netzero,ref,ref,high,ref,yes,low,0.001408763,other
106665,on,2050,netzero,low,ref,high,ref,yes,low,0.001397351,other
106714,on,2050,netzero,high,ref,high,ref,yes,low,0.001421944,other
106763,on,2050,netzero,ref,low,ref,ref,no,low,0.0,other
106812,on,2050,netzero,low,low,ref,ref,no,low,0.0,other
106861,on,2050,netzero,high,ref,ref,ref,no,low,0.0,other
106910,on,2050,netzero,high,low,ref,ref,no,low,0.0,other
106959,on,2050,netzero,ref,low,low,ref,no,low,0.0,other
107008,on,2050,netzero,low,low,low,ref,no,low,0.0,other
107057,on,2050,netzero,high,low,low,ref,no,low,0.0,other
107106,on,2050,netzero,ref,low,high,ref,no,low,0.0,other
107155,on,2050,netzero,low,low,high,ref,no,low,0.0,other
107204,on,2050,netzero,high,low,high,ref,no,low,0.0,other
107253,on,2050,netzero,ref,low,ref,ref,yes,low,0.001410897,other
107302,on,2050,netzero,low,low,ref,ref,yes,low,0.001398067,other
107351,on,2050,netzero,high,low,ref,ref,yes,low,0.001422591,other
107400,on,2050,netzero,ref,ref,low,ref,no,low,0.0,other
107449,on,2050,netzero,ref,low,low,ref,yes,low,0.001411362,other
107498,on,2050,netzero,low,low,low,ref,yes,low,0.001398975,other
107547,on,2050,netzero,high,low,low,ref,yes,low,0.001422796,other
107596,on,2050,netzero,ref,low,high,ref,yes,low,0.001410294,other
107645,on,2050,netzero,low,low,high,ref,yes,low,0.00139835,other
107694,on,2050,netzero,high,low,high,ref,yes,low,0.001423275,other
107743,on,2050,netzero,ref,high,ref,ref,no,low,0.0,other
107792,on,2050,netzero,low,high,ref,ref,no,low,0.0,other
107841,on,2050,netzero,high,high,ref,ref,no,low,0.0,other
107890,on,2050,netzero,ref,high,low,ref,no,low,0.0,other
107939,on,2050,netzero,low,ref,low,ref,no,low,0.0,other
107988,on,2050,netzero,low,high,low,ref,no,low,0.0,other
108037,on,2050,netzero,high,high,low,ref,no,low,0.0,other
108086,on,2050,netzero,ref,high,high,ref,no,low,0.0,other
108135,on,2050,netzero,low,high,high,ref,no,low,0.0,other
108184,on,2050,netzero,high,high,high,ref,no,low,0.0,other
108233,on,2050,netzero,ref,high,ref,ref,yes,low,0.001409043,other
108282,on,2050,netzero,low,high,ref,ref,yes,low,0.001397254,other
108331,on,2050,netzero,high,high,ref,ref,yes,low,0.001422537,other
108380,on,2050,netzero,ref,high,low,ref,yes,low,0.001410133,other
108429,on,2050,netzero,low,high,low,ref,yes,low,0.001397768,other
108478,on,2050,netzero,high,ref,low,ref,no,low,0.0,other
108527,on,2050,netzero,high,high,low,ref,yes,low,0.001422064,other
108576,on,2050,netzero,ref,high,high,ref,yes,low,0.001408733,other
108625,on,2050,netzero,low,high,high,ref,yes,low,0.001397178,other
108674,on,2050,netzero,high,high,high,ref,yes,low,0.001421879,other
108723,on,2050,netzero,ref,ref,ref,low,no,low,0.0,other
108772,on,2050,netzero,low,ref,ref,low,no,low,0.0,other
108821,on,2050,netzero,high,ref,ref,low,no,low,0.0,other
108870,on,2050,netzero,ref,ref,low,low,no,low,0.0,other
108919,on,2050,netzero,low,ref,low,low,no,low,0.0,other
108968,on,2050,netzero,high,ref,low,low,no,low,0.0,other
109017,on,2050,netzero,ref,ref,high,ref,no,low,0.0,other
109066,on,2050,netzero,ref,ref,high,low,no,low,0.0,other
109115,on,2050,netzero,low,ref,high,low,no,low,0.0,other
109164,on,2050,netzero,high,ref,high,low,no,low,0.0,other
109213,on,2050,netzero,ref,ref,ref,low,yes,low,0.00141677,other
109262,on,2050,netzero,low,ref,ref,low,yes,low,0.001406474,other
109311,on,2050,netzero,high,ref,ref,low,yes,low,0.00142698,other
109360,on,2050,netzero,ref,ref,low,low,yes,low,0.001417479,other
109409,on,2050,netzero,low,ref,low,low,yes,low,0.001407243,other
109458,on,2050,netzero,high,ref,low,low,yes,low,0.001427589,other
109507,on,2050,netzero,ref,ref,high,low,yes,low,0.001416709,other
109556,on,2050,netzero,low,ref,high,ref,no,low,0.0,other
109605,on,2050,netzero,low,ref,high,low,yes,low,0.001406314,other
109654,on,2050,netzero,high,ref,high,low,yes,low,0.001426898,other
109703,on,2050,netzero,ref,low,ref,low,no,low,0.0,other
109752,on,2050,netzero,low,low,ref,low,no,low,0.0,other
109801,on,2050,netzero,high,low,ref,low,no,low,0.0,other
109850,on,2050,netzero,ref,low,low,low,no,low,0.0,other
109899,on,2050,netzero,low,low,low,low,no,low,0.0,other
109948,on,2050,netzero,high,low,low,low,no,low,0.0,other
109997,on,2050,netzero,ref,low,high,low,no,low,0.0,other
110046,on,2050,netzero,low,low,high,low,no,low,0.0,other
110095,on,2050,netzero,high,ref,high,ref,no,low,0.0,other
110144,on,2050,netzero,high,low,high,low,no,low,0.0,other
110193,on,2050,netzero,ref,low,ref,low,yes,low,0.001416504,other
110242,on,2050,netzero,low,low,ref,low,yes,low,0.001405957,other
110291,on,2050,netzero,high,low,ref,low,yes,low,0.001427447,other
110340,on,2050,netzero,ref,low,low,low,yes,low,0.001417326,other
110389,on,2050,netzero,low,low,low,low,yes,low,0.001406865,other
110438,on,2050,netzero,high,low,low,low,yes,low,0.001427875,other
110487,on,2050,netzero,ref,low,high,low,yes,low,0.001416731,other
110536,on,2050,netzero,low,low,high,low,yes,low,0.001405783,other
110585,on,2050,netzero,high,low,high,low,yes,low,0.001427297,other
110634,on,2050,netzero,ref,ref,ref,ref,yes,low,0.001409104,other
110683,on,2050,netzero,ref,high,ref,low,no,low,0.0,other
110732,on,2050,netzero,low,high,ref,low,no,low,0.0,other
110781,on,2050,netzero,high,high,ref,low,no,low,0.0,other
110830,on,2050,netzero,ref,high,low,low,no,low,0.0,other
110879,on,2050,netzero,low,high,low,low,no,low,0.0,other
110928,on,2050,netzero,high,high,low,low,no,low,0.0,other
110977,on,2050,netzero,ref,high,high,low,no,low,0.0,other
111026,on,2050,netzero,low,high,high,low,no,low,0.0,other
111075,on,2050,netzero,high,high,high,low,no,low,0.0,other
111124,on,2050,netzero,ref,high,ref,low,yes,low,0.001417307,other
21175,on,2020,legislated,ref,ref,ref,ref,no,high,3.955417043,fuel oil
21224,on,2020,legislated,low,ref,ref,ref,no,high,3.955544705,fuel oil
21273,on,2020,legislated,low,ref,ref,ref,yes,high,3.955544705,fuel oil
21322,on,2020,legislated,low,high,ref,low,yes,high,3.955525124,fuel oil
21371,on,2020,legislated,high,high,ref,low,yes,high,3.955301813,fuel oil
21420,on,2020,legislated,ref,high,low,low,yes,high,3.955397319,fuel oil
21469,on,2020,legislated,low,high,low,low,yes,high,3.955525124,fuel oil
21518,on,2020,legislated,high,high,low,low,yes,high,3.955301813,fuel oil
21567,on,2020,legislated,ref,high,high,low,yes,high,3.955397319,fuel oil
21616,on,2020,legislated,low,high,high,low,yes,high,3.955525124,fuel oil
21665,on,2020,legislated,high,high,high,low,yes,high,3.955301813,fuel oil
21714,on,2020,legislated,high,ref,ref,ref,yes,high,3.955320737,fuel oil
21763,on,2020,legislated,ref,ref,low,ref,yes,high,3.955416679,fuel oil
21812,on,2020,legislated,low,ref,low,ref,yes,high,3.955544705,fuel oil
21861,on,2020,legislated,high,ref,low,ref,yes,high,3.955320737,fuel oil
21910,on,2020,legislated,ref,ref,high,ref,yes,high,3.955416679,fuel oil
21959,on,2020,legislated,low,ref,high,ref,yes,high,3.955544705,fuel oil
22008,on,2020,legislated,high,ref,high,ref,yes,high,3.955320737,fuel oil
22057,on,2020,legislated,ref,low,ref,ref,no,high,3.955436348,fuel oil
22106,on,2020,legislated,low,low,ref,ref,no,high,3.955572623,fuel oil
22155,on,2020,legislated,high,ref,ref,ref,no,high,3.955320737,fuel oil
22204,on,2020,legislated,high,low,ref,ref,no,high,3.955345842,fuel oil
22253,on,2020,legislated,ref,low,low,ref,no,high,3.955436348,fuel oil
22302,on,2020,legislated,low,low,low,ref,no,high,3.955572623,fuel oil
22351,on,2020,legislated,high,low,low,ref,no,high,3.955345842,fuel oil
22400,on,2020,legislated,ref,low,high,ref,no,high,3.955436348,fuel oil
22449,on,2020,legislated,low,low,high,ref,no,high,3.955572623,fuel oil
22498,on,2020,legislated,high,low,high,ref,no,high,3.955345842,fuel oil
22547,on,2020,legislated,ref,low,ref,ref,yes,high,3.955436348,fuel oil
22596,on,2020,legislated,low,low,ref,ref,yes,high,3.955572623,fuel oil
22645,on,2020,legislated,high,low,ref,ref,yes,high,3.955345842,fuel oil
22694,on,2020,legislated,ref,ref,low,ref,no,high,3.955416679,fuel oil
22743,on,2020,legislated,ref,low,low,ref,yes,high,3.955436348,fuel oil
22792,on,2020,legislated,low,low,low,ref,yes,high,3.955572623,fuel oil
22841,on,2020,legislated,high,low,low,ref,yes,high,3.955345842,fuel oil
22890,on,2020,legislated,ref,low,high,ref,yes,high,3.955436348,fuel oil
22939,on,2020,legislated,low,low,high,ref,yes,high,3.955572623,fuel oil
22988,on,2020,legislated,high,low,high,ref,yes,high,3.955345842,fuel oil
23037,on,2020,legislated,ref,high,ref,ref,no,high,3.955397319,fuel oil
23086,on,2020,legislated,low,high,ref,ref,no,high,3.955525124,fuel oil
23135,on,2020,legislated,high,high,ref,ref,no,high,3.955301813,fuel oil
23184,on,2020,legislated,ref,high,low,ref,no,high,3.955397319,fuel oil
23233,on,2020,legislated,low,ref,low,ref,no,high,3.955544705,fuel oil
23282,on,2020,legislated,low,high,low,ref,no,high,3.955525124,fuel oil
23331,on,2020,legislated,high,high,low,ref,no,high,3.955301813,fuel oil
23380,on,2020,legislated,ref,high,high,ref,no,high,3.955397319,fuel oil
23429,on,2020,legislated,low,high,high,ref,no,high,3.955525124,fuel oil
23478,on,2020,legislated,high,high,high,ref,no,high,3.955301813,fuel oil
23527,on,2020,legislated,ref,high,ref,ref,yes,high,3.955397319,fuel oil
23576,on,2020,legislated,low,high,ref,ref,yes,high,3.955525124,fuel oil
23625,on,2020,legislated,high,high,ref,ref,yes,high,3.955301813,fuel oil
23674,on,2020,legislated,ref,high,low,ref,yes,high,3.955397319,fuel oil
23723,on,2020,legislated,low,high,low,ref,yes,high,3.955525124,fuel oil
23772,on,2020,legislated,high,ref,low,ref,no,high,3.955320737,fuel oil
23821,on,2020,legislated,high,high,low,ref,yes,high,3.955301813,fuel oil
23870,on,2020,legislated,ref,high,high,ref,yes,high,3.955397319,fuel oil
23919,on,2020,legislated,low,high,high,ref,yes,high,3.955525124,fuel oil
23968,on,2020,legislated,high,high,high,ref,yes,high,3.955301813,fuel oil
24017,on,2020,legislated,ref,ref,ref,low,no,high,3.955416679,fuel oil
24066,on,2020,legislated,low,ref,ref,low,no,high,3.955544705,fuel oil
24115,on,2020,legislated,high,ref,ref,low,no,high,3.955320737,fuel oil
24164,on,2020,legislated,ref,ref,low,low,no,high,3.955416679,fuel oil
24213,on,2020,legislated,low,ref,low,low,no,high,3.955544705,fuel oil
24262,on,2020,legislated,high,ref,low,low,no,high,3.955320737,fuel oil
24311,on,2020,legislated,ref,ref,high,ref,no,high,3.955416679,fuel oil
24360,on,2020,legislated,ref,ref,high,low,no,high,3.955416679,fuel oil
24409,on,2020,legislated,low,ref,high,low,no,high,3.955544705,fuel oil
24458,on,2020,legislated,high,ref,high,low,no,high,3.955320737,fuel oil
24507,on,2020,legislated,ref,ref,ref,low,yes,high,3.955416679,fuel oil
24556,on,2020,legislated,low,ref,ref,low,yes,high,3.955544705,fuel oil
24605,on,2020,legislated,high,ref,ref,low,yes,high,3.955320737,fuel oil
24654,on,2020,legislated,ref,ref,low,low,yes,high,3.955416679,fuel oil
24703,on,2020,legislated,low,ref,low,low,yes,high,3.955544705,fuel oil
24752,on,2020,legislated,high,ref,low,low,yes,high,3.955320737,fuel oil
24801,on,2020,legislated,ref,ref,high,low,yes,high,3.955416679,fuel oil
24850,on,2020,legislated,low,ref,high,ref,no,high,3.955544705,fuel oil
24899,on,2020,legislated,low,ref,high,low,yes,high,3.955544705,fuel oil
24948,on,2020,legislated,high,ref,high,low,yes,high,3.955320737,fuel oil
24997,on,2020,legislated,ref,low,ref,low,no,high,3.955436348,fuel oil
25046,on,2020,legislated,low,low,ref,low,no,high,3.955572623,fuel oil
25095,on,2020,legislated,high,low,ref,low,no,high,3.955345842,fuel oil
25144,on,2020,legislated,ref,low,low,low,no,high,3.955436348,fuel oil
25193,on,2020,legislated,low,low,low,low,no,high,3.955572623,fuel oil
25242,on,2020,legislated,high,low,low,low,no,high,3.955345842,fuel oil
25291,on,2020,legislated,ref,low,high,low,no,high,3.955436348,fuel oil
25340,on,2020,legislated,low,low,high,low,no,high,3.955572623,fuel oil
25389,on,2020,legislated,high,ref,high,ref,no,high,3.955320737,fuel oil
25438,on,2020,legislated,high,low,high,low,no,high,3.955345842,fuel oil
25487,on,2020,legislated,ref,low,ref,low,yes,high,3.955436348,fuel oil
25536,on,2020,legislated,low,low,ref,low,yes,high,3.955572623,fuel oil
25585,on,2020,legislated,high,low,ref,low,yes,high,3.955345842,fuel oil
25634,on,2020,legislated,ref,low,low,low,yes,high,3.955436348,fuel oil
25683,on,2020,legislated,low,low,low,low,yes,high,3.955572623,fuel oil
25732,on,2020,legislated,high,low,low,low,yes,high,3.955345842,fuel oil
25781,on,2020,legislated,ref,low,high,low,yes,high,3.955436348,fuel oil
25830,on,2020,legislated,low,low,high,low,yes,high,3.955572623,fuel oil
25879,on,2020,legislated,high,low,high,low,yes,high,3.955345842,fuel oil
25928,on,2020,legislated,ref,ref,ref,ref,yes,high,3.955417043,fuel oil
25977,on,2020,legislated,ref,high,ref,low,no,high,3.955397319,fuel oil
26026,on,2020,legislated,low,high,ref,low,no,high,3.955525124,fuel oil
26075,on,2020,legislated,high,high,ref,low,no,high,3.955301813,fuel oil
26124,on,2020,legislated,ref,high,low,low,no,high,3.955397319,fuel oil
26173,on,2020,legislated,low,high,low,low,no,high,3.955525124,fuel oil
26222,on,2020,legislated,high,high,low,low,no,high,3.955301813,fuel oil
26271,on,2020,legislated,ref,high,high,low,no,high,3.955397319,fuel oil
26320,on,2020,legislated,low,high,high,low,no,high,3.955525124,fuel oil
26369,on,2020,legislated,high,high,high,low,no,high,3.955301813,fuel oil
26418,on,2020,legislated,ref,high,ref,low,yes,high,3.955397319,fuel oil
63511,on,2020,netzero,ref,ref,ref,ref,no,high,3.955417043,fuel oil
63560,on,2020,netzero,low,ref,ref,ref,no,high,3.955544705,fuel oil
63609,on,2020,netzero,low,ref,ref,ref,yes,high,3.955544705,fuel oil
63658,on,2020,netzero,low,high,ref,low,yes,high,3.955525124,fuel oil
63707,on,2020,netzero,high,high,ref,low,yes,high,3.955301813,fuel oil
63756,on,2020,netzero,ref,high,low,low,yes,high,3.955397319,fuel oil
63805,on,2020,netzero,low,high,low,low,yes,high,3.955525124,fuel oil
63854,on,2020,netzero,high,high,low,low,yes,high,3.955301813,fuel oil
63903,on,2020,netzero,ref,high,high,low,yes,high,3.955397319,fuel oil
63952,on,2020,netzero,low,high,high,low,yes,high,3.955525124,fuel oil
64001,on,2020,netzero,high,high,high,low,yes,high,3.955301813,fuel oil
64050,on,2020,netzero,high,ref,ref,ref,yes,high,3.955320737,fuel oil
64099,on,2020,netzero,ref,ref,low,ref,yes,high,3.955416679,fuel oil
64148,on,2020,netzero,low,ref,low,ref,yes,high,3.955544705,fuel oil
64197,on,2020,netzero,high,ref,low,ref,yes,high,3.955320737,fuel oil
64246,on,2020,netzero,ref,ref,high,ref,yes,high,3.955416679,fuel oil
