id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,prod_type
27025,on,2030,netzero,low,low,low,low,yes,low,1.304656053,electrolysis
27037,on,2030,netzero,high,low,low,low,yes,low,1.980190908,electrolysis
27049,on,2030,netzero,ref,low,high,low,yes,low,1.325795267,electrolysis
27061,on,2030,netzero,low,low,high,low,yes,low,0.992376556,electrolysis
27073,on,2030,netzero,high,low,high,low,yes,low,1.505760479,electrolysis
27085,on,2030,netzero,ref,ref,ref,ref,yes,low,1.684097403,electrolysis
27097,on,2030,netzero,ref,high,ref,low,no,low,1.694452262,electrolysis
27109,on,2030,netzero,low,high,ref,low,no,low,1.080714976,electrolysis
27121,on,2030,netzero,high,high,ref,low,no,low,1.920848016,electrolysis
27133,on,2030,netzero,ref,high,low,low,no,low,2.09410488,electrolysis
27145,on,2030,netzero,low,high,low,low,no,low,1.351935565,electrolysis
27157,on,2030,netzero,high,high,low,low,no,low,2.391861894,electrolysis
27169,on,2030,netzero,ref,high,high,low,no,low,1.610114556,electrolysis
27181,on,2030,netzero,low,high,high,low,no,low,1.028005683,electrolysis
27193,on,2030,netzero,high,high,high,low,no,low,1.813455995,electrolysis
27205,on,2030,netzero,ref,high,ref,low,yes,low,1.69420711,electrolysis
5186,on,2035,legislated,ref,ref,ref,ref,no,high,0.0,electrolysis
5198,on,2035,legislated,low,ref,ref,ref,no,high,0.0,electrolysis
5210,on,2035,legislated,low,ref,ref,ref,yes,high,0.0,electrolysis
5222,on,2035,legislated,low,high,ref,low,yes,high,0.0,electrolysis
5234,on,2035,legislated,high,high,ref,low,yes,high,0.0,electrolysis
5246,on,2035,legislated,ref,high,low,low,yes,high,0.0,electrolysis
5258,on,2035,legislated,low,high,low,low,yes,high,0.0,electrolysis
5270,on,2035,legislated,high,high,low,low,yes,high,0.0,electrolysis
5282,on,2035,legislated,ref,high,high,low,yes,high,0.0,electrolysis
5294,on,2035,legislated,low,high,high,low,yes,high,0.0,electrolysis
5306,on,2035,legislated,high,high,high,low,yes,high,0.0,electrolysis
5318,on,2035,legislated,high,ref,ref,ref,yes,high,0.0,electrolysis
5330,on,2035,legislated,ref,ref,low,ref,yes,high,0.0,electrolysis
5342,on,2035,legislated,low,ref,low,ref,yes,high,0.0,electrolysis
5354,on,2035,legislated,high,ref,low,ref,yes,high,0.0,electrolysis
5366,on,2035,legislated,ref,ref,high,ref,yes,high,0.0,electrolysis
5378,on,2035,legislated,low,ref,high,ref,yes,high,0.0,electrolysis
5390,on,2035,legislated,high,ref,high,ref,yes,high,0.0,electrolysis
5402,on,2035,legislated,ref,low,ref,ref,no,high,0.0,electrolysis
5414,on,2035,legislated,low,low,ref,ref,no,high,0.0,electrolysis
5426,on,2035,legislated,high,ref,ref,ref,no,high,0.0,electrolysis
5438,on,2035,legislated,high,low,ref,ref,no,high,0.0,electrolysis
5450,on,2035,legislated,ref,low,low,ref,no,high,0.0,electrolysis
5462,on,2035,legislated,low,low,low,ref,no,high,0.0,electrolysis
5474,on,2035,legislated,high,low,low,ref,no,high,0.0,electrolysis
5486,on,2035,legislated,ref,low,high,ref,no,high,0.0,electrolysis
5498,on,2035,legislated,low,low,high,ref,no,high,0.0,electrolysis
5510,on,2035,legislated,high,low,high,ref,no,high,0.0,electrolysis
5522,on,2035,legislated,ref,low,ref,ref,yes,high,0.0,electrolysis
5534,on,2035,legislated,low,low,ref,ref,yes,high,0.0,electrolysis
5546,on,2035,legislated,high,low,ref,ref,yes,high,0.0,electrolysis
5558,on,2035,legislated,ref,ref,low,ref,no,high,0.0,electrolysis
5570,on,2035,legislated,ref,low,low,ref,yes,high,0.0,electrolysis
5582,on,2035,legislated,low,low,low,ref,yes,high,0.0,electrolysis
5594,on,2035,legislated,high,low,low,ref,yes,high,0.0,electrolysis
5606,on,2035,legislated,ref,low,high,ref,yes,high,0.0,electrolysis
5618,on,2035,legislated,low,low,high,ref,yes,high,0.0,electrolysis
5630,on,2035,legislated,high,low,high,ref,yes,high,0.0,electrolysis
5642,on,2035,legislated,ref,high,ref,ref,no,high,0.0,electrolysis
5654,on,2035,legislated,low,high,ref,ref,no,high,0.0,electrolysis
5666,on,2035,legislated,high,high,ref,ref,no,high,0.0,electrolysis
5678,on,2035,legislated,ref,high,low,ref,no,high,0.0,electrolysis
5690,on,2035,legislated,low,ref,low,ref,no,high,0.0,electrolysis
5702,on,2035,legislated,low,high,low,ref,no,high,0.0,electrolysis
5714,on,2035,legislated,high,high,low,ref,no,high,0.0,electrolysis
5726,on,2035,legislated,ref,high,high,ref,no,high,0.0,electrolysis
5738,on,2035,legislated,low,high,high,ref,no,high,0.0,electrolysis
5750,on,2035,legislated,high,high,high,ref,no,high,0.0,electrolysis
5762,on,2035,legislated,ref,high,ref,ref,yes,high,0.0,electrolysis
5774,on,2035,legislated,low,high,ref,ref,yes,high,0.0,electrolysis
5786,on,2035,legislated,high,high,ref,ref,yes,high,0.0,electrolysis
5798,on,2035,legislated,ref,high,low,ref,yes,high,0.0,electrolysis
5810,on,2035,legislated,low,high,low,ref,yes,high,0.0,electrolysis
5822,on,2035,legislated,high,ref,low,ref,no,high,0.0,electrolysis
5834,on,2035,legislated,high,high,low,ref,yes,high,0.0,electrolysis
5846,on,2035,legislated,ref,high,high,ref,yes,high,0.0,electrolysis
5858,on,2035,legislated,low,high,high,ref,yes,high,0.0,electrolysis
5870,on,2035,legislated,high,high,high,ref,yes,high,0.0,electrolysis
5882,on,2035,legislated,ref,ref,ref,low,no,high,0.0,electrolysis
5894,on,2035,legislated,low,ref,ref,low,no,high,0.0,electrolysis
5906,on,2035,legislated,high,ref,ref,low,no,high,0.0,electrolysis
5918,on,2035,legislated,ref,ref,low,low,no,high,0.0,electrolysis
5930,on,2035,legislated,low,ref,low,low,no,high,0.0,electrolysis
5942,on,2035,legislated,high,ref,low,low,no,high,0.0,electrolysis
5954,on,2035,legislated,ref,ref,high,ref,no,high,0.0,electrolysis
5966,on,2035,legislated,ref,ref,high,low,no,high,0.0,electrolysis
5978,on,2035,legislated,low,ref,high,low,no,high,0.0,electrolysis
5990,on,2035,legislated,high,ref,high,low,no,high,0.0,electrolysis
6002,on,2035,legislated,ref,ref,ref,low,yes,high,0.0,electrolysis
6014,on,2035,legislated,low,ref,ref,low,yes,high,0.0,electrolysis
6026,on,2035,legislated,high,ref,ref,low,yes,high,0.0,electrolysis
6038,on,2035,legislated,ref,ref,low,low,yes,high,0.0,electrolysis
6050,on,2035,legislated,low,ref,low,low,yes,high,0.0,electrolysis
6062,on,2035,legislated,high,ref,low,low,yes,high,0.0,electrolysis
6074,on,2035,legislated,ref,ref,high,low,yes,high,0.0,electrolysis
6086,on,2035,legislated,low,ref,high,ref,no,high,0.0,electrolysis
6098,on,2035,legislated,low,ref,high,low,yes,high,0.0,electrolysis
6110,on,2035,legislated,high,ref,high,low,yes,high,0.0,electrolysis
6122,on,2035,legislated,ref,low,ref,low,no,high,0.0,electrolysis
6134,on,2035,legislated,low,low,ref,low,no,high,0.0,electrolysis
6146,on,2035,legislated,high,low,ref,low,no,high,0.0,electrolysis
6158,on,2035,legislated,ref,low,low,low,no,high,0.0,electrolysis
6170,on,2035,legislated,low,low,low,low,no,high,0.0,electrolysis
6182,on,2035,legislated,high,low,low,low,no,high,0.0,electrolysis
6194,on,2035,legislated,ref,low,high,low,no,high,0.0,electrolysis
6206,on,2035,legislated,low,low,high,low,no,high,0.0,electrolysis
6218,on,2035,legislated,high,ref,high,ref,no,high,0.0,electrolysis
6230,on,2035,legislated,high,low,high,low,no,high,0.0,electrolysis
6242,on,2035,legislated,ref,low,ref,low,yes,high,0.0,electrolysis
6254,on,2035,legislated,low,low,ref,low,yes,high,0.0,electrolysis
6266,on,2035,legislated,high,low,ref,low,yes,high,0.0,electrolysis
6278,on,2035,legislated,ref,low,low,low,yes,high,0.0,electrolysis
6290,on,2035,legislated,low,low,low,low,yes,high,0.0,electrolysis
6302,on,2035,legislated,high,low,low,low,yes,high,0.0,electrolysis
6314,on,2035,legislated,ref,low,high,low,yes,high,0.0,electrolysis
6326,on,2035,legislated,low,low,high,low,yes,high,0.0,electrolysis
6338,on,2035,legislated,high,low,high,low,yes,high,0.0,electrolysis
6350,on,2035,legislated,ref,ref,ref,ref,yes,high,0.0,electrolysis
6362,on,2035,legislated,ref,high,ref,low,no,high,0.0,electrolysis
6374,on,2035,legislated,low,high,ref,low,no,high,0.0,electrolysis
6386,on,2035,legislated,high,high,ref,low,no,high,0.0,electrolysis
6398,on,2035,legislated,ref,high,low,low,no,high,0.0,electrolysis
6410,on,2035,legislated,low,high,low,low,no,high,0.0,electrolysis
6422,on,2035,legislated,high,high,low,low,no,high,0.0,electrolysis
6434,on,2035,legislated,ref,high,high,low,no,high,0.0,electrolysis
6446,on,2035,legislated,low,high,high,low,no,high,0.0,electrolysis
6458,on,2035,legislated,high,high,high,low,no,high,0.0,electrolysis
6470,on,2035,legislated,ref,high,ref,low,yes,high,0.0,electrolysis
15554,on,2035,netzero,ref,ref,ref,ref,no,high,0.0,electrolysis
15566,on,2035,netzero,low,ref,ref,ref,no,high,0.0,electrolysis
15578,on,2035,netzero,low,ref,ref,ref,yes,high,0.0,electrolysis
15590,on,2035,netzero,low,high,ref,low,yes,high,0.0,electrolysis
15602,on,2035,netzero,high,high,ref,low,yes,high,0.0,electrolysis
15614,on,2035,netzero,ref,high,low,low,yes,high,0.0,electrolysis
15626,on,2035,netzero,low,high,low,low,yes,high,0.0,electrolysis
15638,on,2035,netzero,high,high,low,low,yes,high,0.0,electrolysis
15650,on,2035,netzero,ref,high,high,low,yes,high,0.0,electrolysis
15662,on,2035,netzero,low,high,high,low,yes,high,0.0,electrolysis
15674,on,2035,netzero,high,high,high,low,yes,high,0.0,electrolysis
15686,on,2035,netzero,high,ref,ref,ref,yes,high,0.0,electrolysis
15698,on,2035,netzero,ref,ref,low,ref,yes,high,0.0,electrolysis
15710,on,2035,netzero,low,ref,low,ref,yes,high,0.0,electrolysis
15722,on,2035,netzero,high,ref,low,ref,yes,high,0.0,electrolysis
15734,on,2035,netzero,ref,ref,high,ref,yes,high,0.0,electrolysis
15746,on,2035,netzero,low,ref,high,ref,yes,high,0.0,electrolysis
15758,on,2035,netzero,high,ref,high,ref,yes,high,0.0,electrolysis
15770,on,2035,netzero,ref,low,ref,ref,no,high,0.0,electrolysis
15782,on,2035,netzero,low,low,ref,ref,no,high,0.0,electrolysis
15794,on,2035,netzero,high,ref,ref,ref,no,high,0.0,electrolysis
15806,on,2035,netzero,high,low,ref,ref,no,high,0.0,electrolysis
15818,on,2035,netzero,ref,low,low,ref,no,high,0.0,electrolysis
15830,on,2035,netzero,low,low,low,ref,no,high,0.0,electrolysis
15842,on,2035,netzero,high,low,low,ref,no,high,0.0,electrolysis
15854,on,2035,netzero,ref,low,high,ref,no,high,0.0,electrolysis
15866,on,2035,netzero,low,low,high,ref,no,high,0.0,electrolysis
15878,on,2035,netzero,high,low,high,ref,no,high,0.0,electrolysis
15890,on,2035,netzero,ref,low,ref,ref,yes,high,0.0,electrolysis
15902,on,2035,netzero,low,low,ref,ref,yes,high,0.0,electrolysis
15914,on,2035,netzero,high,low,ref,ref,yes,high,0.0,electrolysis
15926,on,2035,netzero,ref,ref,low,ref,no,high,0.0,electrolysis
15938,on,2035,netzero,ref,low,low,ref,yes,high,0.0,electrolysis
15950,on,2035,netzero,low,low,low,ref,yes,high,0.0,electrolysis
15962,on,2035,netzero,high,low,low,ref,yes,high,0.0,electrolysis
15974,on,2035,netzero,ref,low,high,ref,yes,high,0.0,electrolysis
15986,on,2035,netzero,low,low,high,ref,yes,high,0.0,electrolysis
15998,on,2035,netzero,high,low,high,ref,yes,high,0.0,electrolysis
16010,on,2035,netzero,ref,high,ref,ref,no,high,0.0,electrolysis
16022,on,2035,netzero,low,high,ref,ref,no,high,0.0,electrolysis
16034,on,2035,netzero,high,high,ref,ref,no,high,0.0,electrolysis
16046,on,2035,netzero,ref,high,low,ref,no,high,0.0,electrolysis
16058,on,2035,netzero,low,ref,low,ref,no,high,0.0,electrolysis
16070,on,2035,netzero,low,high,low,ref,no,high,0.0,electrolysis
16082,on,2035,netzero,high,high,low,ref,no,high,0.0,electrolysis
16094,on,2035,netzero,ref,high,high,ref,no,high,0.0,electrolysis
16106,on,2035,netzero,low,high,high,ref,no,high,0.0,electrolysis
16118,on,2035,netzero,high,high,high,ref,no,high,0.0,electrolysis
16130,on,2035,netzero,ref,high,ref,ref,yes,high,0.0,electrolysis
16142,on,2035,netzero,low,high,ref,ref,yes,high,0.0,electrolysis
16154,on,2035,netzero,high,high,ref,ref,yes,high,0.0,electrolysis
16166,on,2035,netzero,ref,high,low,ref,yes,high,0.0,electrolysis
16178,on,2035,netzero,low,high,low,ref,yes,high,0.0,electrolysis
16190,on,2035,netzero,high,ref,low,ref,no,high,0.0,electrolysis
16202,on,2035,netzero,high,high,low,ref,yes,high,0.0,electrolysis
16214,on,2035,netzero,ref,high,high,ref,yes,high,0.0,electrolysis
16226,on,2035,netzero,low,high,high,ref,yes,high,0.0,electrolysis
16238,on,2035,netzero,high,high,high,ref,yes,high,0.0,electrolysis
16250,on,2035,netzero,ref,ref,ref,low,no,high,0.0,electrolysis
16262,on,2035,netzero,low,ref,ref,low,no,high,0.0,electrolysis
16274,on,2035,netzero,high,ref,ref,low,no,high,0.0,electrolysis
16286,on,2035,netzero,ref,ref,low,low,no,high,0.0,electrolysis
16298,on,2035,netzero,low,ref,low,low,no,high,0.0,electrolysis
16310,on,2035,netzero,high,ref,low,low,no,high,0.0,electrolysis
16322,on,2035,netzero,ref,ref,high,ref,no,high,0.0,electrolysis
16334,on,2035,netzero,ref,ref,high,low,no,high,0.0,electrolysis
16346,on,2035,netzero,low,ref,high,low,no,high,0.0,electrolysis
16358,on,2035,netzero,high,ref,high,low,no,high,0.0,electrolysis
16370,on,2035,netzero,ref,ref,ref,low,yes,high,0.0,electrolysis
16382,on,2035,netzero,low,ref,ref,low,yes,high,0.0,electrolysis
16394,on,2035,netzero,high,ref,ref,low,yes,high,0.0,electrolysis
16406,on,2035,netzero,ref,ref,low,low,yes,high,0.0,electrolysis
16418,on,2035,netzero,low,ref,low,low,yes,high,0.0,electrolysis
16430,on,2035,netzero,high,ref,low,low,yes,high,0.0,electrolysis
16442,on,2035,netzero,ref,ref,high,low,yes,high,0.0,electrolysis
16454,on,2035,netzero,low,ref,high,ref,no,high,0.0,electrolysis
16466,on,2035,netzero,low,ref,high,low,yes,high,0.0,electrolysis
16478,on,2035,netzero,high,ref,high,low,yes,high,0.0,electrolysis
16490,on,2035,netzero,ref,low,ref,low,no,high,0.0,electrolysis
16502,on,2035,netzero,low,low,ref,low,no,high,0.0,electrolysis
16514,on,2035,netzero,high,low,ref,low,no,high,0.0,electrolysis
16526,on,2035,netzero,ref,low,low,low,no,high,0.0,electrolysis
16538,on,2035,netzero,low,low,low,low,no,high,0.0,electrolysis
16550,on,2035,netzero,high,low,low,low,no,high,0.0,electrolysis
16562,on,2035,netzero,ref,low,high,low,no,high,0.0,electrolysis
16574,on,2035,netzero,low,low,high,low,no,high,0.0,electrolysis
16586,on,2035,netzero,high,ref,high,ref,no,high,0.0,electrolysis
16598,on,2035,netzero,high,low,high,low,no,high,0.0,electrolysis
16610,on,2035,netzero,ref,low,ref,low,yes,high,0.0,electrolysis
16622,on,2035,netzero,low,low,ref,low,yes,high,0.0,electrolysis
16634,on,2035,netzero,high,low,ref,low,yes,high,0.0,electrolysis
16646,on,2035,netzero,ref,low,low,low,yes,high,0.0,electrolysis
16658,on,2035,netzero,low,low,low,low,yes,high,0.0,electrolysis
16670,on,2035,netzero,high,low,low,low,yes,high,0.0,electrolysis
16682,on,2035,netzero,ref,low,high,low,yes,high,0.0,electrolysis
16694,on,2035,netzero,low,low,high,low,yes,high,0.0,electrolysis
16706,on,2035,netzero,high,low,high,low,yes,high,0.0,electrolysis
16718,on,2035,netzero,ref,ref,ref,ref,yes,high,0.0,electrolysis
16730,on,2035,netzero,ref,high,ref,low,no,high,0.0,electrolysis
16742,on,2035,netzero,low,high,ref,low,no,high,0.0,electrolysis
16754,on,2035,netzero,high,high,ref,low,no,high,0.0,electrolysis
16766,on,2035,netzero,ref,high,low,low,no,high,0.0,electrolysis
16778,on,2035,netzero,low,high,low,low,no,high,0.0,electrolysis
16790,on,2035,netzero,high,high,low,low,no,high,0.0,electrolysis
16802,on,2035,netzero,ref,high,high,low,no,high,0.0,electrolysis
16814,on,2035,netzero,low,high,high,low,no,high,0.0,electrolysis
16826,on,2035,netzero,high,high,high,low,no,high,0.0,electrolysis
16838,on,2035,netzero,ref,high,ref,low,yes,high,0.0,electrolysis
25922,on,2035,netzero,ref,ref,ref,ref,no,low,0.0,electrolysis
25934,on,2035,netzero,low,ref,ref,ref,no,low,0.0,electrolysis
25946,on,2035,netzero,low,ref,ref,ref,yes,low,0.0,electrolysis
25958,on,2035,netzero,low,high,ref,low,yes,low,0.0,electrolysis
25970,on,2035,netzero,high,high,ref,low,yes,low,0.0,electrolysis
25982,on,2035,netzero,ref,high,low,low,yes,low,0.0,electrolysis
25994,on,2035,netzero,low,high,low,low,yes,low,0.0,electrolysis
26006,on,2035,netzero,high,high,low,low,yes,low,0.0,electrolysis
26018,on,2035,netzero,ref,high,high,low,yes,low,0.0,electrolysis
26030,on,2035,netzero,low,high,high,low,yes,low,0.0,electrolysis
26042,on,2035,netzero,high,high,high,low,yes,low,0.0,electrolysis
26054,on,2035,netzero,high,ref,ref,ref,yes,low,0.0,electrolysis
26066,on,2035,netzero,ref,ref,low,ref,yes,low,0.0,electrolysis
26078,on,2035,netzero,low,ref,low,ref,yes,low,0.0,electrolysis
26090,on,2035,netzero,high,ref,low,ref,yes,low,0.0,electrolysis
26102,on,2035,netzero,ref,ref,high,ref,yes,low,0.0,electrolysis
26114,on,2035,netzero,low,ref,high,ref,yes,low,0.0,electrolysis
26126,on,2035,netzero,high,ref,high,ref,yes,low,0.0,electrolysis
26138,on,2035,netzero,ref,low,ref,ref,no,low,0.0,electrolysis
26150,on,2035,netzero,low,low,ref,ref,no,low,0.0,electrolysis
26162,on,2035,netzero,high,ref,ref,ref,no,low,0.0,electrolysis
26174,on,2035,netzero,high,low,ref,ref,no,low,0.0,electrolysis
26186,on,2035,netzero,ref,low,low,ref,no,low,0.0,electrolysis
26198,on,2035,netzero,low,low,low,ref,no,low,0.0,electrolysis
26210,on,2035,netzero,high,low,low,ref,no,low,0.0,electrolysis
26222,on,2035,netzero,ref,low,high,ref,no,low,0.0,electrolysis
26234,on,2035,netzero,low,low,high,ref,no,low,0.0,electrolysis
26246,on,2035,netzero,high,low,high,ref,no,low,0.0,electrolysis
26258,on,2035,netzero,ref,low,ref,ref,yes,low,0.0,electrolysis
26270,on,2035,netzero,low,low,ref,ref,yes,low,0.0,electrolysis
26282,on,2035,netzero,high,low,ref,ref,yes,low,0.0,electrolysis
26294,on,2035,netzero,ref,ref,low,ref,no,low,0.0,electrolysis
26306,on,2035,netzero,ref,low,low,ref,yes,low,0.0,electrolysis
26318,on,2035,netzero,low,low,low,ref,yes,low,0.0,electrolysis
26330,on,2035,netzero,high,low,low,ref,yes,low,0.0,electrolysis
26342,on,2035,netzero,ref,low,high,ref,yes,low,0.0,electrolysis
26354,on,2035,netzero,low,low,high,ref,yes,low,0.0,electrolysis
26366,on,2035,netzero,high,low,high,ref,yes,low,0.0,electrolysis
26378,on,2035,netzero,ref,high,ref,ref,no,low,0.0,electrolysis
26390,on,2035,netzero,low,high,ref,ref,no,low,0.0,electrolysis
26402,on,2035,netzero,high,high,ref,ref,no,low,0.0,electrolysis
26414,on,2035,netzero,ref,high,low,ref,no,low,0.0,electrolysis
26426,on,2035,netzero,low,ref,low,ref,no,low,0.0,electrolysis
26438,on,2035,netzero,low,high,low,ref,no,low,0.0,electrolysis
26450,on,2035,netzero,high,high,low,ref,no,low,0.0,electrolysis
26462,on,2035,netzero,ref,high,high,ref,no,low,0.0,electrolysis
26474,on,2035,netzero,low,high,high,ref,no,low,0.0,electrolysis
26486,on,2035,netzero,high,high,high,ref,no,low,0.0,electrolysis
26498,on,2035,netzero,ref,high,ref,ref,yes,low,0.0,electrolysis
26510,on,2035,netzero,low,high,ref,ref,yes,low,0.0,electrolysis
26522,on,2035,netzero,high,high,ref,ref,yes,low,0.0,electrolysis
26534,on,2035,netzero,ref,high,low,ref,yes,low,0.0,electrolysis
26546,on,2035,netzero,low,high,low,ref,yes,low,0.0,electrolysis
26558,on,2035,netzero,high,ref,low,ref,no,low,0.0,electrolysis
26570,on,2035,netzero,high,high,low,ref,yes,low,0.0,electrolysis
26582,on,2035,netzero,ref,high,high,ref,yes,low,0.0,electrolysis
26594,on,2035,netzero,low,high,high,ref,yes,low,0.0,electrolysis
26606,on,2035,netzero,high,high,high,ref,yes,low,0.0,electrolysis
26618,on,2035,netzero,ref,ref,ref,low,no,low,0.0,electrolysis
26630,on,2035,netzero,low,ref,ref,low,no,low,0.0,electrolysis
26642,on,2035,netzero,high,ref,ref,low,no,low,0.0,electrolysis
26654,on,2035,netzero,ref,ref,low,low,no,low,0.0,electrolysis
26666,on,2035,netzero,low,ref,low,low,no,low,0.0,electrolysis
26678,on,2035,netzero,high,ref,low,low,no,low,0.0,electrolysis
26690,on,2035,netzero,ref,ref,high,ref,no,low,0.0,electrolysis
26702,on,2035,netzero,ref,ref,high,low,no,low,0.0,electrolysis
26714,on,2035,netzero,low,ref,high,low,no,low,0.0,electrolysis
26726,on,2035,netzero,high,ref,high,low,no,low,0.0,electrolysis
26738,on,2035,netzero,ref,ref,ref,low,yes,low,0.0,electrolysis
26750,on,2035,netzero,low,ref,ref,low,yes,low,0.0,electrolysis
26762,on,2035,netzero,high,ref,ref,low,yes,low,0.0,electrolysis
26774,on,2035,netzero,ref,ref,low,low,yes,low,0.0,electrolysis
26786,on,2035,netzero,low,ref,low,low,yes,low,0.0,electrolysis
26798,on,2035,netzero,high,ref,low,low,yes,low,0.0,electrolysis
26810,on,2035,netzero,ref,ref,high,low,yes,low,0.0,electrolysis
26822,on,2035,netzero,low,ref,high,ref,no,low,0.0,electrolysis
26834,on,2035,netzero,low,ref,high,low,yes,low,0.0,electrolysis
26846,on,2035,netzero,high,ref,high,low,yes,low,0.0,electrolysis
26858,on,2035,netzero,ref,low,ref,low,no,low,0.0,electrolysis
26870,on,2035,netzero,low,low,ref,low,no,low,0.0,electrolysis
26882,on,2035,netzero,high,low,ref,low,no,low,0.0,electrolysis
26894,on,2035,netzero,ref,low,low,low,no,low,0.0,electrolysis
26906,on,2035,netzero,low,low,low,low,no,low,0.0,electrolysis
26918,on,2035,netzero,high,low,low,low,no,low,0.0,electrolysis
26930,on,2035,netzero,ref,low,high,low,no,low,0.0,electrolysis
26942,on,2035,netzero,low,low,high,low,no,low,0.0,electrolysis
26954,on,2035,netzero,high,ref,high,ref,no,low,0.0,electrolysis
26966,on,2035,netzero,high,low,high,low,no,low,0.0,electrolysis
26978,on,2035,netzero,ref,low,ref,low,yes,low,0.0,electrolysis
26990,on,2035,netzero,low,low,ref,low,yes,low,0.0,electrolysis
27002,on,2035,netzero,high,low,ref,low,yes,low,0.0,electrolysis
27014,on,2035,netzero,ref,low,low,low,yes,low,0.0,electrolysis
27026,on,2035,netzero,low,low,low,low,yes,low,0.0,electrolysis
27038,on,2035,netzero,high,low,low,low,yes,low,0.0,electrolysis
27050,on,2035,netzero,ref,low,high,low,yes,low,0.0,electrolysis
27062,on,2035,netzero,low,low,high,low,yes,low,0.0,electrolysis
27074,on,2035,netzero,high,low,high,low,yes,low,0.0,electrolysis
27086,on,2035,netzero,ref,ref,ref,ref,yes,low,0.0,electrolysis
27098,on,2035,netzero,ref,high,ref,low,no,low,0.0,electrolysis
27110,on,2035,netzero,low,high,ref,low,no,low,0.0,electrolysis
27122,on,2035,netzero,high,high,ref,low,no,low,0.0,electrolysis
27134,on,2035,netzero,ref,high,low,low,no,low,0.0,electrolysis
27146,on,2035,netzero,low,high,low,low,no,low,0.0,electrolysis
27158,on,2035,netzero,high,high,low,low,no,low,0.0,electrolysis
27170,on,2035,netzero,ref,high,high,low,no,low,0.0,electrolysis
27182,on,2035,netzero,low,high,high,low,no,low,0.0,electrolysis
27194,on,2035,netzero,high,high,high,low,no,low,0.0,electrolysis
27206,on,2035,netzero,ref,high,ref,low,yes,low,0.0,electrolysis
5187,on,2040,legislated,ref,ref,ref,ref,no,high,0.0,electrolysis
5199,on,2040,legislated,low,ref,ref,ref,no,high,0.0,electrolysis
5211,on,2040,legislated,low,ref,ref,ref,yes,high,0.0,electrolysis
5223,on,2040,legislated,low,high,ref,low,yes,high,0.0,electrolysis
5235,on,2040,legislated,high,high,ref,low,yes,high,0.0,electrolysis
5247,on,2040,legislated,ref,high,low,low,yes,high,0.0,electrolysis
5259,on,2040,legislated,low,high,low,low,yes,high,0.0,electrolysis
5271,on,2040,legislated,high,high,low,low,yes,high,0.0,electrolysis
5283,on,2040,legislated,ref,high,high,low,yes,high,0.0,electrolysis
5295,on,2040,legislated,low,high,high,low,yes,high,0.0,electrolysis
5307,on,2040,legislated,high,high,high,low,yes,high,0.0,electrolysis
5319,on,2040,legislated,high,ref,ref,ref,yes,high,0.0,electrolysis
5331,on,2040,legislated,ref,ref,low,ref,yes,high,0.0,electrolysis
5343,on,2040,legislated,low,ref,low,ref,yes,high,0.0,electrolysis
5355,on,2040,legislated,high,ref,low,ref,yes,high,0.0,electrolysis
5367,on,2040,legislated,ref,ref,high,ref,yes,high,0.0,electrolysis
5379,on,2040,legislated,low,ref,high,ref,yes,high,0.0,electrolysis
5391,on,2040,legislated,high,ref,high,ref,yes,high,0.0,electrolysis
5403,on,2040,legislated,ref,low,ref,ref,no,high,0.0,electrolysis
5415,on,2040,legislated,low,low,ref,ref,no,high,0.0,electrolysis
5427,on,2040,legislated,high,ref,ref,ref,no,high,0.0,electrolysis
5439,on,2040,legislated,high,low,ref,ref,no,high,0.0,electrolysis
5451,on,2040,legislated,ref,low,low,ref,no,high,0.0,electrolysis
5463,on,2040,legislated,low,low,low,ref,no,high,0.0,electrolysis
5475,on,2040,legislated,high,low,low,ref,no,high,0.0,electrolysis
5487,on,2040,legislated,ref,low,high,ref,no,high,0.0,electrolysis
5499,on,2040,legislated,low,low,high,ref,no,high,0.0,electrolysis
5511,on,2040,legislated,high,low,high,ref,no,high,0.0,electrolysis
5523,on,2040,legislated,ref,low,ref,ref,yes,high,0.0,electrolysis
5535,on,2040,legislated,low,low,ref,ref,yes,high,0.0,electrolysis
5547,on,2040,legislated,high,low,ref,ref,yes,high,0.0,electrolysis
5559,on,2040,legislated,ref,ref,low,ref,no,high,0.0,electrolysis
5571,on,2040,legislated,ref,low,low,ref,yes,high,0.0,electrolysis
5583,on,2040,legislated,low,low,low,ref,yes,high,0.0,electrolysis
5595,on,2040,legislated,high,low,low,ref,yes,high,0.0,electrolysis
5607,on,2040,legislated,ref,low,high,ref,yes,high,0.0,electrolysis
5619,on,2040,legislated,low,low,high,ref,yes,high,0.0,electrolysis
5631,on,2040,legislated,high,low,high,ref,yes,high,0.0,electrolysis
5643,on,2040,legislated,ref,high,ref,ref,no,high,0.0,electrolysis
5655,on,2040,legislated,low,high,ref,ref,no,high,0.0,electrolysis
5667,on,2040,legislated,high,high,ref,ref,no,high,0.0,electrolysis
5679,on,2040,legislated,ref,high,low,ref,no,high,0.0,electrolysis
5691,on,2040,legislated,low,ref,low,ref,no,high,0.0,electrolysis
5703,on,2040,legislated,low,high,low,ref,no,high,0.0,electrolysis
5715,on,2040,legislated,high,high,low,ref,no,high,0.0,electrolysis
5727,on,2040,legislated,ref,high,high,ref,no,high,0.0,electrolysis
