id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,green_energy
2010,on,2030,legislated,high,ref,ref,low,yes,high,26.12931693,renewable
2014,on,2030,legislated,ref,ref,low,low,yes,high,26.69898267,renewable
2018,on,2030,legislated,low,ref,low,low,yes,high,26.44727656,renewable
2022,on,2030,legislated,high,ref,low,low,yes,high,26.12974009,renewable
2026,on,2030,legislated,ref,ref,high,low,yes,high,26.729302,renewable
2030,on,2030,legislated,low,ref,high,ref,no,high,28.01569629,renewable
2034,on,2030,legislated,low,ref,high,low,yes,high,26.45790441,renewable
2038,on,2030,legislated,high,ref,high,low,yes,high,26.12087718,renewable
2042,on,2030,legislated,ref,low,ref,low,no,high,25.60185312,renewable
2046,on,2030,legislated,low,low,ref,low,no,high,26.32763574,renewable
2050,on,2030,legislated,high,low,ref,low,no,high,25.20115393,renewable
2054,on,2030,legislated,ref,low,low,low,no,high,25.60035919,renewable
2058,on,2030,legislated,low,low,low,low,no,high,26.34619525,renewable
2062,on,2030,legislated,high,low,low,low,no,high,25.20650418,renewable
2066,on,2030,legislated,ref,low,high,low,no,high,25.59871449,renewable
2070,on,2030,legislated,low,low,high,low,no,high,26.3225679,renewable
2074,on,2030,legislated,high,ref,high,ref,no,high,27.03061347,renewable
2078,on,2030,legislated,high,low,high,low,no,high,25.19984524,renewable
2082,on,2030,legislated,ref,low,ref,low,yes,high,25.60185312,renewable
2086,on,2030,legislated,low,low,ref,low,yes,high,26.32763574,renewable
2090,on,2030,legislated,high,low,ref,low,yes,high,25.20115393,renewable
2094,on,2030,legislated,ref,low,low,low,yes,high,25.60035919,renewable
2098,on,2030,legislated,low,low,low,low,yes,high,26.34619525,renewable
2102,on,2030,legislated,high,low,low,low,yes,high,25.20650418,renewable
2106,on,2030,legislated,ref,low,high,low,yes,high,25.59871449,renewable
2110,on,2030,legislated,low,low,high,low,yes,high,26.3225679,renewable
2114,on,2030,legislated,high,low,high,low,yes,high,25.19984524,renewable
2118,on,2030,legislated,ref,ref,ref,ref,yes,high,27.18974854,renewable
2122,on,2030,legislated,ref,high,ref,low,no,high,26.89818318,renewable
2126,on,2030,legislated,low,high,ref,low,no,high,26.52408218,renewable
2130,on,2030,legislated,high,high,ref,low,no,high,26.5307105,renewable
2134,on,2030,legislated,ref,high,low,low,no,high,26.89263109,renewable
2138,on,2030,legislated,low,high,low,low,no,high,26.5159715,renewable
2142,on,2030,legislated,high,high,low,low,no,high,26.56915414,renewable
2146,on,2030,legislated,ref,high,high,low,no,high,26.88220096,renewable
2150,on,2030,legislated,low,high,high,low,no,high,26.52123668,renewable
2154,on,2030,legislated,high,high,high,low,no,high,26.50420579,renewable
2158,on,2030,legislated,ref,high,ref,low,yes,high,26.89818318,renewable
5186,on,2030,netzero,ref,ref,ref,ref,no,high,34.54375705,renewable
5190,on,2030,netzero,low,ref,ref,ref,no,high,32.50741806,renewable
5194,on,2030,netzero,low,ref,ref,ref,yes,high,32.50672823,renewable
5198,on,2030,netzero,low,high,ref,low,yes,high,26.38925994,renewable
5202,on,2030,netzero,high,high,ref,low,yes,high,26.31613389,renewable
5206,on,2030,netzero,ref,high,low,low,yes,high,25.78596304,renewable
5210,on,2030,netzero,low,high,low,low,yes,high,26.40983989,renewable
5214,on,2030,netzero,high,high,low,low,yes,high,26.25370764,renewable
5218,on,2030,netzero,ref,high,high,low,yes,high,25.80524703,renewable
5222,on,2030,netzero,low,high,high,low,yes,high,26.3864935,renewable
5226,on,2030,netzero,high,high,high,low,yes,high,26.32315019,renewable
5230,on,2030,netzero,high,ref,ref,ref,yes,high,34.79741421,renewable
5234,on,2030,netzero,ref,ref,low,ref,yes,high,34.60792041,renewable
5238,on,2030,netzero,low,ref,low,ref,yes,high,32.50444939,renewable
5242,on,2030,netzero,high,ref,low,ref,yes,high,34.81400476,renewable
5246,on,2030,netzero,ref,ref,high,ref,yes,high,34.5370906,renewable
5250,on,2030,netzero,low,ref,high,ref,yes,high,32.49922165,renewable
5254,on,2030,netzero,high,ref,high,ref,yes,high,34.79595887,renewable
5258,on,2030,netzero,ref,low,ref,ref,no,high,30.43050569,renewable
5262,on,2030,netzero,low,low,ref,ref,no,high,30.08327131,renewable
5266,on,2030,netzero,high,ref,ref,ref,no,high,34.79910435,renewable
5270,on,2030,netzero,high,low,ref,ref,no,high,31.94515101,renewable
5274,on,2030,netzero,ref,low,low,ref,no,high,30.46303124,renewable
5278,on,2030,netzero,low,low,low,ref,no,high,30.10540395,renewable
5282,on,2030,netzero,high,low,low,ref,no,high,31.79926362,renewable
5286,on,2030,netzero,ref,low,high,ref,no,high,30.65232571,renewable
5290,on,2030,netzero,low,low,high,ref,no,high,29.99281233,renewable
5294,on,2030,netzero,high,low,high,ref,no,high,31.79734494,renewable
5298,on,2030,netzero,ref,low,ref,ref,yes,high,30.6192339,renewable
5302,on,2030,netzero,low,low,ref,ref,yes,high,30.08304575,renewable
5306,on,2030,netzero,high,low,ref,ref,yes,high,31.84466931,renewable
5310,on,2030,netzero,ref,ref,low,ref,no,high,34.52705976,renewable
5314,on,2030,netzero,ref,low,low,ref,yes,high,30.41631555,renewable
5318,on,2030,netzero,low,low,low,ref,yes,high,30.11213002,renewable
5322,on,2030,netzero,high,low,low,ref,yes,high,31.82220833,renewable
5326,on,2030,netzero,ref,low,high,ref,yes,high,30.48808536,renewable
5330,on,2030,netzero,low,low,high,ref,yes,high,29.97969679,renewable
5334,on,2030,netzero,high,low,high,ref,yes,high,31.73719568,renewable
5338,on,2030,netzero,ref,high,ref,ref,no,high,35.44308301,renewable
5342,on,2030,netzero,low,high,ref,ref,no,high,34.35528355,renewable
5346,on,2030,netzero,high,high,ref,ref,no,high,34.29334158,renewable
5350,on,2030,netzero,ref,high,low,ref,no,high,35.5845553,renewable
5354,on,2030,netzero,low,ref,low,ref,no,high,32.51831759,renewable
5358,on,2030,netzero,low,high,low,ref,no,high,34.29361111,renewable
5362,on,2030,netzero,high,high,low,ref,no,high,34.40948493,renewable
5366,on,2030,netzero,ref,high,high,ref,no,high,35.42884424,renewable
5370,on,2030,netzero,low,high,high,ref,no,high,34.37078425,renewable
5374,on,2030,netzero,high,high,high,ref,no,high,34.28923073,renewable
5378,on,2030,netzero,ref,high,ref,ref,yes,high,35.44476037,renewable
5382,on,2030,netzero,low,high,ref,ref,yes,high,34.35630985,renewable
5386,on,2030,netzero,high,high,ref,ref,yes,high,34.37037816,renewable
5390,on,2030,netzero,ref,high,low,ref,yes,high,35.43016326,renewable
5394,on,2030,netzero,low,high,low,ref,yes,high,34.32188194,renewable
5398,on,2030,netzero,high,ref,low,ref,no,high,34.9558845,renewable
5402,on,2030,netzero,high,high,low,ref,yes,high,34.2846042,renewable
5406,on,2030,netzero,ref,high,high,ref,yes,high,35.42866412,renewable
5410,on,2030,netzero,low,high,high,ref,yes,high,34.34014428,renewable
5414,on,2030,netzero,high,high,high,ref,yes,high,34.29061909,renewable
5418,on,2030,netzero,ref,ref,ref,low,no,high,25.698148,renewable
5422,on,2030,netzero,low,ref,ref,low,no,high,26.23397549,renewable
5426,on,2030,netzero,high,ref,ref,low,no,high,26.07438196,renewable
5430,on,2030,netzero,ref,ref,low,low,no,high,25.651432,renewable
5434,on,2030,netzero,low,ref,low,low,no,high,26.24095588,renewable
5438,on,2030,netzero,high,ref,low,low,no,high,26.0025246,renewable
5442,on,2030,netzero,ref,ref,high,ref,no,high,34.63210814,renewable
5446,on,2030,netzero,ref,ref,high,low,no,high,25.69523261,renewable
5450,on,2030,netzero,low,ref,high,low,no,high,26.23479388,renewable
5454,on,2030,netzero,high,ref,high,low,no,high,26.09025076,renewable
5458,on,2030,netzero,ref,ref,ref,low,yes,high,25.68265029,renewable
5462,on,2030,netzero,low,ref,ref,low,yes,high,26.23395393,renewable
5466,on,2030,netzero,high,ref,ref,low,yes,high,26.07109619,renewable
5470,on,2030,netzero,ref,ref,low,low,yes,high,25.67748948,renewable
5474,on,2030,netzero,low,ref,low,low,yes,high,26.2407216,renewable
5478,on,2030,netzero,high,ref,low,low,yes,high,25.99570605,renewable
5482,on,2030,netzero,ref,ref,high,low,yes,high,25.70032277,renewable
5486,on,2030,netzero,low,ref,high,ref,no,high,32.50421027,renewable
5490,on,2030,netzero,low,ref,high,low,yes,high,26.23513516,renewable
5494,on,2030,netzero,high,ref,high,low,yes,high,26.12860449,renewable
5498,on,2030,netzero,ref,low,ref,low,no,high,25.17854071,renewable
5502,on,2030,netzero,low,low,ref,low,no,high,26.05509183,renewable
5506,on,2030,netzero,high,low,ref,low,no,high,24.41326113,renewable
5510,on,2030,netzero,ref,low,low,low,no,high,25.18930848,renewable
5514,on,2030,netzero,low,low,low,low,no,high,26.05973621,renewable
5518,on,2030,netzero,high,low,low,low,no,high,24.4304211,renewable
5522,on,2030,netzero,ref,low,high,low,no,high,25.17240007,renewable
5526,on,2030,netzero,low,low,high,low,no,high,26.04292,renewable
5530,on,2030,netzero,high,ref,high,ref,no,high,34.79554149,renewable
5534,on,2030,netzero,high,low,high,low,no,high,24.41118804,renewable
5538,on,2030,netzero,ref,low,ref,low,yes,high,25.18048506,renewable
5542,on,2030,netzero,low,low,ref,low,yes,high,26.04861162,renewable
5546,on,2030,netzero,high,low,ref,low,yes,high,24.40872728,renewable
5550,on,2030,netzero,ref,low,low,low,yes,high,25.19002386,renewable
5554,on,2030,netzero,low,low,low,low,yes,high,26.05916063,renewable
5558,on,2030,netzero,high,low,low,low,yes,high,24.43064154,renewable
5562,on,2030,netzero,ref,low,high,low,yes,high,25.18374121,renewable
5566,on,2030,netzero,low,low,high,low,yes,high,26.05794555,renewable
5570,on,2030,netzero,high,low,high,low,yes,high,24.41613011,renewable
5574,on,2030,netzero,ref,ref,ref,ref,yes,high,34.62583533,renewable
5578,on,2030,netzero,ref,high,ref,low,no,high,25.78352027,renewable
5582,on,2030,netzero,low,high,ref,low,no,high,26.3863693,renewable
5586,on,2030,netzero,high,high,ref,low,no,high,26.32760801,renewable
5590,on,2030,netzero,ref,high,low,low,no,high,25.79878255,renewable
5594,on,2030,netzero,low,high,low,low,no,high,26.40634321,renewable
5598,on,2030,netzero,high,high,low,low,no,high,26.24876306,renewable
5602,on,2030,netzero,ref,high,high,low,no,high,25.8066109,renewable
5606,on,2030,netzero,low,high,high,low,no,high,26.38668464,renewable
5610,on,2030,netzero,high,high,high,low,no,high,26.3420858,renewable
5614,on,2030,netzero,ref,high,ref,low,yes,high,25.81501342,renewable
8642,on,2030,netzero,ref,ref,ref,ref,no,low,34.54375705,renewable
8646,on,2030,netzero,low,ref,ref,ref,no,low,32.50741806,renewable
8650,on,2030,netzero,low,ref,ref,ref,yes,low,32.50672823,renewable
8654,on,2030,netzero,low,high,ref,low,yes,low,26.38925994,renewable
8658,on,2030,netzero,high,high,ref,low,yes,low,26.31613389,renewable
8662,on,2030,netzero,ref,high,low,low,yes,low,25.78596304,renewable
8666,on,2030,netzero,low,high,low,low,yes,low,26.40983989,renewable
8670,on,2030,netzero,high,high,low,low,yes,low,26.25370764,renewable
8674,on,2030,netzero,ref,high,high,low,yes,low,25.81195486,renewable
8678,on,2030,netzero,low,high,high,low,yes,low,26.3864935,renewable
8682,on,2030,netzero,high,high,high,low,yes,low,26.32315019,renewable
8686,on,2030,netzero,high,ref,ref,ref,yes,low,34.79741421,renewable
8690,on,2030,netzero,ref,ref,low,ref,yes,low,34.60792041,renewable
8694,on,2030,netzero,low,ref,low,ref,yes,low,32.50444939,renewable
8698,on,2030,netzero,high,ref,low,ref,yes,low,34.81400476,renewable
8702,on,2030,netzero,ref,ref,high,ref,yes,low,34.5370906,renewable
8706,on,2030,netzero,low,ref,high,ref,yes,low,32.49922165,renewable
8710,on,2030,netzero,high,ref,high,ref,yes,low,34.79595887,renewable
8714,on,2030,netzero,ref,low,ref,ref,no,low,30.43050569,renewable
8718,on,2030,netzero,low,low,ref,ref,no,low,30.08327131,renewable
8722,on,2030,netzero,high,ref,ref,ref,no,low,34.93383074,renewable
8726,on,2030,netzero,high,low,ref,ref,no,low,31.94515101,renewable
8730,on,2030,netzero,ref,low,low,ref,no,low,30.46303124,renewable
8734,on,2030,netzero,low,low,low,ref,no,low,30.10540395,renewable
8738,on,2030,netzero,high,low,low,ref,no,low,31.79926362,renewable
8742,on,2030,netzero,ref,low,high,ref,no,low,30.65232571,renewable
8746,on,2030,netzero,low,low,high,ref,no,low,29.99281233,renewable
8750,on,2030,netzero,high,low,high,ref,no,low,31.79734494,renewable
8754,on,2030,netzero,ref,low,ref,ref,yes,low,30.6192339,renewable
8758,on,2030,netzero,low,low,ref,ref,yes,low,30.08304575,renewable
8762,on,2030,netzero,high,low,ref,ref,yes,low,31.84466931,renewable
8766,on,2030,netzero,ref,ref,low,ref,no,low,34.52705976,renewable
8770,on,2030,netzero,ref,low,low,ref,yes,low,30.41631555,renewable
8774,on,2030,netzero,low,low,low,ref,yes,low,30.11213002,renewable
8778,on,2030,netzero,high,low,low,ref,yes,low,31.82220833,renewable
8782,on,2030,netzero,ref,low,high,ref,yes,low,30.48808536,renewable
8786,on,2030,netzero,low,low,high,ref,yes,low,29.97969679,renewable
8790,on,2030,netzero,high,low,high,ref,yes,low,31.73719568,renewable
8794,on,2030,netzero,ref,high,ref,ref,no,low,35.44308301,renewable
8798,on,2030,netzero,low,high,ref,ref,no,low,34.35528355,renewable
8802,on,2030,netzero,high,high,ref,ref,no,low,34.29334158,renewable
8806,on,2030,netzero,ref,high,low,ref,no,low,35.5845553,renewable
8810,on,2030,netzero,low,ref,low,ref,no,low,32.51831759,renewable
8814,on,2030,netzero,low,high,low,ref,no,low,34.29361111,renewable
8818,on,2030,netzero,high,high,low,ref,no,low,34.28821048,renewable
8822,on,2030,netzero,ref,high,high,ref,no,low,35.42884424,renewable
8826,on,2030,netzero,low,high,high,ref,no,low,34.37078425,renewable
8830,on,2030,netzero,high,high,high,ref,no,low,34.28923073,renewable
8834,on,2030,netzero,ref,high,ref,ref,yes,low,35.44476037,renewable
8838,on,2030,netzero,low,high,ref,ref,yes,low,34.35630985,renewable
8842,on,2030,netzero,high,high,ref,ref,yes,low,34.37037816,renewable
8846,on,2030,netzero,ref,high,low,ref,yes,low,35.43016326,renewable
8850,on,2030,netzero,low,high,low,ref,yes,low,34.32188194,renewable
8854,on,2030,netzero,high,ref,low,ref,no,low,34.9558845,renewable
8858,on,2030,netzero,high,high,low,ref,yes,low,34.2846042,renewable
8862,on,2030,netzero,ref,high,high,ref,yes,low,35.42866412,renewable
8866,on,2030,netzero,low,high,high,ref,yes,low,34.34014428,renewable
8870,on,2030,netzero,high,high,high,ref,yes,low,34.29061909,renewable
8874,on,2030,netzero,ref,ref,ref,low,no,low,25.698148,renewable
8878,on,2030,netzero,low,ref,ref,low,no,low,26.23397549,renewable
8882,on,2030,netzero,high,ref,ref,low,no,low,26.07438196,renewable
8886,on,2030,netzero,ref,ref,low,low,no,low,25.651432,renewable
8890,on,2030,netzero,low,ref,low,low,no,low,26.24095588,renewable
8894,on,2030,netzero,high,ref,low,low,no,low,26.0025246,renewable
8898,on,2030,netzero,ref,ref,high,ref,no,low,34.63210814,renewable
8902,on,2030,netzero,ref,ref,high,low,no,low,25.69523261,renewable
8906,on,2030,netzero,low,ref,high,low,no,low,26.23479388,renewable
8910,on,2030,netzero,high,ref,high,low,no,low,26.09025076,renewable
8914,on,2030,netzero,ref,ref,ref,low,yes,low,25.68265029,renewable
8918,on,2030,netzero,low,ref,ref,low,yes,low,26.23395393,renewable
8922,on,2030,netzero,high,ref,ref,low,yes,low,26.07109619,renewable
8926,on,2030,netzero,ref,ref,low,low,yes,low,25.67748948,renewable
8930,on,2030,netzero,low,ref,low,low,yes,low,26.2407216,renewable
8934,on,2030,netzero,high,ref,low,low,yes,low,25.99570605,renewable
8938,on,2030,netzero,ref,ref,high,low,yes,low,25.70032277,renewable
8942,on,2030,netzero,low,ref,high,ref,no,low,32.50421027,renewable
8946,on,2030,netzero,low,ref,high,low,yes,low,26.23513516,renewable
8950,on,2030,netzero,high,ref,high,low,yes,low,26.12860449,renewable
8954,on,2030,netzero,ref,low,ref,low,no,low,25.17854071,renewable
8958,on,2030,netzero,low,low,ref,low,no,low,26.05509183,renewable
8962,on,2030,netzero,high,low,ref,low,no,low,24.41326113,renewable
8966,on,2030,netzero,ref,low,low,low,no,low,25.18930848,renewable
8970,on,2030,netzero,low,low,low,low,no,low,26.05973621,renewable
8974,on,2030,netzero,high,low,low,low,no,low,24.4304211,renewable
8978,on,2030,netzero,ref,low,high,low,no,low,25.17240007,renewable
8982,on,2030,netzero,low,low,high,low,no,low,26.04292,renewable
8986,on,2030,netzero,high,ref,high,ref,no,low,34.79554149,renewable
8990,on,2030,netzero,high,low,high,low,no,low,24.41118804,renewable
8994,on,2030,netzero,ref,low,ref,low,yes,low,25.18048506,renewable
8998,on,2030,netzero,low,low,ref,low,yes,low,26.04861162,renewable
9002,on,2030,netzero,high,low,ref,low,yes,low,24.40872728,renewable
9006,on,2030,netzero,ref,low,low,low,yes,low,25.19002386,renewable
9010,on,2030,netzero,low,low,low,low,yes,low,26.05916063,renewable
9014,on,2030,netzero,high,low,low,low,yes,low,24.43064154,renewable
9018,on,2030,netzero,ref,low,high,low,yes,low,25.18374121,renewable
9022,on,2030,netzero,low,low,high,low,yes,low,26.05794555,renewable
9026,on,2030,netzero,high,low,high,low,yes,low,24.41613011,renewable
9030,on,2030,netzero,ref,ref,ref,ref,yes,low,34.62583533,renewable
9034,on,2030,netzero,ref,high,ref,low,no,low,25.78352027,renewable
9038,on,2030,netzero,low,high,ref,low,no,low,26.3863693,renewable
9042,on,2030,netzero,high,high,ref,low,no,low,26.32760801,renewable
9046,on,2030,netzero,ref,high,low,low,no,low,25.79878255,renewable
9050,on,2030,netzero,low,high,low,low,no,low,26.40634321,renewable
9054,on,2030,netzero,high,high,low,low,no,low,26.24876306,renewable
9058,on,2030,netzero,ref,high,high,low,no,low,25.8066109,renewable
9062,on,2030,netzero,low,high,high,low,no,low,26.38668464,renewable
9066,on,2030,netzero,high,high,high,low,no,low,26.34187625,renewable
9070,on,2030,netzero,ref,high,ref,low,yes,low,25.77479523,renewable
1731,on,2050,legislated,ref,ref,ref,ref,no,high,32.13987241,renewable
1735,on,2050,legislated,low,ref,ref,ref,no,high,35.51649542,renewable
1739,on,2050,legislated,low,ref,ref,ref,yes,high,35.51649542,renewable
1743,on,2050,legislated,low,high,ref,low,yes,high,34.50495265,renewable
1747,on,2050,legislated,high,high,ref,low,yes,high,26.28008338,renewable
1751,on,2050,legislated,ref,high,low,low,yes,high,31.39963806,renewable
1755,on,2050,legislated,low,high,low,low,yes,high,34.63587245,renewable
1759,on,2050,legislated,high,high,low,low,yes,high,26.34469268,renewable
1763,on,2050,legislated,ref,high,high,low,yes,high,31.31013296,renewable
1767,on,2050,legislated,low,high,high,low,yes,high,34.50576498,renewable
1771,on,2050,legislated,high,high,high,low,yes,high,26.26360262,renewable
1775,on,2050,legislated,high,ref,ref,ref,yes,high,27.02017621,renewable
1779,on,2050,legislated,ref,ref,low,ref,yes,high,32.35533654,renewable
1783,on,2050,legislated,low,ref,low,ref,yes,high,35.70116376,renewable
1787,on,2050,legislated,high,ref,low,ref,yes,high,27.11169205,renewable
1791,on,2050,legislated,ref,ref,high,ref,yes,high,32.08569737,renewable
1795,on,2050,legislated,low,ref,high,ref,yes,high,35.52708308,renewable
1799,on,2050,legislated,high,ref,high,ref,yes,high,26.9630068,renewable
1803,on,2050,legislated,ref,low,ref,ref,no,high,32.17965716,renewable
1807,on,2050,legislated,low,low,ref,ref,no,high,35.56407615,renewable
1811,on,2050,legislated,high,ref,ref,ref,no,high,27.02017621,renewable
1815,on,2050,legislated,high,low,ref,ref,no,high,27.01413912,renewable
1819,on,2050,legislated,ref,low,low,ref,no,high,32.47945309,renewable
1823,on,2050,legislated,low,low,low,ref,no,high,35.71868941,renewable
1827,on,2050,legislated,high,low,low,ref,no,high,27.35476221,renewable
1831,on,2050,legislated,ref,low,high,ref,no,high,32.11844896,renewable
1835,on,2050,legislated,low,low,high,ref,no,high,35.54238303,renewable
1839,on,2050,legislated,high,low,high,ref,no,high,27.10739989,renewable
1843,on,2050,legislated,ref,low,ref,ref,yes,high,32.17965716,renewable
1847,on,2050,legislated,low,low,ref,ref,yes,high,35.56407615,renewable
1851,on,2050,legislated,high,low,ref,ref,yes,high,27.01413912,renewable
1855,on,2050,legislated,ref,ref,low,ref,no,high,32.35533654,renewable
1859,on,2050,legislated,ref,low,low,ref,yes,high,32.47945309,renewable
1863,on,2050,legislated,low,low,low,ref,yes,high,35.71868941,renewable
1867,on,2050,legislated,high,low,low,ref,yes,high,27.35476221,renewable
1871,on,2050,legislated,ref,low,high,ref,yes,high,32.11844896,renewable
1875,on,2050,legislated,low,low,high,ref,yes,high,35.54238303,renewable
1879,on,2050,legislated,high,low,high,ref,yes,high,27.10739989,renewable
1883,on,2050,legislated,ref,high,ref,ref,no,high,32.15455309,renewable
1887,on,2050,legislated,low,high,ref,ref,no,high,35.51842421,renewable
1891,on,2050,legislated,high,high,ref,ref,no,high,27.00948171,renewable
1895,on,2050,legislated,ref,high,low,ref,no,high,32.40299432,renewable
1899,on,2050,legislated,low,ref,low,ref,no,high,35.70116376,renewable
1903,on,2050,legislated,low,high,low,ref,no,high,35.63429021,renewable
1907,on,2050,legislated,high,high,low,ref,no,high,27.09141533,renewable
1911,on,2050,legislated,ref,high,high,ref,no,high,32.09645765,renewable
1915,on,2050,legislated,low,high,high,ref,no,high,35.4877744,renewable
1919,on,2050,legislated,high,high,high,ref,no,high,26.9618856,renewable
1923,on,2050,legislated,ref,high,ref,ref,yes,high,32.15455309,renewable
1927,on,2050,legislated,low,high,ref,ref,yes,high,35.51842421,renewable
1931,on,2050,legislated,high,high,ref,ref,yes,high,27.00948171,renewable
1935,on,2050,legislated,ref,high,low,ref,yes,high,32.40299432,renewable
1939,on,2050,legislated,low,high,low,ref,yes,high,35.63429021,renewable
1943,on,2050,legislated,high,ref,low,ref,no,high,27.11169205,renewable
1947,on,2050,legislated,high,high,low,ref,yes,high,27.09141533,renewable
1951,on,2050,legislated,ref,high,high,ref,yes,high,32.09645765,renewable
1955,on,2050,legislated,low,high,high,ref,yes,high,35.4877744,renewable
1959,on,2050,legislated,high,high,high,ref,yes,high,26.9618856,renewable
1963,on,2050,legislated,ref,ref,ref,low,no,high,31.34177214,renewable
1967,on,2050,legislated,low,ref,ref,low,no,high,34.5953162,renewable
1971,on,2050,legislated,high,ref,ref,low,no,high,26.28178206,renewable
1975,on,2050,legislated,ref,ref,low,low,no,high,31.41666138,renewable
1979,on,2050,legislated,low,ref,low,low,no,high,34.65627742,renewable
1983,on,2050,legislated,high,ref,low,low,no,high,26.35930775,renewable
1987,on,2050,legislated,ref,ref,high,ref,no,high,32.08569737,renewable
1991,on,2050,legislated,ref,ref,high,low,no,high,31.31593177,renewable
1995,on,2050,legislated,low,ref,high,low,no,high,34.58748455,renewable
1999,on,2050,legislated,high,ref,high,low,no,high,26.26615379,renewable
2003,on,2050,legislated,ref,ref,ref,low,yes,high,31.34177214,renewable
2007,on,2050,legislated,low,ref,ref,low,yes,high,34.5953162,renewable
2011,on,2050,legislated,high,ref,ref,low,yes,high,26.28178206,renewable
2015,on,2050,legislated,ref,ref,low,low,yes,high,31.41666138,renewable
2019,on,2050,legislated,low,ref,low,low,yes,high,34.65627742,renewable
2023,on,2050,legislated,high,ref,low,low,yes,high,26.35930775,renewable
2027,on,2050,legislated,ref,ref,high,low,yes,high,31.31593177,renewable
2031,on,2050,legislated,low,ref,high,ref,no,high,35.52708308,renewable
2035,on,2050,legislated,low,ref,high,low,yes,high,34.58748455,renewable
2039,on,2050,legislated,high,ref,high,low,yes,high,26.26615379,renewable
2043,on,2050,legislated,ref,low,ref,low,no,high,31.34976636,renewable
2047,on,2050,legislated,low,low,ref,low,no,high,34.50648373,renewable
2051,on,2050,legislated,high,low,ref,low,no,high,26.35119376,renewable
2055,on,2050,legislated,ref,low,low,low,no,high,31.41456068,renewable
2059,on,2050,legislated,low,low,low,low,no,high,34.56173445,renewable
2063,on,2050,legislated,high,low,low,low,no,high,26.37420797,renewable
2067,on,2050,legislated,ref,low,high,low,no,high,31.26283328,renewable
2071,on,2050,legislated,low,low,high,low,no,high,34.4765036,renewable
2075,on,2050,legislated,high,ref,high,ref,no,high,26.9630068,renewable
2079,on,2050,legislated,high,low,high,low,no,high,26.34067738,renewable
2083,on,2050,legislated,ref,low,ref,low,yes,high,31.34976636,renewable
2087,on,2050,legislated,low,low,ref,low,yes,high,34.50648373,renewable
2091,on,2050,legislated,high,low,ref,low,yes,high,26.35119376,renewable
2095,on,2050,legislated,ref,low,low,low,yes,high,31.41456068,renewable
2099,on,2050,legislated,low,low,low,low,yes,high,34.56173445,renewable
2103,on,2050,legislated,high,low,low,low,yes,high,26.37420797,renewable
2107,on,2050,legislated,ref,low,high,low,yes,high,31.26283328,renewable
2111,on,2050,legislated,low,low,high,low,yes,high,34.4765036,renewable
2115,on,2050,legislated,high,low,high,low,yes,high,26.34067738,renewable
2119,on,2050,legislated,ref,ref,ref,ref,yes,high,32.13987241,renewable
2123,on,2050,legislated,ref,high,ref,low,no,high,31.33119834,renewable
2127,on,2050,legislated,low,high,ref,low,no,high,34.50495265,renewable
2131,on,2050,legislated,high,high,ref,low,no,high,26.28008338,renewable
2135,on,2050,legislated,ref,high,low,low,no,high,31.39963806,renewable
2139,on,2050,legislated,low,high,low,low,no,high,34.63587245,renewable
2143,on,2050,legislated,high,high,low,low,no,high,26.34469268,renewable
2147,on,2050,legislated,ref,high,high,low,no,high,31.31013296,renewable
2151,on,2050,legislated,low,high,high,low,no,high,34.50576498,renewable
2155,on,2050,legislated,high,high,high,low,no,high,26.26360262,renewable
2159,on,2050,legislated,ref,high,ref,low,yes,high,31.33119834,renewable
5187,on,2050,netzero,ref,ref,ref,ref,no,high,68.46894176,renewable
5191,on,2050,netzero,low,ref,ref,ref,no,high,75.3446923,renewable
5195,on,2050,netzero,low,ref,ref,ref,yes,high,45.93389577,renewable
5199,on,2050,netzero,low,high,ref,low,yes,high,43.30749066,renewable
5203,on,2050,netzero,high,high,ref,low,yes,high,39.21575638,renewable
5207,on,2050,netzero,ref,high,low,low,yes,high,45.77506408,renewable
5211,on,2050,netzero,low,high,low,low,yes,high,43.37633681,renewable
5215,on,2050,netzero,high,high,low,low,yes,high,39.55634863,renewable
5219,on,2050,netzero,ref,high,high,low,yes,high,45.42706247,renewable
5223,on,2050,netzero,low,high,high,low,yes,high,43.27928452,renewable
5227,on,2050,netzero,high,high,high,low,yes,high,39.19136189,renewable
5231,on,2050,netzero,high,ref,ref,ref,yes,high,41.23144383,renewable
5235,on,2050,netzero,ref,ref,low,ref,yes,high,47.42885464,renewable
5239,on,2050,netzero,low,ref,low,ref,yes,high,46.65101613,renewable
5243,on,2050,netzero,high,ref,low,ref,yes,high,41.86724171,renewable
5247,on,2050,netzero,ref,ref,high,ref,yes,high,47.19209953,renewable
5251,on,2050,netzero,low,ref,high,ref,yes,high,45.877416,renewable
5255,on,2050,netzero,high,ref,high,ref,yes,high,40.64464689,renewable
5259,on,2050,netzero,ref,low,ref,ref,no,high,74.43801738,renewable
5263,on,2050,netzero,low,low,ref,ref,no,high,77.06567059,renewable
5267,on,2050,netzero,high,ref,ref,ref,no,high,66.10563395,renewable
5271,on,2050,netzero,high,low,ref,ref,no,high,70.9781956,renewable
5275,on,2050,netzero,ref,low,low,ref,no,high,72.58334861,renewable
5279,on,2050,netzero,low,low,low,ref,no,high,80.59872121,renewable
5283,on,2050,netzero,high,low,low,ref,no,high,67.45793733,renewable
5287,on,2050,netzero,ref,low,high,ref,no,high,75.92845559,renewable
