id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,green_energy
1853,on,2050,legislated,ref,ref,low,ref,no,high,67.64466346,fossil fuel
1857,on,2050,legislated,ref,low,low,ref,yes,high,67.52054691,fossil fuel
1861,on,2050,legislated,low,low,low,ref,yes,high,64.28131059,fossil fuel
1865,on,2050,legislated,high,low,low,ref,yes,high,72.64523779,fossil fuel
1869,on,2050,legislated,ref,low,high,ref,yes,high,67.88155104,fossil fuel
1873,on,2050,legislated,low,low,high,ref,yes,high,64.45761697,fossil fuel
1877,on,2050,legislated,high,low,high,ref,yes,high,72.89260011,fossil fuel
1881,on,2050,legislated,ref,high,ref,ref,no,high,67.84544691,fossil fuel
1885,on,2050,legislated,low,high,ref,ref,no,high,64.48157579,fossil fuel
1889,on,2050,legislated,high,high,ref,ref,no,high,72.99051829,fossil fuel
1893,on,2050,legislated,ref,high,low,ref,no,high,67.59700568,fossil fuel
1897,on,2050,legislated,low,ref,low,ref,no,high,64.29883624,fossil fuel
1901,on,2050,legislated,low,high,low,ref,no,high,64.36570979,fossil fuel
1905,on,2050,legislated,high,high,low,ref,no,high,72.90858467,fossil fuel
1909,on,2050,legislated,ref,high,high,ref,no,high,67.90354235,fossil fuel
1913,on,2050,legislated,low,high,high,ref,no,high,64.5122256,fossil fuel
1917,on,2050,legislated,high,high,high,ref,no,high,73.0381144,fossil fuel
1921,on,2050,legislated,ref,high,ref,ref,yes,high,67.84544691,fossil fuel
1925,on,2050,legislated,low,high,ref,ref,yes,high,64.48157579,fossil fuel
1929,on,2050,legislated,high,high,ref,ref,yes,high,72.99051829,fossil fuel
1933,on,2050,legislated,ref,high,low,ref,yes,high,67.59700568,fossil fuel
1937,on,2050,legislated,low,high,low,ref,yes,high,64.36570979,fossil fuel
1941,on,2050,legislated,high,ref,low,ref,no,high,72.88830795,fossil fuel
1945,on,2050,legislated,high,high,low,ref,yes,high,72.90858467,fossil fuel
1949,on,2050,legislated,ref,high,high,ref,yes,high,67.90354235,fossil fuel
1953,on,2050,legislated,low,high,high,ref,yes,high,64.5122256,fossil fuel
1957,on,2050,legislated,high,high,high,ref,yes,high,73.0381144,fossil fuel
1961,on,2050,legislated,ref,ref,ref,low,no,high,68.65822786,fossil fuel
1965,on,2050,legislated,low,ref,ref,low,no,high,65.4046838,fossil fuel
1969,on,2050,legislated,high,ref,ref,low,no,high,73.71821794,fossil fuel
1973,on,2050,legislated,ref,ref,low,low,no,high,68.58333862,fossil fuel
1977,on,2050,legislated,low,ref,low,low,no,high,65.34372258,fossil fuel
1981,on,2050,legislated,high,ref,low,low,no,high,73.64069225,fossil fuel
1985,on,2050,legislated,ref,ref,high,ref,no,high,67.91430263,fossil fuel
1989,on,2050,legislated,ref,ref,high,low,no,high,68.68406823,fossil fuel
1993,on,2050,legislated,low,ref,high,low,no,high,65.41251545,fossil fuel
1997,on,2050,legislated,high,ref,high,low,no,high,73.73384621,fossil fuel
2001,on,2050,legislated,ref,ref,ref,low,yes,high,68.65822786,fossil fuel
2005,on,2050,legislated,low,ref,ref,low,yes,high,65.4046838,fossil fuel
2009,on,2050,legislated,high,ref,ref,low,yes,high,73.71821794,fossil fuel
2013,on,2050,legislated,ref,ref,low,low,yes,high,68.58333862,fossil fuel
2017,on,2050,legislated,low,ref,low,low,yes,high,65.34372258,fossil fuel
2021,on,2050,legislated,high,ref,low,low,yes,high,73.64069225,fossil fuel
2025,on,2050,legislated,ref,ref,high,low,yes,high,68.68406823,fossil fuel
2029,on,2050,legislated,low,ref,high,ref,no,high,64.47291692,fossil fuel
2033,on,2050,legislated,low,ref,high,low,yes,high,65.41251545,fossil fuel
2037,on,2050,legislated,high,ref,high,low,yes,high,73.73384621,fossil fuel
2041,on,2050,legislated,ref,low,ref,low,no,high,68.65023364,fossil fuel
2045,on,2050,legislated,low,low,ref,low,no,high,65.49351627,fossil fuel
2049,on,2050,legislated,high,low,ref,low,no,high,73.64880624,fossil fuel
2053,on,2050,legislated,ref,low,low,low,no,high,68.58543932,fossil fuel
2057,on,2050,legislated,low,low,low,low,no,high,65.43826555,fossil fuel
2061,on,2050,legislated,high,low,low,low,no,high,73.62579203,fossil fuel
2065,on,2050,legislated,ref,low,high,low,no,high,68.73716672,fossil fuel
2069,on,2050,legislated,low,low,high,low,no,high,65.5234964,fossil fuel
2073,on,2050,legislated,high,ref,high,ref,no,high,73.0369932,fossil fuel
2077,on,2050,legislated,high,low,high,low,no,high,73.65932262,fossil fuel
2081,on,2050,legislated,ref,low,ref,low,yes,high,68.65023364,fossil fuel
2085,on,2050,legislated,low,low,ref,low,yes,high,65.49351627,fossil fuel
2089,on,2050,legislated,high,low,ref,low,yes,high,73.64880624,fossil fuel
2093,on,2050,legislated,ref,low,low,low,yes,high,68.58543932,fossil fuel
2097,on,2050,legislated,low,low,low,low,yes,high,65.43826555,fossil fuel
2101,on,2050,legislated,high,low,low,low,yes,high,73.62579203,fossil fuel
2105,on,2050,legislated,ref,low,high,low,yes,high,68.73716672,fossil fuel
2109,on,2050,legislated,low,low,high,low,yes,high,65.5234964,fossil fuel
2113,on,2050,legislated,high,low,high,low,yes,high,73.65932262,fossil fuel
2117,on,2050,legislated,ref,ref,ref,ref,yes,high,67.86012759,fossil fuel
2121,on,2050,legislated,ref,high,ref,low,no,high,68.66880166,fossil fuel
2125,on,2050,legislated,low,high,ref,low,no,high,65.49504735,fossil fuel
2129,on,2050,legislated,high,high,ref,low,no,high,73.71991662,fossil fuel
2133,on,2050,legislated,ref,high,low,low,no,high,68.60036194,fossil fuel
2137,on,2050,legislated,low,high,low,low,no,high,65.36412755,fossil fuel
2141,on,2050,legislated,high,high,low,low,no,high,73.65530732,fossil fuel
2145,on,2050,legislated,ref,high,high,low,no,high,68.68986704,fossil fuel
2149,on,2050,legislated,low,high,high,low,no,high,65.49423502,fossil fuel
2153,on,2050,legislated,high,high,high,low,no,high,73.73639738,fossil fuel
2157,on,2050,legislated,ref,high,ref,low,yes,high,68.66880166,fossil fuel
5185,on,2050,netzero,ref,ref,ref,ref,no,high,31.53105824,fossil fuel
5189,on,2050,netzero,low,ref,ref,ref,no,high,24.6553077,fossil fuel
5193,on,2050,netzero,low,ref,ref,ref,yes,high,54.06610423,fossil fuel
5197,on,2050,netzero,low,high,ref,low,yes,high,56.69250934,fossil fuel
5201,on,2050,netzero,high,high,ref,low,yes,high,60.78424362,fossil fuel
5205,on,2050,netzero,ref,high,low,low,yes,high,54.22493592,fossil fuel
5209,on,2050,netzero,low,high,low,low,yes,high,56.62366319,fossil fuel
5213,on,2050,netzero,high,high,low,low,yes,high,60.44365137,fossil fuel
5217,on,2050,netzero,ref,high,high,low,yes,high,54.57293753,fossil fuel
5221,on,2050,netzero,low,high,high,low,yes,high,56.72071548,fossil fuel
5225,on,2050,netzero,high,high,high,low,yes,high,60.80863811,fossil fuel
5229,on,2050,netzero,high,ref,ref,ref,yes,high,58.76855617,fossil fuel
5233,on,2050,netzero,ref,ref,low,ref,yes,high,52.57114536,fossil fuel
5237,on,2050,netzero,low,ref,low,ref,yes,high,53.34898387,fossil fuel
5241,on,2050,netzero,high,ref,low,ref,yes,high,58.13275829,fossil fuel
5245,on,2050,netzero,ref,ref,high,ref,yes,high,52.80790047,fossil fuel
5249,on,2050,netzero,low,ref,high,ref,yes,high,54.122584,fossil fuel
5253,on,2050,netzero,high,ref,high,ref,yes,high,59.35535311,fossil fuel
5257,on,2050,netzero,ref,low,ref,ref,no,high,25.56198262,fossil fuel
5261,on,2050,netzero,low,low,ref,ref,no,high,22.93432941,fossil fuel
5265,on,2050,netzero,high,ref,ref,ref,no,high,33.89436605,fossil fuel
5269,on,2050,netzero,high,low,ref,ref,no,high,29.0218044,fossil fuel
5273,on,2050,netzero,ref,low,low,ref,no,high,27.41665139,fossil fuel
5277,on,2050,netzero,low,low,low,ref,no,high,19.40127879,fossil fuel
5281,on,2050,netzero,high,low,low,ref,no,high,32.54206267,fossil fuel
5285,on,2050,netzero,ref,low,high,ref,no,high,24.07154441,fossil fuel
5289,on,2050,netzero,low,low,high,ref,no,high,19.34354285,fossil fuel
5293,on,2050,netzero,high,low,high,ref,no,high,33.09789147,fossil fuel
5297,on,2050,netzero,ref,low,ref,ref,yes,high,55.48288367,fossil fuel
5301,on,2050,netzero,low,low,ref,ref,yes,high,48.89449429,fossil fuel
5305,on,2050,netzero,high,low,ref,ref,yes,high,61.10410607,fossil fuel
5309,on,2050,netzero,ref,ref,low,ref,no,high,31.46835452,fossil fuel
5313,on,2050,netzero,ref,low,low,ref,yes,high,55.02548592,fossil fuel
5317,on,2050,netzero,low,low,low,ref,yes,high,48.91906221,fossil fuel
5321,on,2050,netzero,high,low,low,ref,yes,high,61.06114715,fossil fuel
5325,on,2050,netzero,ref,low,high,ref,yes,high,54.72987281,fossil fuel
5329,on,2050,netzero,low,low,high,ref,yes,high,50.2939617,fossil fuel
5333,on,2050,netzero,high,low,high,ref,yes,high,61.93060704,fossil fuel
5337,on,2050,netzero,ref,high,ref,ref,no,high,31.89442589,fossil fuel
5341,on,2050,netzero,low,high,ref,ref,no,high,29.32765677,fossil fuel
5345,on,2050,netzero,high,high,ref,ref,no,high,35.98476302,fossil fuel
5349,on,2050,netzero,ref,high,low,ref,no,high,31.67377936,fossil fuel
5353,on,2050,netzero,low,ref,low,ref,no,high,24.81390919,fossil fuel
5357,on,2050,netzero,low,high,low,ref,no,high,29.74665069,fossil fuel
5361,on,2050,netzero,high,high,low,ref,no,high,35.07629406,fossil fuel
5365,on,2050,netzero,ref,high,high,ref,no,high,32.25524228,fossil fuel
5369,on,2050,netzero,low,high,high,ref,no,high,29.12295198,fossil fuel
5373,on,2050,netzero,high,high,high,ref,no,high,35.88228883,fossil fuel
5377,on,2050,netzero,ref,high,ref,ref,yes,high,53.0302625,fossil fuel
5381,on,2050,netzero,low,high,ref,ref,yes,high,51.21804119,fossil fuel
5385,on,2050,netzero,high,high,ref,ref,yes,high,59.39464864,fossil fuel
5389,on,2050,netzero,ref,high,low,ref,yes,high,52.79693245,fossil fuel
5393,on,2050,netzero,low,high,low,ref,yes,high,51.28519393,fossil fuel
5397,on,2050,netzero,high,ref,low,ref,no,high,34.67344521,fossil fuel
5401,on,2050,netzero,high,high,low,ref,yes,high,58.48381622,fossil fuel
5405,on,2050,netzero,ref,high,high,ref,yes,high,53.08581319,fossil fuel
5409,on,2050,netzero,low,high,high,ref,yes,high,51.36943491,fossil fuel
5413,on,2050,netzero,high,high,high,ref,yes,high,59.25799689,fossil fuel
5417,on,2050,netzero,ref,ref,ref,low,no,high,36.2723724,fossil fuel
5421,on,2050,netzero,low,ref,ref,low,no,high,34.75178448,fossil fuel
5425,on,2050,netzero,high,ref,ref,low,no,high,38.33395413,fossil fuel
5429,on,2050,netzero,ref,ref,low,low,no,high,36.5135291,fossil fuel
5433,on,2050,netzero,low,ref,low,low,no,high,35.14108042,fossil fuel
5437,on,2050,netzero,high,ref,low,low,no,high,38.94038592,fossil fuel
5441,on,2050,netzero,ref,ref,high,ref,no,high,31.55760381,fossil fuel
5445,on,2050,netzero,ref,ref,high,low,no,high,36.22721084,fossil fuel
5449,on,2050,netzero,low,ref,high,low,no,high,34.434146,fossil fuel
5453,on,2050,netzero,high,ref,high,low,no,high,37.86544098,fossil fuel
5457,on,2050,netzero,ref,ref,ref,low,yes,high,54.39426854,fossil fuel
5461,on,2050,netzero,low,ref,ref,low,yes,high,56.69263911,fossil fuel
5465,on,2050,netzero,high,ref,ref,low,yes,high,60.39351746,fossil fuel
5469,on,2050,netzero,ref,ref,low,low,yes,high,54.1340529,fossil fuel
5473,on,2050,netzero,low,ref,low,low,yes,high,56.60723937,fossil fuel
5477,on,2050,netzero,high,ref,low,low,yes,high,59.96891078,fossil fuel
5481,on,2050,netzero,ref,ref,high,low,yes,high,54.51746845,fossil fuel
5485,on,2050,netzero,low,ref,high,ref,no,high,24.63992706,fossil fuel
5489,on,2050,netzero,low,ref,high,low,yes,high,56.71705876,fossil fuel
5493,on,2050,netzero,high,ref,high,low,yes,high,60.45866434,fossil fuel
5497,on,2050,netzero,ref,low,ref,low,no,high,35.48135428,fossil fuel
5501,on,2050,netzero,low,low,ref,low,no,high,33.85817986,fossil fuel
5505,on,2050,netzero,high,low,ref,low,no,high,38.07023637,fossil fuel
5509,on,2050,netzero,ref,low,low,low,no,high,36.26334274,fossil fuel
5513,on,2050,netzero,low,low,low,low,no,high,34.39954039,fossil fuel
5517,on,2050,netzero,high,low,low,low,no,high,38.58396308,fossil fuel
5521,on,2050,netzero,ref,low,high,low,no,high,35.41883244,fossil fuel
5525,on,2050,netzero,low,low,high,low,no,high,33.84894403,fossil fuel
5529,on,2050,netzero,high,ref,high,ref,no,high,35.44876389,fossil fuel
5533,on,2050,netzero,high,low,high,low,no,high,37.45476903,fossil fuel
5537,on,2050,netzero,ref,low,ref,low,yes,high,56.26190393,fossil fuel
5541,on,2050,netzero,low,low,ref,low,yes,high,56.99165877,fossil fuel
5545,on,2050,netzero,high,low,ref,low,yes,high,61.9593838,fossil fuel
5549,on,2050,netzero,ref,low,low,low,yes,high,55.29440559,fossil fuel
5553,on,2050,netzero,low,low,low,low,yes,high,56.91871528,fossil fuel
5557,on,2050,netzero,high,low,low,low,yes,high,61.59402384,fossil fuel
5561,on,2050,netzero,ref,low,high,low,yes,high,56.26011495,fossil fuel
5565,on,2050,netzero,low,low,high,low,yes,high,57.02577238,fossil fuel
5569,on,2050,netzero,high,low,high,low,yes,high,61.9023725,fossil fuel
5573,on,2050,netzero,ref,ref,ref,ref,yes,high,52.7826934,fossil fuel
5577,on,2050,netzero,ref,high,ref,low,no,high,36.04002043,fossil fuel
5581,on,2050,netzero,low,high,ref,low,no,high,34.58816485,fossil fuel
5585,on,2050,netzero,high,high,ref,low,no,high,38.19912544,fossil fuel
5589,on,2050,netzero,ref,high,low,low,no,high,36.22949873,fossil fuel
5593,on,2050,netzero,low,high,low,low,no,high,34.88998743,fossil fuel
5597,on,2050,netzero,high,high,low,low,no,high,38.86354113,fossil fuel
5601,on,2050,netzero,ref,high,high,low,no,high,35.13218623,fossil fuel
5605,on,2050,netzero,low,high,high,low,no,high,34.44655239,fossil fuel
5609,on,2050,netzero,high,high,high,low,no,high,37.66222791,fossil fuel
5613,on,2050,netzero,ref,high,ref,low,yes,high,54.5461613,fossil fuel
8641,on,2050,netzero,ref,ref,ref,ref,no,low,11.42132166,fossil fuel
8645,on,2050,netzero,low,ref,ref,ref,no,low,11.4926482,fossil fuel
8649,on,2050,netzero,low,ref,ref,ref,yes,low,47.87142056,fossil fuel
8653,on,2050,netzero,low,high,ref,low,yes,low,50.96124915,fossil fuel
8657,on,2050,netzero,high,high,ref,low,yes,low,60.79588304,fossil fuel
8661,on,2050,netzero,ref,high,low,low,yes,low,54.44139629,fossil fuel
8665,on,2050,netzero,low,high,low,low,yes,low,50.91341594,fossil fuel
8669,on,2050,netzero,high,high,low,low,yes,low,60.43273682,fossil fuel
8673,on,2050,netzero,ref,high,high,low,yes,low,54.81287912,fossil fuel
8677,on,2050,netzero,low,high,high,low,yes,low,50.96888898,fossil fuel
8681,on,2050,netzero,high,high,high,low,yes,low,60.82238262,fossil fuel
8685,on,2050,netzero,high,ref,ref,ref,yes,low,58.85168865,fossil fuel
8689,on,2050,netzero,ref,ref,low,ref,yes,low,52.79297762,fossil fuel
8693,on,2050,netzero,low,ref,low,ref,yes,low,47.7891693,fossil fuel
8697,on,2050,netzero,high,ref,low,ref,yes,low,58.31702741,fossil fuel
8701,on,2050,netzero,ref,ref,high,ref,yes,low,52.97808478,fossil fuel
8705,on,2050,netzero,low,ref,high,ref,yes,low,47.88818757,fossil fuel
8709,on,2050,netzero,high,ref,high,ref,yes,low,59.3366542,fossil fuel
8713,on,2050,netzero,ref,low,ref,ref,no,low,11.14714545,fossil fuel
8717,on,2050,netzero,low,low,ref,ref,no,low,10.75403378,fossil fuel
8721,on,2050,netzero,high,ref,ref,ref,no,low,14.97663282,fossil fuel
8725,on,2050,netzero,high,low,ref,ref,no,low,18.15014025,fossil fuel
8729,on,2050,netzero,ref,low,low,ref,no,low,12.30181301,fossil fuel
8733,on,2050,netzero,low,low,low,ref,no,low,11.15423457,fossil fuel
8737,on,2050,netzero,high,low,low,ref,no,low,17.75045245,fossil fuel
8741,on,2050,netzero,ref,low,high,ref,no,low,10.79103451,fossil fuel
8745,on,2050,netzero,low,low,high,ref,no,low,10.58438877,fossil fuel
8749,on,2050,netzero,high,low,high,ref,no,low,15.60626471,fossil fuel
8753,on,2050,netzero,ref,low,ref,ref,yes,low,55.34482447,fossil fuel
8757,on,2050,netzero,low,low,ref,ref,yes,low,48.24714948,fossil fuel
8761,on,2050,netzero,high,low,ref,ref,yes,low,61.87135678,fossil fuel
8765,on,2050,netzero,ref,ref,low,ref,no,low,11.37661957,fossil fuel
8769,on,2050,netzero,ref,low,low,ref,yes,low,54.15236102,fossil fuel
8773,on,2050,netzero,low,low,low,ref,yes,low,49.01759129,fossil fuel
8777,on,2050,netzero,high,low,low,ref,yes,low,61.86586548,fossil fuel
8781,on,2050,netzero,ref,low,high,ref,yes,low,54.48985649,fossil fuel
8785,on,2050,netzero,low,low,high,ref,yes,low,49.40884822,fossil fuel
8789,on,2050,netzero,high,low,high,ref,yes,low,62.64663031,fossil fuel
8793,on,2050,netzero,ref,high,ref,ref,no,low,10.98665205,fossil fuel
8797,on,2050,netzero,low,high,ref,ref,no,low,11.52634125,fossil fuel
8801,on,2050,netzero,high,high,ref,ref,no,low,14.26797583,fossil fuel
8805,on,2050,netzero,ref,high,low,ref,no,low,11.3122035,fossil fuel
8809,on,2050,netzero,low,ref,low,ref,no,low,11.03513112,fossil fuel
8813,on,2050,netzero,low,high,low,ref,no,low,11.82104524,fossil fuel
8817,on,2050,netzero,high,high,low,ref,no,low,15.54717745,fossil fuel
8821,on,2050,netzero,ref,high,high,ref,no,low,10.98451317,fossil fuel
8825,on,2050,netzero,low,high,high,ref,no,low,11.36934777,fossil fuel
8829,on,2050,netzero,high,high,high,ref,no,low,12.94767044,fossil fuel
8833,on,2050,netzero,ref,high,ref,ref,yes,low,53.24109858,fossil fuel
8837,on,2050,netzero,low,high,ref,ref,yes,low,48.32970241,fossil fuel
8841,on,2050,netzero,high,high,ref,ref,yes,low,59.47159836,fossil fuel
8845,on,2050,netzero,ref,high,low,ref,yes,low,53.01502832,fossil fuel
8849,on,2050,netzero,low,high,low,ref,yes,low,48.22431174,fossil fuel
8853,on,2050,netzero,high,ref,low,ref,no,low,15.72223937,fossil fuel
8857,on,2050,netzero,high,high,low,ref,yes,low,58.75836918,fossil fuel
8861,on,2050,netzero,ref,high,high,ref,yes,low,53.28863604,fossil fuel
8865,on,2050,netzero,low,high,high,ref,yes,low,48.3623532,fossil fuel
8869,on,2050,netzero,high,high,high,ref,yes,low,59.54017719,fossil fuel
8873,on,2050,netzero,ref,ref,ref,low,no,low,17.44113907,fossil fuel
8877,on,2050,netzero,low,ref,ref,low,no,low,14.92073591,fossil fuel
8881,on,2050,netzero,high,ref,ref,low,no,low,17.24860463,fossil fuel
8885,on,2050,netzero,ref,ref,low,low,no,low,17.65607084,fossil fuel
8889,on,2050,netzero,low,ref,low,low,no,low,15.66061377,fossil fuel
8893,on,2050,netzero,high,ref,low,low,no,low,20.00625935,fossil fuel
8897,on,2050,netzero,ref,ref,high,ref,no,low,11.10842824,fossil fuel
8901,on,2050,netzero,ref,ref,high,low,no,low,16.92680615,fossil fuel
8905,on,2050,netzero,low,ref,high,low,no,low,14.6574015,fossil fuel
8909,on,2050,netzero,high,ref,high,low,no,low,14.80894702,fossil fuel
8913,on,2050,netzero,ref,ref,ref,low,yes,low,54.71071968,fossil fuel
8917,on,2050,netzero,low,ref,ref,low,yes,low,50.73826336,fossil fuel
8921,on,2050,netzero,high,ref,ref,low,yes,low,60.44002476,fossil fuel
8925,on,2050,netzero,ref,ref,low,low,yes,low,54.37768137,fossil fuel
8929,on,2050,netzero,low,ref,low,low,yes,low,50.70406983,fossil fuel
8933,on,2050,netzero,high,ref,low,low,yes,low,60.05014164,fossil fuel
8937,on,2050,netzero,ref,ref,high,low,yes,low,54.72471489,fossil fuel
8941,on,2050,netzero,low,ref,high,ref,no,low,11.31997351,fossil fuel
8945,on,2050,netzero,low,ref,high,low,yes,low,50.75357968,fossil fuel
8949,on,2050,netzero,high,ref,high,low,yes,low,60.49326612,fossil fuel
8953,on,2050,netzero,ref,low,ref,low,no,low,14.69045797,fossil fuel
8957,on,2050,netzero,low,low,ref,low,no,low,15.47588052,fossil fuel
8961,on,2050,netzero,high,low,ref,low,no,low,15.74927407,fossil fuel
8965,on,2050,netzero,ref,low,low,low,no,low,18.6865478,fossil fuel
8969,on,2050,netzero,low,low,low,low,no,low,16.39610958,fossil fuel
8973,on,2050,netzero,high,low,low,low,no,low,19.70986031,fossil fuel
8977,on,2050,netzero,ref,low,high,low,no,low,14.38611681,fossil fuel
8981,on,2050,netzero,low,low,high,low,no,low,14.41359044,fossil fuel
8985,on,2050,netzero,high,ref,high,ref,no,low,13.89357939,fossil fuel
8989,on,2050,netzero,high,low,high,low,no,low,14.69182055,fossil fuel
8993,on,2050,netzero,ref,low,ref,low,yes,low,56.15845193,fossil fuel
8997,on,2050,netzero,low,low,ref,low,yes,low,52.93332434,fossil fuel
9001,on,2050,netzero,high,low,ref,low,yes,low,62.43336558,fossil fuel
9005,on,2050,netzero,ref,low,low,low,yes,low,55.87447293,fossil fuel
9009,on,2050,netzero,low,low,low,low,yes,low,52.36178846,fossil fuel
9013,on,2050,netzero,high,low,low,low,yes,low,61.96040858,fossil fuel
9017,on,2050,netzero,ref,low,high,low,yes,low,56.77621241,fossil fuel
9021,on,2050,netzero,low,low,high,low,yes,low,52.70533045,fossil fuel
9025,on,2050,netzero,high,low,high,low,yes,low,62.46283829,fossil fuel
9029,on,2050,netzero,ref,ref,ref,ref,yes,low,53.03213784,fossil fuel
9033,on,2050,netzero,ref,high,ref,low,no,low,16.62054678,fossil fuel
9037,on,2050,netzero,low,high,ref,low,no,low,14.64593333,fossil fuel
9041,on,2050,netzero,high,high,ref,low,no,low,17.30375104,fossil fuel
9045,on,2050,netzero,ref,high,low,low,no,low,17.35350544,fossil fuel
9049,on,2050,netzero,low,high,low,low,no,low,15.11082994,fossil fuel
9053,on,2050,netzero,high,high,low,low,no,low,19.02233314,fossil fuel
9057,on,2050,netzero,ref,high,high,low,no,low,16.42617587,fossil fuel
9061,on,2050,netzero,low,high,high,low,no,low,14.24118703,fossil fuel
9065,on,2050,netzero,high,high,high,low,no,low,14.73559446,fossil fuel
9069,on,2050,netzero,ref,high,ref,low,yes,low,54.74187288,fossil fuel
1730,on,2030,legislated,ref,ref,ref,ref,no,high,27.18974854,renewable
1734,on,2030,legislated,low,ref,ref,ref,no,high,28.01917126,renewable
1738,on,2030,legislated,low,ref,ref,ref,yes,high,28.01917126,renewable
1742,on,2030,legislated,low,high,ref,low,yes,high,26.52408218,renewable
1746,on,2030,legislated,high,high,ref,low,yes,high,26.5307105,renewable
1750,on,2030,legislated,ref,high,low,low,yes,high,26.89263109,renewable
1754,on,2030,legislated,low,high,low,low,yes,high,26.5159715,renewable
1758,on,2030,legislated,high,high,low,low,yes,high,26.56915414,renewable
1762,on,2030,legislated,ref,high,high,low,yes,high,26.88220096,renewable
1766,on,2030,legislated,low,high,high,low,yes,high,26.52123668,renewable
1770,on,2030,legislated,high,high,high,low,yes,high,26.50420579,renewable
1774,on,2030,legislated,high,ref,ref,ref,yes,high,27.0302929,renewable
1778,on,2030,legislated,ref,ref,low,ref,yes,high,27.21481699,renewable
1782,on,2030,legislated,low,ref,low,ref,yes,high,28.04573172,renewable
1786,on,2030,legislated,high,ref,low,ref,yes,high,27.04477016,renewable
1790,on,2030,legislated,ref,ref,high,ref,yes,high,27.18466184,renewable
1794,on,2030,legislated,low,ref,high,ref,yes,high,28.01569629,renewable
1798,on,2030,legislated,high,ref,high,ref,yes,high,27.03061347,renewable
1802,on,2030,legislated,ref,low,ref,ref,no,high,27.1764656,renewable
1806,on,2030,legislated,low,low,ref,ref,no,high,28.01498073,renewable
1810,on,2030,legislated,high,ref,ref,ref,no,high,27.0302929,renewable
1814,on,2030,legislated,high,low,ref,ref,no,high,25.97589498,renewable
1818,on,2030,legislated,ref,low,low,ref,no,high,27.20174203,renewable
1822,on,2030,legislated,low,low,low,ref,no,high,28.03925745,renewable
1826,on,2030,legislated,high,low,low,ref,no,high,26.03278997,renewable
1830,on,2030,legislated,ref,low,high,ref,no,high,27.17126164,renewable
1834,on,2030,legislated,low,low,high,ref,no,high,28.00997761,renewable
1838,on,2030,legislated,high,low,high,ref,no,high,25.93788524,renewable
1842,on,2030,legislated,ref,low,ref,ref,yes,high,27.1764656,renewable
1846,on,2030,legislated,low,low,ref,ref,yes,high,28.01498073,renewable
1850,on,2030,legislated,high,low,ref,ref,yes,high,25.97589498,renewable
1854,on,2030,legislated,ref,ref,low,ref,no,high,27.21481699,renewable
1858,on,2030,legislated,ref,low,low,ref,yes,high,27.20174203,renewable
1862,on,2030,legislated,low,low,low,ref,yes,high,28.03925745,renewable
1866,on,2030,legislated,high,low,low,ref,yes,high,26.03278997,renewable
1870,on,2030,legislated,ref,low,high,ref,yes,high,27.17126164,renewable
1874,on,2030,legislated,low,low,high,ref,yes,high,28.00997761,renewable
1878,on,2030,legislated,high,low,high,ref,yes,high,25.93788524,renewable
1882,on,2030,legislated,ref,high,ref,ref,no,high,27.38048641,renewable
1886,on,2030,legislated,low,high,ref,ref,no,high,28.01443895,renewable
1890,on,2030,legislated,high,high,ref,ref,no,high,27.73799742,renewable
1894,on,2030,legislated,ref,high,low,ref,no,high,27.37985127,renewable
1898,on,2030,legislated,low,ref,low,ref,no,high,28.04573172,renewable
1902,on,2030,legislated,low,high,low,ref,no,high,28.04515176,renewable
1906,on,2030,legislated,high,high,low,ref,no,high,27.66965262,renewable
1910,on,2030,legislated,ref,high,high,ref,no,high,27.38127696,renewable
1914,on,2030,legislated,low,high,high,ref,no,high,28.01402336,renewable
1918,on,2030,legislated,high,high,high,ref,no,high,27.75294248,renewable
1922,on,2030,legislated,ref,high,ref,ref,yes,high,27.38048641,renewable
1926,on,2030,legislated,low,high,ref,ref,yes,high,28.01443895,renewable
1930,on,2030,legislated,high,high,ref,ref,yes,high,27.73799742,renewable
1934,on,2030,legislated,ref,high,low,ref,yes,high,27.37985127,renewable
1938,on,2030,legislated,low,high,low,ref,yes,high,28.04515176,renewable
1942,on,2030,legislated,high,ref,low,ref,no,high,27.04477016,renewable
1946,on,2030,legislated,high,high,low,ref,yes,high,27.66965262,renewable
1950,on,2030,legislated,ref,high,high,ref,yes,high,27.38127696,renewable
1954,on,2030,legislated,low,high,high,ref,yes,high,28.01402336,renewable
1958,on,2030,legislated,high,high,high,ref,yes,high,27.75294248,renewable
1962,on,2030,legislated,ref,ref,ref,low,no,high,26.72212927,renewable
1966,on,2030,legislated,low,ref,ref,low,no,high,26.4573331,renewable
1970,on,2030,legislated,high,ref,ref,low,no,high,26.12931693,renewable
1974,on,2030,legislated,ref,ref,low,low,no,high,26.69898267,renewable
1978,on,2030,legislated,low,ref,low,low,no,high,26.44727656,renewable
1982,on,2030,legislated,high,ref,low,low,no,high,26.12974009,renewable
1986,on,2030,legislated,ref,ref,high,ref,no,high,27.18466184,renewable
1990,on,2030,legislated,ref,ref,high,low,no,high,26.729302,renewable
1994,on,2030,legislated,low,ref,high,low,no,high,26.45790441,renewable
1998,on,2030,legislated,high,ref,high,low,no,high,26.12087718,renewable
2002,on,2030,legislated,ref,ref,ref,low,yes,high,26.72212927,renewable
2006,on,2030,legislated,low,ref,ref,low,yes,high,26.4573331,renewable
