id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,sector
132450,on,2025,netzero,high,high,high,ref,no,low,0.049767328,medium & heavy-duty transport
132510,on,2025,netzero,ref,high,ref,ref,yes,low,0.053325394,medium & heavy-duty transport
132570,on,2025,netzero,low,high,ref,ref,yes,low,0.05113617,medium & heavy-duty transport
132630,on,2025,netzero,high,high,ref,ref,yes,low,0.053639487,medium & heavy-duty transport
132690,on,2025,netzero,ref,high,low,ref,yes,low,0.057212731,medium & heavy-duty transport
132750,on,2025,netzero,low,high,low,ref,yes,low,0.054766557,medium & heavy-duty transport
132810,on,2025,netzero,high,ref,low,ref,no,low,0.057724052,medium & heavy-duty transport
132870,on,2025,netzero,high,high,low,ref,yes,low,0.057555164,medium & heavy-duty transport
132930,on,2025,netzero,ref,high,high,ref,yes,low,0.049469594,medium & heavy-duty transport
132990,on,2025,netzero,low,high,high,ref,yes,low,0.04738376,medium & heavy-duty transport
133050,on,2025,netzero,high,high,high,ref,yes,low,0.049767328,medium & heavy-duty transport
133110,on,2025,netzero,ref,ref,ref,low,no,low,0.04367119,medium & heavy-duty transport
133170,on,2025,netzero,low,ref,ref,low,no,low,0.041897983,medium & heavy-duty transport
133230,on,2025,netzero,high,ref,ref,low,no,low,0.044528431,medium & heavy-duty transport
133290,on,2025,netzero,ref,ref,low,low,no,low,0.047224764,medium & heavy-duty transport
133350,on,2025,netzero,low,ref,low,low,no,low,0.045225094,medium & heavy-duty transport
133410,on,2025,netzero,high,ref,low,low,no,low,0.048131172,medium & heavy-duty transport
133470,on,2025,netzero,ref,ref,high,ref,no,low,0.049787029,medium & heavy-duty transport
133530,on,2025,netzero,ref,ref,high,low,no,low,0.040671857,medium & heavy-duty transport
133590,on,2025,netzero,low,ref,high,low,no,low,0.03897704,medium & heavy-duty transport
133650,on,2025,netzero,high,ref,high,low,no,low,0.041463555,medium & heavy-duty transport
133710,on,2025,netzero,ref,ref,ref,low,yes,low,0.04367119,medium & heavy-duty transport
133770,on,2025,netzero,low,ref,ref,low,yes,low,0.041897983,medium & heavy-duty transport
133830,on,2025,netzero,high,ref,ref,low,yes,low,0.044528431,medium & heavy-duty transport
133890,on,2025,netzero,ref,ref,low,low,yes,low,0.047224764,medium & heavy-duty transport
133950,on,2025,netzero,low,ref,low,low,yes,low,0.045225094,medium & heavy-duty transport
134010,on,2025,netzero,high,ref,low,low,yes,low,0.048131172,medium & heavy-duty transport
134070,on,2025,netzero,ref,ref,high,low,yes,low,0.040671857,medium & heavy-duty transport
134130,on,2025,netzero,low,ref,high,ref,no,low,0.047520782,medium & heavy-duty transport
134190,on,2025,netzero,low,ref,high,low,yes,low,0.03897704,medium & heavy-duty transport
134250,on,2025,netzero,high,ref,high,low,yes,low,0.041463555,medium & heavy-duty transport
134310,on,2025,netzero,ref,low,ref,low,no,low,0.043705923,medium & heavy-duty transport
134370,on,2025,netzero,low,low,ref,low,no,low,0.041931241,medium & heavy-duty transport
134430,on,2025,netzero,high,low,ref,low,no,low,0.044565097,medium & heavy-duty transport
134490,on,2025,netzero,ref,low,low,low,no,low,0.047261228,medium & heavy-duty transport
134550,on,2025,netzero,low,low,low,low,no,low,0.045260194,medium & heavy-duty transport
134610,on,2025,netzero,high,low,low,low,no,low,0.048169861,medium & heavy-duty transport
134670,on,2025,netzero,ref,low,high,low,no,low,0.040703713,medium & heavy-duty transport
134730,on,2025,netzero,low,low,high,low,no,low,0.039006536,medium & heavy-duty transport
134790,on,2025,netzero,high,ref,high,ref,no,low,0.049915732,medium & heavy-duty transport
134850,on,2025,netzero,high,low,high,low,no,low,0.041497119,medium & heavy-duty transport
134910,on,2025,netzero,ref,low,ref,low,yes,low,0.043705923,medium & heavy-duty transport
134970,on,2025,netzero,low,low,ref,low,yes,low,0.041931241,medium & heavy-duty transport
135030,on,2025,netzero,high,low,ref,low,yes,low,0.044565097,medium & heavy-duty transport
135090,on,2025,netzero,ref,low,low,low,yes,low,0.047261228,medium & heavy-duty transport
135150,on,2025,netzero,low,low,low,low,yes,low,0.045260194,medium & heavy-duty transport
135210,on,2025,netzero,high,low,low,low,yes,low,0.048169861,medium & heavy-duty transport
135270,on,2025,netzero,ref,low,high,low,yes,low,0.040703713,medium & heavy-duty transport
135330,on,2025,netzero,low,low,high,low,yes,low,0.039006536,medium & heavy-duty transport
135390,on,2025,netzero,high,low,high,low,yes,low,0.041497119,medium & heavy-duty transport
135450,on,2025,netzero,ref,ref,ref,ref,yes,low,0.053680134,medium & heavy-duty transport
135510,on,2025,netzero,ref,high,ref,low,no,low,0.043651043,medium & heavy-duty transport
135570,on,2025,netzero,low,high,ref,low,no,low,0.041878214,medium & heavy-duty transport
135630,on,2025,netzero,high,high,ref,low,no,low,0.044506382,medium & heavy-duty transport
135690,on,2025,netzero,ref,high,low,low,no,low,0.047203666,medium & heavy-duty transport
135750,on,2025,netzero,low,high,low,low,no,low,0.045204419,medium & heavy-duty transport
135810,on,2025,netzero,high,high,low,low,no,low,0.048109833,medium & heavy-duty transport
135870,on,2025,netzero,ref,high,high,low,no,low,0.040653472,medium & heavy-duty transport
135930,on,2025,netzero,low,high,high,low,no,low,0.038958289,medium & heavy-duty transport
135990,on,2025,netzero,high,high,high,low,no,low,0.041443501,medium & heavy-duty transport
136050,on,2025,netzero,ref,high,ref,low,yes,low,0.043651043,medium & heavy-duty transport
25951,on,2030,legislated,ref,ref,ref,ref,no,high,1.166615415,medium & heavy-duty transport
26011,on,2030,legislated,low,ref,ref,ref,no,high,1.149835445,medium & heavy-duty transport
26071,on,2030,legislated,low,ref,ref,ref,yes,high,1.149835445,medium & heavy-duty transport
26131,on,2030,legislated,low,high,ref,low,yes,high,0.927338075,medium & heavy-duty transport
26191,on,2030,legislated,high,high,ref,low,yes,high,1.559929772,medium & heavy-duty transport
