id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,eu_name,technology
22095,on,2035,legislated,ref,low,high,low,yes,high,1.929585862,heavy-duty,bev
22137,on,2035,legislated,low,low,high,low,yes,high,2.593677014,heavy-duty,bev
22179,on,2035,legislated,high,low,high,low,yes,high,1.612628611,heavy-duty,bev
22221,on,2035,legislated,ref,ref,ref,ref,yes,high,2.455146146,heavy-duty,bev
22263,on,2035,legislated,ref,high,ref,low,no,high,2.814604073,heavy-duty,bev
22305,on,2035,legislated,low,high,ref,low,no,high,2.750249161,heavy-duty,bev
22347,on,2035,legislated,high,high,ref,low,no,high,2.309187646,heavy-duty,bev
22389,on,2035,legislated,ref,high,low,low,no,high,2.744847196,heavy-duty,bev
22431,on,2035,legislated,low,high,low,low,no,high,2.68825076,heavy-duty,bev
22473,on,2035,legislated,high,high,low,low,no,high,2.274911775,heavy-duty,bev
22515,on,2035,legislated,ref,high,high,low,no,high,2.808070379,heavy-duty,bev
22557,on,2035,legislated,low,high,high,low,no,high,2.769850323,heavy-duty,bev
22599,on,2035,legislated,high,high,high,low,no,high,2.318932008,heavy-duty,bev
22641,on,2035,legislated,ref,high,ref,low,yes,high,2.814604073,heavy-duty,bev
54435,on,2035,netzero,ref,ref,ref,ref,no,high,4.239195869,heavy-duty,bev
54477,on,2035,netzero,low,ref,ref,ref,no,high,6.655602745,heavy-duty,bev
54519,on,2035,netzero,low,ref,ref,ref,yes,high,6.65542259,heavy-duty,bev
54561,on,2035,netzero,low,high,ref,low,yes,high,4.384795309,heavy-duty,bev
54603,on,2035,netzero,high,high,ref,low,yes,high,3.488531771,heavy-duty,bev
54645,on,2035,netzero,ref,high,low,low,yes,high,4.168625091,heavy-duty,bev
54687,on,2035,netzero,low,high,low,low,yes,high,4.273382377,heavy-duty,bev
54729,on,2035,netzero,high,high,low,low,yes,high,3.365968342,heavy-duty,bev
54771,on,2035,netzero,ref,high,high,low,yes,high,4.446060889,heavy-duty,bev
54813,on,2035,netzero,low,high,high,low,yes,high,4.413061995,heavy-duty,bev
54855,on,2035,netzero,high,high,high,low,yes,high,3.603640308,heavy-duty,bev
54897,on,2035,netzero,high,ref,ref,ref,yes,high,3.132001048,heavy-duty,bev
54939,on,2035,netzero,ref,ref,low,ref,yes,high,4.109486171,heavy-duty,bev
54981,on,2035,netzero,low,ref,low,ref,yes,high,6.451241137,heavy-duty,bev
55023,on,2035,netzero,high,ref,low,ref,yes,high,3.034549254,heavy-duty,bev
55065,on,2035,netzero,ref,ref,high,ref,yes,high,4.28263804,heavy-duty,bev
55107,on,2035,netzero,low,ref,high,ref,yes,high,6.710814559,heavy-duty,bev
55149,on,2035,netzero,high,ref,high,ref,yes,high,3.15877941,heavy-duty,bev
55191,on,2035,netzero,ref,low,ref,ref,no,high,4.058892009,heavy-duty,bev
55233,on,2035,netzero,low,low,ref,ref,no,high,6.34362213,heavy-duty,bev
55275,on,2035,netzero,high,ref,ref,ref,no,high,3.129293276,heavy-duty,bev
55317,on,2035,netzero,high,low,ref,ref,no,high,2.969840658,heavy-duty,bev
55359,on,2035,netzero,ref,low,low,ref,no,high,3.934885402,heavy-duty,bev
55401,on,2035,netzero,low,low,low,ref,no,high,6.154230614,heavy-duty,bev
55443,on,2035,netzero,high,low,low,ref,no,high,2.879594364,heavy-duty,bev
55485,on,2035,netzero,ref,low,high,ref,no,high,4.094886563,heavy-duty,bev
55527,on,2035,netzero,low,low,high,ref,no,high,6.396662288,heavy-duty,bev
55569,on,2035,netzero,high,low,high,ref,no,high,2.994946263,heavy-duty,bev
55611,on,2035,netzero,ref,low,ref,ref,yes,high,4.059338874,heavy-duty,bev
55653,on,2035,netzero,low,low,ref,ref,yes,high,6.343549828,heavy-duty,bev
55695,on,2035,netzero,high,low,ref,ref,yes,high,2.969068272,heavy-duty,bev
55737,on,2035,netzero,ref,ref,low,ref,no,high,4.103290874,heavy-duty,bev
55779,on,2035,netzero,ref,low,low,ref,yes,high,3.934966396,heavy-duty,bev
55821,on,2035,netzero,low,low,low,ref,yes,high,6.153938708,heavy-duty,bev
55863,on,2035,netzero,high,low,low,ref,yes,high,2.882428231,heavy-duty,bev
55905,on,2035,netzero,ref,low,high,ref,yes,high,4.093084252,heavy-duty,bev
55947,on,2035,netzero,low,low,high,ref,yes,high,6.396621787,heavy-duty,bev
55989,on,2035,netzero,high,low,high,ref,yes,high,2.994876733,heavy-duty,bev
56031,on,2035,netzero,ref,high,ref,ref,no,high,4.336607162,heavy-duty,bev
56073,on,2035,netzero,low,high,ref,ref,no,high,6.7443607,heavy-duty,bev
56115,on,2035,netzero,high,high,ref,ref,no,high,3.181884502,heavy-duty,bev
56157,on,2035,netzero,ref,high,low,ref,no,high,4.199807892,heavy-duty,bev
56199,on,2035,netzero,low,ref,low,ref,no,high,6.451487023,heavy-duty,bev
56241,on,2035,netzero,low,high,low,ref,no,high,6.543255077,heavy-duty,bev
56283,on,2035,netzero,high,high,low,ref,no,high,3.081837052,heavy-duty,bev
56325,on,2035,netzero,ref,high,high,ref,no,high,4.375255612,heavy-duty,bev
56367,on,2035,netzero,low,high,high,ref,no,high,6.800040255,heavy-duty,bev
56409,on,2035,netzero,high,high,high,ref,no,high,3.209782925,heavy-duty,bev
56451,on,2035,netzero,ref,high,ref,ref,yes,high,4.33799034,heavy-duty,bev
56493,on,2035,netzero,low,high,ref,ref,yes,high,6.732044624,heavy-duty,bev
56535,on,2035,netzero,high,high,ref,ref,yes,high,3.181914891,heavy-duty,bev
56577,on,2035,netzero,ref,high,low,ref,yes,high,4.200014346,heavy-duty,bev
56619,on,2035,netzero,low,high,low,ref,yes,high,6.530712424,heavy-duty,bev
56661,on,2035,netzero,high,ref,low,ref,no,high,3.031809878,heavy-duty,bev
56703,on,2035,netzero,high,high,low,ref,yes,high,3.080333674,heavy-duty,bev
56745,on,2035,netzero,ref,high,high,ref,yes,high,4.376661774,heavy-duty,bev
56787,on,2035,netzero,low,high,high,ref,yes,high,6.786365216,heavy-duty,bev
56829,on,2035,netzero,high,high,high,ref,yes,high,3.210769301,heavy-duty,bev
56871,on,2035,netzero,ref,ref,ref,low,no,high,4.314705436,heavy-duty,bev
56913,on,2035,netzero,low,ref,ref,low,no,high,4.277306475,heavy-duty,bev
56955,on,2035,netzero,high,ref,ref,low,no,high,3.612377585,heavy-duty,bev
56997,on,2035,netzero,ref,ref,low,low,no,high,4.129570678,heavy-duty,bev
57039,on,2035,netzero,low,ref,low,low,no,high,4.174616024,heavy-duty,bev
57081,on,2035,netzero,high,ref,low,low,no,high,3.512652265,heavy-duty,bev
57123,on,2035,netzero,ref,ref,high,ref,no,high,4.278233845,heavy-duty,bev
57165,on,2035,netzero,ref,ref,high,low,no,high,4.359880196,heavy-duty,bev
57207,on,2035,netzero,low,ref,high,low,no,high,4.337918217,heavy-duty,bev
57249,on,2035,netzero,high,ref,high,low,no,high,3.639292591,heavy-duty,bev
57291,on,2035,netzero,ref,ref,ref,low,yes,high,4.258438618,heavy-duty,bev
57333,on,2035,netzero,low,ref,ref,low,yes,high,4.276929026,heavy-duty,bev
57375,on,2035,netzero,high,ref,ref,low,yes,high,3.460668444,heavy-duty,bev
57417,on,2035,netzero,ref,ref,low,low,yes,high,4.089248215,heavy-duty,bev
57459,on,2035,netzero,low,ref,low,low,yes,high,4.176866766,heavy-duty,bev
57501,on,2035,netzero,high,ref,low,low,yes,high,3.372430502,heavy-duty,bev
57543,on,2035,netzero,ref,ref,high,low,yes,high,4.291258555,heavy-duty,bev
57585,on,2035,netzero,low,ref,high,ref,no,high,6.710631451,heavy-duty,bev
57627,on,2035,netzero,low,ref,high,low,yes,high,4.313596634,heavy-duty,bev
57669,on,2035,netzero,high,ref,high,low,yes,high,3.496070138,heavy-duty,bev
57711,on,2035,netzero,ref,low,ref,low,no,high,3.445686265,heavy-duty,bev
57753,on,2035,netzero,low,low,ref,low,no,high,3.924043356,heavy-duty,bev
57795,on,2035,netzero,high,low,ref,low,no,high,2.901622325,heavy-duty,bev
57837,on,2035,netzero,ref,low,low,low,no,high,3.338229081,heavy-duty,bev
57879,on,2035,netzero,low,low,low,low,no,high,3.806580277,heavy-duty,bev
57921,on,2035,netzero,high,low,low,low,no,high,2.822179144,heavy-duty,bev
57963,on,2035,netzero,ref,low,high,low,no,high,3.467757367,heavy-duty,bev
58005,on,2035,netzero,low,low,high,low,no,high,3.962704901,heavy-duty,bev
58047,on,2035,netzero,high,ref,high,ref,no,high,3.15776994,heavy-duty,bev
58089,on,2035,netzero,high,low,high,low,no,high,2.920884091,heavy-duty,bev
58131,on,2035,netzero,ref,low,ref,low,yes,high,3.44052405,heavy-duty,bev
58173,on,2035,netzero,low,low,ref,low,yes,high,3.938241839,heavy-duty,bev
58215,on,2035,netzero,high,low,ref,low,yes,high,2.857316541,heavy-duty,bev
58257,on,2035,netzero,ref,low,low,low,yes,high,3.340426685,heavy-duty,bev
58299,on,2035,netzero,low,low,low,low,yes,high,3.821550204,heavy-duty,bev
58341,on,2035,netzero,high,low,low,low,yes,high,2.785929031,heavy-duty,bev
58383,on,2035,netzero,ref,low,high,low,yes,high,3.469269555,heavy-duty,bev
58425,on,2035,netzero,low,low,high,low,yes,high,3.950348068,heavy-duty,bev
58467,on,2035,netzero,high,low,high,low,yes,high,2.873874725,heavy-duty,bev
58509,on,2035,netzero,ref,ref,ref,ref,yes,high,4.245689256,heavy-duty,bev
58551,on,2035,netzero,ref,high,ref,low,no,high,4.518691843,heavy-duty,bev
58593,on,2035,netzero,low,high,ref,low,no,high,4.389291795,heavy-duty,bev
58635,on,2035,netzero,high,high,ref,low,no,high,3.644537647,heavy-duty,bev
58677,on,2035,netzero,ref,high,low,low,no,high,4.336780177,heavy-duty,bev
58719,on,2035,netzero,low,high,low,low,no,high,4.27282596,heavy-duty,bev
58761,on,2035,netzero,high,high,low,low,no,high,3.542335832,heavy-duty,bev
58803,on,2035,netzero,ref,high,high,low,no,high,4.583190922,heavy-duty,bev
58845,on,2035,netzero,low,high,high,low,no,high,4.424412743,heavy-duty,bev
58887,on,2035,netzero,high,high,high,low,no,high,3.671695476,heavy-duty,bev
58929,on,2035,netzero,ref,high,ref,low,yes,high,4.385292868,heavy-duty,bev
90723,on,2035,netzero,ref,ref,ref,ref,no,low,4.253053124,heavy-duty,bev
90765,on,2035,netzero,low,ref,ref,ref,no,low,6.683473445,heavy-duty,bev
90807,on,2035,netzero,low,ref,ref,ref,yes,low,6.664467866,heavy-duty,bev
90849,on,2035,netzero,low,high,ref,low,yes,low,4.397352935,heavy-duty,bev
90891,on,2035,netzero,high,high,ref,low,yes,low,3.490631836,heavy-duty,bev
90933,on,2035,netzero,ref,high,low,low,yes,low,4.178194063,heavy-duty,bev
90975,on,2035,netzero,low,high,low,low,yes,low,4.293496163,heavy-duty,bev
91017,on,2035,netzero,high,high,low,low,yes,low,3.373225538,heavy-duty,bev
91059,on,2035,netzero,ref,high,high,low,yes,low,4.459898727,heavy-duty,bev
91101,on,2035,netzero,low,high,high,low,yes,low,4.426424409,heavy-duty,bev
91143,on,2035,netzero,high,high,high,low,yes,low,3.599105573,heavy-duty,bev
91185,on,2035,netzero,high,ref,ref,ref,yes,low,3.1329316,heavy-duty,bev
91227,on,2035,netzero,ref,ref,low,ref,yes,low,4.105650284,heavy-duty,bev
91269,on,2035,netzero,low,ref,low,ref,yes,low,6.461022767,heavy-duty,bev
91311,on,2035,netzero,high,ref,low,ref,yes,low,3.036003651,heavy-duty,bev
91353,on,2035,netzero,ref,ref,high,ref,yes,low,4.279347441,heavy-duty,bev
91395,on,2035,netzero,low,ref,high,ref,yes,low,6.719829707,heavy-duty,bev
91437,on,2035,netzero,high,ref,high,ref,yes,low,3.159779181,heavy-duty,bev
91479,on,2035,netzero,ref,low,ref,ref,no,low,4.091758445,heavy-duty,bev
91521,on,2035,netzero,low,low,ref,ref,no,low,6.400053723,heavy-duty,bev
91563,on,2035,netzero,high,ref,ref,ref,no,low,3.134589577,heavy-duty,bev
91605,on,2035,netzero,high,low,ref,ref,no,low,2.978504891,heavy-duty,bev
91647,on,2035,netzero,ref,low,low,ref,no,low,3.966531623,heavy-duty,bev
91689,on,2035,netzero,low,low,low,ref,no,low,6.205435451,heavy-duty,bev
91731,on,2035,netzero,high,low,low,ref,no,low,2.889182266,heavy-duty,bev
91773,on,2035,netzero,ref,low,high,ref,no,low,4.13055794,heavy-duty,bev
91815,on,2035,netzero,low,low,high,ref,no,low,6.455305633,heavy-duty,bev
91857,on,2035,netzero,high,low,high,ref,no,low,3.004603472,heavy-duty,bev
91899,on,2035,netzero,ref,low,ref,ref,yes,low,4.096916691,heavy-duty,bev
91941,on,2035,netzero,low,low,ref,ref,yes,low,6.399201101,heavy-duty,bev
91983,on,2035,netzero,high,low,ref,ref,yes,low,2.974128104,heavy-duty,bev
92025,on,2035,netzero,ref,ref,low,ref,no,low,4.115881992,heavy-duty,bev
92067,on,2035,netzero,ref,low,low,ref,yes,low,3.964939842,heavy-duty,bev
92109,on,2035,netzero,low,low,low,ref,yes,low,6.204907652,heavy-duty,bev
92151,on,2035,netzero,high,low,low,ref,yes,low,2.886226417,heavy-duty,bev
92193,on,2035,netzero,ref,low,high,ref,yes,low,4.128350524,heavy-duty,bev
92235,on,2035,netzero,low,low,high,ref,yes,low,6.455621813,heavy-duty,bev
92277,on,2035,netzero,high,low,high,ref,yes,low,2.999460634,heavy-duty,bev
92319,on,2035,netzero,ref,high,ref,ref,no,low,4.352563728,heavy-duty,bev
92361,on,2035,netzero,low,high,ref,ref,no,low,6.797370075,heavy-duty,bev
92403,on,2035,netzero,high,high,ref,ref,no,low,3.184572976,heavy-duty,bev
92445,on,2035,netzero,ref,high,low,ref,no,low,4.213512324,heavy-duty,bev
92487,on,2035,netzero,low,ref,low,ref,no,low,6.484215929,heavy-duty,bev
92529,on,2035,netzero,low,high,low,ref,no,low,6.592353798,heavy-duty,bev
92571,on,2035,netzero,high,high,low,ref,no,low,3.082810335,heavy-duty,bev
92613,on,2035,netzero,ref,high,high,ref,no,low,4.390295199,heavy-duty,bev
92655,on,2035,netzero,low,high,high,ref,no,low,6.854104922,heavy-duty,bev
92697,on,2035,netzero,high,high,high,ref,no,low,3.214837206,heavy-duty,bev
92739,on,2035,netzero,ref,high,ref,ref,yes,low,4.342071535,heavy-duty,bev
92781,on,2035,netzero,low,high,ref,ref,yes,low,6.77145699,heavy-duty,bev
92823,on,2035,netzero,high,high,ref,ref,yes,low,3.184036501,heavy-duty,bev
92865,on,2035,netzero,ref,high,low,ref,yes,low,4.203117717,heavy-duty,bev
92907,on,2035,netzero,low,high,low,ref,yes,low,6.535515309,heavy-duty,bev
92949,on,2035,netzero,high,ref,low,ref,no,low,3.038330096,heavy-duty,bev
92991,on,2035,netzero,high,high,low,ref,yes,low,3.082122629,heavy-duty,bev
93033,on,2035,netzero,ref,high,high,ref,yes,low,4.380700022,heavy-duty,bev
93075,on,2035,netzero,low,high,high,ref,yes,low,6.791807377,heavy-duty,bev
93117,on,2035,netzero,high,high,high,ref,yes,low,3.21251067,heavy-duty,bev
93159,on,2035,netzero,ref,ref,ref,low,no,low,4.492301329,heavy-duty,bev
93201,on,2035,netzero,low,ref,ref,low,no,low,4.556105381,heavy-duty,bev
93243,on,2035,netzero,high,ref,ref,low,no,low,3.633977936,heavy-duty,bev
93285,on,2035,netzero,ref,ref,low,low,no,low,4.307269137,heavy-duty,bev
93327,on,2035,netzero,low,ref,low,low,no,low,4.421496959,heavy-duty,bev
93369,on,2035,netzero,high,ref,low,low,no,low,3.533056457,heavy-duty,bev
93411,on,2035,netzero,ref,ref,high,ref,no,low,4.292390596,heavy-duty,bev
93453,on,2035,netzero,ref,ref,high,low,no,low,4.54206183,heavy-duty,bev
93495,on,2035,netzero,low,ref,high,low,no,low,4.595258793,heavy-duty,bev
93537,on,2035,netzero,high,ref,high,low,no,low,3.661307493,heavy-duty,bev
93579,on,2035,netzero,ref,ref,ref,low,yes,low,4.268255166,heavy-duty,bev
93621,on,2035,netzero,low,ref,ref,low,yes,low,4.368267165,heavy-duty,bev
93663,on,2035,netzero,high,ref,ref,low,yes,low,3.470245631,heavy-duty,bev
93705,on,2035,netzero,ref,ref,low,low,yes,low,4.098173889,heavy-duty,bev
93747,on,2035,netzero,low,ref,low,low,yes,low,4.267124099,heavy-duty,bev
93789,on,2035,netzero,high,ref,low,low,yes,low,3.381568181,heavy-duty,bev
93831,on,2035,netzero,ref,ref,high,low,yes,low,4.301263623,heavy-duty,bev
93873,on,2035,netzero,low,ref,high,ref,no,low,6.736775407,heavy-duty,bev
93915,on,2035,netzero,low,ref,high,low,yes,low,4.401451764,heavy-duty,bev
93957,on,2035,netzero,high,ref,high,low,yes,low,3.502040136,heavy-duty,bev
93999,on,2035,netzero,ref,low,ref,low,no,low,3.629554199,heavy-duty,bev
94041,on,2035,netzero,low,low,ref,low,no,low,4.179787387,heavy-duty,bev
94083,on,2035,netzero,high,low,ref,low,no,low,3.042963012,heavy-duty,bev
94125,on,2035,netzero,ref,low,low,low,no,low,3.508273198,heavy-duty,bev
94167,on,2035,netzero,low,low,low,low,no,low,4.049914981,heavy-duty,bev
94209,on,2035,netzero,high,low,low,low,no,low,2.960109786,heavy-duty,bev
94251,on,2035,netzero,ref,low,high,low,no,low,3.653121347,heavy-duty,bev
94293,on,2035,netzero,low,low,high,low,no,low,4.223215825,heavy-duty,bev
94335,on,2035,netzero,high,ref,high,ref,no,low,3.161422209,heavy-duty,bev
94377,on,2035,netzero,high,low,high,low,no,low,3.063979684,heavy-duty,bev
94419,on,2035,netzero,ref,low,ref,low,yes,low,3.481336501,heavy-duty,bev
94461,on,2035,netzero,low,low,ref,low,yes,low,4.172349522,heavy-duty,bev
94503,on,2035,netzero,high,low,ref,low,yes,low,2.866532787,heavy-duty,bev
94545,on,2035,netzero,ref,low,low,low,yes,low,3.387136683,heavy-duty,bev
94587,on,2035,netzero,low,low,low,low,yes,low,4.054693929,heavy-duty,bev
94629,on,2035,netzero,high,low,low,low,yes,low,2.794703963,heavy-duty,bev
94671,on,2035,netzero,ref,low,high,low,yes,low,3.508996054,heavy-duty,bev
94713,on,2035,netzero,low,low,high,low,yes,low,4.186411083,heavy-duty,bev
94755,on,2035,netzero,high,low,high,low,yes,low,2.882808306,heavy-duty,bev
94797,on,2035,netzero,ref,ref,ref,ref,yes,low,4.241442473,heavy-duty,bev
94839,on,2035,netzero,ref,high,ref,low,no,low,4.633815155,heavy-duty,bev
94881,on,2035,netzero,low,high,ref,low,no,low,4.672548385,heavy-duty,bev
94923,on,2035,netzero,high,high,ref,low,no,low,3.656983864,heavy-duty,bev
94965,on,2035,netzero,ref,high,low,low,no,low,4.446151873,heavy-duty,bev
95007,on,2035,netzero,low,high,low,low,no,low,4.549966525,heavy-duty,bev
95049,on,2035,netzero,high,high,low,low,no,low,3.553973758,heavy-duty,bev
95091,on,2035,netzero,ref,high,high,low,no,low,4.699887398,heavy-duty,bev
95133,on,2035,netzero,low,high,high,low,no,low,4.701289761,heavy-duty,bev
95175,on,2035,netzero,high,high,high,low,no,low,3.684588149,heavy-duty,bev
95217,on,2035,netzero,ref,high,ref,low,yes,low,4.381936123,heavy-duty,bev
18148,on,2040,legislated,ref,ref,ref,ref,no,high,3.654034012,heavy-duty,bev
18190,on,2040,legislated,low,ref,ref,ref,no,high,6.054921089,heavy-duty,bev
18232,on,2040,legislated,low,ref,ref,ref,yes,high,6.054921089,heavy-duty,bev
18274,on,2040,legislated,low,high,ref,low,yes,high,4.100560009,heavy-duty,bev
18316,on,2040,legislated,high,high,ref,low,yes,high,2.80452587,heavy-duty,bev
18358,on,2040,legislated,ref,high,low,low,yes,high,3.47220376,heavy-duty,bev
18400,on,2040,legislated,low,high,low,low,yes,high,4.00996797,heavy-duty,bev
18442,on,2040,legislated,high,high,low,low,yes,high,2.760293651,heavy-duty,bev
18484,on,2040,legislated,ref,high,high,low,yes,high,3.555439516,heavy-duty,bev
18526,on,2040,legislated,low,high,high,low,yes,high,4.129401635,heavy-duty,bev
18568,on,2040,legislated,high,high,high,low,yes,high,2.817675015,heavy-duty,bev
18610,on,2040,legislated,high,ref,ref,ref,yes,high,2.934016208,heavy-duty,bev
18652,on,2040,legislated,ref,ref,low,ref,yes,high,3.564440827,heavy-duty,bev
18694,on,2040,legislated,low,ref,low,ref,yes,high,5.885887466,heavy-duty,bev
18736,on,2040,legislated,high,ref,low,ref,yes,high,2.855200725,heavy-duty,bev
18778,on,2040,legislated,ref,ref,high,ref,yes,high,3.679111144,heavy-duty,bev
18820,on,2040,legislated,low,ref,high,ref,yes,high,6.104050416,heavy-duty,bev
18862,on,2040,legislated,high,ref,high,ref,yes,high,2.959417141,heavy-duty,bev
18904,on,2040,legislated,ref,low,ref,ref,no,high,3.643931485,heavy-duty,bev
18946,on,2040,legislated,low,low,ref,ref,no,high,6.048919479,heavy-duty,bev
18988,on,2040,legislated,high,ref,ref,ref,no,high,2.934016208,heavy-duty,bev
19030,on,2040,legislated,high,low,ref,ref,no,high,2.642584095,heavy-duty,bev
19072,on,2040,legislated,ref,low,low,ref,no,high,3.558383125,heavy-duty,bev
19114,on,2040,legislated,low,low,low,ref,no,high,5.875357107,heavy-duty,bev
19156,on,2040,legislated,high,low,low,ref,no,high,2.579440619,heavy-duty,bev
19198,on,2040,legislated,ref,low,high,ref,no,high,3.672182002,heavy-duty,bev
19240,on,2040,legislated,low,low,high,ref,no,high,6.100380864,heavy-duty,bev
19282,on,2040,legislated,high,low,high,ref,no,high,2.661035288,heavy-duty,bev
19324,on,2040,legislated,ref,low,ref,ref,yes,high,3.643931485,heavy-duty,bev
19366,on,2040,legislated,low,low,ref,ref,yes,high,6.048919479,heavy-duty,bev
19408,on,2040,legislated,high,low,ref,ref,yes,high,2.642584095,heavy-duty,bev
19450,on,2040,legislated,ref,ref,low,ref,no,high,3.564440827,heavy-duty,bev
19492,on,2040,legislated,ref,low,low,ref,yes,high,3.558383125,heavy-duty,bev
19534,on,2040,legislated,low,low,low,ref,yes,high,5.875357107,heavy-duty,bev
19576,on,2040,legislated,high,low,low,ref,yes,high,2.579440619,heavy-duty,bev
19618,on,2040,legislated,ref,low,high,ref,yes,high,3.672182002,heavy-duty,bev
19660,on,2040,legislated,low,low,high,ref,yes,high,6.100380864,heavy-duty,bev
19702,on,2040,legislated,high,low,high,ref,yes,high,2.661035288,heavy-duty,bev
19744,on,2040,legislated,ref,high,ref,ref,no,high,3.869307437,heavy-duty,bev
19786,on,2040,legislated,low,high,ref,ref,no,high,6.069712604,heavy-duty,bev
19828,on,2040,legislated,high,high,ref,ref,no,high,3.069980162,heavy-duty,bev
19870,on,2040,legislated,ref,high,low,ref,no,high,3.737397874,heavy-duty,bev
19912,on,2040,legislated,low,ref,low,ref,no,high,5.885887466,heavy-duty,bev
19954,on,2040,legislated,low,high,low,ref,no,high,5.900573673,heavy-duty,bev
19996,on,2040,legislated,high,high,low,ref,no,high,2.996222515,heavy-duty,bev
20038,on,2040,legislated,ref,high,high,ref,no,high,3.903519686,heavy-duty,bev
20080,on,2040,legislated,low,high,high,ref,no,high,6.114593165,heavy-duty,bev
20122,on,2040,legislated,high,high,high,ref,no,high,3.090345714,heavy-duty,bev
20164,on,2040,legislated,ref,high,ref,ref,yes,high,3.869307437,heavy-duty,bev
20206,on,2040,legislated,low,high,ref,ref,yes,high,6.069712604,heavy-duty,bev
20248,on,2040,legislated,high,high,ref,ref,yes,high,3.069980162,heavy-duty,bev
20290,on,2040,legislated,ref,high,low,ref,yes,high,3.737397874,heavy-duty,bev
20332,on,2040,legislated,low,high,low,ref,yes,high,5.900573673,heavy-duty,bev
20374,on,2040,legislated,high,ref,low,ref,no,high,2.855200725,heavy-duty,bev
20416,on,2040,legislated,high,high,low,ref,yes,high,2.996222515,heavy-duty,bev
20458,on,2040,legislated,ref,high,high,ref,yes,high,3.903519686,heavy-duty,bev
20500,on,2040,legislated,low,high,high,ref,yes,high,6.114593165,heavy-duty,bev
20542,on,2040,legislated,high,high,high,ref,yes,high,3.090345714,heavy-duty,bev
20584,on,2040,legislated,ref,ref,ref,low,no,high,3.417549392,heavy-duty,bev
20626,on,2040,legislated,low,ref,ref,low,no,high,4.015449414,heavy-duty,bev
20668,on,2040,legislated,high,ref,ref,low,no,high,2.520809006,heavy-duty,bev
20710,on,2040,legislated,ref,ref,low,low,no,high,3.331129459,heavy-duty,bev
20752,on,2040,legislated,low,ref,low,low,no,high,3.934479668,heavy-duty,bev
20794,on,2040,legislated,high,ref,low,low,no,high,2.470512029,heavy-duty,bev
20836,on,2040,legislated,ref,ref,high,ref,no,high,3.679111144,heavy-duty,bev
20878,on,2040,legislated,ref,ref,high,low,no,high,3.441364127,heavy-duty,bev
20920,on,2040,legislated,low,ref,high,low,no,high,4.039267506,heavy-duty,bev
20962,on,2040,legislated,high,ref,high,low,no,high,2.533374195,heavy-duty,bev
21004,on,2040,legislated,ref,ref,ref,low,yes,high,3.417549392,heavy-duty,bev
21046,on,2040,legislated,low,ref,ref,low,yes,high,4.015449414,heavy-duty,bev
21088,on,2040,legislated,high,ref,ref,low,yes,high,2.520809006,heavy-duty,bev
21130,on,2040,legislated,ref,ref,low,low,yes,high,3.331129459,heavy-duty,bev
21172,on,2040,legislated,low,ref,low,low,yes,high,3.934479668,heavy-duty,bev
21214,on,2040,legislated,high,ref,low,low,yes,high,2.470512029,heavy-duty,bev
21256,on,2040,legislated,ref,ref,high,low,yes,high,3.441364127,heavy-duty,bev
21298,on,2040,legislated,low,ref,high,ref,no,high,6.104050416,heavy-duty,bev
21340,on,2040,legislated,low,ref,high,low,yes,high,4.039267506,heavy-duty,bev
21382,on,2040,legislated,high,ref,high,low,yes,high,2.533374195,heavy-duty,bev
21424,on,2040,legislated,ref,low,ref,low,no,high,2.727766545,heavy-duty,bev
21466,on,2040,legislated,low,low,ref,low,no,high,3.927506443,heavy-duty,bev
21508,on,2040,legislated,high,low,ref,low,no,high,2.176648924,heavy-duty,bev
21550,on,2040,legislated,ref,low,low,low,no,high,2.679547082,heavy-duty,bev
21592,on,2040,legislated,low,low,low,low,no,high,3.868508184,heavy-duty,bev
21634,on,2040,legislated,high,low,low,low,no,high,2.137416484,heavy-duty,bev
21676,on,2040,legislated,ref,low,high,low,no,high,2.74306595,heavy-duty,bev
21718,on,2040,legislated,low,low,high,low,no,high,3.944961132,heavy-duty,bev
21760,on,2040,legislated,high,ref,high,ref,no,high,2.959417141,heavy-duty,bev
21802,on,2040,legislated,high,low,high,low,no,high,2.184827328,heavy-duty,bev
21844,on,2040,legislated,ref,low,ref,low,yes,high,2.727766545,heavy-duty,bev
21886,on,2040,legislated,low,low,ref,low,yes,high,3.927506443,heavy-duty,bev
21928,on,2040,legislated,high,low,ref,low,yes,high,2.176648924,heavy-duty,bev
21970,on,2040,legislated,ref,low,low,low,yes,high,2.679547082,heavy-duty,bev
22012,on,2040,legislated,low,low,low,low,yes,high,3.868508184,heavy-duty,bev
22054,on,2040,legislated,high,low,low,low,yes,high,2.137416484,heavy-duty,bev
22096,on,2040,legislated,ref,low,high,low,yes,high,2.74306595,heavy-duty,bev
22138,on,2040,legislated,low,low,high,low,yes,high,3.944961132,heavy-duty,bev
22180,on,2040,legislated,high,low,high,low,yes,high,2.184827328,heavy-duty,bev
22222,on,2040,legislated,ref,ref,ref,ref,yes,high,3.654034012,heavy-duty,bev
22264,on,2040,legislated,ref,high,ref,low,no,high,3.555652422,heavy-duty,bev
22306,on,2040,legislated,low,high,ref,low,no,high,4.100560009,heavy-duty,bev
22348,on,2040,legislated,high,high,ref,low,no,high,2.80452587,heavy-duty,bev
22390,on,2040,legislated,ref,high,low,low,no,high,3.47220376,heavy-duty,bev
