id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,type
30794,on,2025,legislated,high,high,low,low,yes,high,5435.82,wind
30864,on,2025,legislated,ref,high,high,low,yes,high,5435.82,wind
30934,on,2025,legislated,low,high,high,low,yes,high,5435.82,wind
31004,on,2025,legislated,high,high,high,low,yes,high,5435.82,wind
31074,on,2025,legislated,high,ref,ref,ref,yes,high,5435.82,wind
31144,on,2025,legislated,ref,ref,low,ref,yes,high,5435.82,wind
31214,on,2025,legislated,low,ref,low,ref,yes,high,5435.82,wind
31284,on,2025,legislated,high,ref,low,ref,yes,high,5435.82,wind
31354,on,2025,legislated,ref,ref,high,ref,yes,high,5435.82,wind
31424,on,2025,legislated,low,ref,high,ref,yes,high,5435.82,wind
31494,on,2025,legislated,high,ref,high,ref,yes,high,5435.82,wind
31564,on,2025,legislated,ref,low,ref,ref,no,high,5435.82,wind
31634,on,2025,legislated,low,low,ref,ref,no,high,5435.82,wind
31704,on,2025,legislated,high,ref,ref,ref,no,high,5435.82,wind
31774,on,2025,legislated,high,low,ref,ref,no,high,5435.82,wind
31844,on,2025,legislated,ref,low,low,ref,no,high,5435.82,wind
31914,on,2025,legislated,low,low,low,ref,no,high,5435.82,wind
31984,on,2025,legislated,high,low,low,ref,no,high,5435.82,wind
32054,on,2025,legislated,ref,low,high,ref,no,high,5435.82,wind
32124,on,2025,legislated,low,low,high,ref,no,high,5435.82,wind
32194,on,2025,legislated,high,low,high,ref,no,high,5435.82,wind
32264,on,2025,legislated,ref,low,ref,ref,yes,high,5435.82,wind
32334,on,2025,legislated,low,low,ref,ref,yes,high,5435.82,wind
32404,on,2025,legislated,high,low,ref,ref,yes,high,5435.82,wind
32474,on,2025,legislated,ref,ref,low,ref,no,high,5435.82,wind
32544,on,2025,legislated,ref,low,low,ref,yes,high,5435.82,wind
32614,on,2025,legislated,low,low,low,ref,yes,high,5435.82,wind
32684,on,2025,legislated,high,low,low,ref,yes,high,5435.82,wind
32754,on,2025,legislated,ref,low,high,ref,yes,high,5435.82,wind
32824,on,2025,legislated,low,low,high,ref,yes,high,5435.82,wind
32894,on,2025,legislated,high,low,high,ref,yes,high,5435.82,wind
32964,on,2025,legislated,ref,high,ref,ref,no,high,5435.82,wind
33034,on,2025,legislated,low,high,ref,ref,no,high,5435.82,wind
33104,on,2025,legislated,high,high,ref,ref,no,high,5435.82,wind
33174,on,2025,legislated,ref,high,low,ref,no,high,5435.82,wind
33244,on,2025,legislated,low,ref,low,ref,no,high,5435.82,wind
33314,on,2025,legislated,low,high,low,ref,no,high,5435.82,wind
33384,on,2025,legislated,high,high,low,ref,no,high,5435.82,wind
33454,on,2025,legislated,ref,high,high,ref,no,high,5435.82,wind
33524,on,2025,legislated,low,high,high,ref,no,high,5435.82,wind
33594,on,2025,legislated,high,high,high,ref,no,high,5435.82,wind
33664,on,2025,legislated,ref,high,ref,ref,yes,high,5435.82,wind
33734,on,2025,legislated,low,high,ref,ref,yes,high,5435.82,wind
33804,on,2025,legislated,high,high,ref,ref,yes,high,5435.82,wind
33874,on,2025,legislated,ref,high,low,ref,yes,high,5435.82,wind
33944,on,2025,legislated,low,high,low,ref,yes,high,5435.82,wind
34014,on,2025,legislated,high,ref,low,ref,no,high,5435.82,wind
34084,on,2025,legislated,high,high,low,ref,yes,high,5435.82,wind
34154,on,2025,legislated,ref,high,high,ref,yes,high,5435.82,wind
34224,on,2025,legislated,low,high,high,ref,yes,high,5435.82,wind
34294,on,2025,legislated,high,high,high,ref,yes,high,5435.82,wind
34364,on,2025,legislated,ref,ref,ref,low,no,high,5435.82,wind
34434,on,2025,legislated,low,ref,ref,low,no,high,5435.82,wind
34504,on,2025,legislated,high,ref,ref,low,no,high,5435.82,wind
34574,on,2025,legislated,ref,ref,low,low,no,high,5435.82,wind
34644,on,2025,legislated,low,ref,low,low,no,high,5435.82,wind
34714,on,2025,legislated,high,ref,low,low,no,high,5435.82,wind
34784,on,2025,legislated,ref,ref,high,ref,no,high,5435.82,wind
34854,on,2025,legislated,ref,ref,high,low,no,high,5435.82,wind
34924,on,2025,legislated,low,ref,high,low,no,high,5435.82,wind
34994,on,2025,legislated,high,ref,high,low,no,high,5435.82,wind
35064,on,2025,legislated,ref,ref,ref,low,yes,high,5435.82,wind
35134,on,2025,legislated,low,ref,ref,low,yes,high,5435.82,wind
35204,on,2025,legislated,high,ref,ref,low,yes,high,5435.82,wind
35274,on,2025,legislated,ref,ref,low,low,yes,high,5435.82,wind
35344,on,2025,legislated,low,ref,low,low,yes,high,5435.82,wind
35414,on,2025,legislated,high,ref,low,low,yes,high,5435.82,wind
35484,on,2025,legislated,ref,ref,high,low,yes,high,5435.82,wind
35554,on,2025,legislated,low,ref,high,ref,no,high,5435.82,wind
35624,on,2025,legislated,low,ref,high,low,yes,high,5435.82,wind
35694,on,2025,legislated,high,ref,high,low,yes,high,5435.82,wind
35764,on,2025,legislated,ref,low,ref,low,no,high,5435.82,wind
35834,on,2025,legislated,low,low,ref,low,no,high,5435.82,wind
35904,on,2025,legislated,high,low,ref,low,no,high,5435.82,wind
35974,on,2025,legislated,ref,low,low,low,no,high,5435.82,wind
36044,on,2025,legislated,low,low,low,low,no,high,5435.82,wind
