id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,fuel_type,fuel_phase
36514,on,2030,netzero,ref,high,high,low,yes,high,6.377437293,biofuel,gas
36542,on,2030,netzero,low,high,high,low,yes,high,0.0,biofuel,gas
36570,on,2030,netzero,high,high,high,low,yes,high,5.667650072,biofuel,gas
36598,on,2030,netzero,high,ref,ref,ref,yes,high,18.54763853,biofuel,gas
36626,on,2030,netzero,ref,ref,low,ref,yes,high,1.776326559,biofuel,gas
36654,on,2030,netzero,low,ref,low,ref,yes,high,1.494992898,biofuel,gas
36682,on,2030,netzero,high,ref,low,ref,yes,high,18.59962154,biofuel,gas
36710,on,2030,netzero,ref,ref,high,ref,yes,high,1.798414195,biofuel,gas
36738,on,2030,netzero,low,ref,high,ref,yes,high,1.498425434,biofuel,gas
36766,on,2030,netzero,high,ref,high,ref,yes,high,18.44367942,biofuel,gas
36794,on,2030,netzero,ref,low,ref,ref,no,high,16.15396634,biofuel,gas
36822,on,2030,netzero,low,low,ref,ref,no,high,12.96358195,biofuel,gas
36850,on,2030,netzero,high,ref,ref,ref,no,high,18.51024975,biofuel,gas
36878,on,2030,netzero,high,low,ref,ref,no,high,20.3953139,biofuel,gas
36906,on,2030,netzero,ref,low,low,ref,no,high,16.39430292,biofuel,gas
36934,on,2030,netzero,low,low,low,ref,no,high,12.96612517,biofuel,gas
36962,on,2030,netzero,high,low,low,ref,no,high,20.41600622,biofuel,gas
36990,on,2030,netzero,ref,low,high,ref,no,high,16.20892938,biofuel,gas
37018,on,2030,netzero,low,low,high,ref,no,high,12.98039808,biofuel,gas
37046,on,2030,netzero,high,low,high,ref,no,high,20.35699847,biofuel,gas
37074,on,2030,netzero,ref,low,ref,ref,yes,high,15.70981103,biofuel,gas
37102,on,2030,netzero,low,low,ref,ref,yes,high,12.98545866,biofuel,gas
37130,on,2030,netzero,high,low,ref,ref,yes,high,20.38697461,biofuel,gas
37158,on,2030,netzero,ref,ref,low,ref,no,high,1.808459541,biofuel,gas
37186,on,2030,netzero,ref,low,low,ref,yes,high,16.38139647,biofuel,gas
37214,on,2030,netzero,low,low,low,ref,yes,high,13.02651544,biofuel,gas
37242,on,2030,netzero,high,low,low,ref,yes,high,20.32249999,biofuel,gas
37270,on,2030,netzero,ref,low,high,ref,yes,high,15.7670061,biofuel,gas
37298,on,2030,netzero,low,low,high,ref,yes,high,13.05471826,biofuel,gas
37326,on,2030,netzero,high,low,high,ref,yes,high,19.11275373,biofuel,gas
37354,on,2030,netzero,ref,high,ref,ref,no,high,1.980789884,biofuel,gas
37382,on,2030,netzero,low,high,ref,ref,no,high,1.571307251,biofuel,gas
37410,on,2030,netzero,high,high,ref,ref,no,high,2.188931201,biofuel,gas
37438,on,2030,netzero,ref,high,low,ref,no,high,2.037384352,biofuel,gas
37466,on,2030,netzero,low,ref,low,ref,no,high,1.515955279,biofuel,gas
37494,on,2030,netzero,low,high,low,ref,no,high,1.543442064,biofuel,gas
37522,on,2030,netzero,high,high,low,ref,no,high,2.061429807,biofuel,gas
37550,on,2030,netzero,ref,high,high,ref,no,high,1.981177209,biofuel,gas
37578,on,2030,netzero,low,high,high,ref,no,high,1.582515449,biofuel,gas
37606,on,2030,netzero,high,high,high,ref,no,high,2.066032984,biofuel,gas
37634,on,2030,netzero,ref,high,ref,ref,yes,high,1.980259993,biofuel,gas
37662,on,2030,netzero,low,high,ref,ref,yes,high,1.569611998,biofuel,gas
37690,on,2030,netzero,high,high,ref,ref,yes,high,2.099530051,biofuel,gas
37718,on,2030,netzero,ref,high,low,ref,yes,high,2.004714512,biofuel,gas
37746,on,2030,netzero,low,high,low,ref,yes,high,1.610123459,biofuel,gas
37774,on,2030,netzero,high,ref,low,ref,no,high,18.91022757,biofuel,gas
37802,on,2030,netzero,high,high,low,ref,yes,high,1.979662622,biofuel,gas
37830,on,2030,netzero,ref,high,high,ref,yes,high,1.980888952,biofuel,gas
37858,on,2030,netzero,low,high,high,ref,yes,high,1.571098839,biofuel,gas
37886,on,2030,netzero,high,high,high,ref,yes,high,2.096034582,biofuel,gas
37914,on,2030,netzero,ref,ref,ref,low,no,high,5.246862085,biofuel,gas
37942,on,2030,netzero,low,ref,ref,low,no,high,0.0,biofuel,gas
37970,on,2030,netzero,high,ref,ref,low,no,high,6.112539273,biofuel,gas
37998,on,2030,netzero,ref,ref,low,low,no,high,3.149229352,biofuel,gas
38026,on,2030,netzero,low,ref,low,low,no,high,0.0,biofuel,gas
38054,on,2030,netzero,high,ref,low,low,no,high,6.163139073,biofuel,gas
38082,on,2030,netzero,ref,ref,high,ref,no,high,1.78543268,biofuel,gas
38110,on,2030,netzero,ref,ref,high,low,no,high,5.259716915,biofuel,gas
38138,on,2030,netzero,low,ref,high,low,no,high,0.0,biofuel,gas
38166,on,2030,netzero,high,ref,high,low,no,high,6.049303389,biofuel,gas
38194,on,2030,netzero,ref,ref,ref,low,yes,high,4.839774056,biofuel,gas
38222,on,2030,netzero,low,ref,ref,low,yes,high,0.0,biofuel,gas
38250,on,2030,netzero,high,ref,ref,low,yes,high,6.016908407,biofuel,gas
38278,on,2030,netzero,ref,ref,low,low,yes,high,4.25390125,biofuel,gas
38306,on,2030,netzero,low,ref,low,low,yes,high,0.0,biofuel,gas
38334,on,2030,netzero,high,ref,low,low,yes,high,6.077680689,biofuel,gas
38362,on,2030,netzero,ref,ref,high,low,yes,high,5.475696372,biofuel,gas
38390,on,2030,netzero,low,ref,high,ref,no,high,1.513625111,biofuel,gas
38418,on,2030,netzero,low,ref,high,low,yes,high,0.0,biofuel,gas
38446,on,2030,netzero,high,ref,high,low,yes,high,7.144230509,biofuel,gas
38474,on,2030,netzero,ref,low,ref,low,no,high,0.0,biofuel,gas
38502,on,2030,netzero,low,low,ref,low,no,high,0.0,biofuel,gas
38530,on,2030,netzero,high,low,ref,low,no,high,3.784343498,biofuel,gas
38558,on,2030,netzero,ref,low,low,low,no,high,0.0,biofuel,gas
38586,on,2030,netzero,low,low,low,low,no,high,0.0,biofuel,gas
38614,on,2030,netzero,high,low,low,low,no,high,3.738904938,biofuel,gas
38642,on,2030,netzero,ref,low,high,low,no,high,0.0,biofuel,gas
38670,on,2030,netzero,low,low,high,low,no,high,0.0,biofuel,gas
38698,on,2030,netzero,high,ref,high,ref,no,high,18.54204059,biofuel,gas
38726,on,2030,netzero,high,low,high,low,no,high,3.710849001,biofuel,gas
38754,on,2030,netzero,ref,low,ref,low,yes,high,0.0,biofuel,gas
38782,on,2030,netzero,low,low,ref,low,yes,high,0.0,biofuel,gas
38810,on,2030,netzero,high,low,ref,low,yes,high,3.794713278,biofuel,gas
38838,on,2030,netzero,ref,low,low,low,yes,high,0.0,biofuel,gas
38866,on,2030,netzero,low,low,low,low,yes,high,0.0,biofuel,gas
38894,on,2030,netzero,high,low,low,low,yes,high,3.747892963,biofuel,gas
38922,on,2030,netzero,ref,low,high,low,yes,high,0.0,biofuel,gas
38950,on,2030,netzero,low,low,high,low,yes,high,0.0,biofuel,gas
38978,on,2030,netzero,high,low,high,low,yes,high,3.771339058,biofuel,gas
39006,on,2030,netzero,ref,ref,ref,ref,yes,high,1.833628937,biofuel,gas
39034,on,2030,netzero,ref,high,ref,low,no,high,5.389239083,biofuel,gas
39062,on,2030,netzero,low,high,ref,low,no,high,0.0,biofuel,gas
39090,on,2030,netzero,high,high,ref,low,no,high,6.331128722,biofuel,gas
39118,on,2030,netzero,ref,high,low,low,no,high,5.584702606,biofuel,gas
39146,on,2030,netzero,low,high,low,low,no,high,0.0,biofuel,gas
39174,on,2030,netzero,high,high,low,low,no,high,6.2932546,biofuel,gas
39202,on,2030,netzero,ref,high,high,low,no,high,6.291550474,biofuel,gas
39230,on,2030,netzero,low,high,high,low,no,high,0.0,biofuel,gas
39258,on,2030,netzero,high,high,high,low,no,high,6.210215061,biofuel,gas
39286,on,2030,netzero,ref,high,ref,low,yes,high,6.472996406,biofuel,gas
60482,on,2030,netzero,ref,ref,ref,ref,no,low,1.810046477,biofuel,gas
60510,on,2030,netzero,low,ref,ref,ref,no,low,1.487476157,biofuel,gas
60538,on,2030,netzero,low,ref,ref,ref,yes,low,1.507072483,biofuel,gas
60566,on,2030,netzero,low,high,ref,low,yes,low,0.0,biofuel,gas
60594,on,2030,netzero,high,high,ref,low,yes,low,6.004475823,biofuel,gas
60622,on,2030,netzero,ref,high,low,low,yes,low,4.891048123,biofuel,gas
60650,on,2030,netzero,low,high,low,low,yes,low,0.0,biofuel,gas
60678,on,2030,netzero,high,high,low,low,yes,low,6.436169412,biofuel,gas
60706,on,2030,netzero,ref,high,high,low,yes,low,6.540425438,biofuel,gas
60734,on,2030,netzero,low,high,high,low,yes,low,0.0,biofuel,gas
60762,on,2030,netzero,high,high,high,low,yes,low,5.667650072,biofuel,gas
60790,on,2030,netzero,high,ref,ref,ref,yes,low,18.54763853,biofuel,gas
60818,on,2030,netzero,ref,ref,low,ref,yes,low,1.776326559,biofuel,gas
60846,on,2030,netzero,low,ref,low,ref,yes,low,1.494992898,biofuel,gas
60874,on,2030,netzero,high,ref,low,ref,yes,low,18.59962154,biofuel,gas
60902,on,2030,netzero,ref,ref,high,ref,yes,low,1.798414195,biofuel,gas
60930,on,2030,netzero,low,ref,high,ref,yes,low,1.498425434,biofuel,gas
60958,on,2030,netzero,high,ref,high,ref,yes,low,18.44367942,biofuel,gas
60986,on,2030,netzero,ref,low,ref,ref,no,low,16.15396634,biofuel,gas
61014,on,2030,netzero,low,low,ref,ref,no,low,12.96358195,biofuel,gas
61042,on,2030,netzero,high,ref,ref,ref,no,low,18.54560241,biofuel,gas
61070,on,2030,netzero,high,low,ref,ref,no,low,20.3953139,biofuel,gas
61098,on,2030,netzero,ref,low,low,ref,no,low,16.39430292,biofuel,gas
61126,on,2030,netzero,low,low,low,ref,no,low,12.96612517,biofuel,gas
61154,on,2030,netzero,high,low,low,ref,no,low,20.41600622,biofuel,gas
61182,on,2030,netzero,ref,low,high,ref,no,low,16.20892938,biofuel,gas
61210,on,2030,netzero,low,low,high,ref,no,low,12.98039808,biofuel,gas
61238,on,2030,netzero,high,low,high,ref,no,low,20.35699847,biofuel,gas
61266,on,2030,netzero,ref,low,ref,ref,yes,low,15.70981103,biofuel,gas
61294,on,2030,netzero,low,low,ref,ref,yes,low,12.98545866,biofuel,gas
61322,on,2030,netzero,high,low,ref,ref,yes,low,20.38697461,biofuel,gas
61350,on,2030,netzero,ref,ref,low,ref,no,low,1.808459541,biofuel,gas
61378,on,2030,netzero,ref,low,low,ref,yes,low,16.38139647,biofuel,gas
61406,on,2030,netzero,low,low,low,ref,yes,low,13.02651544,biofuel,gas
61434,on,2030,netzero,high,low,low,ref,yes,low,20.32249999,biofuel,gas
61462,on,2030,netzero,ref,low,high,ref,yes,low,15.7670061,biofuel,gas
61490,on,2030,netzero,low,low,high,ref,yes,low,13.05471826,biofuel,gas
61518,on,2030,netzero,high,low,high,ref,yes,low,19.11275373,biofuel,gas
61546,on,2030,netzero,ref,high,ref,ref,no,low,1.980789884,biofuel,gas
61574,on,2030,netzero,low,high,ref,ref,no,low,1.571307251,biofuel,gas
61602,on,2030,netzero,high,high,ref,ref,no,low,2.188931201,biofuel,gas
61630,on,2030,netzero,ref,high,low,ref,no,low,2.037384352,biofuel,gas
61658,on,2030,netzero,low,ref,low,ref,no,low,1.515955279,biofuel,gas
61686,on,2030,netzero,low,high,low,ref,no,low,1.543442064,biofuel,gas
61714,on,2030,netzero,high,high,low,ref,no,low,2.123141867,biofuel,gas
61742,on,2030,netzero,ref,high,high,ref,no,low,1.981177209,biofuel,gas
61770,on,2030,netzero,low,high,high,ref,no,low,1.582515449,biofuel,gas
61798,on,2030,netzero,high,high,high,ref,no,low,2.066032984,biofuel,gas
61826,on,2030,netzero,ref,high,ref,ref,yes,low,1.980259993,biofuel,gas
61854,on,2030,netzero,low,high,ref,ref,yes,low,1.569611998,biofuel,gas
61882,on,2030,netzero,high,high,ref,ref,yes,low,2.099530051,biofuel,gas
61910,on,2030,netzero,ref,high,low,ref,yes,low,2.004714512,biofuel,gas
61938,on,2030,netzero,low,high,low,ref,yes,low,1.610123459,biofuel,gas
61966,on,2030,netzero,high,ref,low,ref,no,low,18.91022757,biofuel,gas
61994,on,2030,netzero,high,high,low,ref,yes,low,1.979662622,biofuel,gas
62022,on,2030,netzero,ref,high,high,ref,yes,low,1.980888952,biofuel,gas
62050,on,2030,netzero,low,high,high,ref,yes,low,1.571098839,biofuel,gas
62078,on,2030,netzero,high,high,high,ref,yes,low,2.096034582,biofuel,gas
62106,on,2030,netzero,ref,ref,ref,low,no,low,5.246862085,biofuel,gas
62134,on,2030,netzero,low,ref,ref,low,no,low,0.0,biofuel,gas
62162,on,2030,netzero,high,ref,ref,low,no,low,6.112539273,biofuel,gas
62190,on,2030,netzero,ref,ref,low,low,no,low,3.149229352,biofuel,gas
62218,on,2030,netzero,low,ref,low,low,no,low,0.0,biofuel,gas
62246,on,2030,netzero,high,ref,low,low,no,low,6.163139073,biofuel,gas
62274,on,2030,netzero,ref,ref,high,ref,no,low,1.78543268,biofuel,gas
62302,on,2030,netzero,ref,ref,high,low,no,low,5.259716915,biofuel,gas
62330,on,2030,netzero,low,ref,high,low,no,low,0.0,biofuel,gas
62358,on,2030,netzero,high,ref,high,low,no,low,6.049303389,biofuel,gas
62386,on,2030,netzero,ref,ref,ref,low,yes,low,4.839774056,biofuel,gas
62414,on,2030,netzero,low,ref,ref,low,yes,low,0.0,biofuel,gas
62442,on,2030,netzero,high,ref,ref,low,yes,low,6.016908407,biofuel,gas
62470,on,2030,netzero,ref,ref,low,low,yes,low,4.25390125,biofuel,gas
62498,on,2030,netzero,low,ref,low,low,yes,low,0.0,biofuel,gas
62526,on,2030,netzero,high,ref,low,low,yes,low,6.077680689,biofuel,gas
62554,on,2030,netzero,ref,ref,high,low,yes,low,5.475696372,biofuel,gas
62582,on,2030,netzero,low,ref,high,ref,no,low,1.513625111,biofuel,gas
62610,on,2030,netzero,low,ref,high,low,yes,low,0.0,biofuel,gas
62638,on,2030,netzero,high,ref,high,low,yes,low,7.144230509,biofuel,gas
62666,on,2030,netzero,ref,low,ref,low,no,low,0.0,biofuel,gas
62694,on,2030,netzero,low,low,ref,low,no,low,0.0,biofuel,gas
62722,on,2030,netzero,high,low,ref,low,no,low,3.784343498,biofuel,gas
62750,on,2030,netzero,ref,low,low,low,no,low,0.0,biofuel,gas
62778,on,2030,netzero,low,low,low,low,no,low,0.0,biofuel,gas
62806,on,2030,netzero,high,low,low,low,no,low,3.738904938,biofuel,gas
62834,on,2030,netzero,ref,low,high,low,no,low,0.0,biofuel,gas
62862,on,2030,netzero,low,low,high,low,no,low,0.0,biofuel,gas
62890,on,2030,netzero,high,ref,high,ref,no,low,18.54204059,biofuel,gas
62918,on,2030,netzero,high,low,high,low,no,low,3.710849001,biofuel,gas
62946,on,2030,netzero,ref,low,ref,low,yes,low,0.0,biofuel,gas
62974,on,2030,netzero,low,low,ref,low,yes,low,0.0,biofuel,gas
63002,on,2030,netzero,high,low,ref,low,yes,low,3.794713278,biofuel,gas
63030,on,2030,netzero,ref,low,low,low,yes,low,0.0,biofuel,gas
63058,on,2030,netzero,low,low,low,low,yes,low,0.0,biofuel,gas
63086,on,2030,netzero,high,low,low,low,yes,low,3.747892963,biofuel,gas
63114,on,2030,netzero,ref,low,high,low,yes,low,0.0,biofuel,gas
63142,on,2030,netzero,low,low,high,low,yes,low,0.0,biofuel,gas
63170,on,2030,netzero,high,low,high,low,yes,low,3.771339058,biofuel,gas
63198,on,2030,netzero,ref,ref,ref,ref,yes,low,1.833628937,biofuel,gas
63226,on,2030,netzero,ref,high,ref,low,no,low,5.389239083,biofuel,gas
63254,on,2030,netzero,low,high,ref,low,no,low,0.0,biofuel,gas
63282,on,2030,netzero,high,high,ref,low,no,low,6.331128722,biofuel,gas
63310,on,2030,netzero,ref,high,low,low,no,low,5.584702606,biofuel,gas
63338,on,2030,netzero,low,high,low,low,no,low,0.0,biofuel,gas
63366,on,2030,netzero,high,high,low,low,no,low,6.2932546,biofuel,gas
63394,on,2030,netzero,ref,high,high,low,no,low,6.291550474,biofuel,gas
63422,on,2030,netzero,low,high,high,low,no,low,0.0,biofuel,gas
63450,on,2030,netzero,high,high,high,low,no,low,6.209632914,biofuel,gas
63478,on,2030,netzero,ref,high,ref,low,yes,low,5.159216914,biofuel,gas
12099,on,2035,legislated,ref,ref,ref,ref,no,high,0.0,biofuel,gas
12127,on,2035,legislated,low,ref,ref,ref,no,high,0.0,biofuel,gas
12155,on,2035,legislated,low,ref,ref,ref,yes,high,0.0,biofuel,gas
12183,on,2035,legislated,low,high,ref,low,yes,high,0.0,biofuel,gas
12211,on,2035,legislated,high,high,ref,low,yes,high,0.0,biofuel,gas
12239,on,2035,legislated,ref,high,low,low,yes,high,0.0,biofuel,gas
12267,on,2035,legislated,low,high,low,low,yes,high,0.0,biofuel,gas
12295,on,2035,legislated,high,high,low,low,yes,high,0.0,biofuel,gas
12323,on,2035,legislated,ref,high,high,low,yes,high,0.0,biofuel,gas
12351,on,2035,legislated,low,high,high,low,yes,high,0.0,biofuel,gas
12379,on,2035,legislated,high,high,high,low,yes,high,0.0,biofuel,gas
12407,on,2035,legislated,high,ref,ref,ref,yes,high,0.0,biofuel,gas
12435,on,2035,legislated,ref,ref,low,ref,yes,high,0.0,biofuel,gas
12463,on,2035,legislated,low,ref,low,ref,yes,high,0.0,biofuel,gas
12491,on,2035,legislated,high,ref,low,ref,yes,high,0.0,biofuel,gas
12519,on,2035,legislated,ref,ref,high,ref,yes,high,0.0,biofuel,gas
12547,on,2035,legislated,low,ref,high,ref,yes,high,0.0,biofuel,gas
12575,on,2035,legislated,high,ref,high,ref,yes,high,0.0,biofuel,gas
12603,on,2035,legislated,ref,low,ref,ref,no,high,0.0,biofuel,gas
12631,on,2035,legislated,low,low,ref,ref,no,high,0.0,biofuel,gas
12659,on,2035,legislated,high,ref,ref,ref,no,high,0.0,biofuel,gas
12687,on,2035,legislated,high,low,ref,ref,no,high,0.0,biofuel,gas
12715,on,2035,legislated,ref,low,low,ref,no,high,0.0,biofuel,gas
12743,on,2035,legislated,low,low,low,ref,no,high,0.0,biofuel,gas
12771,on,2035,legislated,high,low,low,ref,no,high,0.0,biofuel,gas
12799,on,2035,legislated,ref,low,high,ref,no,high,0.0,biofuel,gas
12827,on,2035,legislated,low,low,high,ref,no,high,0.0,biofuel,gas
12855,on,2035,legislated,high,low,high,ref,no,high,0.0,biofuel,gas
12883,on,2035,legislated,ref,low,ref,ref,yes,high,0.0,biofuel,gas
12911,on,2035,legislated,low,low,ref,ref,yes,high,0.0,biofuel,gas
12939,on,2035,legislated,high,low,ref,ref,yes,high,0.0,biofuel,gas
12967,on,2035,legislated,ref,ref,low,ref,no,high,0.0,biofuel,gas
12995,on,2035,legislated,ref,low,low,ref,yes,high,0.0,biofuel,gas
13023,on,2035,legislated,low,low,low,ref,yes,high,0.0,biofuel,gas
13051,on,2035,legislated,high,low,low,ref,yes,high,0.0,biofuel,gas
13079,on,2035,legislated,ref,low,high,ref,yes,high,0.0,biofuel,gas
13107,on,2035,legislated,low,low,high,ref,yes,high,0.0,biofuel,gas
13135,on,2035,legislated,high,low,high,ref,yes,high,0.0,biofuel,gas
13163,on,2035,legislated,ref,high,ref,ref,no,high,0.0,biofuel,gas
13191,on,2035,legislated,low,high,ref,ref,no,high,0.0,biofuel,gas
13219,on,2035,legislated,high,high,ref,ref,no,high,0.0,biofuel,gas
13247,on,2035,legislated,ref,high,low,ref,no,high,0.0,biofuel,gas
13275,on,2035,legislated,low,ref,low,ref,no,high,0.0,biofuel,gas
13303,on,2035,legislated,low,high,low,ref,no,high,0.0,biofuel,gas
13331,on,2035,legislated,high,high,low,ref,no,high,0.0,biofuel,gas
13359,on,2035,legislated,ref,high,high,ref,no,high,0.0,biofuel,gas
13387,on,2035,legislated,low,high,high,ref,no,high,0.0,biofuel,gas
13415,on,2035,legislated,high,high,high,ref,no,high,0.0,biofuel,gas
13443,on,2035,legislated,ref,high,ref,ref,yes,high,0.0,biofuel,gas
13471,on,2035,legislated,low,high,ref,ref,yes,high,0.0,biofuel,gas
13499,on,2035,legislated,high,high,ref,ref,yes,high,0.0,biofuel,gas
13527,on,2035,legislated,ref,high,low,ref,yes,high,0.0,biofuel,gas
13555,on,2035,legislated,low,high,low,ref,yes,high,0.0,biofuel,gas
13583,on,2035,legislated,high,ref,low,ref,no,high,0.0,biofuel,gas
13611,on,2035,legislated,high,high,low,ref,yes,high,0.0,biofuel,gas
13639,on,2035,legislated,ref,high,high,ref,yes,high,0.0,biofuel,gas
13667,on,2035,legislated,low,high,high,ref,yes,high,0.0,biofuel,gas
13695,on,2035,legislated,high,high,high,ref,yes,high,0.0,biofuel,gas
13723,on,2035,legislated,ref,ref,ref,low,no,high,0.0,biofuel,gas
13751,on,2035,legislated,low,ref,ref,low,no,high,0.0,biofuel,gas
13779,on,2035,legislated,high,ref,ref,low,no,high,0.0,biofuel,gas
13807,on,2035,legislated,ref,ref,low,low,no,high,0.0,biofuel,gas
13835,on,2035,legislated,low,ref,low,low,no,high,0.0,biofuel,gas
13863,on,2035,legislated,high,ref,low,low,no,high,0.0,biofuel,gas
13891,on,2035,legislated,ref,ref,high,ref,no,high,0.0,biofuel,gas
13919,on,2035,legislated,ref,ref,high,low,no,high,0.0,biofuel,gas
13947,on,2035,legislated,low,ref,high,low,no,high,0.0,biofuel,gas
13975,on,2035,legislated,high,ref,high,low,no,high,0.0,biofuel,gas
14003,on,2035,legislated,ref,ref,ref,low,yes,high,0.0,biofuel,gas
14031,on,2035,legislated,low,ref,ref,low,yes,high,0.0,biofuel,gas
14059,on,2035,legislated,high,ref,ref,low,yes,high,0.0,biofuel,gas
14087,on,2035,legislated,ref,ref,low,low,yes,high,0.0,biofuel,gas
14115,on,2035,legislated,low,ref,low,low,yes,high,0.0,biofuel,gas
14143,on,2035,legislated,high,ref,low,low,yes,high,0.0,biofuel,gas
14171,on,2035,legislated,ref,ref,high,low,yes,high,0.0,biofuel,gas
14199,on,2035,legislated,low,ref,high,ref,no,high,0.0,biofuel,gas
14227,on,2035,legislated,low,ref,high,low,yes,high,0.0,biofuel,gas
14255,on,2035,legislated,high,ref,high,low,yes,high,0.0,biofuel,gas
14283,on,2035,legislated,ref,low,ref,low,no,high,0.0,biofuel,gas
14311,on,2035,legislated,low,low,ref,low,no,high,0.0,biofuel,gas
14339,on,2035,legislated,high,low,ref,low,no,high,0.0,biofuel,gas
14367,on,2035,legislated,ref,low,low,low,no,high,0.0,biofuel,gas
14395,on,2035,legislated,low,low,low,low,no,high,0.0,biofuel,gas
14423,on,2035,legislated,high,low,low,low,no,high,0.0,biofuel,gas
14451,on,2035,legislated,ref,low,high,low,no,high,0.0,biofuel,gas
14479,on,2035,legislated,low,low,high,low,no,high,0.0,biofuel,gas
14507,on,2035,legislated,high,ref,high,ref,no,high,0.0,biofuel,gas
14535,on,2035,legislated,high,low,high,low,no,high,0.0,biofuel,gas
14563,on,2035,legislated,ref,low,ref,low,yes,high,0.0,biofuel,gas
14591,on,2035,legislated,low,low,ref,low,yes,high,0.0,biofuel,gas
14619,on,2035,legislated,high,low,ref,low,yes,high,0.0,biofuel,gas
14647,on,2035,legislated,ref,low,low,low,yes,high,0.0,biofuel,gas
14675,on,2035,legislated,low,low,low,low,yes,high,0.0,biofuel,gas
14703,on,2035,legislated,high,low,low,low,yes,high,0.0,biofuel,gas
14731,on,2035,legislated,ref,low,high,low,yes,high,0.0,biofuel,gas
14759,on,2035,legislated,low,low,high,low,yes,high,0.0,biofuel,gas
14787,on,2035,legislated,high,low,high,low,yes,high,0.0,biofuel,gas
14815,on,2035,legislated,ref,ref,ref,ref,yes,high,0.0,biofuel,gas
14843,on,2035,legislated,ref,high,ref,low,no,high,0.0,biofuel,gas
14871,on,2035,legislated,low,high,ref,low,no,high,0.0,biofuel,gas
14899,on,2035,legislated,high,high,ref,low,no,high,0.0,biofuel,gas
14927,on,2035,legislated,ref,high,low,low,no,high,0.0,biofuel,gas
14955,on,2035,legislated,low,high,low,low,no,high,0.0,biofuel,gas
14983,on,2035,legislated,high,high,low,low,no,high,0.0,biofuel,gas
15011,on,2035,legislated,ref,high,high,low,no,high,0.0,biofuel,gas
15039,on,2035,legislated,low,high,high,low,no,high,0.0,biofuel,gas
15067,on,2035,legislated,high,high,high,low,no,high,0.0,biofuel,gas
15095,on,2035,legislated,ref,high,ref,low,yes,high,0.0,biofuel,gas
36291,on,2035,netzero,ref,ref,ref,ref,no,high,75.32443749,biofuel,gas
36319,on,2035,netzero,low,ref,ref,ref,no,high,65.2787486,biofuel,gas
36347,on,2035,netzero,low,ref,ref,ref,yes,high,65.25570632,biofuel,gas
36375,on,2035,netzero,low,high,ref,low,yes,high,39.80393737,biofuel,gas
36403,on,2035,netzero,high,high,ref,low,yes,high,0.0,biofuel,gas
36431,on,2035,netzero,ref,high,low,low,yes,high,0.0,biofuel,gas
36459,on,2035,netzero,low,high,low,low,yes,high,38.54189198,biofuel,gas
36487,on,2035,netzero,high,high,low,low,yes,high,0.0,biofuel,gas
36515,on,2035,netzero,ref,high,high,low,yes,high,0.0,biofuel,gas
36543,on,2035,netzero,low,high,high,low,yes,high,39.32300669,biofuel,gas
36571,on,2035,netzero,high,high,high,low,yes,high,0.0,biofuel,gas
36599,on,2035,netzero,high,ref,ref,ref,yes,high,82.643978,biofuel,gas
36627,on,2035,netzero,ref,ref,low,ref,yes,high,74.7737037,biofuel,gas
36655,on,2035,netzero,low,ref,low,ref,yes,high,65.15230045,biofuel,gas
36683,on,2035,netzero,high,ref,low,ref,yes,high,82.64210512,biofuel,gas
36711,on,2035,netzero,ref,ref,high,ref,yes,high,74.83683894,biofuel,gas
36739,on,2035,netzero,low,ref,high,ref,yes,high,65.3054799,biofuel,gas
36767,on,2035,netzero,high,ref,high,ref,yes,high,82.28884978,biofuel,gas
36795,on,2035,netzero,ref,low,ref,ref,no,high,62.13657412,biofuel,gas
36823,on,2035,netzero,low,low,ref,ref,no,high,53.96524989,biofuel,gas
36851,on,2035,netzero,high,ref,ref,ref,no,high,85.44468269,biofuel,gas
36879,on,2035,netzero,high,low,ref,ref,no,high,76.5314849,biofuel,gas
36907,on,2035,netzero,ref,low,low,ref,no,high,61.68604976,biofuel,gas
36935,on,2035,netzero,low,low,low,ref,no,high,53.96481998,biofuel,gas
36963,on,2035,netzero,high,low,low,ref,no,high,75.95674181,biofuel,gas
36991,on,2035,netzero,ref,low,high,ref,no,high,62.35837037,biofuel,gas
37019,on,2035,netzero,low,low,high,ref,no,high,53.91978334,biofuel,gas
37047,on,2035,netzero,high,low,high,ref,no,high,77.90391944,biofuel,gas
37075,on,2035,netzero,ref,low,ref,ref,yes,high,62.16939135,biofuel,gas
37103,on,2035,netzero,low,low,ref,ref,yes,high,53.9665727,biofuel,gas
37131,on,2035,netzero,high,low,ref,ref,yes,high,76.2934282,biofuel,gas
37159,on,2035,netzero,ref,ref,low,ref,no,high,75.35007349,biofuel,gas
37187,on,2035,netzero,ref,low,low,ref,yes,high,61.62037555,biofuel,gas
37215,on,2035,netzero,low,low,low,ref,yes,high,53.93689559,biofuel,gas
37243,on,2035,netzero,high,low,low,ref,yes,high,75.35635463,biofuel,gas
37271,on,2035,netzero,ref,low,high,ref,yes,high,62.30123252,biofuel,gas
37299,on,2035,netzero,low,low,high,ref,yes,high,54.01565105,biofuel,gas
37327,on,2035,netzero,high,low,high,ref,yes,high,76.25323941,biofuel,gas
37355,on,2035,netzero,ref,high,ref,ref,no,high,76.94208342,biofuel,gas
37383,on,2035,netzero,low,high,ref,ref,no,high,68.70558852,biofuel,gas
