id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value
15197,on,2020,netzero,high,ref,ref,ref,yes,low,54.39902951
15204,on,2020,netzero,ref,ref,low,ref,yes,low,54.450238
15211,on,2020,netzero,low,ref,low,ref,yes,low,54.48881251
15218,on,2020,netzero,high,ref,low,ref,yes,low,54.39902951
15225,on,2020,netzero,ref,ref,high,ref,yes,low,54.450238
15232,on,2020,netzero,low,ref,high,ref,yes,low,54.48881251
15239,on,2020,netzero,high,ref,high,ref,yes,low,54.39902951
15246,on,2020,netzero,ref,low,ref,ref,no,low,54.44323956
15253,on,2020,netzero,low,low,ref,ref,no,low,54.49895627
15260,on,2020,netzero,high,ref,ref,ref,no,low,54.39902951
15267,on,2020,netzero,high,low,ref,ref,no,low,54.40059557
15274,on,2020,netzero,ref,low,low,ref,no,low,54.44323956
15281,on,2020,netzero,low,low,low,ref,no,low,54.49895627
15288,on,2020,netzero,high,low,low,ref,no,low,54.40059557
15295,on,2020,netzero,ref,low,high,ref,no,low,54.44323956
15302,on,2020,netzero,low,low,high,ref,no,low,54.49895627
15309,on,2020,netzero,high,low,high,ref,no,low,54.40059557
15316,on,2020,netzero,ref,low,ref,ref,yes,low,54.44323956
15323,on,2020,netzero,low,low,ref,ref,yes,low,54.49895627
15330,on,2020,netzero,high,low,ref,ref,yes,low,54.40059557
15337,on,2020,netzero,ref,ref,low,ref,no,low,54.450238
15344,on,2020,netzero,ref,low,low,ref,yes,low,54.44323956
15351,on,2020,netzero,low,low,low,ref,yes,low,54.49895627
15358,on,2020,netzero,high,low,low,ref,yes,low,54.40059557
15365,on,2020,netzero,ref,low,high,ref,yes,low,54.44323956
15372,on,2020,netzero,low,low,high,ref,yes,low,54.49895627
15379,on,2020,netzero,high,low,high,ref,yes,low,54.40059557
15386,on,2020,netzero,ref,high,ref,ref,no,low,54.44908654
15393,on,2020,netzero,low,high,ref,ref,no,low,54.48749623
15400,on,2020,netzero,high,high,ref,ref,no,low,54.39779122
15407,on,2020,netzero,ref,high,low,ref,no,low,54.44908654
15414,on,2020,netzero,low,ref,low,ref,no,low,54.48881251
15421,on,2020,netzero,low,high,low,ref,no,low,54.48749623
15428,on,2020,netzero,high,high,low,ref,no,low,54.39795793
15435,on,2020,netzero,ref,high,high,ref,no,low,54.44908654
15442,on,2020,netzero,low,high,high,ref,no,low,54.48749623
15449,on,2020,netzero,high,high,high,ref,no,low,54.39779122
15456,on,2020,netzero,ref,high,ref,ref,yes,low,54.44908654
15463,on,2020,netzero,low,high,ref,ref,yes,low,54.48749623
15470,on,2020,netzero,high,high,ref,ref,yes,low,54.39779122
15477,on,2020,netzero,ref,high,low,ref,yes,low,54.44908654
15484,on,2020,netzero,low,high,low,ref,yes,low,54.48749623
15491,on,2020,netzero,high,ref,low,ref,no,low,54.39902951
15498,on,2020,netzero,high,high,low,ref,yes,low,54.39779122
15505,on,2020,netzero,ref,high,high,ref,yes,low,54.44908654
15512,on,2020,netzero,low,high,high,ref,yes,low,54.48749623
15519,on,2020,netzero,high,high,high,ref,yes,low,54.39779122
15526,on,2020,netzero,ref,ref,ref,low,no,low,54.450238
15533,on,2020,netzero,low,ref,ref,low,no,low,54.48881251
15540,on,2020,netzero,high,ref,ref,low,no,low,54.39902951
15547,on,2020,netzero,ref,ref,low,low,no,low,54.450238
15554,on,2020,netzero,low,ref,low,low,no,low,54.48881251
15561,on,2020,netzero,high,ref,low,low,no,low,54.39902951
15568,on,2020,netzero,ref,ref,high,ref,no,low,54.450238
15575,on,2020,netzero,ref,ref,high,low,no,low,54.450238
15582,on,2020,netzero,low,ref,high,low,no,low,54.48881251
15589,on,2020,netzero,high,ref,high,low,no,low,54.39902951
15596,on,2020,netzero,ref,ref,ref,low,yes,low,54.450238
15603,on,2020,netzero,low,ref,ref,low,yes,low,54.48881251
15610,on,2020,netzero,high,ref,ref,low,yes,low,54.39902951
15617,on,2020,netzero,ref,ref,low,low,yes,low,54.450238
15624,on,2020,netzero,low,ref,low,low,yes,low,54.48881251
15631,on,2020,netzero,high,ref,low,low,yes,low,54.39902951
15638,on,2020,netzero,ref,ref,high,low,yes,low,54.450238
15645,on,2020,netzero,low,ref,high,ref,no,low,54.48881251
15652,on,2020,netzero,low,ref,high,low,yes,low,54.48881251
15659,on,2020,netzero,high,ref,high,low,yes,low,54.39902951
15666,on,2020,netzero,ref,low,ref,low,no,low,54.44323956
15673,on,2020,netzero,low,low,ref,low,no,low,54.49895627
15680,on,2020,netzero,high,low,ref,low,no,low,54.40059557
15687,on,2020,netzero,ref,low,low,low,no,low,54.44323956
15694,on,2020,netzero,low,low,low,low,no,low,54.49895627
15701,on,2020,netzero,high,low,low,low,no,low,54.40059557
15708,on,2020,netzero,ref,low,high,low,no,low,54.44323956
15715,on,2020,netzero,low,low,high,low,no,low,54.49895627
15722,on,2020,netzero,high,ref,high,ref,no,low,54.39902951
15729,on,2020,netzero,high,low,high,low,no,low,54.40059557
15736,on,2020,netzero,ref,low,ref,low,yes,low,54.44323956
15743,on,2020,netzero,low,low,ref,low,yes,low,54.49895627
15750,on,2020,netzero,high,low,ref,low,yes,low,54.40059557
15757,on,2020,netzero,ref,low,low,low,yes,low,54.44323956
15764,on,2020,netzero,low,low,low,low,yes,low,54.49895627
15771,on,2020,netzero,high,low,low,low,yes,low,54.40059557
15778,on,2020,netzero,ref,low,high,low,yes,low,54.44323956
15785,on,2020,netzero,low,low,high,low,yes,low,54.49895627
15792,on,2020,netzero,high,low,high,low,yes,low,54.40059557
15799,on,2020,netzero,ref,ref,ref,ref,yes,low,54.450238
15806,on,2020,netzero,ref,high,ref,low,no,low,54.44908654
15813,on,2020,netzero,low,high,ref,low,no,low,54.48749623
15820,on,2020,netzero,high,high,ref,low,no,low,54.39779122
15827,on,2020,netzero,ref,high,low,low,no,low,54.44908654
15834,on,2020,netzero,low,high,low,low,no,low,54.48749623
15841,on,2020,netzero,high,high,low,low,no,low,54.39779122
15848,on,2020,netzero,ref,high,high,low,no,low,54.44908654
15855,on,2020,netzero,low,high,high,low,no,low,54.48749623
15862,on,2020,netzero,high,high,high,low,no,low,54.39779122
15869,on,2020,netzero,ref,high,ref,low,yes,low,54.44908654
