id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,sector
12622,on,2025,legislated,ref,low,ref,ref,no,high,586.6603926,transport
12650,on,2025,legislated,low,low,ref,ref,no,high,808.1590008,transport
12678,on,2025,legislated,high,ref,ref,ref,no,high,413.4305193,transport
12706,on,2025,legislated,high,low,ref,ref,no,high,413.4392923,transport
12734,on,2025,legislated,ref,low,low,ref,no,high,586.63686,transport
12762,on,2025,legislated,low,low,low,ref,no,high,808.1264894,transport
12790,on,2025,legislated,high,low,low,ref,no,high,413.4278213,transport
12818,on,2025,legislated,ref,low,high,ref,no,high,586.6563892,transport
12846,on,2025,legislated,low,low,high,ref,no,high,808.1613648,transport
12874,on,2025,legislated,high,low,high,ref,no,high,413.4400781,transport
12902,on,2025,legislated,ref,low,ref,ref,yes,high,586.6603926,transport
12930,on,2025,legislated,low,low,ref,ref,yes,high,808.1590008,transport
12958,on,2025,legislated,high,low,ref,ref,yes,high,413.4392923,transport
12986,on,2025,legislated,ref,ref,low,ref,no,high,586.5117027,transport
13014,on,2025,legislated,ref,low,low,ref,yes,high,586.63686,transport
13042,on,2025,legislated,low,low,low,ref,yes,high,808.1264894,transport
13070,on,2025,legislated,high,low,low,ref,yes,high,413.4278213,transport
13098,on,2025,legislated,ref,low,high,ref,yes,high,586.6563892,transport
13126,on,2025,legislated,low,low,high,ref,yes,high,808.1613648,transport
13154,on,2025,legislated,high,low,high,ref,yes,high,413.4400781,transport
13182,on,2025,legislated,ref,high,ref,ref,no,high,585.8896323,transport
13210,on,2025,legislated,low,high,ref,ref,no,high,807.3352579,transport
13238,on,2025,legislated,high,high,ref,ref,no,high,413.2058083,transport
13266,on,2025,legislated,ref,high,low,ref,no,high,585.872002,transport
13294,on,2025,legislated,low,ref,low,ref,no,high,808.1920313,transport
13322,on,2025,legislated,low,high,low,ref,no,high,807.3060888,transport
13350,on,2025,legislated,high,high,low,ref,no,high,413.1913315,transport
13378,on,2025,legislated,ref,high,high,ref,no,high,585.8931705,transport
13406,on,2025,legislated,low,high,high,ref,no,high,807.3401879,transport
13434,on,2025,legislated,high,high,high,ref,no,high,413.2055272,transport
13462,on,2025,legislated,ref,high,ref,ref,yes,high,585.8896323,transport
13490,on,2025,legislated,low,high,ref,ref,yes,high,807.3352579,transport
13518,on,2025,legislated,high,high,ref,ref,yes,high,413.2058083,transport
13546,on,2025,legislated,ref,high,low,ref,yes,high,585.872002,transport
