id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,type
100527,on,2020,netzero,low,high,high,low,yes,high,14.18670872,low carbon electricity
100604,on,2020,netzero,high,high,high,low,yes,high,14.18621321,low carbon electricity
100681,on,2020,netzero,high,ref,ref,ref,yes,high,14.18637967,low carbon electricity
100758,on,2020,netzero,ref,ref,low,ref,yes,high,14.18575579,low carbon electricity
100835,on,2020,netzero,low,ref,low,ref,yes,high,14.18702504,low carbon electricity
100912,on,2020,netzero,high,ref,low,ref,yes,high,14.18637967,low carbon electricity
100989,on,2020,netzero,ref,ref,high,ref,yes,high,14.18575579,low carbon electricity
101066,on,2020,netzero,low,ref,high,ref,yes,high,14.18702504,low carbon electricity
101143,on,2020,netzero,high,ref,high,ref,yes,high,14.18637967,low carbon electricity
101220,on,2020,netzero,ref,low,ref,ref,no,high,14.18707545,low carbon electricity
101297,on,2020,netzero,low,low,ref,ref,no,high,14.18617561,low carbon electricity
101374,on,2020,netzero,high,ref,ref,ref,no,high,14.1864386,low carbon electricity
101451,on,2020,netzero,high,low,ref,ref,no,high,14.18665948,low carbon electricity
101528,on,2020,netzero,ref,low,low,ref,no,high,14.18707545,low carbon electricity
101605,on,2020,netzero,low,low,low,ref,no,high,14.18617561,low carbon electricity
101682,on,2020,netzero,high,low,low,ref,no,high,14.18665948,low carbon electricity
101759,on,2020,netzero,ref,low,high,ref,no,high,14.18707545,low carbon electricity
101836,on,2020,netzero,low,low,high,ref,no,high,14.18617561,low carbon electricity
101913,on,2020,netzero,high,low,high,ref,no,high,14.18665948,low carbon electricity
101990,on,2020,netzero,ref,low,ref,ref,yes,high,14.18707545,low carbon electricity
102067,on,2020,netzero,low,low,ref,ref,yes,high,14.18617561,low carbon electricity
102144,on,2020,netzero,high,low,ref,ref,yes,high,14.18665948,low carbon electricity
102221,on,2020,netzero,ref,ref,low,ref,no,high,14.18575579,low carbon electricity
102298,on,2020,netzero,ref,low,low,ref,yes,high,14.18707545,low carbon electricity
102375,on,2020,netzero,low,low,low,ref,yes,high,14.18617561,low carbon electricity
102452,on,2020,netzero,high,low,low,ref,yes,high,14.18665948,low carbon electricity
102529,on,2020,netzero,ref,low,high,ref,yes,high,14.18707545,low carbon electricity
102606,on,2020,netzero,low,low,high,ref,yes,high,14.18617561,low carbon electricity
102683,on,2020,netzero,high,low,high,ref,yes,high,14.18665948,low carbon electricity
