source_id,source_class,age,source_measure,survival_probability,source_unit,transformation,nrcan_ceud_class
nlr_atb_source_anchor,Midsize SUV,30,survival_probability,0.0758948125706248,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,31,survival_probability,0.0670851384934638,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,32,survival_probability,0.0592980686591631,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,33,survival_probability,0.0524149018049565,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,34,survival_probability,0.0463307152044775,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,35,survival_probability,0.040952765290794,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,36,survival_probability,0.0361990739309974,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,37,survival_probability,0.0319971788023891,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,38,survival_probability,0.0282830288217777,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Midsize SUV,39,survival_probability,0.0250000077904925,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,0,survival_probability,1.0,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,1,survival_probability,0.992211384792401,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,2,survival_probability,0.983255023484238,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,3,survival_probability,0.9723700214949008,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,4,survival_probability,0.9591983880840096,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,5,survival_probability,0.9438008757124337,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,6,survival_probability,0.9253964255694708,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,7,survival_probability,0.903870297068017,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,8,survival_probability,0.8790469642211319,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,9,survival_probability,0.8508100327022066,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,10,survival_probability,0.8191583490387615,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,11,survival_probability,0.7837241115640902,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,12,survival_probability,0.7449266927772663,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,13,survival_probability,0.7037215386037156,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,14,survival_probability,0.6601975465731165,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,15,survival_probability,0.6153232287305412,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,16,survival_probability,0.570330305257357,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,17,survival_probability,0.5260202250021262,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,18,survival_probability,0.4831806779943129,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,19,survival_probability,0.4421519807144002,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,20,survival_probability,0.4038760344493273,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
