region,period,commodity,demand,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
NB,2040,T_D_tkm_ldv_t,0.9576927322698509,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NB,2045,T_D_tkm_ldv_t,1.032424154870061,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NLLAB,2025,T_D_tkm_ldv_t,0.5770729933064719,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NLLAB,2030,T_D_tkm_ldv_t,0.6312555606709698,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NLLAB,2035,T_D_tkm_ldv_t,0.6834621531401737,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NLLAB,2040,T_D_tkm_ldv_t,0.7310367454474704,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NLLAB,2045,T_D_tkm_ldv_t,0.7880815721643172,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NS,2025,T_D_tkm_ldv_t,1.1557410426257908,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NS,2030,T_D_tkm_ldv_t,1.2642559404365261,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NS,2035,T_D_tkm_ldv_t,1.3688134267721475,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NS,2040,T_D_tkm_ldv_t,1.4640941097247306,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
NS,2045,T_D_tkm_ldv_t,1.578341437655259,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
PEI,2025,T_D_tkm_ldv_t,0.17262607671960134,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
PEI,2030,T_D_tkm_ldv_t,0.18883429325237783,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
PEI,2035,T_D_tkm_ldv_t,0.20445141507473202,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
PEI,2040,T_D_tkm_ldv_t,0.2186829166643093,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
PEI,2045,T_D_tkm_ldv_t,0.23574735174877876,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
QC,2025,T_D_tkm_ldv_t,8.948705918916852,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
QC,2030,T_D_tkm_ldv_t,9.788918278359727,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
QC,2035,T_D_tkm_ldv_t,10.598489075216502,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
QC,2040,T_D_tkm_ldv_t,11.336231164533556,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
QC,2045,T_D_tkm_ldv_t,12.220828753410027,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
SK,2025,T_D_tkm_ldv_t,2.354767873083424,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
SK,2030,T_D_tkm_ldv_t,2.5758618601370493,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
SK,2035,T_D_tkm_ldv_t,2.788892807929736,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
SK,2040,T_D_tkm_ldv_t,2.9830227062955896,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
SK,2045,T_D_tkm_ldv_t,3.2157962493941543,bn tonne-km,CEUD 2023 freight_light_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-freight-light-trucks:composite:1:2f30ff2f3e2510d0
ON,2025,T_D_tkm_mdv_t,12.120442855129422,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
ON,2030,T_D_tkm_mdv_t,13.25845610319842,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
ON,2035,T_D_tkm_mdv_t,14.354967338386246,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
ON,2040,T_D_tkm_mdv_t,15.3541912391839,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
ON,2045,T_D_tkm_mdv_t,16.55232140715575,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
AB,2025,T_D_tkm_mdv_t,14.515298912392009,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
AB,2030,T_D_tkm_mdv_t,15.878170109379077,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
AB,2035,T_D_tkm_mdv_t,17.19133898693471,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
AB,2040,T_D_tkm_mdv_t,18.387997704264176,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
AB,2045,T_D_tkm_mdv_t,19.822864213016025,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
BCT,2025,T_D_tkm_mdv_t,12.97225758819705,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
BCT,2030,T_D_tkm_mdv_t,14.190249469284483,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
BCT,2035,T_D_tkm_mdv_t,15.363822610235257,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
BCT,2040,T_D_tkm_mdv_t,16.43327114312814,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
BCT,2045,T_D_tkm_mdv_t,17.71560491169527,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
MB,2025,T_D_tkm_mdv_t,1.168605254821989,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
MB,2030,T_D_tkm_mdv_t,1.2783279999102724,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
MB,2035,T_D_tkm_mdv_t,1.3840492847451373,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
MB,2040,T_D_tkm_mdv_t,1.4803905088384213,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
MB,2045,T_D_tkm_mdv_t,1.595909490033082,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NB,2025,T_D_tkm_mdv_t,0.7122137530635434,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NB,2030,T_D_tkm_mdv_t,0.7790849636398337,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NB,2035,T_D_tkm_mdv_t,0.8435174593352334,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NB,2040,T_D_tkm_mdv_t,0.9022332185730827,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NB,2045,T_D_tkm_mdv_t,0.9726369813554594,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NLLAB,2025,T_D_tkm_mdv_t,0.6077950324464279,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NLLAB,2030,T_D_tkm_mdv_t,0.6648621551004354,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NLLAB,2035,T_D_tkm_mdv_t,0.7198481064996297,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NLLAB,2040,T_D_tkm_mdv_t,0.7699554606999371,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NLLAB,2045,T_D_tkm_mdv_t,0.8300372228122275,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NS,2025,T_D_tkm_mdv_t,0.9949766623012615,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NS,2030,T_D_tkm_mdv_t,1.0883970625912653,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NS,2035,T_D_tkm_mdv_t,1.1784105300860857,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NS,2040,T_D_tkm_mdv_t,1.2604376039802168,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
NS,2045,T_D_tkm_mdv_t,1.3587930493859575,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
PEI,2025,T_D_tkm_mdv_t,0.13835523486064183,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
PEI,2030,T_D_tkm_mdv_t,0.1513456917352827,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
PEI,2035,T_D_tkm_mdv_t,0.16386240183284656,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
PEI,2040,T_D_tkm_mdv_t,0.1752685739608492,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
PEI,2045,T_D_tkm_mdv_t,0.18894526735932612,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
QC,2025,T_D_tkm_mdv_t,7.507681954762517,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
QC,2030,T_D_tkm_mdv_t,8.212593617556463,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
QC,2035,T_D_tkm_mdv_t,8.891797976011905,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
QC,2040,T_D_tkm_mdv_t,9.51074031487299,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
QC,2045,T_D_tkm_mdv_t,10.25288978490923,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
SK,2025,T_D_tkm_mdv_t,4.077116250676888,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
SK,2030,T_D_tkm_mdv_t,4.459925060771158,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
SK,2035,T_D_tkm_mdv_t,4.828773281044075,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
SK,2040,T_D_tkm_mdv_t,5.164895653196735,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
SK,2045,T_D_tkm_mdv_t,5.567926799554307,bn tonne-km,CEUD 2023 medium_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-medium-trucks:composite:1:de03068ba5cba68f
ON,2025,T_D_tkm_hdv_t,103.19632643574776,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
ON,2030,T_D_tkm_hdv_t,112.88564126026617,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
ON,2035,T_D_tkm_hdv_t,122.22159809941913,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
ON,2040,T_D_tkm_hdv_t,130.7292274890067,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
ON,2045,T_D_tkm_hdv_t,140.9303920342621,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
AB,2025,T_D_tkm_hdv_t,55.31961983280919,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
AB,2030,T_D_tkm_hdv_t,60.51369244222995,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
AB,2035,T_D_tkm_hdv_t,65.51834329517496,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
AB,2040,T_D_tkm_hdv_t,70.07895935357165,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
AB,2045,T_D_tkm_hdv_t,75.54741510181789,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
BCT,2025,T_D_tkm_hdv_t,27.940243302173585,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
BCT,2030,T_D_tkm_hdv_t,30.563610072859547,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
BCT,2035,T_D_tkm_hdv_t,33.091305723992384,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
BCT,2040,T_D_tkm_hdv_t,35.39473301912774,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
BCT,2045,T_D_tkm_hdv_t,38.1566822977913,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
MB,2025,T_D_tkm_hdv_t,14.783157685108762,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
MB,2030,T_D_tkm_hdv_t,16.171178691851683,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
MB,2035,T_D_tkm_hdv_t,17.508580195000135,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
MB,2040,T_D_tkm_hdv_t,18.72732151202798,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
MB,2045,T_D_tkm_hdv_t,20.18866639951432,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NB,2025,T_D_tkm_hdv_t,3.1253796358047916,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NB,2030,T_D_tkm_hdv_t,3.4188279423809567,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NB,2035,T_D_tkm_hdv_t,3.70157453224148,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NB,2040,T_D_tkm_hdv_t,3.959234592066833,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NB,2045,T_D_tkm_hdv_t,4.268184658725318,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NLLAB,2025,T_D_tkm_hdv_t,4.035923406805126,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NLLAB,2030,T_D_tkm_hdv_t,4.414864536269899,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NLLAB,2035,T_D_tkm_hdv_t,4.779986125704768,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NLLAB,2040,T_D_tkm_hdv_t,5.112712510216509,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NLLAB,2045,T_D_tkm_hdv_t,5.511671661058965,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NS,2025,T_D_tkm_hdv_t,5.389002979392741,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NS,2030,T_D_tkm_hdv_t,5.894987526140291,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NS,2035,T_D_tkm_hdv_t,6.3825194079365115,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NS,2040,T_D_tkm_hdv_t,6.826795301387064,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
NS,2045,T_D_tkm_hdv_t,7.3595090909800005,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
PEI,2025,T_D_tkm_hdv_t,0.5800414078843662,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
PEI,2030,T_D_tkm_hdv_t,0.6345026857840962,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
PEI,2035,T_D_tkm_hdv_t,0.68697782454111,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
PEI,2040,T_D_tkm_hdv_t,0.7347971365198875,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
PEI,2045,T_D_tkm_hdv_t,0.7921353969915346,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
QC,2025,T_D_tkm_hdv_t,62.927357174239056,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
QC,2030,T_D_tkm_hdv_t,68.83573585199893,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
QC,2035,T_D_tkm_hdv_t,74.52864286595586,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
QC,2040,T_D_tkm_hdv_t,79.71644994974734,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
QC,2045,T_D_tkm_hdv_t,85.93694584435801,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
SK,2025,T_D_tkm_hdv_t,24.36805186939121,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
