region,period,commodity,demand,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
SK,2030,T_D_tkm_hdv_t,26.65601825712627,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
SK,2035,T_D_tkm_hdv_t,28.86054518520953,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
SK,2040,T_D_tkm_hdv_t,30.869476718059254,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
SK,2045,T_D_tkm_hdv_t,33.27830768474828,bn tonne-km,CEUD 2023 heavy_trucks; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-heavy-trucks:composite:1:1afcd1dcec763227
ON,2025,T_D_pkm_ldv_m,1.0715808879140378,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
ON,2030,T_D_pkm_ldv_m,1.1721938161213292,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
ON,2035,T_D_pkm_ldv_m,1.2691375084479692,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
ON,2040,T_D_pkm_ldv_m,1.357479926925569,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
ON,2045,T_D_pkm_ldv_m,1.463407854195035,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
AB,2025,T_D_pkm_ldv_m,0.5666495180429463,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
AB,2030,T_D_pkm_ldv_m,0.6198534039283436,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
AB,2035,T_D_pkm_ldv_m,0.6711170062879641,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
AB,2040,T_D_pkm_ldv_m,0.7178322747456971,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
AB,2045,T_D_pkm_ldv_m,0.7738467199560585,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
BCT,2025,T_D_pkm_ldv_m,0.4049455451343075,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
BCT,2030,T_D_pkm_ldv_m,0.4429667132234205,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
BCT,2035,T_D_pkm_ldv_m,0.47960129375701155,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
BCT,2040,T_D_pkm_ldv_m,0.5129854920124816,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
BCT,2045,T_D_pkm_ldv_m,0.5530151740802363,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
MB,2025,T_D_pkm_ldv_m,0.18120109838732934,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
MB,2030,T_D_pkm_ldv_m,0.19821444129848922,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
MB,2035,T_D_pkm_ldv_m,0.21460732748135633,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
MB,2040,T_D_pkm_ldv_m,0.22954576418070358,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
MB,2045,T_D_pkm_ldv_m,0.24745785741379991,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NB,2025,T_D_pkm_ldv_m,0.10596349032092822,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NB,2030,T_D_pkm_ldv_m,0.11591261984021918,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NB,2035,T_D_pkm_ldv_m,0.12549891623593562,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NB,2040,T_D_pkm_ldv_m,0.13423467394761057,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NB,2045,T_D_pkm_ldv_m,0.1447093782116852,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NLLAB,2025,T_D_pkm_ldv_m,0.07069823367057944,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NLLAB,2030,T_D_pkm_ldv_m,0.07733623588665753,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NLLAB,2035,T_D_pkm_ldv_m,0.08373215792138065,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NLLAB,2040,T_D_pkm_ldv_m,0.08956060541890123,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NLLAB,2045,T_D_pkm_ldv_m,0.09654926809364803,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NS,2025,T_D_pkm_ldv_m,0.10423182470682134,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NS,2030,T_D_pkm_ldv_m,0.11401836458861854,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NS,2035,T_D_pkm_ldv_m,0.12344800080086216,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NS,2040,T_D_pkm_ldv_m,0.1320409979145551,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
NS,2045,T_D_pkm_ldv_m,0.14234452354779092,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
PEI,2025,T_D_pkm_ldv_m,0.021185022287959092,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
PEI,2030,T_D_pkm_ldv_m,0.02317412749743842,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
PEI,2035,T_D_pkm_ldv_m,0.02509069236508439,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
PEI,2040,T_D_pkm_ldv_m,0.02683721110718638,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
PEI,2045,T_D_pkm_ldv_m,0.028931393194074225,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
QC,2025,T_D_pkm_ldv_m,1.2721257530492633,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
QC,2030,T_D_pkm_ldv_m,1.3915682501166984,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
QC,2035,T_D_pkm_ldv_m,1.5066548189378999,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
QC,2040,T_D_pkm_ldv_m,1.6115303975335356,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
QC,2045,T_D_pkm_ldv_m,1.7372825883074225,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
SK,2025,T_D_pkm_ldv_m,0.045050536924423686,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
SK,2030,T_D_pkm_ldv_m,0.049280424269746124,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
SK,2035,T_D_pkm_ldv_m,0.053356052568094066,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
SK,2040,T_D_pkm_ldv_m,0.05707007306855792,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
SK,2045,T_D_pkm_ldv_m,0.06152340930533071,bn passenger-km,CEUD 2023 motorcycles; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-motorcycles:composite:1:8e82fdce8e5ded84
ON,2025,T_D_pkm_hdv_bs,5.522040455699198,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
ON,2030,T_D_pkm_hdv_bs,6.040516164059901,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
ON,2035,T_D_pkm_hdv_bs,6.540083669406736,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
ON,2040,T_D_pkm_hdv_bs,6.995327332568027,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
ON,2045,T_D_pkm_hdv_bs,7.541192144424654,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
AB,2025,T_D_pkm_hdv_bs,5.198165107752388,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
AB,2030,T_D_pkm_hdv_bs,5.686231495175576,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
AB,2035,T_D_pkm_hdv_bs,6.1564986719726384,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
AB,2040,T_D_pkm_hdv_bs,6.585041661535137,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
AB,2045,T_D_pkm_hdv_bs,7.098890743465426,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
BCT,2025,T_D_pkm_hdv_bs,2.710773315743587,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
BCT,2030,T_D_pkm_hdv_bs,2.9652933842510327,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
BCT,2035,T_D_pkm_hdv_bs,3.2105314033801995,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
BCT,2040,T_D_pkm_hdv_bs,3.434010819034486,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
BCT,2045,T_D_pkm_hdv_bs,3.7019762165819,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
MB,2025,T_D_pkm_hdv_bs,0.4224038049239566,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
MB,2030,T_D_pkm_hdv_bs,0.46206416484511087,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
MB,2035,T_D_pkm_hdv_bs,0.5002781578007552,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
MB,2040,T_D_pkm_hdv_bs,0.5351016360113111,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
MB,2045,T_D_pkm_hdv_bs,0.5768571021930857,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NB,2025,T_D_pkm_hdv_bs,0.32716426893903816,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NB,2030,T_D_pkm_hdv_bs,0.3578823934166324,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NB,2035,T_D_pkm_hdv_bs,0.38748026380235406,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NB,2040,T_D_pkm_hdv_bs,0.4144520800072816,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NB,2045,T_D_pkm_hdv_bs,0.4467929263924801,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NLLAB,2025,T_D_pkm_hdv_bs,0.2766535847311539,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NLLAB,2030,T_D_pkm_hdv_bs,0.3026291574319973,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NLLAB,2035,T_D_pkm_hdv_bs,0.3276574313604798,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NLLAB,2040,T_D_pkm_hdv_bs,0.35046508594941483,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NLLAB,2045,T_D_pkm_hdv_bs,0.3778128495506164,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NS,2025,T_D_pkm_hdv_bs,1.0472681786358828,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NS,2030,T_D_pkm_hdv_bs,1.1455983366848808,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NS,2035,T_D_pkm_hdv_bs,1.2403425088124655,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NS,2040,T_D_pkm_hdv_bs,1.3266805582670642,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
NS,2045,T_D_pkm_hdv_bs,1.430205125296359,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
PEI,2025,T_D_pkm_hdv_bs,0.020890784940616063,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
PEI,2030,T_D_pkm_hdv_bs,0.022852263601845023,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
PEI,2035,T_D_pkm_hdv_bs,0.024742209429161378,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
PEI,2040,T_D_pkm_hdv_bs,0.02646447089011559,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
PEI,2045,T_D_pkm_hdv_bs,0.028529567023081667,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
QC,2025,T_D_pkm_hdv_bs,4.884571381217749,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
QC,2030,T_D_pkm_hdv_bs,5.34319381023337,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
QC,2035,T_D_pkm_hdv_bs,5.785090815367592,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
QC,2040,T_D_pkm_hdv_bs,6.187780760578581,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
QC,2045,T_D_pkm_hdv_bs,6.670630471550335,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
SK,2025,T_D_pkm_hdv_bs,0.8068831025083584,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
SK,2030,T_D_pkm_hdv_bs,0.8826430125440649,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
SK,2035,T_D_pkm_hdv_bs,0.9556400472200044,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
SK,2040,T_D_pkm_hdv_bs,1.0221604615986675,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
SK,2045,T_D_pkm_hdv_bs,1.101922480090661,bn passenger-km,CEUD 2023 school_buses; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-school-buses:composite:1:f33fa1606928d3ad
ON,2025,T_D_pkm_hdv_bt,4.454941745827403,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
ON,2030,T_D_pkm_hdv_bt,4.873225366873614,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
ON,2035,T_D_pkm_hdv_bt,5.276254673211189,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
ON,2040,T_D_pkm_hdv_bt,5.643525434048783,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
ON,2045,T_D_pkm_hdv_bt,6.083905390955563,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
AB,2025,T_D_pkm_hdv_bt,2.136991446325743,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
AB,2030,T_D_pkm_hdv_bt,2.337637957843235,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
AB,2035,T_D_pkm_hdv_bt,2.530967125630598,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
AB,2040,T_D_pkm_hdv_bt,2.7071432731931555,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
AB,2045,T_D_pkm_hdv_bt,2.9183891782433244,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
BCT,2025,T_D_pkm_hdv_bt,1.6431549291551986,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
BCT,2030,T_D_pkm_hdv_bt,1.7974341168349728,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
BCT,2035,T_D_pkm_hdv_bt,1.9460869228840876,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
BCT,2040,T_D_pkm_hdv_bt,2.0815505934405225,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
BCT,2045,T_D_pkm_hdv_bt,2.2439797649488327,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
MB,2025,T_D_pkm_hdv_bt,0.2814355868706257,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
MB,2030,T_D_pkm_hdv_bt,0.3078601515639283,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
MB,2035,T_D_pkm_hdv_bt,0.33332104327175244,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2040,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
MB,2040,T_D_pkm_hdv_bt,0.3565229318741257,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2045,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
MB,2045,T_D_pkm_hdv_bt,0.3843434060103373,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2050,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
NB,2025,T_D_pkm_hdv_bt,0.2918445081169326,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2030,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
NB,2030,T_D_pkm_hdv_bt,0.31924638778279757,bn passenger-km,CEUD 2023 urban_transit; CER 2026 Current Measures GDP 2035,T01,5,5,5,5,5,demand-road-urban-transit:composite:1:86d7bef3b3be7296
