region,period,tech,vintage,cost,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
MB,2030,T_HDV_BT_BEV_N,2025,10.08842018291242,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_BEV_N,2030,4.483742303516632,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_CNG_N,2025,16.814033638187368,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_CNG_N,2030,7.4729038391943865,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_EX,2015,35.49629323617334,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_EX,2020,26.155163437180352,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_EX,2023,20.55048555778456,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_HEV_N,2025,14.628209265223012,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_HEV_N,2030,6.5014263400991155,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_N,2025,16.814033638187368,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_N,2030,7.4729038391943865,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_PHEV_N,2025,14.123788256077388,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_DSL_PHEV_N,2030,6.277239224923285,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_FCEV_N,2025,10.08842018291242,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_FCEV_N,2030,4.483742303516632,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_FCHEV_N,2025,10.08842018291242,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_FCHEV_N,2030,4.483742303516632,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_GSL_EX,2015,35.49629323617334,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_GSL_EX,2020,26.155163437180352,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_GSL_EX,2023,20.55048555778456,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_GSL_N,2025,16.814033638187368,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_BT_GSL_N,2030,7.4729038391943865,$M 2020CAD / bn passenger-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-urban-transit-d95b2585:composite:1:93ade34acf42328b
MB,2030,T_HDV_T_BEV_N,2025,19.342105161152485,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_BEV_N,2030,8.596491182734438,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_EX,2010,85.96491182734438,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_EX,2015,68.05555519664765,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_EX,2020,50.14619856595089,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_EX,2023,39.40058458753284,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_HEV_N,2025,28.046052483671104,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_HEV_N,2030,12.464912214964935,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_N,2025,32.23684193525414,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_N,2030,14.327485304557397,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_PHEV_N,2025,27.078947225613476,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_DSL_PHEV_N,2030,12.035087655828214,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_FCEV_N,2025,19.342105161152485,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_FCEV_N,2030,8.596491182734438,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_FCHEV_N,2025,19.342105161152485,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_HDV_T_FCHEV_N,2030,8.596491182734438,$M 2020CAD / bn tonne-km,BEAN class-weighted age-dependent maintenance; Mid; CER Current Measures,T07,5,5,5,5,5,transport-cost-variable-heavy-trucks-81c57a03:composite:1:792e2ae075f452ba
MB,2030,T_LDV_C_BEV150_EX,2015,60.504370125620504,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV150_EX,2020,52.91411067926935,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV150_EX,2023,47.22141609450595,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV150_N,2025,43.07971834746949,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV150_N,2030,32.01240523691483,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV200_N,2025,43.5793289649649,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV200_N,2030,32.01240523691483,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV300_N,2025,44.619997197767965,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV300_N,2030,32.01240523691483,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV400_N,2025,46.523373499825595,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_BEV400_N,2030,32.01240523691483,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_CNG_N,2025,72.75308267726939,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_CNG_N,2030,53.00414637587538,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_DSL_EX,2010,99.99199118085265,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_DSL_EX,2015,99.99199118085265,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_DSL_EX,2020,87.47442932480676,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_DSL_N,2025,71.79529008590711,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_DSL_N,2030,53.00414637587538,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_FCEV400_N,2025,45.56038115233163,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_FCEV400_N,2030,32.01240523691483,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_EX,2010,95.72650313371192,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_EX,2015,95.72650313371192,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_EX,2020,84.34526729342434,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_EX,2023,75.80934041320857,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_HEV_EX,2015,90.98041393912179,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_HEV_EX,2020,79.88490128837466,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_HEV_EX,2023,71.56326680031427,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_HEV_N,2025,65.75015114794024,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_HEV_N,2030,49.33059167655728,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_N,2025,70.1100592561678,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_N,2030,53.00414637587538,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_PHEV35_EX,2015,88.34977501488778,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_PHEV35_EX,2020,77.39584458961468,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_PHEV35_EX,2023,69.1803967706598,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_PHEV35_N,2025,63.27306221474406,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_PHEV35_N,2030,47.23141756266122,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_PHEV50_N,2025,63.74506340998638,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_C_GSL_PHEV50_N,2030,47.23141756266122,$M 2020CAD / bn passenger-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-cars-2a8dabb7:composite:1:3aae5185355273b3
MB,2030,T_LDV_LTF_BEV150_N,2025,123.27886645930333,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_BEV150_N,2030,91.24112329621744,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_BEV200_N,2025,125.14742010559766,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_BEV200_N,2030,91.24112329621744,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_BEV300_N,2025,129.48725268180743,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_BEV300_N,2030,91.24112329621744,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_BEV400_N,2025,137.06866288993328,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_BEV400_N,2030,91.24112329621744,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_CNG_N,2025,205.8577604837463,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_CNG_N,2030,151.0713680806223,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_DSL_EX,2010,280.96111003565215,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_DSL_EX,2015,280.96111003565215,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_DSL_EX,2020,246.35848277883238,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_DSL_EX,2023,220.40651233621736,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_DSL_N,2025,203.0273521265145,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_DSL_N,2030,151.0713680806223,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_FCEV400_N,2025,132.17244856752535,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_FCEV400_N,2030,91.24112329621744,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_EX,2010,269.90341684935504,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_EX,2015,269.90341684935504,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_EX,2020,238.24655905736478,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_EX,2023,214.503915713372,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_HEV_EX,2015,259.68208375064717,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_HEV_EX,2020,227.95890308430378,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_HEV_EX,2023,204.16651758454606,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_HEV_N,2025,187.28679585569952,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_HEV_N,2030,140.60107524335146,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_N,2025,198.66457795136765,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_N,2030,151.0713680806223,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
MB,2030,T_LDV_LTF_GSL_PHEV35_EX,2020,221.96805309769553,$M 2020CAD / bn tonne-km,Burnham MSRP repair plus maintenance; Mid; CER Current Measures,T06,5,5,5,5,5,transport-cost-variable-freight-light-trucks-aa891dec:composite:1:154b1e76eedf12e2
