tech,vintage,fixed,invest,var,var_upstream,var_total,lifetime,emission_per_activity,upstream_emission_per_activity,cost_per_emission,emission_activity_cost,emission_upstream_cost,emission,capfac,lcoe
E_WND_ON-NEW-13,2045.0,28.7625,1313.1681215829856,0.0,,,30.0,,,,,,0.0,0.47043841661028124,6.4546377062154745
E_BAT_2H-NEW,2025.0,23.14726037494584,925.8904149978334,0.0,,,15.0,,,,,,0.0,1.0,3.1933642288851813
E_BAT_2H-NEW,2030.0,21.555981163467248,862.2392465386899,0.0,,,15.0,,,,,,0.0,1.0,2.973833535844527
E_BAT_2H-NEW,2035.0,19.958215224089585,798.3286089635835,0.0,,,15.0,,,,,,0.0,1.0,2.7534079427379514
E_BAT_2H-NEW,2040.0,18.352465718924748,734.0986287569899,0.0,,,15.0,,,,,,0.0,1.0,2.531880947867593
E_BAT_2H-NEW,2045.0,16.736736899984678,669.4694759993871,0.0,,,15.0,,,,,,0.0,1.0,2.308977220583876
E_BAT_4H-NEW,2025.0,37.2108694700374,1488.434778801496,0.0,,,15.0,,,,,,0.0,1.0,5.133560411319785
E_BAT_4H-NEW,2030.0,34.34151069926201,1373.6604279704804,0.0,,,15.0,,,,,,0.0,1.0,4.737707618807465
E_BAT_4H-NEW,2035.0,31.472676490317557,1258.9070596127021,0.0,,,15.0,,,,,,0.0,1.0,4.341927194124409
E_BAT_4H-NEW,2040.0,28.604487887902618,1144.1795155161044,0.0,,,15.0,,,,,,0.0,1.0,3.9462358364308745
E_BAT_4H-NEW,2045.0,25.737106282048497,1029.48425128194,0.0,,,15.0,,,,,,0.0,1.0,3.5506558108737774
E_NG_CC_RFIT_BYPASS,,0.0,0.0,0.0,,,65.0,,,,,,0.0,1.0,0.0
E_R_ELC,,0.0,0.0,0.0,,,5.0,,,,,,0.0,1.0,0.0
E_C_ELC,,0.0,0.0,0.0,,,5.0,,,,,,0.0,1.0,0.0
E_I_ELC,,0.0,0.0,0.0,,,5.0,,,,,,0.0,1.0,0.0
E_T_ELC,,0.0,0.0,0.0,,,5.0,,,,,,0.0,1.0,0.0
E_A_ELC,,0.0,0.0,0.0,,,5.0,,,,,,0.0,1.0,0.0
