VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
PASSENGER	FERR	***	2013	71	25	3	0	19	0	0	0	118
PASSENGER	FERR	***	2012	59	28	3	0	11	1	0	0	102
PASSENGER	FERR	***	2011	59	30	6	0	10	1	0	0	106
PASSENGER	FERR	***	2010	69	33	5	0	15	0	0	0	122
PASSENGER	FERR	***	2009	41	17	1	0	11	0	0	0	70
PASSENGER	FERR	***	2008	66	38	1	0	12	1	0	0	118
PASSENGER	FERR	***	2007	79	38	5	0	11	0	0	0	133
PASSENGER	FERR	***	2006	46	43	4	0	15	0	0	0	108
PASSENGER	FERR	***	2005	75	41	6	0	23	1	0	2	148
PASSENGER	FERR	***	2004	67	49	8	0	8	1	0	0	133
PASSENGER	FERR	***	2003	59	55	2	0	7	0	0	1	124
PASSENGER	FERR	***	2002	35	42	11	0	9	0	0	1	98
PASSENGER	FERR	***	2001	41	41	7	0	10	0	0	1	100
PASSENGER	FERR	***	2000	29	31	8	0	6	0	0	0	74
PASSENGER	FERR	***	1999	34	41	7	0	18	2	0	1	103
PASSENGER	FERR	***	1998	21	23	4	0	15	1	0	0	64
PASSENGER	FERR	***	1997	19	29	6	0	11	0	0	0	65
PASSENGER	FERR	***	1996	14	18	3	1	5	0	0	0	41
PASSENGER	FERR	***	1995	22	41	6	0	8	0	0	1	78
PASSENGER	FERR	***	1994	19	25	4	0	10	0	0	0	58
PASSENGER	FERR	***	1993	14	10	2	0	4	0	0	0	30
PASSENGER	FERR	***	1992	21	35	13	0	17	0	0	0	86
PASSENGER	FERR	***	1991	24	39	10	0	15	2	0	0	90
PASSENGER	FERR	***	1990	22	24	8	0	9	0	0	1	64
PASSENGER	FERR	***	1989	30	60	10	0	16	0	0	1	117
PASSENGER	FERR	***	1988	46	87	6	0	25	1	0	3	168
PASSENGER	FERR	***	1987	31	30	4	0	12	0	0	0	77
PASSENGER	FERR	***	1986	29	36	5	0	8	0	0	0	78
PASSENGER	FERR	***	1985	23	23	6	0	8	1	0	0	61
PASSENGER	FERR	***	1984	13	32	2	0	7	1	0	1	56
PASSENGER	FERR	***	1983	13	23	3	0	2	0	0	0	41
PASSENGER	FERR	***	1982	16	28	3	0	4	0	0	1	52
PASSENGER	FERR	***	1981	15	32	4	0	7	0	0	0	58
PASSENGER	FERR	***	1980	14	40	2	0	19	1	0	0	76
PASSENGER	FERR	***	1979	23	27	10	0	5	1	0	0	66
PASSENGER	FERR	***	1978	10	21	8	0	5	0	0	0	44
PASSENGER	FERR	***	1977	15	28	6	0	1	0	0	0	50
PASSENGER	FERR	***	1976	12	9	3	0	2	0	0	1	27
PASSENGER	FERR	***	1975	4	14	3	0	1	1	0	0	23
PASSENGER	FERR	***	1974	6	14	1	0	0	0	0	0	21
PASSENGER	FERR	***	1973	10	30	2	0	3	0	0	0	45
PASSENGER	FERR	***	1972	9	15	5	0	1	0	0	0	30
PASSENGER	FERR	***	1971	6	18	4	0	0	2	0	0	30
PASSENGER	FERR	***	1970	4	12	4	0	1	0	0	0	21
PASSENGER	FERR	***	1969	2	6	3	0	0	0	0	0	11
PASSENGER	FERR	***	1968	2	6	1	0	1	0	0	0	10
PASSENGER	FERR	***	1967	3	12	2	0	0	0	0	0	17
PASSENGER	FERR	***	1966	2	5	3	0	0	0	0	0	10
PASSENGER	FERR	***	1965	2	2	1	0	1	1	0	0	7
PASSENGER	FERR	***	1964	1	7	1	0	1	0	0	0	10
PASSENGER	FERR	***	1963	1	3	0	0	0	0	0	0	4
PASSENGER	FERR	***	1962	1	5	5	0	0	0	0	0	11
PASSENGER	FERR	***	1961	1	2	2	0	0	0	0	0	5
PASSENGER	FERR	***	1960	0	3	2	0	0	0	0	0	5
PASSENGER	FERR	***	1959	1	5	0	0	0	0	0	0	6
PASSENGER	FERR	***	1957	0	1	0	0	0	0	0	0	1
PASSENGER	FERR	***	1956	0	1	0	0	0	0	0	0	1
PASSENGER	FERR	***	1953	0	1	0	0	0	1	0	0	2
PASSENGER	FERR	***	1951	0	1	0	0	0	0	0	0	1
PASSENGER	FIAT	NFG	2021	5	0	0	0	0	0	0	0	5
PASSENGER	FIAT	NFG	2020	43	6	0	0	1	0	0	0	50
PASSENGER	FIAT	NFG	2019	106	21	1	0	0	0	0	0	128
PASSENGER	FIAT	NFG	2018	34	5	0	0	1	0	0	0	40
PASSENGER	FIAT	NFG	2017	383	88	9	0	24	1	0	1	506
PASSENGER	FIAT	SPI	1997	1	0	0	0	0	0	0	0	1
PASSENGER	FIAT	SPI	1983	0	0	0	0	1	0	0	0	1
PASSENGER	FIAT	SPI	1982	3	4	0	0	0	0	0	0	7
PASSENGER	FIAT	SPI	1981	25	56	10	2	4	0	0	0	97
PASSENGER	FIAT	SPI	1980	76	128	23	8	25	0	0	2	262
PASSENGER	FIAT	SPI	1979	61	129	18	8	20	3	0	3	242
PASSENGER	FIAT	SPI	1978	17	46	7	4	5	1	0	2	82
PASSENGER	FIAT	SPI	1977	7	20	3	0	4	0	0	0	34
PASSENGER	FIAT	SPI	1976	0	10	3	4	1	0	0	2	20
PASSENGER	FIAT	SPI	1975	0	11	4	2	1	0	0	0	18
PASSENGER	FIAT	SPI	1974	6	35	10	3	1	2	0	0	57
PASSENGER	FIAT	SPI	1973	1	17	5	2	1	0	0	0	26
PASSENGER	FIAT	SPI	1972	0	23	12	1	2	0	0	0	38
PASSENGER	FIAT	SPI	1971	4	21	11	9	0	1	0	1	47
PASSENGER	FIAT	SPI	1970	0	16	5	3	1	1	0	0	26
PASSENGER	FIAT	SPI	1969	0	12	7	0	1	1	0	0	21
PASSENGER	FIAT	SPI	1968	0	6	1	2	1	0	0	0	10
PASSENGER	FIAT	SPI	1967	1	2	0	0	0	0	0	0	3
PASSENGER	FIAT	SPI	1966	1	0	0	0	0	0	0	0	1
PASSENGER	FIAT	SPI	1965	0	0	1	0	0	0	0	0	1
PASSENGER	FIAT	5AB	2019	5	1	0	0	0	0	0	0	6
PASSENGER	FIAT	5AB	2018	7	0	0	0	0	0	0	0	7
PASSENGER	FIAT	5AB	2017	31	3	4	0	1	0	0	1	40
PASSENGER	FIAT	5AB	2016	51	20	1	0	5	2	0	0	79
PASSENGER	FIAT	5AB	2015	151	28	9	0	10	2	0	2	202
PASSENGER	FIAT	5AB	2014	69	25	3	0	3	0	0	0	100
PASSENGER	FIAT	5AB	2013	278	81	18	2	13	1	0	4	397
PASSENGER	FIAT	5AB	2012	116	44	8	1	9	1	0	1	180
PASSENGER	FIAT	5LG	2019	8	3	0	0	0	0	0	0	11
PASSENGER	FIAT	5LG	2018	8	4	0	0	0	0	0	0	12
PASSENGER	FIAT	5LG	2017	70	11	5	0	2	0	0	0	88
PASSENGER	FIAT	5LG	2016	75	11	1	0	5	0	0	0	92
PASSENGER	FIAT	5LG	2015	309	59	15	1	13	0	0	1	398
PASSENGER	FIAT	5LG	2014	450	94	23	3	95	0	0	1	666
PASSENGER	FIAT	5LG	2013	882	208	65	6	100	6	0	6	1273
PASSENGER	FIAT	5LG	2012	1190	365	105	25	155	9	0	7	1856
PASSENGER	FIAT	5PP	2017	111	23	3	0	5	0	0	1	143
PASSENGER	FIAT	5PP	2016	87	15	1	0	5	1	0	0	109
PASSENGER	FIAT	5PP	2015	197	44	12	0	5	0	0	0	258
PASSENGER	FIAT	5PP	2014	80	33	5	0	8	0	0	1	127
PASSENGER	FIAT	5PP	2013	178	47	20	4	22	2	0	0	273
PASSENGER	FIAT	5PP	2012	485	179	53	19	46	5	0	8	795
PASSENGER	FIAT	5SP	2016	193	58	13	2	35	0	0	0	301
PASSENGER	FIAT	5SP	2015	441	125	35	9	77	2	0	3	692
PASSENGER	FIAT	5SP	2014	412	106	28	10	57	5	0	1	619
PASSENGER	FIAT	5SP	2013	795	212	59	17	80	2	0	4	1169
PASSENGER	FIAT	5SP	2012	1293	508	151	51	216	20	0	17	2256
PASSENGER	FIAT	50L	2018	5	0	0	0	2	0	0	0	7
PASSENGER	FIAT	50L	2017	2	0	0	0	0	0	0	0	2
PASSENGER	FIAT	50L	2016	6	1	0	0	0	0	0	0	7
PASSENGER	FIAT	50L	2015	600	134	37	3	40	2	0	4	820
PASSENGER	FIAT	50L	2014	1156	270	113	20	84	11	0	3	1657
PASSENGER	FIAT	50L	1972	1	0	0	0	0	0	0	0	1
PASSENGER	FIAT	50L	1970	0	1	0	0	0	0	0	0	1
PASSENGER	FIAT	50L	1969	0	0	0	0	1	0	0	0	1
PASSENGER	FIAT	50L	1968	0	1	0	0	0	0	0	0	1
PASSENGER	FIAT	50L	1967	0	1	0	0	0	0	0	0	1
PASSENGER	FIAT	50L	1965	1	0	0	0	0	0	0	0	1
PASSENGER	FIAT	50X	2018	39	1	0	0	0	0	0	0	40
PASSENGER	FIAT	50X	2017	277	49	15	2	7	1	0	1	352
PASSENGER	FIAT	50X	2016	562	110	24	1	45	2	0	1	745
PASSENGER	FIAT	***	2021	2	0	0	0	0	0	0	0	2
PASSENGER	FIAT	***	2019	13	1	1	0	0	0	0	0	15
PASSENGER	FIAT	***	2018	7	4	0	0	1	0	0	0	12
PASSENGER	FIAT	***	2017	2	0	0	0	0	0	0	0	2
PASSENGER	FIAT	***	2015	7	1	1	0	0	0	0	0	9
PASSENGER	FIAT	***	2013	0	1	1	0	0	0	0	0	2
PASSENGER	FIAT	***	2008	1	0	0	0	0	0	0	0	1
PASSENGER	FIAT	***	2006	0	1	0	0	0	0	0	0	1
PASSENGER	FIAT	***	2004	1	0	0	0	0	0	0	0	1
PASSENGER	FIAT	***	2003	1	0	0	0	0	0	0	0	1
PASSENGER	FIAT	***	2002	0	1	0	0	0	0	0	0	1
PASSENGER	FIAT	***	2001	1	0	1	0	0	0	0	0	2
PASSENGER	FIAT	***	2000	2	0	0	0	0	0	0	1	3
PASSENGER	FIAT	***	1999	0	2	0	0	0	0	0	0	2
PASSENGER	FIAT	***	1998	10	2	3	0	1	0	0	0	16
PASSENGER	FIAT	***	1997	4	3	1	0	2	0	0	0	10
PASSENGER	FIAT	***	1996	6	6	0	0	0	0	0	0	12
PASSENGER	FIAT	***	1995	3	3	1	0	2	0	0	1	10
PASSENGER	FIAT	***	1994	1	1	0	0	0	0	0	0	2
PASSENGER	FIAT	***	1993	2	1	0	0	0	0	0	0	3
PASSENGER	FIAT	***	1992	0	2	1	0	2	0	0	0	5
PASSENGER	FIAT	***	1991	0	5	0	0	1	0	0	0	6
PASSENGER	FIAT	***	1990	3	4	0	0	0	0	0	1	8
PASSENGER	FIAT	***	1989	1	1	1	0	0	0	0	0	3
PASSENGER	FIAT	***	1988	2	4	0	0	0	0	0	0	6
PASSENGER	FIAT	***	1987	7	8	3	0	1	0	0	0	19
PASSENGER	FIAT	***	1986	2	4	1	0	0	0	0	0	7
PASSENGER	FIAT	***	1985	14	7	1	1	1	0	0	0	24
PASSENGER	FIAT	***	1984	16	18	3	1	0	0	0	0	38
PASSENGER	FIAT	***	1983	59	49	15	0	13	0	0	0	136
PASSENGER	FIAT	***	1982	59	94	23	4	16	2	0	4	202
PASSENGER	FIAT	***	1981	88	298	41	47	59	5	0	6	544
PASSENGER	FIAT	***	1980	61	311	30	115	36	8	0	2	563
PASSENGER	FIAT	***	1979	81	797	101	346	93	11	0	2	1431
PASSENGER	FIAT	***	1978	73	933	125	395	91	22	0	3	1642
PASSENGER	FIAT	***	1977	18	361	53	148	34	8	0	1	623
PASSENGER	FIAT	***	1976	11	487	64	269	38	15	0	1	885
PASSENGER	FIAT	***	1975	26	1375	250	739	71	54	0	4	2519
PASSENGER	FIAT	***	1974	45	2059	515	1045	82	82	0	0	3828
PASSENGER	FIAT	***	1973	18	898	236	461	30	28	0	2	1673
PASSENGER	FIAT	***	1972	44	587	196	274	18	20	0	2	1141
PASSENGER	FIAT	***	1971	44	281	101	120	11	10	0	1	568
PASSENGER	FIAT	***	1970	38	213	70	58	10	2	0	5	396
PASSENGER	FIAT	***	1969	25	143	61	35	5	4	0	1	274
PASSENGER	FIAT	***	1968	17	61	24	16	2	2	0	1	123
PASSENGER	FIAT	***	1967	19	34	13	3	2	0	0	0	71
PASSENGER	FIAT	***	1966	10	18	10	7	0	0	0	0	45
PASSENGER	FIAT	***	1965	3	8	9	1	1	0	0	0	22
PASSENGER	FIAT	***	1964	3	8	6	1	1	0	0	0	19
PASSENGER	FIAT	***	1963	2	3	2	2	2	0	0	0	11
PASSENGER	FIAT	***	1962	3	11	8	1	1	0	0	0	24
PASSENGER	FIAT	***	1961	4	6	4	0	0	0	0	0	14
PASSENGER	FIAT	***	1960	2	6	9	1	0	0	0	1	19
PASSENGER	FIAT	***	1959	1	8	9	0	1	0	0	0	19
PASSENGER	FIAT	***	1958	2	2	7	0	0	0	0	0	11
PASSENGER	FIAT	***	1957	0	2	1	0	0	0	0	0	3
PASSENGER	FIAT	***	1955	0	0	1	0	0	0	0	0	1
PASSENGER	FIAT	***	1954	3	2	2	0	0	0	0	0	7
PASSENGER	FIAT	***	1953	0	4	3	0	0	0	0	0	7
PASSENGER	FIAT	***	1952	1	3	0	0	0	0	0	0	4
PASSENGER	FIAT	***	1951	2	0	3	0	0	0	0	0	5
PASSENGER	FIAT	***	1950	0	2	0	0	0	0	0	0	2
PASSENGER	FIAT	***	1949	1	1	0	0	1	0	0	0	3
PASSENGER	FIAT	***	1948	0	4	5	0	0	0	0	0	9
PASSENGER	FIAT	***	1947	0	1	1	0	0	0	0	0	2
PASSENGER	FIAT	***	1941	0	0	0	0	0	1	0	0	1
PASSENGER	FIAT	***	1940	0	0	1	0	0	0	0	0	1
PASSENGER	FIAT	***	1939	0	0	2	0	0	0	0	0	2
PASSENGER	FIAT	***	1938	1	2	4	0	0	0	0	0	7
PASSENGER	FIAT	***	1937	1	0	3	0	0	0	0	0	4
PASSENGER	FIAT	***	1933	0	1	0	0	0	0	0	0	1
PASSENGER	FIAT	***	1932	0	0	1	0	0	0	0	0	1
PASSENGER	FIAT	***	1928	0	1	0	0	0	0	0	0	1
PASSENGER	FIAT	***	1923	0	0	0	0	1	0	0	0	1
PASSENGER	FIAT	***	1919	0	0	0	1	0	0	0	0	1
PASSENGER	FIAT	***	1913	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	A	2007	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	A	2004	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	A	2003	1	0	1	0	0	0	0	0	2
PASSENGER	FORD	A	2002	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	A	1996	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	A	1981	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	A	1980	1	1	0	0	0	0	0	0	2
PASSENGER	FORD	A	1970	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	A	1957	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	A	1947	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	A	1937	0	3	1	0	0	0	0	0	4
PASSENGER	FORD	A	1936	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	A	1934	3	0	1	0	0	1	0	0	5
PASSENGER	FORD	A	1933	0	0	4	0	1	0	0	0	5
PASSENGER	FORD	A	1932	4	2	2	0	0	0	0	0	8
PASSENGER	FORD	A	1931	277	415	192	0	46	9	0	7	946
PASSENGER	FORD	A	1930	351	514	254	1	41	17	0	8	1186
PASSENGER	FORD	A	1929	207	245	154	1	18	7	0	2	634
PASSENGER	FORD	A	1928	168	253	131	0	20	5	0	5	582
PASSENGER	FORD	A	1927	1	2	4	0	0	0	0	0	7
PASSENGER	FORD	A	1926	0	3	1	0	0	0	0	0	4
PASSENGER	FORD	A	1924	1	0	1	0	0	0	0	0	2
PASSENGER	FORD	BRO	1996	33	67	16	6	14	4	0	4	144
PASSENGER	FORD	BRO	1995	30	117	9	15	18	1	0	2	192
PASSENGER	FORD	BRO	1994	24	99	12	27	22	3	0	8	195
PASSENGER	FORD	BRO	1993	12	101	7	15	15	1	0	8	159
PASSENGER	FORD	BRO	1992	10	88	15	27	20	0	0	7	167
PASSENGER	FORD	BRO	1991	5	81	14	16	17	3	0	4	140
PASSENGER	FORD	BRO	1990	18	288	34	76	32	7	0	5	460
PASSENGER	FORD	BRO	1989	17	444	63	110	42	17	0	8	701
PASSENGER	FORD	BRO	1988	14	543	54	178	64	23	0	11	887
PASSENGER	FORD	BRO	1987	6	334	37	100	42	11	0	2	532
PASSENGER	FORD	BRO	1986	9	473	39	101	59	12	0	1	694
PASSENGER	FORD	BRO	1985	5	355	27	68	48	12	0	3	518
PASSENGER	FORD	BRO	1984	4	291	33	72	46	15	0	4	465
PASSENGER	FORD	BRO	1983	4	180	19	32	27	6	0	1	269
PASSENGER	FORD	BRO	1982	3	166	25	39	23	9	0	1	266
PASSENGER	FORD	BRO	1981	7	417	39	83	47	20	0	2	615
PASSENGER	FORD	BRO	1980	5	560	59	125	72	13	0	2	836
PASSENGER	FORD	BRO	1979	37	1183	153	146	151	34	0	3	1707
PASSENGER	FORD	BRO	1978	37	1065	128	150	130	46	0	4	1560
PASSENGER	FORD	BRO	1977	8	57	17	3	5	3	0	1	94
PASSENGER	FORD	BRO	1976	6	73	23	9	9	3	0	0	123
PASSENGER	FORD	BRO	1975	4	58	17	11	3	0	0	0	93
PASSENGER	FORD	BRO	1974	9	106	22	14	10	5	0	0	166
PASSENGER	FORD	BRO	1973	4	100	17	19	8	1	0	0	149
PASSENGER	FORD	BRO	1972	5	81	14	7	6	2	0	1	116
PASSENGER	FORD	BRO	1971	1	65	16	12	1	0	0	0	95
PASSENGER	FORD	BRO	1970	1	42	21	10	0	2	0	0	76
PASSENGER	FORD	BRO	1969	5	50	17	5	2	1	0	1	81
PASSENGER	FORD	BRO	1968	5	31	14	1	0	1	0	0	52
PASSENGER	FORD	BRO	1967	3	17	1	1	1	2	0	0	25
PASSENGER	FORD	BRO	1966	8	38	20	5	3	1	0	1	76
PASSENGER	FORD	BRO	1963	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	BRO	1958	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	BRO	1952	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	BRO	1919	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	CEP	2021	54	3	1	0	0	0	0	0	58
PASSENGER	FORD	CEP	2020	158	18	0	0	2	0	0	0	178
PASSENGER	FORD	CEP	2017	114	34	4	1	5	2	0	0	160
PASSENGER	FORD	CEP	2016	51	19	2	2	2	0	0	0	76
PASSENGER	FORD	CLU	2021	1466	165	6	0	14	3	0	1	1655
PASSENGER	FORD	CLU	1999	0	0	0	2	1	0	0	0	3
PASSENGER	FORD	CLU	1998	10	78	6	39	6	1	0	0	140
PASSENGER	FORD	CLU	1997	13	104	13	50	10	5	0	4	199
PASSENGER	FORD	CLU	1996	5	106	8	49	12	1	0	5	186
PASSENGER	FORD	CLU	1995	12	126	8	50	22	7	0	3	228
PASSENGER	FORD	CLU	1994	9	179	10	84	17	5	0	3	307
PASSENGER	FORD	CLU	1993	8	128	13	59	19	7	0	2	236
PASSENGER	FORD	CLU	1992	11	254	31	127	32	8	0	4	467
PASSENGER	FORD	CLU	1991	3	127	7	43	6	4	0	1	191
PASSENGER	FORD	CLU	1990	2	197	17	77	26	7	0	3	329
PASSENGER	FORD	CLU	1989	7	280	13	124	25	15	0	1	465
PASSENGER	FORD	CLU	1988	4	345	15	153	33	13	0	2	565
PASSENGER	FORD	CLU	1987	0	211	14	87	21	3	0	1	337
PASSENGER	FORD	CLU	1986	3	255	15	103	27	7	0	0	410
PASSENGER	FORD	CLU	1985	0	248	22	99	43	16	0	0	428
PASSENGER	FORD	CLU	1984	0	274	14	108	43	12	0	0	451
PASSENGER	FORD	CLU	1983	1	215	10	79	22	8	0	1	336
PASSENGER	FORD	CLU	1982	1	118	7	39	8	5	0	0	178
PASSENGER	FORD	CLU	1981	0	18	2	8	1	1	0	0	30
PASSENGER	FORD	CLU	1980	0	85	3	19	14	1	0	0	122
PASSENGER	FORD	CLU	1979	1	202	13	56	28	4	0	0	304
PASSENGER	FORD	CLU	1978	2	148	10	51	15	2	0	0	228
PASSENGER	FORD	CLU	1977	2	133	11	38	19	6	0	0	209
PASSENGER	FORD	CLU	1976	0	147	11	43	15	4	0	0	220
PASSENGER	FORD	CLU	1975	0	62	6	23	8	1	0	0	100
PASSENGER	FORD	CLU	1974	0	113	11	24	12	2	0	0	162
PASSENGER	FORD	CLU	1973	0	56	7	19	4	3	0	0	89
PASSENGER	FORD	CLU	1972	0	62	10	24	4	1	0	0	101
PASSENGER	FORD	CLU	1971	0	37	3	20	4	1	0	0	65
PASSENGER	FORD	CLU	1970	0	59	4	11	3	1	0	0	78
PASSENGER	FORD	CLU	1969	0	70	16	25	6	4	0	0	121
PASSENGER	FORD	CLU	1968	0	1	2	2	0	0	0	0	5
PASSENGER	FORD	CLU	1967	0	18	5	7	2	2	0	0	34
PASSENGER	FORD	CLU	1966	1	10	2	2	0	0	0	0	15
PASSENGER	FORD	CLU	1965	3	4	0	3	0	0	0	0	10
PASSENGER	FORD	CLU	1964	1	6	0	2	0	1	0	0	10
PASSENGER	FORD	CLU	1963	2	7	1	0	0	0	0	0	10
PASSENGER	FORD	CLU	1962	0	2	1	0	0	0	0	0	3
PASSENGER	FORD	CLU	1961	0	2	1	0	0	0	0	0	3
PASSENGER	FORD	CLU	1956	0	0	0	0	1	0	0	0	1
PASSENGER	FORD	CLU	1955	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	CLU	1954	1	0	0	0	0	0	0	0	1
PASSENGER	FORD	CLU	1951	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	CLU	1950	0	0	0	0	1	0	0	0	1
PASSENGER	FORD	CLU	1949	1	2	1	0	0	0	0	0	4
PASSENGER	FORD	CLU	1948	1	1	0	0	0	0	0	0	2
PASSENGER	FORD	CLU	1942	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	CLU	1927	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	CML	2016	82	10	5	0	9	1	0	0	107
PASSENGER	FORD	CML	2015	153	39	10	1	4	1	0	0	208
PASSENGER	FORD	CML	2014	116	32	12	0	6	2	0	0	168
PASSENGER	FORD	CML	2013	263	85	24	8	41	6	0	0	427
PASSENGER	FORD	CML	1973	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	CMS	2018	25	1	1	0	0	0	0	0	27
PASSENGER	FORD	CMS	2017	39	2	1	0	2	1	0	0	45
PASSENGER	FORD	CMS	2016	37	16	1	0	4	0	0	0	58
PASSENGER	FORD	CMS	2015	81	17	5	0	1	1	0	0	105
PASSENGER	FORD	CMS	2014	85	21	8	2	12	1	0	0	129
PASSENGER	FORD	CMS	2013	155	46	17	2	10	4	0	1	235
PASSENGER	FORD	COF	2021	2	0	0	0	0	0	0	0	2
PASSENGER	FORD	COF	2020	8	1	1	0	0	0	0	0	10
PASSENGER	FORD	COF	2019	10	1	1	0	5	0	0	0	17
PASSENGER	FORD	COF	2018	10	10	1	0	2	1	0	0	24
PASSENGER	FORD	COF	2017	3	4	3	0	2	2	0	0	14
PASSENGER	FORD	COF	2016	9	11	3	0	1	2	0	1	27
PASSENGER	FORD	COF	2015	2	6	2	0	2	0	0	0	12
PASSENGER	FORD	COF	2014	7	21	0	0	2	1	0	0	31
PASSENGER	FORD	COF	2013	3	18	1	0	1	0	0	0	23
PASSENGER	FORD	COF	2012	5	6	1	0	0	0	0	0	12
PASSENGER	FORD	COF	2011	5	7	1	0	2	0	0	0	15
PASSENGER	FORD	COF	2010	10	11	5	1	1	0	0	0	28
PASSENGER	FORD	COF	2009	2	5	0	1	1	0	0	0	9
PASSENGER	FORD	COF	2008	3	6	6	1	3	1	0	0	20
PASSENGER	FORD	COF	2007	1	5	1	1	3	1	0	1	13
PASSENGER	FORD	COF	2006	3	6	6	1	6	1	0	0	23
PASSENGER	FORD	COF	2005	4	2	0	1	1	2	0	0	10
PASSENGER	FORD	COF	2004	3	5	2	1	4	1	0	0	16
PASSENGER	FORD	COF	2003	2	9	3	5	3	0	0	2	24
PASSENGER	FORD	COF	2002	4	14	1	0	2	0	0	0	21
PASSENGER	FORD	COF	2001	1	10	1	3	2	0	0	1	18
PASSENGER	FORD	COF	2000	1	13	3	5	7	0	0	0	29
PASSENGER	FORD	COF	1999	1	20	2	4	5	0	0	0	32
PASSENGER	FORD	COF	1998	0	20	3	3	21	1	0	2	50
PASSENGER	FORD	COF	1997	211	299	36	15	71	5	0	25	662
PASSENGER	FORD	COF	1996	82	112	12	3	21	1	0	9	240
PASSENGER	FORD	COF	1995	80	131	15	2	18	4	0	21	271
PASSENGER	FORD	COF	1994	64	104	28	1	13	4	0	21	235
PASSENGER	FORD	COF	1993	15	30	3	2	11	1	0	5	67
PASSENGER	FORD	COF	1992	22	46	6	2	4	1	0	11	92
PASSENGER	FORD	COF	1991	19	35	6	2	1	0	0	5	68
PASSENGER	FORD	COF	1990	24	54	11	1	6	2	0	3	101
PASSENGER	FORD	COF	1989	13	14	2	5	4	1	0	0	39
PASSENGER	FORD	COF	1988	9	14	1	4	7	0	0	0	35
PASSENGER	FORD	COF	1987	7	14	2	1	4	0	0	0	28
PASSENGER	FORD	COF	1986	28	13	3	4	3	0	0	0	51
PASSENGER	FORD	COF	1985	14	21	2	1	0	2	0	0	40
PASSENGER	FORD	COF	1984	14	21	2	1	2	0	0	0	40
PASSENGER	FORD	COF	1983	5	20	0	4	1	0	0	0	30
PASSENGER	FORD	COF	1982	1	1	0	0	0	0	0	0	2
PASSENGER	FORD	COF	1980	0	0	0	1	0	0	0	0	1
PASSENGER	FORD	COF	1978	1	0	0	0	0	0	0	0	1
PASSENGER	FORD	COF	1971	1	0	1	0	0	0	0	0	2
PASSENGER	FORD	COF	1964	1	0	0	0	0	0	0	0	1
PASSENGER	FORD	COF	1948	1	0	0	0	0	0	0	0	1
PASSENGER	FORD	COF	1932	0	1	0	0	0	0	0	0	1
PASSENGER	FORD	COU	2022	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	COU	1985	0	0	1	0	0	0	0	0	1
PASSENGER	FORD	COU	1984	0	0	0	0	1	0	0	0	1
PASSENGER	FORD	COU	1982	0	10	0	1	1	0	0	0	12
PASSENGER	FORD	COU	1981	0	9	2	5	1	0	0	0	17
PASSENGER	FORD	COU	1980	0	18	2	11	1	1	0	0	33
PASSENGER	FORD	COU	1979	0	37	4	10	5	2	0	0	58
PASSENGER	FORD	COU	1978	1	62	8	17	5	1	0	0	94
PASSENGER	FORD	COU	1977	0	57	3	12	6	2	0	0	80
PASSENGER	FORD	COU	1976	0	18	4	5	0	3	0	0	30
PASSENGER	FORD	COU	1975	0	13	5	9	1	1	0	0	29
PASSENGER	FORD	COU	1974	0	19	2	16	1	0	0	0	38
PASSENGER	FORD	COU	1973	1	8	3	5	1	1	0	0	19
PASSENGER	FORD	COU	1972	0	10	5	7	1	0	0	0	23
PASSENGER	FORD	COU	1971	1	16	4	5	0	1	0	0	27
PASSENGER	FORD	COU	1970	0	6	11	5	0	1	0	0	23
PASSENGER	FORD	COU	1969	2	24	4	2	1	0	0	1	34
PASSENGER	FORD	COU	1968	4	16	7	9	2	0	0	0	38
PASSENGER	FORD	COU	1967	7	26	11	5	1	0	0	0	50
PASSENGER	FORD	COU	1966	3	8	2	0	1	1	0	0	15
PASSENGER	FORD	COU	1965	6	2	0	0	0	0	0	0	8
PASSENGER	FORD	COU	1964	1	0	1	0	0	0	0	0	2
PASSENGER	FORD	COU	1963	1	1	1	0	0	0	0	0	3
PASSENGER	FORD	COU	1962	1	1	1	0	0	0	0	0	3
