param,mu,mu_star,Mu_Star_Conf[0.95],sigma
RT_fuel_cost,812.4914870747889,21042.15410941176,8386.531947759935,nan
LDV_BEV_cap_cost,99.01193272686366,11268.555842442585,4846.225551467727,nan
MHDV_H2_cap_cost,307.42927754452376,2419.5663516146456,1065.781338125523,nan
H2_supply_cap_cost,13.09678893596594,613.4760615413929,395.15929636428785,nan
LDV_BEV_eff,-1015.5030636938205,11776.638125422387,4447.991605156304,nan
MHDV_H2_eff,31.853627232196715,1764.0423793934556,629.276570651774,nan
