,Unnamed: 0,Unnamed: 1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,Freight Rail Transportation Energy Use1 (PJ),15.807248,13.100632,10.688748,7.08646,5.003925,5.35396,5.247478,5.246516,8.111253,5.443852,6.339882,8.30223,8.533258,6.651234,8.284688,8.288076,9.803254,13.662469,12.5055,12.252349,11.449609,11.10999
2,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,
4,,Freight Rail Transportation GHG Emissions1 (Mt of CO2e),1.234396,1.023035,0.83469,0.553385,0.390759,0.418093,0.409778,0.409703,0.633412,0.425113,0.495085,0.648325,0.666367,0.519398,0.646956,0.64722,0.765541,1.066909,0.976561,0.956792,0.89294,0.866454
5,,,,,,,,,,,,,,,,,,,,,,,,
6,,GHG Intensity (tonne/TJ),78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,77.988709,77.988709
7,,,,,,,,,,,,,,,,,,,,,,,,
8,1) Rail transportation consumes only diesel fuel oil.,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,
10,NOTE: Activity variable for rail transportation is not available by region.,,,,,,,,,,,,,,,,,,,,,,,
