,Unnamed: 0,Unnamed: 1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,Freight Rail Transportation Energy Use1 (PJ),9.953819,9.350153,9.210117,9.171339,10.059148,8.747996,9.515839,10.948112,11.023209,11.429967,10.484629,11.05605,11.597779,10.849185,9.706431,8.513981,8.386481,7.740894,8.684185,7.962806,6.941103,6.44849
2,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,
4,,Freight Rail Transportation GHG Emissions1 (Mt of CO2e),0.777299,0.730158,0.719223,0.716195,0.785524,0.683136,0.743097,0.854944,0.860808,0.892572,0.81875,0.863373,0.905677,0.847219,0.75798,0.664861,0.654905,0.60449,0.678153,0.62182,0.541328,0.502909
5,,,,,,,,,,,,,,,,,,,,,,,,
6,,GHG Intensity (tonne/TJ),78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,77.988709,77.988709
7,,,,,,,,,,,,,,,,,,,,,,,,
8,1) Rail transportation consumes only diesel fuel oil.,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,
10,NOTE: Activity variable for rail transportation is not available by region.,,,,,,,,,,,,,,,,,,,,,,,
