,Unnamed: 0,Unnamed: 1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,Motorcycle Energy Use1 (PJ),0.046922,0.029346,0.034519,0.042259,0.044044,0.038958,0.046672,0.053868,0.065731,0.092962,0.121119,0.124027,0.135592,0.130487,0.111056,0.103838,0.096937,0.092929,0.078691,0.07873,0.065614,0.080542
2,,,,,,,,,,,,,,,,,,,,,,,,
3,,Activity ,,,,,,,,,,,,,,,,,,,,,,
4,,Passenger-kilometres (millions),31.376949,21.764731,26.650214,32.626232,34.003638,32.875493,39.386275,46.537559,56.789219,52.979858,69.027071,70.68374,77.273973,74.3664,63.290876,59.177967,58.765124,58.134584,49.227235,49.336287,44.878491,72.21957
5,,,,,,,,,,,,,,,,,,,,,,,,
6,,Energy Intensity (MJ/Pkm),1.495441,1.348312,1.29528,1.295253,1.295269,1.185002,1.18498,1.157525,1.15746,1.754663,1.754655,1.754676,1.754695,1.75465,1.754686,1.754681,1.649564,1.598511,1.598532,1.59579,1.462039,1.115234
7,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,
9,,Motorcycle GHG Emissions1 (Mt of CO2e),0.003163,0.001976,0.002321,0.002839,0.002957,0.002613,0.003129,0.00361,0.004403,0.006225,0.008109,0.008293,0.009065,0.008722,0.007419,0.006944,0.006483,0.006215,0.005263,0.005265,0.004591,0.005636
10,,,,,,,,,,,,,,,,,,,,,,,,
11,,GHG Intensity (tonne/TJ),67.410724,67.325758,67.249885,67.188579,67.144029,67.078184,67.041751,67.012488,66.986739,66.966219,66.948973,66.86159,66.852482,66.839137,66.802665,66.875516,66.875519,66.875519,66.875524,66.875523,69.974397,69.974397
12,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,
14,,Motorcycle Explanatory Variables,,,,,,,,,,,,,,,,,,,,,,
15,,Stock (thousands),6.52,4.154,4.344,5.132,5.549,5.578,6.263,6.759,7.945,8.629,11.149,13.766,12.799,11.646,10.775,10.074,9.165,8.694,7.508,7.393,7.149,8.275
16,,Average Distance Travelled per Year (km),4374.883387,4294.487306,4830.682864,5005.748572,4825.084036,4640.623847,4951.50117,5421.683864,5628.086295,5700.096347,5747.955446,4767.018728,5605.277869,5928.278904,5453.324652,5453.739772,5596.218583,5762.177497,5650.130586,5740.86658,5177.022328,5490.10952
17,,Motorcycle On-Road Average Fuel Consumption (L/100 km),4.7,4.7,4.7,4.7,4.7,4.3,4.3,4.2,4.2,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3
18,,,,,,,,,,,,,,,,,,,,,,,,
19,1) Motorcycles consume only motor gasoline.,,,,,,,,,,,,,,,,,,,,,,,
