,Unnamed: 0,Unnamed: 1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,Sales (thousands),,,,,,,,,,,,,,,,,,,,,,
2,,Cars,18.702,19.973,22.156,20.927,20.306,20.456,19.99,21.338,22.786,17.628,15.833,15.591,17.251,18.912,17.426,16.699,14.461,14.079,13.276,11.726,8.345,9.478
3,,,,,,,,,,,,,,,,,,,,,,,,
4,,Stock (thousands),,,,,,,,,,,,,,,,,,,,,,
5,,Cars,371.774,375.139,378.15,390.961,403.563,333.155,320.192,423.346,428.082,427.192,423.305,371.214,389.413,378.61,365.702,354.935,340.501,325.772,310.445,302.168,285.094,272.403
6,,,,,,,,,,,,,,,,,,,,,,,,
7,,Average Distance Travelled per Year (km),,,,,,,,,,,,,,,,,,,,,,
8,,Cars,14549.55,13701.967,14363.209,14025.114,13707.497,14741.92,16270.497,13140.04,12100.381,12221.383,13416.071,14120.832,16743.647,16955.942,16972.63,16214.086,16618.681,16363.858,17844.89,17821.764,15915.558,16704.133
9,,,,,,,,,,,,,,,,,,,,,,,,
10,,Cars On-Road Average Fuel Consumption (L/100 km),,,,,,,,,,,,,,,,,,,,,,
11,,Motor Gasoline¹,9.828057,9.725397,9.625705,9.662674,9.663147,9.445341,9.370545,9.298477,8.528181,8.425293,8.385899,8.134914,8.277702,8.198514,8.101245,8.525291,8.423135,8.341486,8.246806,8.192597,8.157389,8.07999
12,,Diesel Fuel Oil²,7.379995,7.297032,7.212116,7.205523,7.221867,7.029902,6.979418,6.964996,6.974015,7.011418,7.066959,7.117434,7.164763,7.142403,7.236261,7.254559,7.265213,7.266524,7.22592,7.224016,7.301747,7.281768
13,,,,,,,,,,,,,,,,,,,,,,,,
14,1) Includes Ethanol,,,,,,,,,,,,,,,,,,,,,,,
15,2) Includes Biodiesel,,,,,,,,,,,,,,,,,,,,,,,
