,Unnamed: 0,Unnamed: 1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,Passenger Light Truck Energy Use (PJ),63.518983,64.780863,67.151827,71.073321,71.833723,73.099821,72.755263,77.522082,74.137136,77.388822,79.113877,85.053249,84.649271,86.069385,83.733712,88.459582,94.398749,102.574479,105.710175,110.613246,92.057954,101.60804
2,,Energy Use by Energy Source (PJ),,,,,,,,,,,,,,,,,,,,,,
3,,Natural Gas,2.4e-05,4.6e-05,4.4e-05,4.6e-05,4.7e-05,5.2e-05,5.9e-05,5.4e-05,5.3e-05,4.5e-05,4.9e-05,2.3e-05,9.4e-05,0.000146,0.000813,0.000485,0.0003,0.000211,0.000136,0.000108,9.1e-05,6.8e-05
4,,Motor Gasoline,62.43002,63.814511,66.33031,70.126922,70.975304,72.16897,72.236946,77.01578,73.570712,76.831957,78.514191,81.43311,81.181818,82.48867,79.993281,87.500956,93.179497,101.117401,104.315932,109.209246,90.597836,100.142444
5,,Diesel Fuel Oil,1.046051,0.896319,0.788655,0.922445,0.824965,0.90623,0.465825,0.443538,0.515863,0.518552,0.551665,0.586246,0.554853,0.640826,0.640827,0.898142,1.155296,1.398601,1.332137,1.338315,1.409597,1.415741
6,,Ethanol,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.983937,2.856641,2.880334,3.039997,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
7,,Biodiesel Fuel,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
8,,Propane,0.042887,0.069987,0.032818,0.023907,0.033407,0.024568,0.052432,0.06271,0.050509,0.038269,0.047972,0.049932,0.055864,0.05941,0.058795,0.059999,0.063655,0.058266,0.06197,0.065576,0.05043,0.049787
9,,,,,,,,,,,,,,,,,,,,,,,,
10,,Shares (%),,,,,,,,,,,,,,,,,,,,,,
11,,Natural Gas,3.8e-05,7.1e-05,6.6e-05,6.4e-05,6.6e-05,7.1e-05,8.2e-05,7e-05,7.2e-05,5.8e-05,6.1e-05,2.7e-05,0.000111,0.00017,0.000971,0.000548,0.000318,0.000206,0.000129,9.8e-05,9.8e-05,6.7e-05
12,,Motor Gasoline,98.285611,98.508276,98.776627,98.66842,98.804992,98.726604,99.287589,99.346893,99.235977,99.280432,99.241997,95.74368,95.903742,95.839734,95.532945,98.916312,98.708402,98.579492,98.68107,98.730713,98.413914,98.557598
13,,Diesel Fuel Oil,1.646832,1.383616,1.174436,1.297878,1.148437,1.239716,0.640263,0.572144,0.695822,0.67006,0.697306,0.68927,0.655472,0.744546,0.765315,1.015314,1.223847,1.363498,1.260178,1.209905,1.531207,1.393336
14,,Ethanol,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.508317,3.374679,3.346526,3.630553,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
15,,Biodiesel Fuel,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
16,,Propane,0.067519,0.108037,0.048871,0.033638,0.046506,0.033609,0.072067,0.080893,0.068129,0.04945,0.060637,0.058707,0.065995,0.069026,0.070217,0.067827,0.067433,0.056804,0.058623,0.059284,0.054781,0.048999
17,,,,,,,,,,,,,,,,,,,,,,,,
18,,Activity ,,,,,,,,,,,,,,,,,,,,,,
19,,Passenger-kilometres (millions),25367.993099,26152.651968,27277.253258,28924.314359,29373.500033,30151.257288,30113.146237,32364.872806,31294.327492,33033.3873,34275.188933,37184.459403,37339.401031,38420.025329,37671.94769,39952.01712,43092.161607,47297.37962,49297.977613,52164.965408,45999.336827,51303.495825
20,,,,,,,,,,,,,,,,,,,,,,,,
21,,Energy Intensity (MJ/Pkm),2.503903,2.477028,2.461825,2.457217,2.445528,2.424437,2.416063,2.395254,2.369028,2.342746,2.308197,2.287333,2.267023,2.240222,2.222707,2.214146,2.190625,2.168714,2.144311,2.120451,2.001289,1.980529
22,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,
24,,Passenger Light Truck GHG Emissions (Mt of CO2e),4.492158,4.587067,4.755652,5.033165,5.053255,5.117599,5.058721,5.358274,5.096133,5.297975,5.393118,5.768131,5.715091,5.791471,5.613858,5.93481,6.334764,6.883931,7.094052,7.422582,6.460527,7.13059
25,, GHG Emissions by Energy Source (Mt of CO2e),,,,,,,,,,,,,,,,,,,,,,
26,,Natural Gas,1e-06,2e-06,2e-06,2e-06,2e-06,3e-06,3e-06,3e-06,3e-06,2e-06,2e-06,1e-06,5e-06,7e-06,4e-05,2.3e-05,1.5e-05,1e-05,7e-06,5e-06,4e-06,3e-06
27,,Motor Gasoline,4.414564,4.518555,4.697115,4.96557,4.992067,5.051142,5.022134,5.322653,5.056065,5.258456,5.350631,5.522238,5.480941,5.550345,5.363232,5.866707,6.248,6.780046,6.994713,7.322582,6.356467,7.02613
28,,Diesel Fuel Oil,0.074984,0.064253,0.056539,0.066138,0.059154,0.06496,0.033395,0.031804,0.036994,0.03719,0.039567,0.042049,0.039799,0.045968,0.045971,0.06443,0.082877,0.100331,0.095564,0.096007,0.100988,0.101429
29,,Ethanol,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.200806,0.190949,0.191537,0.20104,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
30,,Biodiesel Fuel,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
31,,Propane,0.002608,0.004257,0.001996,0.001454,0.002032,0.001494,0.003189,0.003814,0.003072,0.002327,0.002918,0.003037,0.003398,0.003613,0.003576,0.003649,0.003872,0.003544,0.003769,0.003988,0.003067,0.003028
32,,,,,,,,,,,,,,,,,,,,,,,,
33,,Shares (%),,,,,,,,,,,,,,,,,,,,,,
34,,Natural Gas,2.7e-05,5e-05,4.6e-05,4.5e-05,4.7e-05,5e-05,5.8e-05,5e-05,5.2e-05,4.2e-05,4.4e-05,1.9e-05,8.1e-05,0.000123,0.000705,0.000396,0.000231,0.00015,9.3e-05,7e-05,6.8e-05,4.6e-05
35,,Motor Gasoline,98.272686,98.506416,98.769103,98.657015,98.789139,98.701401,99.276754,99.335226,99.213747,99.254061,99.212207,95.737043,95.902952,95.836537,95.53558,98.852492,98.63036,98.490898,98.599683,98.652755,98.389297,98.535046
