,Unnamed: 0,Unnamed: 1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,Passenger Rail Transportation Energy Use1 (PJ),0.144575,0.110321,0.041761,0.087895,0.120717,0.121189,0.114425,0.096462,0.111291,0.234989,0.236128,0.259185,0.194388,0.164431,0.174437,0.198349,0.204589,0.245836,0.257933,0.266057,0.117719,0.160982
2,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,
4,,Passenger Rail Transportation GHG Emissions1 (Mt of CO2e),0.01129,0.008615,0.003261,0.006864,0.009427,0.009464,0.008936,0.007533,0.008691,0.01835,0.018439,0.02024,0.01518,0.01284,0.013622,0.015489,0.015976,0.019197,0.020142,0.020777,0.009181,0.012555
5,,,,,,,,,,,,,,,,,,,,,,,,
6,,GHG Intensity (tonne/TJ),78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,78.090522,77.988709,77.988709
7,,,,,,,,,,,,,,,,,,,,,,,,
8,1) Rail transportation consumes only diesel fuel oil.,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,
10,NOTE: Activity variable for rail transportation is not available by region.,,,,,,,,,,,,,,,,,,,,,,,
