,Unnamed: 0,Unnamed: 1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,Passenger Air Transportation Energy Use (PJ),62.649802,51.242232,59.588438,54.772465,58.435114,58.652825,60.227904,60.351254,62.913376,57.584578,64.603468,67.743778,60.5147,62.33955,57.53455,49.295028,48.191699,59.060325,79.864,80.253976,41.126044,38.4674
2,,Energy Use by Energy Source (PJ),,,,,,,,,,,,,,,,,,,,,,
3,,Aviation Gasoline,0.788512,0.763028,0.74626,0.65788,0.706092,0.703095,0.563712,0.573306,0.47792,0.437147,0.347216,0.360034,0.401275,0.343625,0.31715,0.350282,0.383044,0.30865,0.3102,0.376376,0.240318,0.3133
4,,Aviation Turbo Fuel,61.86129,50.479204,58.842178,54.114585,57.729022,57.94973,59.664192,59.777948,62.435456,57.147431,64.256252,67.383744,60.113425,61.995925,57.2174,48.944746,47.808655,58.751675,79.5538,79.8776,40.885726,38.1541
5,,,,,,,,,,,,,,,,,,,,,,,,
6,,Shares (%),,,,,,,,,,,,,,,,,,,,,,
7,,Aviation Gasoline,1.258603,1.489061,1.252357,1.201114,1.208335,1.19874,0.935965,0.949949,0.759648,0.759139,0.537457,0.531464,0.663103,0.551215,0.551234,0.710583,0.794834,0.522601,0.38841,0.468981,0.584345,0.814456
8,,Aviation Turbo Fuel,98.741397,98.510939,98.747643,98.798886,98.791665,98.80126,99.064035,99.050051,99.240352,99.240861,99.462543,99.468536,99.336897,99.448785,99.448766,99.289417,99.205166,99.477399,99.61159,99.531019,99.415655,99.185544
9,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,
11,,Passenger Air Transportation GHG Emissions (Mt of CO2e),4.328169,3.540581,4.116589,3.783681,4.036594,4.051424,4.159434,4.167998,4.344471,3.97646,4.460567,4.677361,4.178559,4.304276,3.972485,3.40384,3.327793,4.077635,5.513538,5.540705,2.839562,2.656352
12,,GHG Emissions by Energy Source (Mt of CO2e),,,,,,,,,,,,,,,,,,,,,,
13,,Aviation Gasoline,0.057602,0.05574,0.054515,0.048059,0.051581,0.051362,0.04118,0.041881,0.034913,0.031934,0.025365,0.026301,0.029314,0.025102,0.023168,0.025589,0.027982,0.022547,0.022661,0.027495,0.017556,0.022887
14,,Aviation Turbo Fuel,4.270567,3.48484,4.062073,3.735621,3.985012,4.000062,4.118254,4.126117,4.309558,3.944525,4.435202,4.65106,4.149245,4.279174,3.949317,3.378251,3.299811,4.055087,5.490877,5.51321,2.822006,2.633465
15,,,,,,,,,,,,,,,,,,,,,,,,
16,,Shares (%),,,,,,,,,,,,,,,,,,,,,,
17,,Aviation Gasoline,1.330865,1.57433,1.324288,1.27017,1.277839,1.267757,0.99004,1.004821,0.803615,0.803084,0.568643,0.562306,0.701529,0.583196,0.58322,0.751759,0.840857,0.552952,0.410999,0.496234,0.618251,0.861598
18,,Aviation Turbo Fuel,98.669135,98.42567,98.675712,98.72983,98.722161,98.732243,99.00996,98.995179,99.196385,99.196916,99.431357,99.437694,99.298471,99.416804,99.41678,99.248241,99.159143,99.447048,99.589001,99.503766,99.381749,99.138402
19,,,,,,,,,,,,,,,,,,,,,,,,
20,,GHG Intensity (tonne/TJ),69.085125,69.094976,69.083686,69.079976,69.078219,69.074663,69.06157,69.062332,69.0548,69.054249,69.04532,69.044879,69.050314,69.045674,69.04521,69.050368,69.053233,69.041862,69.036586,69.039634,69.045347,69.054621
21,,,,,,,,,,,,,,,,,,,,,,,,
22,NOTE: Activity variable for air transportation is not available by region.,,,,,,,,,,,,,,,,,,,,,,,
