,Unnamed: 0,Unnamed: 1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,Motorcycle Energy Use1 (PJ),0.302836,0.375476,0.41998,0.43918,0.461207,0.462395,0.498544,0.549085,0.558366,0.728238,0.742204,0.674973,0.756725,0.813929,0.852554,0.839756,0.874055,0.85924,0.870482,0.970793,0.786243,0.862724
2,,,,,,,,,,,,,,,,,,,,,,,,
3,,Activity ,,,,,,,,,,,,,,,,,,,,,,
4,,Passenger-kilometres (millions),202.506026,278.478211,324.239032,339.068686,356.070404,390.205882,420.719336,474.361206,482.40656,415.029944,422.991597,384.671308,431.257028,463.869919,485.872631,478.580693,529.870223,537.525172,544.55116,608.346463,537.771417,773.581115
5,,,,,,,,,,,,,,,,,,,,,,,,
6,,Energy Intensity (MJ/Pkm),1.495441,1.348312,1.29528,1.295253,1.295269,1.185002,1.18498,1.157525,1.15746,1.754663,1.754655,1.754676,1.754695,1.75465,1.754686,1.754681,1.649564,1.598511,1.598532,1.59579,1.462039,1.115234
7,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,
9,,Motorcycle GHG Emissions1 (Mt of CO2e),0.020414,0.025279,0.028244,0.029508,0.030967,0.031017,0.033423,0.036796,0.037403,0.048767,0.04969,0.045151,0.050597,0.054423,0.056976,0.056159,0.058453,0.057462,0.058214,0.064922,0.055017,0.060369
10,,,,,,,,,,,,,,,,,,,,,,,,
11,,GHG Intensity (tonne/TJ),67.410724,67.325758,67.249885,67.188579,67.144029,67.078184,67.041751,67.012488,66.986739,66.966219,66.948973,66.893077,66.863267,66.864686,66.830005,66.875516,66.875519,66.875519,66.875524,66.875523,69.974397,69.974397
12,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,
14,,Motorcycle Explanatory Variables,,,,,,,,,,,,,,,,,,,,,,
15,,Stock (thousands),36.669,44.386,49.17,53.232,58.646,63.496,71.119,81.695,95.53,102.778,106.672,107.284,112.255,116.605,122.175,129.213,129.177,125.212,124.244,131.181,134.335,143.197
16,,Average Distance Travelled per Year (km),5020.44543,5142.445746,5192.335336,5015.37783,4780.702387,4838.715018,4657.804165,4572.215827,3976.144721,3748.962938,3681.384367,3328.817148,3566.731634,3693.24135,3692.135328,3438.628654,3580.072326,3699.342571,3776.944231,3989.438237,3301.380851,3398.333946
17,,Motorcycle On-Road Average Fuel Consumption (L/100 km),4.7,4.7,4.7,4.7,4.7,4.3,4.3,4.2,4.2,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3
18,,,,,,,,,,,,,,,,,,,,,,,,
19,1) Motorcycles consume only motor gasoline.,,,,,,,,,,,,,,,,,,,,,,,
