,Charging Profile
1124,455.5932041
1125,363.0121459
1126,312.0071325
1127,300.6004942
1128,232.8489433
1129,176.4554412
1130,171.3741856
1131,169.9013799
1132,176.4917659
1133,324.4246776
1134,420.5376804
1135,493.5960911
1136,497.9558379
1137,341.9675455
1138,213.5431857
1139,146.9096129
1140,107.7918224
1141,134.6595542
1142,183.2111164
1143,333.1766439
1144,503.318689
1145,514.926403
1146,545.5480054
1147,468.8319552
1148,410.603155
1149,334.1100094
1150,244.569096
1151,172.9475836
1152,212.4721277
1153,160.1661613
1154,131.4187172
1155,143.7833087
1156,136.5912663
1157,116.1501046
1158,294.0742786
1159,612.4520029
1160,640.4663731
1161,590.2064193
1162,407.7357057
1163,330.3593912
1164,252.2656195
1165,181.9528357
1166,177.7920523
1167,282.8644213
1168,440.4919918
1169,569.2599166
1170,642.9513982
1171,677.9881246
1172,422.2859382
1173,299.6294355
1174,295.4846204
1175,316.1628145
1176,212.4721277
1177,160.1661613
1178,131.4187172
1179,143.7833087
1180,136.5912663
1181,116.1501046
1182,294.0742786
1183,612.4520029
1184,640.4663731
1185,590.2064193
1186,407.7357057
1187,330.3593912
1188,252.2656195
1189,181.9528357
1190,177.7920523
1191,282.8644213
1192,440.4919918
1193,569.2599166
1194,642.9513982
1195,677.9881246
1196,422.2859382
1197,299.6294355
1198,295.4846204
1199,316.1628145
1200,212.4721277
1201,160.1661613
1202,131.4187172
1203,143.7833087
1204,136.5912663
1205,116.1501046
1206,294.0742786
1207,612.4520029
1208,640.4663731
1209,590.2064193
1210,407.7357057
1211,330.3593912
1212,252.2656195
1213,181.9528357
1214,177.7920523
1215,282.8644213
1216,440.4919918
1217,569.2599166
1218,642.9513982
1219,677.9881246
1220,422.2859382
1221,299.6294355
1222,295.4846204
1223,316.1628145
1224,173.2327156
1225,161.9191625
1226,220.6469283
1227,205.5551673
1228,234.3967959
1229,192.9450647
1230,340.9618531
1231,562.5645358
1232,603.4991749
1233,554.2139535
1234,523.1657253
1235,405.7465787
1236,283.7764343
1237,195.4771754
1238,161.3260977
1239,320.4371953
1240,460.8043792
1241,611.965543
1242,626.0231683
1243,584.8192319
1244,455.5932041
1245,363.0121459
1246,312.0071325
1247,300.6004942
1248,212.4721277
1249,160.1661613
1250,131.4187172
1251,143.7833087
1252,136.5912663
1253,116.1501046
1254,294.0742786
1255,612.4520029
1256,640.4663731
1257,590.2064193
1258,407.7357057
1259,330.3593912
1260,252.2656195
1261,181.9528357
1262,177.7920523
1263,282.8644213
1264,440.4919918
1265,569.2599166
1266,642.9513982
1267,677.9881246
1268,422.2859382
1269,299.6294355
1270,295.4846204
1271,316.1628145
1272,173.2327156
1273,161.9191625
1274,220.6469283
1275,205.5551673
1276,234.3967959
1277,192.9450647
1278,340.9618531
1279,562.5645358
1280,603.4991749
1281,554.2139535
1282,523.1657253
1283,405.7465787
1284,283.7764343
1285,195.4771754
1286,161.3260977
1287,320.4371953
1288,460.8043792
1289,611.965543
1290,626.0231683
1291,584.8192319
1292,455.5932041
1293,363.0121459
1294,312.0071325
1295,300.6004942
1296,207.1981254
1297,146.1402461
1298,162.8172611
1299,117.4459152
1300,115.3609341
1301,184.9423299
1302,324.2270721
1303,583.8745348
1304,703.9563083
1305,708.1227106
1306,514.6012594
1307,336.9974987
1308,249.3391782
1309,182.5636444
1310,161.6817319
1311,269.4424956
1312,396.2119893
1313,528.239248
1314,641.3655628
1315,555.3730658
1316,426.9700546
1317,346.5317107
1318,313.617835
1319,333.0596675
1320,166.8599702
1321,141.6080993
1322,157.0998511
1323,137.8612514
1324,111.7545594
1325,333.5972908
1326,472.6999737
1327,489.8737057
1328,588.6960462
1329,433.7320535
1330,318.8539787
1331,219.6926204
1332,168.5614256
1333,133.2957351
1334,292.7370485
1335,434.1463121
1336,583.2479672
1337,608.4287061
1338,549.1749365
1339,475.5433744
1340,415.1376116
1341,369.3409097
1342,307.3351596
1343,211.8188126
1344,166.8599702
1345,141.6080993
1346,157.0998511
1347,137.8612514
1348,111.7545594
1349,333.5972908
1350,472.6999737
1351,489.8737057
1352,588.6960462
1353,433.7320535
1354,318.8539787
1355,219.6926204
1356,168.5614256
1357,133.2957351
1358,292.7370485
1359,434.1463121
1360,583.2479672
1361,608.4287061
1362,549.1749365
1363,475.5433744
1364,415.1376116
1365,369.3409097
1366,307.3351596
1367,211.8188126
1368,232.8489433
1369,176.4554412
1370,171.3741856
1371,169.9013799
1372,176.4917659
1373,324.4246776
1374,420.5376804
1375,493.5960911
1376,497.9558379
1377,341.9675455
1378,213.5431857
1379,146.9096129
1380,107.7918224
1381,134.6595542
1382,183.2111164
1383,333.1766439
1384,503.318689
1385,514.926403
1386,545.5480054
1387,468.8319552
1388,410.603155
1389,334.1100094
1390,244.569096
1391,172.9475836
1392,173.2327156
1393,161.9191625
1394,220.6469283
1395,205.5551673
1396,234.3967959
1397,192.9450647
1398,340.9618531
1399,562.5645358
1400,603.4991749
1401,554.2139535
1402,523.1657253
1403,405.7465787
1404,283.7764343
1405,195.4771754
1406,161.3260977
1407,320.4371953
1408,460.8043792
1409,611.965543
1410,626.0231683
1411,584.8192319
1412,455.5932041
1413,363.0121459
1414,312.0071325
1415,300.6004942
1416,207.1981254
1417,146.1402461
1418,162.8172611
1419,117.4459152
1420,115.3609341
1421,184.9423299
1422,324.2270721
1423,583.8745348
1424,703.9563083
1425,708.1227106
1426,514.6012594
1427,336.9974987
1428,249.3391782
1429,182.5636444
1430,161.6817319
1431,269.4424956
1432,396.2119893
1433,528.239248
1434,641.3655628
1435,555.3730658
1436,426.9700546
1437,346.5317107
1438,313.617835
1439,333.0596675
1440,232.8489433
1441,176.4554412
1442,171.3741856
1443,169.9013799
1444,176.4917659
1445,324.4246776
1446,420.5376804
1447,493.5960911
1448,497.9558379
1449,341.9675455
1450,213.5431857
1451,146.9096129
1452,107.7918224
1453,134.6595542
1454,183.2111164
1455,333.1766439
1456,503.318689
1457,514.926403
1458,545.5480054
1459,468.8319552
1460,410.603155
1461,334.1100094
1462,244.569096
1463,172.9475836
1464,232.8489433
1465,176.4554412
1466,171.3741856
1467,169.9013799
1468,176.4917659
1469,324.4246776
1470,420.5376804
1471,493.5960911
1472,497.9558379
1473,341.9675455
1474,213.5431857
1475,146.9096129
1476,107.7918224
1477,134.6595542
1478,183.2111164
1479,333.1766439
1480,503.318689
1481,514.926403
1482,545.5480054
1483,468.8319552
1484,410.603155
1485,334.1100094
1486,244.569096
1487,172.9475836
1488,232.8489433
1489,176.4554412
1490,171.3741856
1491,169.9013799
1492,176.4917659
1493,324.4246776
1494,420.5376804
1495,493.5960911
1496,497.9558379
1497,341.9675455
1498,213.5431857
1499,146.9096129
1500,107.7918224
1501,134.6595542
1502,183.2111164
1503,333.1766439
1504,503.318689
1505,514.926403
1506,545.5480054
