ceud_region,region,road_class,year,activity_bn,stock_k_vehicles,c2a,utilization,unit
PE,PEI,cars,2019,1.5072772319999999,65.554,3.504,0.0065619035817381125,dimensionless
PE,PEI,cars,2022,1.252789237,60.397,3.504,0.0059196843376810495,dimensionless
PE,PEI,cars,2023,1.224675983,58.197,3.504,0.006005601423028364,dimensionless
PE,PEI,freight_light_trucks,2017,0.129651095,13.787,0.876,0.010735006390441925,dimensionless
PE,PEI,freight_light_trucks,2018,0.12613855599999999,14.599,0.876,0.009863263606283158,dimensionless
PE,PEI,freight_light_trucks,2019,0.131683076,15.148,0.876,0.009923629925978445,dimensionless
PE,PEI,freight_light_trucks,2022,0.141851572,17.095,0.876,0.009472419904348653,dimensionless
PE,PEI,freight_light_trucks,2023,0.155237558,18.07,0.876,0.009806963154450095,dimensionless
PE,PEI,heavy_trucks,2017,0.7734143299999999,4.177,8.76,0.02113701390414785,dimensionless
PE,PEI,heavy_trucks,2018,0.733738471,4.24,8.76,0.019754740431420694,dimensionless
PE,PEI,heavy_trucks,2019,0.689205535,4.122,8.76,0.019086955588566976,dimensionless
PE,PEI,heavy_trucks,2022,0.565522058,4.843,8.76,0.0133300253060247,dimensionless
PE,PEI,heavy_trucks,2023,0.521614193,4.903,8.76,0.012144605180687999,dimensionless
PE,PEI,inter_city_buses,2017,0.013461457,0.016,43.8,0.019208700057077626,dimensionless
PE,PEI,inter_city_buses,2018,0.006808063,0.008,43.8,0.019429403538812784,dimensionless
PE,PEI,inter_city_buses,2019,0.006249548,0.008,43.8,0.01783546803652968,dimensionless
PE,PEI,inter_city_buses,2022,0.002542284,0.005,43.8,0.011608602739726028,dimensionless
PE,PEI,inter_city_buses,2023,0.003981155,0.009,43.8,0.010099327752409947,dimensionless
PE,PEI,medium_trucks,2017,0.118435847,5.493,2.628,0.00820442615355755,dimensionless
PE,PEI,medium_trucks,2018,0.125533493,5.732,2.628,0.00833351210751996,dimensionless
PE,PEI,medium_trucks,2019,0.121798672,5.802,2.628,0.007988025962810284,dimensionless
PE,PEI,medium_trucks,2022,0.12468142,6.983,2.628,0.006794137578302253,dimensionless
PE,PEI,medium_trucks,2023,0.124418797,6.953,2.628,0.006809079542770429,dimensionless
PE,PEI,motorcycles,2017,0.018609869,3.733,1.752,0.0028454517404318145,dimensionless
PE,PEI,motorcycles,2018,0.017800687,3.917,1.752,0.00259387528079802,dimensionless
PE,PEI,motorcycles,2019,0.01714961,3.753,1.752,0.002608204152051266,dimensionless
PE,PEI,motorcycles,2022,0.017433308,4.552,1.752,0.002185966226898107,dimensionless
PE,PEI,motorcycles,2023,0.019051068,4.803,1.752,0.0022639802748852743,dimensionless
PE,PEI,passenger_light_trucks,2017,1.391727035,48.677,4.38,0.006527639304020924,dimensionless
PE,PEI,passenger_light_trucks,2018,1.356643938,51.648,4.38,0.005997058141730746,dimensionless
PE,PEI,passenger_light_trucks,2019,1.417301371,53.635,4.38,0.006033090107197603,dimensionless
PE,PEI,passenger_light_trucks,2022,1.5287308929999999,60.625,4.38,0.005757118648025232,dimensionless
PE,PEI,passenger_light_trucks,2023,1.672780812,64.088,4.38,0.00595920339840938,dimensionless
PE,PEI,school_buses,2017,0.062236251000000006,0.137,43.8,0.010371671332866714,dimensionless
PE,PEI,school_buses,2018,0.032260573,0.065,43.8,0.011331427116262734,dimensionless
PE,PEI,school_buses,2019,0.032932004,0.069,43.8,0.010896699093375687,dimensionless
PE,PEI,school_buses,2022,0.012830981,0.047,43.8,0.006232867482755271,dimensionless
PE,PEI,school_buses,2023,0.018786469,0.084,43.8,0.005106128777995217,dimensionless
PE,PEI,urban_transit,2017,0.045650283,0.074,43.8,0.014084377082562015,dimensionless
PE,PEI,urban_transit,2018,0.023175111999999998,0.039,43.8,0.013566978105608241,dimensionless
PE,PEI,urban_transit,2019,0.024122757,0.042,43.8,0.013113044683626876,dimensionless
PE,PEI,urban_transit,2022,0.010045737,0.029,43.8,0.007908783656117148,dimensionless
PE,PEI,urban_transit,2023,0.015788461,0.047,43.8,0.007669513747206841,dimensionless
QC,QC,cars,2017,73.334383355,3506.045,3.504,0.00596933649539646,dimensionless
QC,QC,cars,2018,70.65891639,3497.801,3.504,0.005765112384817212,dimensionless
QC,QC,cars,2019,70.722787389,3418.215,3.504,0.005904673605830761,dimensionless
QC,QC,cars,2022,54.988209699,2789.302,3.504,0.005626132351403414,dimensionless
QC,QC,cars,2023,54.968465427000005,2700.585,3.504,0.005808870092669673,dimensionless
QC,QC,freight_light_trucks,2017,5.993445102,512.108,0.876,0.013360135573393071,dimensionless
QC,QC,freight_light_trucks,2018,6.2469034279999995,545.322,0.876,0.013076986251799217,dimensionless
QC,QC,freight_light_trucks,2019,6.606712846000001,562.569,0.876,0.013406194869522695,dimensionless
QC,QC,freight_light_trucks,2022,7.237003916,614.262,0.876,0.013449342455554457,dimensionless
QC,QC,freight_light_trucks,2023,8.047308266,647.688,0.876,0.01418341077986193,dimensionless
QC,QC,heavy_trucks,2017,64.903128398,73.291,8.76,0.10109062398038123,dimensionless
QC,QC,heavy_trucks,2018,54.434757307,81.447,8.76,0.07629517835168938,dimensionless
QC,QC,heavy_trucks,2019,56.604465986,83.964,8.76,0.07695794662433063,dimensionless
QC,QC,heavy_trucks,2022,60.218021468,88.643,8.76,0.0775493086191458,dimensionless
QC,QC,heavy_trucks,2023,56.588723122000005,86.311,8.76,0.07484445667147513,dimensionless
QC,QC,inter_city_buses,2017,1.0920450800000001,1.304,43.8,0.019120043000812395,dimensionless
QC,QC,inter_city_buses,2018,0.9739636890000001,1.36,43.8,0.01635045140008058,dimensionless
QC,QC,inter_city_buses,2019,0.964813353,1.404,43.8,0.015689246526558173,dimensionless
QC,QC,inter_city_buses,2022,0.504415215,0.914,43.8,0.012599922439375317,dimensionless
QC,QC,inter_city_buses,2023,0.46592874100000004,0.923,43.8,0.01152507311872641,dimensionless
QC,QC,medium_trucks,2017,6.297355278,213.117,2.628,0.011243842166316645,dimensionless
QC,QC,medium_trucks,2018,6.361639192,224.237,2.628,0.01079534182783845,dimensionless
QC,QC,medium_trucks,2019,6.427626992,228.412,2.628,0.010707951326491627,dimensionless
QC,QC,medium_trucks,2022,7.25400397,250.844,2.628,0.011003952589088158,dimensionless
QC,QC,medium_trucks,2023,6.751437761,230.061,2.628,0.011166778567039697,dimensionless
QC,QC,motorcycles,2017,0.967549598,217.005,1.752,0.0025448922225662584,dimensionless
QC,QC,motorcycles,2018,0.988399822,226.077,1.752,0.002495411517064447,dimensionless
QC,QC,motorcycles,2019,1.017861553,226.888,1.752,0.0025606079036803544,dimensionless
QC,QC,motorcycles,2022,1.0306321,259.999,1.752,0.0022625484369179433,dimensionless
QC,QC,motorcycles,2023,1.143985307,272.095,1.752,0.0023997488013897906,dimensionless
QC,QC,passenger_light_trucks,2017,47.297379633999995,1839.406,4.38,0.005870638945895165,dimensionless
QC,QC,passenger_light_trucks,2018,49.297977628,1958.206,4.38,0.005747733401792229,dimensionless
QC,QC,passenger_light_trucks,2019,52.165136635,2021.608,4.38,0.00589127493896129,dimensionless
QC,QC,passenger_light_trucks,2022,57.31665903300001,2209.444,4.38,0.005922754870914901,dimensionless
QC,QC,passenger_light_trucks,2023,63.680121328000006,2326.08,4.38,0.0062503613314437816,dimensionless
QC,QC,school_buses,2017,7.741974837,11.199,43.8,0.015783321401005718,dimensionless
QC,QC,school_buses,2018,5.987047769,11.263,43.8,0.01213625040693717,dimensionless
QC,QC,school_buses,2019,6.148502774,11.426,43.8,0.012285732160169828,dimensionless
QC,QC,school_buses,2022,4.622512005,8.57,43.8,0.01231467955275651,dimensionless
QC,QC,school_buses,2023,4.392551505,9.041,43.8,0.011092419427175744,dimensionless
QC,QC,urban_transit,2017,5.185336082,6.011,43.8,0.019695003915956213,dimensionless
QC,QC,urban_transit,2018,4.534920915,6.709,43.8,0.015432554358590075,dimensionless
QC,QC,urban_transit,2019,4.809105719000001,6.889,43.8,0.01593800758074384,dimensionless
QC,QC,urban_transit,2022,3.0246658120000003,5.238,43.8,0.013183714600539439,dimensionless
QC,QC,urban_transit,2023,2.9701129890000004,5.08,43.8,0.013348582447955995,dimensionless
SK,SK,cars,2017,9.550108068,347.166,3.504,0.00785067507281464,dimensionless
SK,SK,cars,2018,8.885679274000001,333.157,3.504,0.007611628669716966,dimensionless
SK,SK,cars,2019,8.495915498,316.177,3.504,0.007668595180481171,dimensionless
SK,SK,cars,2022,6.011342158000001,252.052,3.504,0.006806395840385043,dimensionless
SK,SK,cars,2023,5.376435162,240.861,3.504,0.006370357863709604,dimensionless
SK,SK,freight_light_trucks,2017,2.331734855,202.375,0.876,0.013152799405461968,dimensionless
SK,SK,freight_light_trucks,2018,2.323467522,206.314,0.876,0.012855938932556718,dimensionless
SK,SK,freight_light_trucks,2019,2.355788587,207.212,0.876,0.012978284934530248,dimensionless
SK,SK,freight_light_trucks,2022,2.162189465,207.782,0.876,0.011879050225365723,dimensionless
SK,SK,freight_light_trucks,2023,2.117573551,213.829,0.876,0.011304927793943485,dimensionless
SK,SK,heavy_trucks,2017,22.145668213,43.296,8.76,0.058389789277358446,dimensionless
SK,SK,heavy_trucks,2018,20.163192168000002,46.153,8.76,0.04987182340808669,dimensionless
SK,SK,heavy_trucks,2019,20.94698396,49.505,8.76,0.04830235763280218,dimensionless
SK,SK,heavy_trucks,2022,20.679195871,49.932,8.76,0.047277072780168246,dimensionless
SK,SK,heavy_trucks,2023,21.913472966,51.547,8.76,0.04852926474513263,dimensionless
SK,SK,inter_city_buses,2017,0.285448164,0.282,43.8,0.023110217623627714,dimensionless
SK,SK,inter_city_buses,2018,0.263242376,0.273,43.8,0.022015017980497435,dimensionless
SK,SK,inter_city_buses,2019,0.238502996,0.265,43.8,0.02054820332557939,dimensionless
SK,SK,inter_city_buses,2022,0.152447164,0.213,43.8,0.01634051107252342,dimensionless
SK,SK,inter_city_buses,2023,0.13605014299999998,0.212,43.8,0.014651734190574653,dimensionless
SK,SK,medium_trucks,2017,3.6538113180000003,116.192,2.628,0.0119658768426437,dimensionless
SK,SK,medium_trucks,2018,3.693702692,116.563,2.628,0.012058016078500856,dimensionless
SK,SK,medium_trucks,2019,3.591051707,115.935,2.628,0.011786415073816817,dimensionless
SK,SK,medium_trucks,2022,3.633469196,120.5,2.628,0.011473847540372749,dimensionless
SK,SK,medium_trucks,2023,3.666430834,122.304,2.628,0.01140715846438388,dimensionless
SK,SK,motorcycles,2017,0.058134583999999996,8.694,1.752,0.0038166367819931443,dimensionless
SK,SK,motorcycles,2018,0.049227235,7.508,1.752,0.0037423730516976715,dimensionless
SK,SK,motorcycles,2019,0.049336287,7.393,1.752,0.0038090059738108426,dimensionless
SK,SK,motorcycles,2022,0.040274555999999996,7.301,1.752,0.003148576944798329,dimensionless
SK,SK,motorcycles,2023,0.040512624000000004,7.684,1.752,0.003009323768299901,dimensionless
SK,SK,passenger_light_trucks,2017,12.762505622,414.883,4.38,0.007023218760348754,dimensionless
SK,SK,passenger_light_trucks,2018,12.700086319,422.524,4.38,0.006862481389293107,dimensionless
SK,SK,passenger_light_trucks,2019,12.854204191000001,423.781,4.38,0.006925156661805989,dimensionless
SK,SK,passenger_light_trucks,2022,11.753191251,422.519,4.38,0.006350902558098466,dimensionless
SK,SK,passenger_light_trucks,2023,11.505419389,434.285,4.38,0.0060485811844304205,dimensionless
SK,SK,school_buses,2017,1.370653097,2.421,43.8,0.012925836308631289,dimensionless
SK,SK,school_buses,2018,1.2764436160000001,2.258,43.8,0.012906354433349108,dimensionless
SK,SK,school_buses,2019,1.180118709,2.157,43.8,0.012491121706327282,dimensionless
SK,SK,school_buses,2022,0.8129303630000001,1.993,43.8,0.00931262114890702,dimensionless
SK,SK,school_buses,2023,0.725606263,2.073,43.8,0.007991487234215958,dimensionless
SK,SK,urban_transit,2017,0.952647521,1.3,43.8,0.016730725693712683,dimensionless
SK,SK,urban_transit,2018,0.8717511980000001,1.345,43.8,0.014797766087827404,dimensionless
SK,SK,urban_transit,2019,0.817035257,1.3,43.8,0.014349056146821216,dimensionless
SK,SK,urban_transit,2022,0.5930029050000001,1.218,43.8,0.011115664293587063,dimensionless
SK,SK,urban_transit,2023,0.586376461,1.165,43.8,0.01149149393458365,dimensionless
