region,road_class,tech_or_group,vintage,period,period_step,output_comm,operator,factor,baseline_utilization,age_first_year,age_last_year,unit,data_source,data_id,dq_cred,dq_geog,dq_struc,dq_tech,dq_time
NS,cars,T_LDV_C_GSL_N,2030,2035,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_N,2030,2040,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_N,2030,2045,5,T_D_pkm_ldv_c,e,0.005179203499136112,0.008828666664515993,16,20,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_N,2035,2035,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_N,2035,2040,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_N,2035,2045,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_N,2040,2040,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_N,2040,2045,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_N,2045,2045,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2005,2025,5,T_D_pkm_ldv_c,e,0.004461465392707931,0.008828666664515993,21,25,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2010,2025,5,T_D_pkm_ldv_c,e,0.005179203499136112,0.008828666664515993,16,20,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2010,2030,5,T_D_pkm_ldv_c,e,0.004461465392707931,0.008828666664515993,21,25,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2015,2025,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2015,2030,5,T_D_pkm_ldv_c,e,0.005179203499136112,0.008828666664515993,16,20,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2015,2035,5,T_D_pkm_ldv_c,e,0.004461465392707931,0.008828666664515993,21,25,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2020,2025,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2020,2030,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2020,2035,5,T_D_pkm_ldv_c,e,0.005179203499136112,0.008828666664515993,16,20,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2020,2040,5,T_D_pkm_ldv_c,e,0.004461465392707931,0.008828666664515993,21,25,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2023,2025,5,T_D_pkm_ldv_c,e,0.007488009067388321,0.008828666664515993,3,7,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2023,2030,5,T_D_pkm_ldv_c,e,0.006448996657140234,0.008828666664515993,8,12,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2023,2035,5,T_D_pkm_ldv_c,e,0.005620470483913265,0.008828666664515993,13,17,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_EX,2023,2040,5,T_D_pkm_ldv_c,e,0.004893749561258155,0.008828666664515993,18,22,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2025,2025,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2025,2030,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2025,2035,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2025,2040,5,T_D_pkm_ldv_c,e,0.005179203499136112,0.008828666664515993,16,20,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2025,2045,5,T_D_pkm_ldv_c,e,0.004461465392707931,0.008828666664515993,21,25,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2030,2030,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2030,2035,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2030,2040,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2030,2045,5,T_D_pkm_ldv_c,e,0.005179203499136112,0.008828666664515993,16,20,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2035,2035,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2035,2040,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2035,2045,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2040,2040,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2040,2045,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV35_N,2045,2045,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2025,2025,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2025,2030,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2025,2035,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2025,2040,5,T_D_pkm_ldv_c,e,0.005179203499136112,0.008828666664515993,16,20,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2025,2045,5,T_D_pkm_ldv_c,e,0.004461465392707931,0.008828666664515993,21,25,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2030,2030,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2030,2035,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2030,2040,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2030,2045,5,T_D_pkm_ldv_c,e,0.005179203499136112,0.008828666664515993,16,20,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2035,2035,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2035,2040,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2035,2045,5,T_D_pkm_ldv_c,e,0.005933538264266595,0.008828666664515993,11,15,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2040,2040,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2040,2045,5,T_D_pkm_ldv_c,e,0.006833261573514406,0.008828666664515993,6,10,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,cars,T_LDV_C_GSL_PHEV50_N,2045,2045,5,T_D_pkm_ldv_c,e,0.00798683261539728,0.008828666664515993,1,5,dimensionless,T01,road-utilization-age-cars-ns:composite:1:79b3744d0c716f9e,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2025,2025,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2025,2030,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2025,2035,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2025,2040,5,T_D_tkm_ldv_t,e,0.007603567057170632,0.01352901967652898,16,20,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2025,2045,5,T_D_tkm_ldv_t,e,0.0065265833331568995,0.01352901967652898,21,25,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2030,2030,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2030,2035,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2030,2040,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2030,2045,5,T_D_tkm_ldv_t,e,0.007603567057170632,0.01352901967652898,16,20,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2035,2035,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2035,2040,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2035,2045,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2040,2040,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2040,2045,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV150_N,2045,2045,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2025,2025,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2025,2030,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2025,2035,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2025,2040,5,T_D_tkm_ldv_t,e,0.007603567057170632,0.01352901967652898,16,20,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2025,2045,5,T_D_tkm_ldv_t,e,0.0065265833331568995,0.01352901967652898,21,25,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2030,2030,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2030,2035,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2030,2040,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2030,2045,5,T_D_tkm_ldv_t,e,0.007603567057170632,0.01352901967652898,16,20,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2035,2035,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2035,2040,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2035,2045,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2040,2040,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2040,2045,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV200_N,2045,2045,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2025,2025,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2025,2030,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2025,2035,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2025,2040,5,T_D_tkm_ldv_t,e,0.007603567057170632,0.01352901967652898,16,20,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2025,2045,5,T_D_tkm_ldv_t,e,0.0065265833331568995,0.01352901967652898,21,25,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2030,2030,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2030,2035,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2030,2040,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2030,2045,5,T_D_tkm_ldv_t,e,0.007603567057170632,0.01352901967652898,16,20,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2035,2035,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2035,2040,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2035,2045,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2040,2040,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2040,2045,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV300_N,2045,2045,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2025,2025,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2025,2030,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2025,2035,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2025,2040,5,T_D_tkm_ldv_t,e,0.007603567057170632,0.01352901967652898,16,20,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2025,2045,5,T_D_tkm_ldv_t,e,0.0065265833331568995,0.01352901967652898,21,25,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2030,2030,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2030,2035,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2030,2040,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2030,2045,5,T_D_tkm_ldv_t,e,0.007603567057170632,0.01352901967652898,16,20,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2035,2035,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2035,2040,5,T_D_tkm_ldv_t,e,0.010394490187466446,0.01352901967652898,6,10,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2035,2045,5,T_D_tkm_ldv_t,e,0.008869648072059191,0.01352901967652898,11,15,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
NS,freight_light_trucks,T_LDV_LTF_BEV400_N,2040,2040,5,T_D_tkm_ldv_t,e,0.01224812266651839,0.01352901967652898,1,5,dimensionless,T01,road-utilization-age-freight-light-trucks-ns:composite:1:93973285047322d6,5,5,5,5,5
