region,road_class,tech_or_group,vintage,period,period_step,output_comm,operator,factor,baseline_utilization,age_first_year,age_last_year,unit,data_source,data_id,dq_cred,dq_geog,dq_struc,dq_tech,dq_time
AB,heavy_trucks,T_HDV_T_DSL_PHEV_N,2035,2045,5,T_D_tkm_hdv_t,e,0.021949867022506182,0.05537594336259053,11,15,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_DSL_PHEV_N,2040,2040,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_DSL_PHEV_N,2040,2045,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_DSL_PHEV_N,2045,2045,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2025,2025,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2025,2030,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2025,2035,5,T_D_tkm_hdv_t,e,0.021949867022506182,0.05537594336259053,11,15,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2025,2040,5,T_D_tkm_hdv_t,e,0.014653179790492661,0.05537594336259053,16,20,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2025,2045,5,T_D_tkm_hdv_t,e,0.009784658903228707,0.05537594336259053,21,25,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2030,2030,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2030,2035,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2030,2040,5,T_D_tkm_hdv_t,e,0.021949867022506182,0.05537594336259053,11,15,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2030,2045,5,T_D_tkm_hdv_t,e,0.014653179790492661,0.05537594336259053,16,20,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2035,2035,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2035,2040,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2035,2045,5,T_D_tkm_hdv_t,e,0.021949867022506182,0.05537594336259053,11,15,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2040,2040,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2040,2045,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCEV_N,2045,2045,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2025,2025,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2025,2030,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2025,2035,5,T_D_tkm_hdv_t,e,0.021949867022506182,0.05537594336259053,11,15,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2025,2040,5,T_D_tkm_hdv_t,e,0.014653179790492661,0.05537594336259053,16,20,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2025,2045,5,T_D_tkm_hdv_t,e,0.009784658903228707,0.05537594336259053,21,25,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2030,2030,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2030,2035,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2030,2040,5,T_D_tkm_hdv_t,e,0.021949867022506182,0.05537594336259053,11,15,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2030,2045,5,T_D_tkm_hdv_t,e,0.014653179790492661,0.05537594336259053,16,20,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2035,2035,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2035,2040,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2035,2045,5,T_D_tkm_hdv_t,e,0.021949867022506182,0.05537594336259053,11,15,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2040,2040,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2040,2045,5,T_D_tkm_hdv_t,e,0.032887794575550966,0.05537594336259053,6,10,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,heavy_trucks,T_HDV_T_FCHEV_N,2045,2045,5,T_D_tkm_hdv_t,e,0.048609195156958517,0.05537594336259053,1,5,dimensionless,T01,road-utilization-age-heavy-trucks-ab:composite:1:7bb5e5b0ae4a418d,5,5,5,5,5
AB,medium_trucks,T_MDV_T_BEV_EX,2005,2025,5,T_D_tkm_mdv_t,e,0.0018711096022613668,0.012091638417374645,21,25,dimensionless,T01,road-utilization-age-medium-trucks-ab:composite:1:f5e9fa0aa920bd64,5,5,5,5,5
