region,nrcan_ceud_class,age,weighted_vmt_km,normalized_utilization,weight_source
NB,Heavy Trucks,1,186440.40256274302,1.0,statcan_tonne_km
NB,Heavy Trucks,2,176103.05720292797,0.944554156622054,statcan_tonne_km
NB,Heavy Trucks,3,162910.0732946259,0.873791683858876,statcan_tonne_km
NB,Heavy Trucks,4,150080.63492836326,0.8049791400651821,statcan_tonne_km
NB,Heavy Trucks,5,138515.00908433125,0.7429452370857043,statcan_tonne_km
NB,Heavy Trucks,6,128761.62689694985,0.690631564441176,statcan_tonne_km
NB,Heavy Trucks,7,118841.81529120618,0.6374252235977241,statcan_tonne_km
NB,Heavy Trucks,8,109687.29964898073,0.588323658076567,statcan_tonne_km
NB,Heavy Trucks,9,101238.46520668347,0.5430071154915768,statcan_tonne_km
NB,Heavy Trucks,10,93441.74949962183,0.5011883058350283,statcan_tonne_km
NB,Heavy Trucks,11,86246.03859689835,0.46259307216349665,statcan_tonne_km
NB,Heavy Trucks,12,79604.59248692298,0.42697071768086076,statcan_tonne_km
NB,Heavy Trucks,13,73475.11411300316,0.39409437602065084,statcan_tonne_km
NB,Heavy Trucks,14,67818.14002934391,0.3637523792972984,statcan_tonne_km
NB,Heavy Trucks,15,62597.810555252676,0.3357523889393371,statcan_tonne_km
NB,Heavy Trucks,16,57778.26601003693,0.3099020663753005,statcan_tonne_km
NB,Heavy Trucks,17,53330.92327879918,0.28604810194427494,statcan_tonne_km
NB,Heavy Trucks,18,49226.36005684686,0.2640326848697972,statcan_tonne_km
NB,Heavy Trucks,19,45438.372727487484,0.24371526827290588,statcan_tonne_km
NB,Heavy Trucks,20,41941.596863823506,0.22495980639018867,statcan_tonne_km
NB,Heavy Trucks,21,38715.04195826492,0.20765371360553728,statcan_tonne_km
NB,Heavy Trucks,22,35736.17719481169,0.19167614263644034,statcan_tonne_km
NB,Heavy Trucks,23,32987.2307538738,0.1769317717642911,statcan_tonne_km
NB,Heavy Trucks,24,30449.275584553747,0.16331908302068063,statcan_tonne_km
NB,Heavy Trucks,25,28106.603323953994,0.15075382233470153,statcan_tonne_km
NB,Light Truck,0,27179.094397315643,1.0,ontario_mto
NB,Light Truck,1,26276.927893908207,0.9668066017866829,ontario_mto
NB,Light Truck,2,25409.555457101604,0.9348933811279301,ontario_mto
NB,Light Truck,3,24573.372683181056,0.9041277212535844,ontario_mto
NB,Light Truck,4,23771.27902557273,0.8746163017087322,ontario_mto
NB,Light Truck,5,22998.060736561853,0.8461672931543027,ontario_mto
NB,Light Truck,6,22255.39364128936,0.8188423541988001,ontario_mto
NB,Light Truck,7,21542.120592610943,0.7925989099452321,ontario_mto
